Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,gemmAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Threads,Registers Per Thread
64,8,7,7,8,1,1,1,1,0,0,0.013653,0.013767,0.013995,NOT SUPPORT!,0.034702,0.035726,NOT SUPPORT!,NOT SUPPORT!,0,0,1,6.944000388954681e-06,21.79161372299873,72.25806046873404,316.1290145507114,3.07,5.18,3.33,7.57,4.98,1.85,0.0,6272.0,80.0
64,8,8,8,8,1,1,1,1,0,0,0.013540,0.013995,0.013198,NOT SUPPORT!,0.034133,0.035954,NOT SUPPORT!,NOT SUPPORT!,2,2,2,1.87840003697002e-05,34.29128105211885,27.911413419992805,479.72741815612636,36.120000000000005,8.36,7.76,6.27,16.18,6.74,0.0,20992.0,94.0
64,8,15,15,8,1,1,1,1,0,0,0.016156,0.016612,0.016043,NOT SUPPORT!,0.035954,0.036864,NOT SUPPORT!,NOT SUPPORT!,2,2,1,1.6639996289306067e-05,4.24646128226478,0.0,117.69233393751381,47.92,3.73,3.73,4.49,22.59,0.18,0.0,115712.0,46.0
64,8,16,16,8,1,1,1,1,0,0,0.015929,0.016384,0.016043,NOT SUPPORT!,0.035271,0.036523,NOT SUPPORT!,NOT SUPPORT!,0,0,1,8.160004833324365e-06,21.853658536585368,321.2547116754626,1405.4893635801486,13.09,14.82,10.44,18.79,20.97,7.87,0.0,32768.0,80.0
64,8,24,24,8,1,1,1,1,0,0,0.015474,0.015360,0.021390,NOT SUPPORT!,0.043804,0.038571,NOT SUPPORT!,NOT SUPPORT!,1,1,1,9.951998906071723e-06,21.865509761388285,592.6688754358161,2592.926330031695,25.91,26.12,18.89,32.2,37.72,14.25,0.0,73728.0,80.0
64,8,32,32,8,1,1,1,1,0,0,0.017749,0.018204,0.025941,NOT SUPPORT!,0.044032,0.042098,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.3504004625951226e-05,24.11911154503295,1087.0896749982364,3746.5769156189217,33.91,32.94,24.32,40.22,47.89,18.24,0.0,131072.0,64.0
64,8,48,48,8,1,1,1,1,0,0,0.024917,0.024804,0.034816,NOT SUPPORT!,0.090795,0.068153,NOT SUPPORT!,NOT SUPPORT!,1,1,2,3.0143993149142548e-05,17.962966973470493,0.0,2817.631213614311,30.660000000000004,31.08,30.5,17.94,37.73,25.33,0.0,76288.0,144.0
64,8,64,64,8,1,1,1,1,0,0,0.034020,0.033792,0.047445,NOT SUPPORT!,0.092729,0.082148,NOT SUPPORT!,NOT SUPPORT!,1,1,2,4.265600000827687e-05,17.963817993543277,0.0,3539.82895655245,33.12,39.01,38.42,21.74,47.64,31.89,622.0,135424.0,144.0
64,16,1,1,16,1,1,1,1,0,0,0.013995,0.012857,0.018887,NOT SUPPORT!,0.035612,0.036978,NOT SUPPORT!,NOT SUPPORT!,1,1,1,6.815997782735832e-06,16.238095238095237,2.704226231805153,12.807515903410518,3.09,0.94,0.18,0.94,0.14,0.07,0.0,128.0,64.0
64,16,2,2,16,1,1,1,1,0,0,0.013540,0.013084,0.019911,NOT SUPPORT!,0.034816,0.035044,NOT SUPPORT!,NOT SUPPORT!,1,1,1,7.45600467152414e-06,18.72463768115942,7.690982305712246,44.36048722759027,3.07,1.28,0.69,1.28,0.54,0.26,0.0,512.0,80.0
64,16,4,4,16,1,1,1,1,0,0,0.016498,0.035385,0.016156,NOT SUPPORT!,0.034930,0.036295,NOT SUPPORT!,NOT SUPPORT!,2,2,1,1.731199601464009e-05,8.107485604606525,0.0,31.231060794074498,48.76,0.84,0.84,0.5,5.44,0.02,0.0,16384.0,46.0
64,16,7,7,16,1,1,1,1,0,0,0.016612,0.035385,0.016725,NOT SUPPORT!,0.035840,0.037092,NOT SUPPORT!,NOT SUPPORT!,0,0,1,7.74399923182096e-06,20.0595690747782,90.71075279985783,523.2066634706085,3.09,9.01,5.92,13.11,6.23,3.05,0.0,6272.0,80.0
64,16,8,8,16,1,1,1,1,0,0,0.017408,0.036409,0.017636,NOT SUPPORT!,0.035271,0.037205,NOT SUPPORT!,NOT SUPPORT!,0,0,1,8.064000373911703e-06,20.09917355371901,113.7777725021279,656.2539378247735,3.67,7.71,5.24,9.11,7.61,3.72,0.0,8192.0,80.0
64,16,15,15,16,1,1,1,1,0,0,0.014905,0.014905,0.024235,NOT SUPPORT!,0.038116,0.040391,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.0464003993897906e-05,20.162297128589262,308.25676307855116,1777.9809727566433,11.52,25.45,17.09,32.4,19.91,9.8,0.0,28800.0,80.0
64,16,16,16,16,1,1,1,1,0,0,0.014677,0.014450,0.023780,NOT SUPPORT!,0.037092,0.040846,NOT SUPPORT!,NOT SUPPORT!,1,1,1,9.696004411696838e-06,20.165345689550055,378.50807860324943,2183.180524800885,13.12,23.05,17.13,28.58,24.75,12.18,0.0,32768.0,80.0
64,16,24,24,16,1,1,1,1,0,0,0.018773,0.018887,0.027420,NOT SUPPORT!,0.050404,0.042894,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.3888000329439175e-05,20.17655351914109,594.5806310571606,3429.456139847552,24.77,32.32,24.25,39.82,34.68,17.15,0.0,73728.0,80.0
64,32,1,1,32,1,1,1,1,0,0,0.013540,0.013995,0.026624,NOT SUPPORT!,0.038343,0.037547,NOT SUPPORT!,NOT SUPPORT!,0,0,1,8.927995975524028e-06,13.1340206185567,2.982080197279357,18.26524120833606,3.12,0.77,0.39,0.77,0.17,0.1,0.0,128.0,64.0
64,32,2,2,32,1,1,1,1,0,0,0.013084,0.014564,0.024235,NOT SUPPORT!,0.037774,0.037092,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.759997737272065e-06,17.134948096885815,9.232789025746891,64.9442773515605,3.11,1.86,1.22,1.86,0.64,0.35,0.0,512.0,80.0
64,32,4,4,32,1,1,1,1,0,0,0.012971,0.013198,0.028103,NOT SUPPORT!,0.038002,0.039708,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.24799666060385e-06,18.722117202268432,38.97579262063277,274.1592685474055,3.12,3.74,2.96,4.68,2.64,1.47,0.0,2048.0,80.0
64,32,7,7,32,1,1,1,1,0,0,0.013653,0.013767,0.028786,NOT SUPPORT!,0.039253,0.042098,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.727995626133408e-06,19.13627760252366,113.47373523015827,798.1845694030451,3.12,14.07,9.41,17.07,7.55,4.21,0.0,6272.0,80.0
64,32,8,8,32,1,1,1,1,0,0,0.014791,0.014564,0.029013,NOT SUPPORT!,0.038457,0.040960,NOT SUPPORT!,NOT SUPPORT!,1,1,1,1.0303995150988308e-05,19.74715427464277,165.3665374480079,1012.8700418690485,3.72,12.6,8.96,15.0,9.7,5.46,0.0,8192.0,64.0
64,32,15,15,32,1,1,1,1,0,0,0.017977,0.018887,0.033792,NOT SUPPORT!,0.042553,0.046649,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.529599897629731e-05,19.29818484134682,331.3807753161213,2330.962499098626,11.79,32.84,22.27,40.41,20.66,11.52,0.0,28800.0,80.0
64,32,16,16,32,1,1,1,1,0,0,0.017522,0.017408,0.032427,NOT SUPPORT!,0.044146,0.046308,NOT SUPPORT!,NOT SUPPORT!,1,1,1,1.4464001413288556e-05,19.30486690625571,398.7256247570269,2804.6722923249963,12.94,30.71,23.84,36.79,25.73,14.35,0.0,32768.0,80.0
64,48,1,1,48,1,1,1,1,0,0,0.014450,0.014450,0.031858,NOT SUPPORT!,0.053020,0.206279,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.727999270350428e-06,21.940828402366865,7.157895273720727,48.78947734366995,3.11,0.81,0.79,0.81,0.45,0.27,0.0,256.0,64.0
64,48,2,2,48,1,1,1,1,0,0,0.015019,0.015246,0.030379,NOT SUPPORT!,0.054272,0.044373,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.139200253633857e-05,31.75545851528384,21.573028904801152,163.41569395386875,3.11,2.09,2.04,2.47,1.48,0.9,0.0,1024.0,80.0
64,48,4,4,48,1,1,1,1,0,0,0.014450,0.014905,0.037319,NOT SUPPORT!,0.053703,0.043918,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.0655996386946992e-05,36.13416149068323,92.25228353156817,698.8110477516291,3.11,6.08,6.08,5.91,6.33,3.82,0.0,4096.0,80.0
64,48,7,7,48,1,1,1,1,0,0,0.015474,0.016156,0.036295,NOT SUPPORT!,0.053703,0.051086,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.2352001801206948e-05,37.28840519045626,243.73053440664413,1846.2587981303293,5.49,18.74,14.81,21.35,16.66,10.07,0.0,12544.0,80.0
64,48,8,8,48,1,1,1,1,0,0,0.015588,0.015701,0.036295,NOT SUPPORT!,0.054727,0.051655,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.1775996816828363e-05,38.16532647153426,378.43488490346397,2579.478958128758,7.14,19.21,19.21,19.25,22.99,14.01,0.0,16384.0,64.0
64,64,1,1,64,1,1,1,1,0,0,0.015815,0.017067,0.038229,NOT SUPPORT!,0.063147,0.045966,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.2031997852384975e-05,18.723735408560312,6.468086260884245,51.19149849897201,3.12,1.04,1.04,0.7,0.45,0.27,0.0,256.0,80.0
64,64,2,2,64,1,1,1,1,0,0,0.015246,0.014791,0.034702,NOT SUPPORT!,0.063260,0.045511,NOT SUPPORT!,NOT SUPPORT!,1,1,1,1.2959997516382658e-05,29.981308411214954,24.019757689497432,190.10374013464087,3.12,2.91,2.44,3.35,1.65,1.0,0.0,1024.0,80.0
64,64,4,4,64,1,1,1,1,0,0,0.014222,0.014564,0.040846,NOT SUPPORT!,0.063147,0.046080,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.231999714651852e-05,35.349862258953166,101.07015327936773,799.9170683886803,3.12,7.34,7.34,7.69,7.0,4.24,0.0,4096.0,80.0
64,64,7,7,64,1,1,1,1,0,0,0.019115,0.017636,0.043691,NOT SUPPORT!,0.064398,0.056775,NOT SUPPORT!,NOT SUPPORT!,1,1,1,1.4495997211273077e-05,37.381443298969074,290.7550228225966,2113.1659694428004,5.55,20.12,17.81,24.26,18.35,11.14,0.0,12544.0,64.0
64,64,8,8,64,1,1,1,1,0,0,0.016953,0.017522,0.042894,NOT SUPPORT!,0.064171,0.057003,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.4303995874791054e-05,37.560201874549385,384.85917139433,2797.1014778123626,7.1,21.98,21.98,20.86,23.95,14.58,0.0,16384.0,64.0
64,96,1,1,96,1,1,1,1,0,0,0.037888,0.037205,0.053248,NOT SUPPORT!,0.132324,0.058709,NOT SUPPORT!,NOT SUPPORT!,1,1,1,1.5488003880161266e-05,22.46887966804979,11.504129349310622,89.5041098082141,3.12,1.77,1.77,0.7,0.78,0.48,0.0,384.0,64.0
64,96,2,2,96,1,1,1,1,0,0,0.020025,0.020594,0.057230,NOT SUPPORT!,0.132779,0.059051,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.6191997930519322e-05,40.53686200378072,40.980242391787286,339.0356164542773,3.12,3.94,3.94,3.66,2.81,1.75,0.0,1536.0,80.0
64,96,4,4,96,1,1,1,1,0,0,0.020139,0.020594,0.066788,NOT SUPPORT!,0.132096,0.078279,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.5007995680291692e-05,51.556084498661114,189.953146358088,1477.8682292084002,3.12,12.18,12.18,9.38,12.1,7.52,0.0,6144.0,64.0
64,96,7,7,96,1,1,1,1,0,0,0.025259,0.025259,0.072249,NOT SUPPORT!,0.134258,0.101831,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.977600173474396e-05,54.17943693925957,411.029090158261,3400.5045560778353,8.07,27.53,27.53,26.15,28.35,17.68,0.0,18816.0,80.0
64,128,1,1,128,1,1,1,1,0,0,0.046876,0.046876,0.064853,NOT SUPPORT!,0.175900,0.067584,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.868799617600849e-05,24.665799739921976,15.342468892844112,129.91783480333353,3.12,2.51,2.51,0.85,1.07,0.68,0.0,512.0,80.0
64,128,2,2,128,1,1,1,1,0,0,0.022300,0.022300,0.069177,NOT SUPPORT!,0.176583,0.068494,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.93280033993783e-05,49.3636955107352,59.337737908142664,502.4634877864509,3.12,5.54,5.54,4.05,4.06,2.57,0.0,2048.0,80.0
64,128,4,4,128,1,1,1,1,0,0,0.027079,0.027534,0.086699,NOT SUPPORT!,0.179086,0.093867,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.907200400465521e-05,66.33232104121475,254.28182580164437,2052.294871081515,3.7,16.67,16.67,9.56,16.78,10.58,0.0,8192.0,64.0
64,128,7,7,128,1,1,1,1,0,0,0.031175,0.029810,0.090340,NOT SUPPORT!,0.179200,0.123904,NOT SUPPORT!,NOT SUPPORT!,1,1,2,3.376000632698796e-05,63.2110864405482,0.0,3130.2363801846,13.79,12.05,11.46,9.66,22.51,7.93,0.0,6656.0,144.0
64,256,1,1,256,1,1,1,1,0,0,0.029355,0.077824,0.091136,NOT SUPPORT!,0.456363,0.076914,NOT SUPPORT!,NOT SUPPORT!,0,0,1,3.177600066988108e-05,29.395784543325526,34.545820016943885,303.3715948129755,3.12,5.59,5.59,1.56,2.38,1.54,0.0,1024.0,80.0
64,256,2,2,256,1,1,1,1,0,0,0.024348,0.033792,0.097166,NOT SUPPORT!,0.456021,0.117988,NOT SUPPORT!,NOT SUPPORT!,0,0,1,3.2095998677194026e-05,73.52892360263607,136.8055888885609,1201.3878860045822,3.12,12.14,12.14,6.59,9.3,6.02,0.0,4096.0,80.0
64,384,1,1,384,1,1,1,1,0,0,0.085220,0.148708,0.124587,NOT SUPPORT!,0.895886,0.122652,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.534400263942784e-05,31.180962921970117,53.65701875388521,477.1545240954716,3.12,8.62,8.62,2.31,3.66,2.39,0.0,1536.0,80.0
64,384,2,2,384,1,1,1,1,0,0,0.031516,0.086016,0.103424,NOT SUPPORT!,0.896683,0.181134,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.566399967134215e-05,88.01457953657902,213.12403797400333,1895.2431811248805,3.12,18.64,18.64,8.45,14.5,9.46,0.0,6144.0,80.0
64,512,1,1,512,1,1,1,1,0,0,0.047332,0.095573,0.101945,NOT SUPPORT!,1.572295,0.238023,NOT SUPPORT!,NOT SUPPORT!,0,0,1,5.852800032784242e-05,32.62139292688219,74.46254742325073,657.6358629100441,3.12,11.87,11.87,3.09,5.22,3.38,0.0,2048.0,64.0
64,512,2,2,512,1,1,1,1,0,0,0.142677,0.164295,0.119239,NOT SUPPORT!,1.573547,0.315278,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0002355840018516,64.10933496034167,0.5563705471077166,570.9057276509056,25.04,6.42,6.34,3.66,7.73,4.66,2835.0,5632.0,94.0
64,640,1,1,640,1,1,1,1,0,0,0.132892,0.184775,0.152576,NOT SUPPORT!,2.458738,0.302535,NOT SUPPORT!,NOT SUPPORT!,0,0,1,7.279999575522263e-05,33.33001917477452,92.83517024814051,825.1780700919945,3.12,14.83,14.83,3.79,6.51,4.23,0.0,2560.0,64.0
64,640,2,2,640,1,1,1,1,0,0,0.172373,0.176924,0.127090,NOT SUPPORT!,2.454870,0.488220,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0002646400000062,71.16738941890719,0.6191051995018196,793.7702539112704,25.0,8.08,7.99,4.21,9.87,5.95,3038.0,6656.0,94.0
64,768,1,1,768,1,1,1,1,0,0,0.064967,0.112754,0.113436,NOT SUPPORT!,3.382159,0.370460,NOT SUPPORT!,NOT SUPPORT!,0,0,1,8.419200130106892e-05,33.81801792778807,115.0102604803749,1026.7000981588799,3.12,18.36,18.36,4.66,8.07,5.25,0.0,3072.0,64.0
64,768,2,2,768,1,1,1,1,0,0,0.200932,0.191829,0.136306,NOT SUPPORT!,3.383524,0.597902,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0002935999980577,76.90124340863225,0.6696457809967745,1029.998916895664,24.98,9.65,9.55,4.68,11.88,7.19,5168.0,8192.0,94.0
64,896,1,1,896,1,1,1,1,0,0,0.074183,0.121856,0.118784,NOT SUPPORT!,4.624725,0.585159,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.731199902882778e-05,34.17581191175923,134.9450852007452,1208.391988383311,3.12,21.51,21.51,5.42,9.44,6.16,0.0,3584.0,64.0
64,896,2,2,896,1,1,1,1,0,0,0.229376,0.207417,0.146546,NOT SUPPORT!,4.626204,0.842069,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0003263679941961,81.54493113855987,0.7028140138710358,1260.9361926363722,24.950000000000003,11.36,11.24,5.18,14.07,8.53,5087.0,9216.0,94.0
64,1024,1,1,1024,1,1,1,1,0,0,0.083285,0.100124,0.124018,NOT SUPPORT!,6.059918,0.689038,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0001089600041545,34.29767521660805,156.98325392633143,1409.0149242497016,3.12,24.75,24.75,6.22,10.87,7.09,0.0,4096.0,64.0
64,2048,1,1,2048,1,1,1,1,0,0,0.398905,0.387186,0.306972,NOT SUPPORT!,23.453697,2.596637,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0038709120009607,31.03764916511922,0.0,138.72751017505036,49.96,57.38,57.38,10.2,21.32,0.0,0.0,131072.0,46.0
64,4096,1,1,4096,1,1,1,1,0,0,0.897024,0.718393,0.585728,NOT SUPPORT!,NOT SUPPORT!,9.569622,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0117211199993384,10.56341347945647,0.0,183.237249692967,49.9,75.75,75.75,14.72,28.13,0.0,0.0,262144.0,46.0
