Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,gemmAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Threads,Registers Per Thread
64,384,64,64,384,1,1,1,1,0,0,7.678407,5.765120,6.142179,NOT SUPPORT!,15.938333,7.935317,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0051853119996365,27.549456187797894,0.0,14948.13386840245,36.71,40.72,40.14,29.09,94.98,30.0,158693.0,1577216.0,144.0
64,512,32,32,512,1,1,1,1,0,0,2.222080,2.199097,2.300700,NOT SUPPORT!,6.332416,3.484900,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0023208639969338,28.581672877469245,0.0,14833.634059334321,35.55,39.65,39.09,27.82,93.68,29.39,67699.0,525568.0,144.0
64,512,48,48,512,1,1,1,1,0,0,4.933519,4.751474,5.062997,NOT SUPPORT!,26.490881,10.075819,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0051907839982948,28.505909626062365,0.0,14922.67956005223,36.39,39.92,39.33,28.04,94.36,29.54,144854.0,1182208.0,144.0
64,512,64,64,512,1,1,1,1,0,0,10.382677,8.596025,8.822670,NOT SUPPORT!,26.736526,13.505308,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0091504000009187,28.491696750959893,0.0,15049.329965266455,36.79,40.3,39.72,28.35,95.48,29.77,244603.0,2101504.0,144.0
64,512,96,96,512,1,1,1,1,0,0,21.374292,18.296261,19.665689,NOT SUPPORT!,NOT SUPPORT!,30.335320,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0205560639982032,28.46264737841829,0.0,15073.00352417093,37.1,40.66,40.04,28.7,96.56,29.86,584585.0,4728064.0,144.0
64,512,97,97,512,1,1,1,1,0,0,22.493866,19.170647,20.595144,NOT SUPPORT!,NOT SUPPORT!,43.617397,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0209836160032864,28.37856707553957,0.0,15076.710269119105,37.23,40.89,40.31,31.880000000000003,96.64,29.89,737641.0,4827392.0,144.0
64,512,128,128,512,1,1,1,1,0,0,36.070969,32.173965,34.875736,NOT SUPPORT!,NOT SUPPORT!,53.765232,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0365201280033196,28.42455907068851,0.0,15082.903205101877,37.2,41.13,40.42,29.3,97.95,29.94,1043214.0,8405248.0,144.0
64,640,15,15,640,1,1,1,1,0,0,1.029803,0.896114,0.980992,NOT SUPPORT!,2.498674,2.503680,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0008519999999146,31.634512695194545,0.0,13928.899907499446,34.13,37.620000000000005,37.010000000000005,29.36,88.05,27.38,12567.0,144896.0,144.0
64,640,16,16,640,1,1,1,1,0,0,1.080889,1.073721,1.134137,NOT SUPPORT!,2.524501,2.700629,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0009293119950347,35.75313584609545,0.0,14465.265047502216,31.61,38.35,37.83,24.82,91.54,28.46,16099.0,164352.0,144.0
64,640,24,24,640,1,1,1,1,0,0,2.257465,1.947762,2.292850,NOT SUPPORT!,8.262656,3.969138,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0020503359962775,29.244817205536037,0.0,14751.813739266941,34.76,38.97,38.41,27.16,92.98,28.92,46057.0,369408.0,144.0
64,640,48,48,640,1,1,1,1,0,0,10.747107,7.297024,7.535616,NOT SUPPORT!,41.308502,15.348736,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0080280000048926,29.096722881756957,0.0,15070.341156734783,36.48,39.85,39.29,27.75,95.23,29.52,208112.0,1477120.0,144.0
64,640,64,64,640,1,1,1,1,0,0,17.569908,12.837434,13.250104,NOT SUPPORT!,41.626396,20.479774,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0142265599993651,29.08677533171585,0.0,15118.476225426155,36.84,40.02,39.47,27.9,95.8,29.61,347955.0,2625792.0,144.0
64,768,15,15,768,1,1,1,1,0,0,1.241088,1.212075,1.286372,NOT SUPPORT!,3.431196,3.552484,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0011975039981768,30.646453026983128,0.0,14266.879611267581,34.61,38.22,37.620000000000005,29.9,90.02,27.85,29403.0,173824.0,144.0
64,768,16,16,768,1,1,1,1,0,0,1.551701,1.502777,1.534521,NOT SUPPORT!,3.516757,3.825892,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0013741440032,32.69138708959692,0.0,14083.326500667581,32.07,37.0,36.47,24.65,88.83,27.47,24518.0,197120.0,144.0
64,768,24,24,768,1,1,1,1,0,0,2.722475,2.713372,3.236295,NOT SUPPORT!,11.636850,5.580346,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.002915039993133,29.564618161007548,0.0,14937.416666177905,34.97,39.2,38.650000000000006,27.16,94.12,29.12,66386.0,443136.0,144.0
64,768,32,32,768,1,1,1,1,0,0,4.835328,4.676039,4.762738,NOT SUPPORT!,11.519885,7.393735,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0051616640013167,29.500832367031155,0.0,14997.116163363848,35.79,39.35,38.79,27.26,94.5,29.21,116893.0,787712.0,144.0
64,768,48,48,768,1,1,1,1,0,0,12.055893,10.383816,10.557781,NOT SUPPORT!,57.954758,21.678989,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0115428159966648,29.49391415603612,0.0,15089.270066708654,36.52,39.65,39.09,27.46,95.32,29.39,267824.0,1772032.0,144.0
64,768,64,64,768,1,1,1,1,0,0,22.532892,18.335968,18.756950,NOT SUPPORT!,58.313496,28.906952,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0204400959961464,29.49371070485958,0.0,15148.671442363917,36.87,39.86,39.28,27.66,95.95,29.49,444198.0,3150080.0,144.0
64,768,96,96,768,1,1,1,1,0,0,42.841202,40.265610,42.076157,NOT SUPPORT!,NOT SUPPORT!,65.116280,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0459351039984615,29.487206701103773,0.0,15166.846506744256,37.14,40.22,39.59,28.04,97.04,29.57,1089685.0,7087360.0,144.0
64,768,97,97,768,1,1,1,1,0,0,45.541714,41.800133,43.759842,NOT SUPPORT!,NOT SUPPORT!,91.782372,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0469219519944663,29.35895753328432,0.0,15160.414729632159,37.27,40.43,39.81,30.72,97.05,29.57,1377765.0,7236352.0,144.0
64,768,128,128,768,1,1,1,1,0,0,74.849846,71.181313,74.631851,NOT SUPPORT!,NOT SUPPORT!,115.300812,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0816205439995796,29.471212319128785,0.0,15174.625569640644,37.26,40.7,40.010000000000005,28.58,98.51,29.66,1910065.0,12599552.0,144.0
64,896,15,15,896,1,1,1,1,0,0,1.794276,1.567972,1.635669,NOT SUPPORT!,4.681159,4.785152,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0016026559950459,30.601238073801923,0.0,14507.03133290568,34.95,38.66,38.09,30.35,91.46,28.2,38153.0,202752.0,144.0
64,896,16,16,896,1,1,1,1,0,0,1.956523,1.715769,1.772772,NOT SUPPORT!,4.718706,5.062656,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0018082559924677,32.75172063702689,0.0,14564.328792882698,32.36,38.06,37.52,25.38,91.79,28.28,27395.0,229888.0,144.0
64,896,24,24,896,1,1,1,1,0,0,4.003271,3.657387,3.699940,NOT SUPPORT!,15.480150,7.405909,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0040001280004999,29.844510715708378,0.0,14813.545548691118,35.11,38.69,38.14,26.68,93.28,28.75,95121.0,516864.0,144.0
64,896,32,32,896,1,1,1,1,0,0,7.341853,6.353693,6.416385,NOT SUPPORT!,15.547962,9.892409,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0070228480022024,29.795110842372196,0.0,15000.202087666365,35.870000000000005,39.2,38.63,27.04,94.48,29.09,161459.0,918784.0,144.0
64,896,48,48,896,1,1,1,1,0,0,17.196487,14.022770,14.216988,NOT SUPPORT!,78.185127,29.106289,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0156758720048356,29.804353617215263,0.0,15120.327167183053,36.57,39.53,38.97,27.25,95.43,29.33,352099.0,2066944.0,144.0
64,896,64,64,896,1,1,1,1,0,0,29.108908,24.806057,25.163322,NOT SUPPORT!,78.597687,38.863987,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.027769343996894,29.788130500758534,0.0,15174.163174439083,36.89,39.77,39.2,27.5,96.11,29.42,577481.0,3674368.0,144.0
64,896,96,96,896,1,1,1,1,0,0,65.398666,55.685234,56.460968,NOT SUPPORT!,NOT SUPPORT!,87.350388,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0623922560030849,29.791422838283705,0.0,15195.752071044244,37.15,40.12,39.5,27.8,97.2,29.51,1389723.0,8267008.0,144.0
64,896,97,97,896,1,1,1,1,0,0,67.136856,57.658936,58.559258,NOT SUPPORT!,NOT SUPPORT!,122.377106,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0637367999998359,29.655540819969538,0.0,15188.32181349695,37.3,40.32,39.7,30.12,97.19,29.5,1752319.0,8440832.0,144.0
64,896,128,128,896,1,1,1,1,0,0,114.644531,98.782440,100.237541,NOT SUPPORT!,NOT SUPPORT!,154.805008,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.1109334720009659,29.76651183504593,0.0,15193.847247558648,37.25,40.57,39.87,28.35,98.57,29.58,2430338.0,14696704.0,144.0
64,1024,15,15,1024,1,1,1,1,0,0,2.048569,1.974386,2.058354,NOT SUPPORT!,6.123975,6.038414,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0020677120002047,30.63845132771367,0.0,14684.263957937146,35.21,38.96,38.35,30.38,92.42,28.43,40580.0,231680.0,144.0
64,1024,16,16,1024,1,1,1,1,0,0,2.228224,2.148124,2.223901,NOT SUPPORT!,6.166187,6.490453,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0023130240016772,32.534926925320235,0.0,14869.405927072537,32.59,38.690000000000005,38.14,25.880000000000003,93.58,28.76,41299.0,262656.0,144.0
64,1024,24,24,1024,1,1,1,1,0,0,4.830663,4.667050,4.725760,NOT SUPPORT!,20.092472,9.629013,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0051634880015243,30.055783973654975,0.0,14986.94463454847,35.22,39.0,38.47,26.81,94.28,29.0,117253.0,590592.0,144.0
64,1024,32,32,1024,1,1,1,1,0,0,8.325347,8.185628,8.292466,NOT SUPPORT!,20.197945,12.765071,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0091007359941245,30.020899179211007,0.0,15116.708284782486,35.93,39.36,38.78,27.04,95.15,29.24,182916.0,1049856.0,144.0
64,1024,64,64,1024,1,1,1,1,0,0,33.781422,32.264076,32.684605,NOT SUPPORT!,NOT SUPPORT!,50.094761,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0362367039964873,30.019415875826656,0.0,15186.057894596157,36.91,39.66,39.08,27.31,96.16,29.36,702477.0,4198656.0,144.0
64,1024,96,96,1024,1,1,1,1,0,0,74.025757,72.409546,73.326477,NOT SUPPORT!,NOT SUPPORT!,112.799400,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.081484576002325,30.022031436810114,0.0,15195.005012539694,37.16,40.01,39.41,27.62,97.2,29.45,1705481.0,9446656.0,144.0
64,1024,97,97,1024,1,1,1,1,0,0,76.465607,74.870781,75.921860,NOT SUPPORT!,NOT SUPPORT!,157.438858,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0831628480013008,29.87297304554653,0.0,15201.76663478655,37.29,40.23,39.61,30.17,97.26,29.46,2110039.0,9645312.0,144.0
64,1024,128,128,1024,1,1,1,1,0,0,131.355759,128.570023,130.220840,NOT SUPPORT!,NOT SUPPORT!,200.045471,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.1447363839987125,30.01519635867147,0.0,15208.1368788347,37.24,40.45,39.76,28.16,98.58,29.52,3005081.0,16793856.0,144.0
