Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,gemmAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Threads,Registers Per Thread
64,8,96,96,8,1,1,1,1,0,0,0.062464,0.062464,0.095118,NOT SUPPORT!,0.328363,0.161223,NOT SUPPORT!,NOT SUPPORT!,0,0,1,7.222400065193401e-05,21.289541877375147,1829.316775689607,6304.609601930253,45.79,49.9,38.41,60.42,72.78,28.43,11040.0,1179648.0,64.0
64,8,97,97,8,1,1,1,1,0,0,0.065081,0.065308,0.102059,NOT SUPPORT!,0.329842,0.208100,NOT SUPPORT!,NOT SUPPORT!,0,0,1,7.452800359856635e-05,19.48775266007394,1809.889135452365,6237.653627541186,45.8,63.35,43.72,78.46,72.25,28.23,13197.0,1204352.0,64.0
64,8,128,128,8,1,1,1,1,0,0,0.102514,0.102286,0.152007,NOT SUPPORT!,0.343381,0.239616,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0001239679990244,15.897479468996739,1894.6907738163102,6529.91641690264,46.73,51.45,39.7,62.14,75.08,29.36,19587.0,2097152.0,64.0
64,8,256,256,8,1,1,1,1,0,0,0.523036,0.487538,1.327218,NOT SUPPORT!,1.280569,1.111836,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0004764800022534,12.843613123213796,1971.8017368131757,6795.673842945409,47.64,52.95,40.95,65.03,77.28,30.27,87877.0,8388608.0,64.0
64,8,384,384,8,1,1,1,1,0,0,1.157461,1.049486,2.960043,NOT SUPPORT!,NOT SUPPORT!,3.003733,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0010674560041807,12.401087638569336,1980.3431782862983,6825.1113108795635,47.77,53.09,41.04,65.65,77.52,30.36,198800.0,18874368.0,64.0
64,8,512,512,8,1,1,1,1,0,0,2.048683,1.831253,5.238215,NOT SUPPORT!,NOT SUPPORT!,4.227414,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0018898240012805,12.237864583749072,1988.5959652611052,6853.553951703452,47.84,53.24,41.22,65.91,77.77,30.47,353755.0,33554432.0,64.0
64,8,640,640,8,1,1,1,1,0,0,3.179179,2.354631,6.788437,NOT SUPPORT!,NOT SUPPORT!,6.572260,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0029535999990474,12.175821569308468,1988.091008225168,6851.8136533474535,47.85,53.26,41.21,65.82,77.79,30.48,552998.0,52428800.0,64.0
64,8,768,768,8,1,1,1,1,0,0,4.581490,4.130816,10.296888,NOT SUPPORT!,NOT SUPPORT!,8.026112,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0042507519971275,12.100795572127996,1989.2284635081178,6855.733811733335,47.89,53.2,41.14,65.91,77.7,30.44,792917.0,75497472.0,64.0
64,8,896,896,8,1,1,1,1,0,0,6.044558,4.608569,15.245769,NOT SUPPORT!,NOT SUPPORT!,11.980345,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0057805120029053,12.110723474378451,1991.0295437870316,6861.94110626602,47.89,53.3,41.22,66.03,77.83,30.49,1079878.0,102760448.0,64.0
64,8,1024,1024,8,1,1,1,1,0,0,6.848512,5.919289,21.682404,NOT SUPPORT!,NOT SUPPORT!,14.090467,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0075410560038705,12.097374051571144,1993.4059007497785,6870.1310507983435,47.9,53.4,41.34,66.21,77.98,30.56,1427954.0,134217728.0,64.0
