Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,gemmAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Threads,Registers Per Thread
64,96,97,97,96,1,1,1,1,0,0,1.149611,1.099321,1.384903,NOT SUPPORT!,8.320797,3.337330,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0008763519954766,12.276743545477904,0.0,12798.644628977157,36.71,53.32,52.75,61.86,83.45,32.9,76947.0,912832.0,144.0
64,96,128,128,96,1,1,1,1,0,0,2.218439,2.085774,2.530532,NOT SUPPORT!,9.107685,4.038428,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0014787840017222,12.210285310376355,0.0,13205.903905679796,36.84,55.14,54.48,56.35,87.74,34.12,116183.0,1589504.0,144.0
64,96,256,256,96,1,1,1,1,0,0,7.513998,6.400114,8.453462,NOT SUPPORT!,33.720432,14.806584,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0058354879988573,12.064276465917237,0.0,13386.150003443816,52.13,59.88,57.45,62.23,96.35,34.66,468549.0,6357248.0,144.0
64,96,384,384,96,1,1,1,1,0,0,15.691206,14.505301,18.844900,NOT SUPPORT!,NOT SUPPORT!,42.068085,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0132260799928008,12.04105123282088,0.0,13288.753350325143,78.25,65.0,60.68,68.29,106.38,34.88,1066602.0,14303488.0,144.0
64,96,512,512,96,1,1,1,1,0,0,30.623741,28.319405,33.422565,NOT SUPPORT!,NOT SUPPORT!,59.041451,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0231852800002483,12.036527187761788,0.0,13476.605448830194,94.39,71.44,65.27,76.28,117.94,35.77,1905385.0,25428224.0,144.0
64,128,32,32,128,1,1,1,1,0,0,0.240754,0.222891,0.351915,NOT SUPPORT!,0.529977,0.415175,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0001754559991203,25.049315555555555,0.0,12335.063348367426,33.29,38.63,38.07,30.23,80.50999999999999,28.26,4192.0,132352.0,144.0
64,256,16,16,256,1,1,1,1,0,0,0.195243,0.189326,0.370460,NOT SUPPORT!,0.487310,0.551140,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0001730239996645,85.05194693706477,0.0,12459.960815726816,28.01,35.72,35.18,16.55,80.84,26.32,0.0,66048.0,144.0
64,384,15,15,384,1,1,1,1,0,0,0.467740,0.428715,0.509611,NOT SUPPORT!,0.923079,1.012850,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0003393279974351,69.45173359940135,0.0,12603.485572445185,32.24,35.06,34.46,18.8,80.04,25.42,6627.0,87040.0,144.0
64,384,16,16,384,1,1,1,1,0,0,0.450219,0.441685,0.546702,NOT SUPPORT!,0.938439,1.087147,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0003848320036678,57.80653990490577,0.0,12588.405002256173,29.91,34.5,33.96,18.41,80.27,25.48,5553.0,98816.0,144.0
64,640,96,96,640,1,1,1,1,0,0,35.609940,33.464432,29.722282,NOT SUPPORT!,NOT SUPPORT!,46.172390,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.040653919998922,40.134286605222556,9.28538650172012,11905.02616851791,133.22,129.13,86.06,85.77,141.58,53.580000000000005,9723276.0,13567488.0,94.0
64,640,128,128,640,1,1,1,1,0,0,62.581867,59.109837,52.730087,NOT SUPPORT!,NOT SUPPORT!,81.605972,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0721486079990988,40.103494273787966,9.301477306511341,11925.65659161085,134.07,129.93,86.34,86.5,142.2,53.67,19478439.0,24118784.0,94.0
64,768,7,7,768,1,1,1,1,0,0,0.365568,0.361472,0.466716,NOT SUPPORT!,3.387506,1.765490,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0002979520013375,305.0546998481421,0.0,12685.898342795519,20.76,35.96,35.34,15.14,80.85,24.93,0.0,38656.0,144.0
64,1024,8,8,1024,1,1,1,1,0,0,0.693589,0.651037,0.741717,NOT SUPPORT!,6.071410,3.423232,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0006305279964557,194.71687174804703,0.0,13636.703284124682,26.58,35.71,35.11,14.6,86.35,26.46,0.0,65792.0,144.0
64,1024,48,48,1024,1,1,1,1,0,0,22.803797,19.046515,18.407537,NOT SUPPORT!,NOT SUPPORT!,37.543369,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0262230720057578,46.67144355543517,5.758095160126397,11804.814840154128,125.18,121.68,82.33,77.98,134.69,52.05,5982092.0,5458432.0,94.0
64,2048,7,7,2048,1,1,1,1,0,0,1.818055,1.838763,1.905209,NOT SUPPORT!,23.639153,11.458447,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0022559040009622,160.4919179451459,183.63062250136113,11870.687712144678,21.83,41.92,41.92,17.48,80.25,31.16,67463.0,100352.0,118.0
64,2048,16,16,2048,1,1,1,1,0,0,9.137608,8.045454,8.015304,NOT SUPPORT!,23.695360,24.895031,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0115304319993775,53.2261100823923,2.910075875891859,11925.854698889327,92.27,105.24,77.28,62.86,121.42,51.93,2356669.0,1200640.0,94.0
64,2048,24,24,2048,1,1,1,1,0,0,18.539293,18.086912,17.978369,NOT SUPPORT!,NOT SUPPORT!,36.825653,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0257595839960584,53.38349890460106,2.93084981541442,12010.988899795218,111.02,112.38,79.36,68.21,126.85,52.09,4885161.0,2695680.0,94.0
64,2048,32,32,2048,1,1,1,1,0,0,36.390911,31.984409,31.637617,NOT SUPPORT!,NOT SUPPORT!,49.082714,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0452566400066344,53.451405852300674,2.9657024467641504,12153.819339645335,121.85,119.97,82.05,74.63,133.51,52.620000000000005,10267190.0,4788736.0,94.0
64,2048,48,48,2048,1,1,1,1,0,0,73.269135,71.723465,70.933502,NOT SUPPORT!,NOT SUPPORT!,144.860718,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.1015096319995802,53.716355844886124,2.9749875164678845,12191.87071592495,129.78,124.31,83.39,78.35,137.15,52.7,20781993.0,10768896.0,94.0
64,2048,64,64,2048,1,1,1,1,0,0,130.064606,127.149849,125.901489,NOT SUPPORT!,NOT SUPPORT!,193.053482,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.1806479999999647,53.82851442759327,2.97191727558625,12179.288485011899,132.44,125.7,83.67999999999999,79.81,138.22,52.620000000000005,36170985.0,19141120.0,94.0
64,2048,96,96,2048,1,1,1,1,0,0,292.251099,286.100464,282.955688,NOT SUPPORT!,NOT SUPPORT!,434.195557,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.4054586560071625,53.87835097719936,2.9792422337104107,12209.307079024478,134.14,127.35,84.27,81.11,139.65,52.74,82405304.0,43061760.0,94.0
64,2048,97,97,2048,1,1,1,1,0,0,300.072754,293.813263,291.011932,NOT SUPPORT!,NOT SUPPORT!,595.905884,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.416866975998342,53.8545238997653,2.958393250140556,12123.865338232266,134.21,125.23,83.58,82.2,137.46,52.38,82082809.0,43962880.0,94.0
64,4096,8,8,4096,1,1,1,1,0,0,10.811960,10.466304,9.921990,NOT SUPPORT!,NOT SUPPORT!,50.390469,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0112395840019684,92.11121437930011,1.4926901206540908,12231.289434904704,68.4,87.9,72.92,44.58,106.55,53.14,2821592.0,602624.0,94.0
64,4096,15,15,4096,1,1,1,1,0,0,31.858917,28.124275,27.667795,NOT SUPPORT!,NOT SUPPORT!,91.884666,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0397676159982521,57.231919127903126,1.4831766632073808,12153.334975404181,119.27,103.32,76.95,60.85,118.53,52.24,7060836.0,2095616.0,94.0
64,4096,16,16,4096,1,1,1,1,0,0,40.082317,31.783251,31.139046,NOT SUPPORT!,NOT SUPPORT!,97.744781,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.0448843519950182,57.30580028554715,1.495150559541297,12251.45057870133,112.34,110.72,79.07,65.99000000000001,125.69,52.57,8678120.0,2384384.0,94.0
64,4096,24,24,4096,1,1,1,1,0,0,75.056244,71.282562,69.748627,NOT SUPPORT!,NOT SUPPORT!,144.623154,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.1003576960020737,57.500472487169894,1.5045676616258705,12328.615490320084,125.11,121.83,82.63,76.08,135.28,52.77,18123099.0,5353984.0,94.0
64,4096,32,32,4096,1,1,1,1,0,0,129.390137,126.624649,123.827095,NOT SUPPORT!,NOT SUPPORT!,192.136993,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.1776391040042841,57.881313893322904,1.5111281803894159,12382.373201133421,129.72,125.36,83.87,78.97,138.28,53.010000000000005,37976405.0,9511424.0,94.0
64,4096,48,48,4096,1,1,1,1,0,0,290.984161,284.296082,278.094055,NOT SUPPORT!,NOT SUPPORT!,568.907349,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.3991061120022128,58.26069948455718,1.5133313117406013,12400.425934816454,132.8,126.58,84.25,80.07000000000001,139.21,53.07,77342216.0,21389824.0,94.0
64,4096,64,64,4096,1,1,1,1,0,0,516.359497,505.190277,494.254761,NOT SUPPORT!,NOT SUPPORT!,757.801514,NOT SUPPORT!,NOT SUPPORT!,2,2,2,0.7108937280024886,58.32418921373872,1.5104111651358405,12376.497888518717,133.94,127.13,84.26,80.66,139.59,52.93,129408868.0,38019584.0,94.0
