N,C,H,W,perf
4,256,64,64,40.01
4,512,64,64,46.32
4,512,64,64,46.26
6,256,64,64,44.29
6,256,64,64,44.19
10,64,128,128,48.08
10,64,128,128,48.01
10,128,64,64,42.81
12,64,128,128,49.11
16,256,80,80,40.18
64,256,16,16,40.06
64,256,16,16,40.02
