Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
188,2097280.0,9.82,4.31,25472.0,19589152.0,9.82,4855232.0,5.5,27534.81,1080983621.81,0.0,0.0,0.0,0.0,824320.0,1383424.0,0.0,0.0,0.0,0.0,27.7
189,573696.0,4.5,4.1,8064.0,582144.0,1.69,1726976.0,4.98,7885.59,977876065.55,0.0,0.0,0.0,0.0,274432.0,0.0,512.0,0.0,0.0,0.0,3.14
190,245888.0,1.66,1.53,8576.0,1013824.0,1.48,741472.0,2.29,9127.46,1064303050.72,0.0,0.0,0.0,0.0,114560.0,371840.0,0.0,0.0,0.0,0.0,8.45
191,14450816.0,32.14,32.14,23456.0,14487552.0,8.23,29715136.0,33.55,25408.65,1083247277.8,0.0,0.0,0.0,0.0,3907584.0,0.0,1152.0,0.0,0.0,0.0,4.51
192,27035904.0,55.52,55.52,25728.0,26649824.0,14.26,55214496.0,53.81,27423.59,1065904562.83,0.0,0.0,0.0,0.0,9101312.0,0.0,512.0,0.0,0.0,0.0,18.96
193,26380928.0,54.23,54.23,25632.0,26030848.0,13.95,53864768.0,52.7,27362.7,1067521211.91,0.0,0.0,0.0,0.0,8937472.0,0.0,512.0,0.0,0.0,0.0,18.88
194,1605888.0,8.98,8.98,10560.0,2219456.0,8.69,4075104.0,11.45,10012.07,948113075.2,0.0,0.0,0.0,0.0,2498560.0,0.0,8192.0,0.0,0.0,0.0,36.43
195,88105856.0,78.56,78.56,57408.0,88165920.0,21.88,177165632.0,74.21,63281.02,1102303137.52,0.0,0.0,0.0,0.0,34320384.0,0.0,2688.0,0.0,0.0,0.0,36.86
196,13517184.0,47.12,47.12,16000.0,13299648.0,12.14,27981984.0,46.56,16104.13,1006508101.85,0.0,0.0,0.0,0.0,4550656.0,0.0,256.0,0.0,0.0,0.0,16.45
197,135447936.0,34.49,26.56,251328.0,1287721664.0,34.49,274247328.0,28.41,288627.09,1148408026.93,0.0,0.0,0.0,0.0,45096960.0,34693120.0,0.0,0.0,0.0,0.0,64.05
