,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s,Bandwidth,bw_ratio
26,2.3071998639509983e-05,0.0,0.0,0.0,0.0,1024.0,3473408.0,0.0,0.0,0.0,0.0,28.9,12845184.0,26472544.0,12877824.0,3474432.0,0.0,3474432.0,0.2704851872888703,0.13124662291618064,0.26979961832061067,140.2486627242247,0.0,518.5077383717993,33.34454909143404
27,1.2224000360493094e-05,0.0,0.0,0.0,0.0,512.0,617472.0,0.0,0.0,0.0,0.0,8.72,1945728.0,4517024.0,1990080.0,617984.0,0.0,617984.0,0.31761068350766397,0.13681220201619473,0.3105322399099534,47.08298699100787,0.0,148.24119412806766,9.53319576386287
28,1.187200178847778e-05,0.0,0.0,0.0,0.0,1024.0,1310720.0,0.0,0.0,0.0,0.0,19.22,4194560.0,9117952.0,4227072.0,1311744.0,0.0,1311744.0,0.3127250534025023,0.1438638852233484,0.31031976744186046,102.90234293108595,0.0,329.05052477085155,21.16080545150171
29,1.0368000365522972e-05,0.0,0.0,0.0,0.0,1024.0,1048576.0,0.0,0.0,0.0,0.0,16.87,3145984.0,6947392.0,3178496.0,1049600.0,0.0,1049600.0,0.3336317031491578,0.15107827512827834,0.33021907216494845,94.282035093958,0.0,282.5931534804024,18.173193149865106
30,7.360002862207879e-06,0.0,0.0,0.0,1304576.0,0.0,251904.0,0.0,0.0,0.0,0.0,2.36,262272.0,877600.0,589824.0,2861056.0,0.0,2861056.0,10.908735968765251,3.260091157702826,4.850694444444445,362.0332885631157,0.0,33.18746457882176,2.1342420951010777
31,2.790400445001992e-05,0.0,0.0,0.0,0.0,1024.0,4456448.0,0.0,0.0,0.0,0.0,31.36,16777472.0,34412448.0,16809984.0,4457472.0,0.0,4457472.0,0.2656819811709416,0.12953080234222222,0.26516812865497075,148.77234938634203,0.0,559.9640168695553,36.01054770865307
32,2.2240003427223736e-05,0.0,0.0,0.0,0.0,384.0,1302528.0,0.0,0.0,0.0,0.0,11.36,4817152.0,10274848.0,4829184.0,1302912.0,0.0,1302912.0,0.27047350799808684,0.12680596345561512,0.26979961832061067,54.56075410726128,0.0,201.72309854334128,12.972546530118409
33,3.8527998030946615e-05,0.0,0.0,0.0,5533696.0,0.0,2117632.0,0.0,0.0,0.0,0.0,12.34,4194432.0,9716160.0,28801920.0,13185024.0,0.0,13185024.0,3.143458756751808,1.3570200573065903,0.45778281447903474,318.7165470726944,0.0,101.39040201756295,6.52028308794617
34,3.523199833633781e-05,0.0,0.0,0.0,2609152.0,0.0,5910528.0,0.0,0.0,0.0,0.0,27.71,19270016.0,40561600.0,176712256.0,11128832.0,0.0,11128832.0,0.5775206413943819,0.2743686639580293,0.06297713725074054,294.17952316412567,0.0,509.3835649819381,32.75778552938509
35,1.5423999321217873e-05,0.0,0.0,0.0,1415680.0,0.0,325120.0,0.0,0.0,0.0,0.0,1.8,491648.0,1476320.0,1106560.0,3156480.0,0.0,3156480.0,6.420203072116636,2.138073046493985,2.852515905147484,190.59266141682818,0.0,29.68639142344027,1.9090926960411747
