Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,gemmAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum
128,16,32,32,16,1,1,1,1,0,0,0.030069,0.030631,0.047008,NOT SUPPORT!,0.075968,0.078052,NOT SUPPORT!,NOT SUPPORT!,0,0,1,2.934400264085767e-05,21.30762307211179,1286.4208220673972,6092.631948958089,40.25,54.68,42.58,65.52,57.35,29.82,6030.0
128,16,48,48,16,1,1,1,1,0,0,0.053568,0.053799,0.092491,NOT SUPPORT!,0.271164,0.153241,NOT SUPPORT!,NOT SUPPORT!,0,0,1,5.676799903437289e-05,18.93120647695236,1496.171389598782,7086.033942405343,44.39,62.38,48.45,74.32,64.83,33.85,12572.0
128,16,64,64,16,1,1,1,1,0,0,0.085490,0.086002,0.146439,NOT SUPPORT!,0.364085,0.196736,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.87519961067295e-05,14.203348637613956,1529.0318166005193,7241.6645758441255,46.05,64.07,49.99,76.27,66.7,34.93,28972.0
128,16,96,96,16,1,1,1,1,0,0,0.171374,0.171637,0.286414,NOT SUPPORT!,1.251968,0.440501,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0002073600006468,11.975090761347431,1638.3999948894816,7759.644420240461,47.29,68.73,53.57,82.1,71.29,37.39,71672.0
128,16,97,97,16,1,1,1,1,0,0,0.204917,0.205095,0.331943,NOT SUPPORT!,1.256715,0.732377,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0002482880038773,11.834172448260727,1396.9800013834315,6616.252506552085,47.03,74.96,51.86,88.1,60.64,31.82,76621.0
128,16,256,256,16,1,1,1,1,0,0,1.396601,1.396590,2.228238,NOT SUPPORT!,5.382180,3.605188,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0011911040055283,8.604096067644257,0.0,7662.475704589638,51.900000000000006,56.23,54.21,52.78,73.97,39.54,57419.0
128,16,384,384,16,1,1,1,1,0,0,3.041262,3.041476,4.846507,NOT SUPPORT!,NOT SUPPORT!,8.636246,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0034238399983939,10.693343973689045,1587.6378529808358,7519.229275923127,48.12,66.0,51.43,80.48,68.49,35.95,1121250.0
128,16,512,512,16,1,1,1,1,0,0,5.055261,4.948309,7.943510,NOT SUPPORT!,NOT SUPPORT!,11.977501,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0047363200001197,8.296619958267412,0.0,7707.929788333003,94.11,67.58,61.91,67.93,95.46,40.59,229803.0
128,16,640,640,16,1,1,1,1,0,0,9.141476,8.145692,12.945976,NOT SUPPORT!,NOT SUPPORT!,22.046150,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0073972479946671,8.261486543241169,0.0,7711.3183769320285,93.11,72.66,65.49,74.02,104.61,41.01,356102.0
128,16,768,768,16,1,1,1,1,0,0,11.184014,11.272761,18.114330,NOT SUPPORT!,NOT SUPPORT!,27.229410,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0133017919987636,10.609358438123811,1634.612234052452,7741.705164053974,48.2,67.92,52.94,82.44,70.46,36.99,4579829.0
128,16,896,896,16,1,1,1,1,0,0,15.800206,15.840256,25.188694,NOT SUPPORT!,NOT SUPPORT!,40.438900,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0187535359983413,10.6164637461394,1578.1028722592687,7474.070547783482,48.16,65.48,51.09,79.98,68.04,35.71,6036498.0
128,32,32,32,32,1,1,1,1,0,0,0.048242,0.051996,0.089657,NOT SUPPORT!,0.113095,0.125611,NOT SUPPORT!,NOT SUPPORT!,0,0,1,5.21920026058556e-05,18.78523216442294,883.9925984143727,6218.08430021019,32.3,61.29,50.5,72.24,52.6,29.59,11849.0
128,32,48,48,32,1,1,1,1,0,0,0.093525,0.096256,0.166116,NOT SUPPORT!,0.503467,0.264988,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0001046080009707,12.50573583797162,992.3621810637238,6980.365796345966,34.49,68.42,56.59,80.66,58.65,33.02,28093.0
128,32,64,64,32,1,1,1,1,0,0,0.154055,0.153600,0.269426,NOT SUPPORT!,0.531228,0.347477,NOT SUPPORT!,NOT SUPPORT!,1,1,2,0.0001845440049237,10.491089384032941,636.4709384548294,6625.2819456557745,48.2,69.61999999999999,58.42,82.11999999999999,46.61,36.92,588922.0
128,32,96,96,32,1,1,1,1,0,0,0.378084,0.381383,0.638976,NOT SUPPORT!,3.433244,0.894180,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0003892799987014,10.253693678148524,1066.6771922143112,7503.104340689301,36.03,73.78,61.28,87.72,63.26,35.68,141984.0
128,32,97,97,32,1,1,1,1,0,0,0.397426,0.402660,0.639204,NOT SUPPORT!,3.065856,1.395939,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0004900480025825,10.19062416615269,865.0824036949946,6085.068271445473,36.05,76.28,52.75,89.55,50.98,28.76,141146.0
128,32,128,128,32,1,1,1,1,0,0,0.682667,0.687673,1.124238,NOT SUPPORT!,3.503559,1.506076,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0007013439990312,9.994676802898564,1052.5469741235506,7403.711102073613,36.26,72.18,60.09,86.01,62.05,35.01,257372.0
128,32,256,256,32,1,1,1,1,0,0,2.886542,2.950713,4.605724,NOT SUPPORT!,12.912753,5.821440,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0028142079961573,9.683966959944001,1049.2437019694098,7380.475585443917,36.46,71.47,59.51,86.09,61.48,34.69,1032117.0
128,32,384,384,32,1,1,1,1,0,0,6.237184,6.249017,9.212018,NOT SUPPORT!,NOT SUPPORT!,15.637731,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0065966079971004,9.623734068133574,1007.1505747984926,7084.38870227576,36.51,68.84,57.08,83.18,59.07,33.32,2235444.0
128,48,15,15,48,1,1,1,1,0,0,0.034020,0.034020,0.053476,NOT SUPPORT!,0.080213,0.101717,NOT SUPPORT!,NOT SUPPORT!,0,0,1,3.475199697697439e-05,36.965411291597945,795.5801797035928,6026.519861254716,29.86,44.74,43.34,54.0,50.71,30.69,0.0
128,48,16,16,48,1,1,1,1,0,0,0.032540,0.032540,0.051996,NOT SUPPORT!,0.084878,0.112640,NOT SUPPORT!,NOT SUPPORT!,0,0,1,3.4143997699071845e-05,37.652084218190645,921.3121520581382,6978.939551840396,29.74,47.88,47.88,47.19,57.48,34.79,0.0
128,64,15,15,64,1,1,1,1,0,0,0.040505,0.040960,0.066219,NOT SUPPORT!,0.102400,0.136875,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.41279976983094e-05,36.43736959009221,793.6186055716208,6281.073569096446,28.21,48.58,48.58,55.96,50.67,30.7,0.0
128,64,16,16,64,1,1,1,1,0,0,0.038684,0.038912,0.068153,NOT SUPPORT!,0.103879,0.149845,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.163200193806128e-05,37.04321154713577,957.0975726625253,7574.923552059328,29.39,56.44,56.44,50.34,60.03,36.38,0.0
128,96,8,8,96,1,1,1,1,0,0,0.027989,0.037660,0.065991,NOT SUPPORT!,0.181134,0.153145,NOT SUPPORT!,NOT SUPPORT!,0,0,1,2.7775996410923423e-05,55.19247164803346,764.4609282729267,6324.498513072777,16.98,46.0,46.0,30.88,49.59,30.92,0.0
128,128,7,7,128,1,1,1,1,0,0,0.034816,0.044828,0.083172,NOT SUPPORT!,0.234382,0.171008,NOT SUPPORT!,NOT SUPPORT!,0,0,1,3.7152003610962745e-05,72.40822686195077,756.3134493157921,6404.354244027654,17.46,48.72,48.72,35.04,50.0,31.64,0.0
128,128,8,8,128,1,1,1,1,0,0,0.040960,0.051200,0.088974,NOT SUPPORT!,0.234951,0.196153,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.400000324679486e-05,72.95165409693219,834.0944839060526,7062.99293336161,21.1,50.64,50.64,26.36,54.53,34.51,0.0
128,256,4,4,256,1,1,1,1,0,0,0.043236,0.061895,0.133803,NOT SUPPORT!,0.726471,0.292636,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.563200323528784e-05,130.7358142562656,769.7951768384255,6760.122942870276,12.32,50.67,50.67,24.46,51.17,33.13,0.0
128,1024,2,2,1024,1,1,1,1,0,0,0.137557,0.239388,0.196039,NOT SUPPORT!,10.168207,1.876878,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0001657919983838,195.00347850851318,819.0418917905297,7401.023812738459,12.52,69.71,69.71,22.25,55.28,36.42,0.0
128,1024,4,4,1024,1,1,1,1,0,0,0.375808,0.436224,0.503922,NOT SUPPORT!,10.169003,3.385571,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0005821119971033,322.2659247382816,117.0864719146219,7513.574002536574,14.58,27.0,27.0,11.73,50.94,19.65,4069.0
