Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
128,2,2048,2048,2,3,3,1,1,0,0,33.783352,33.769699,33.789043,NOT SUPPORT!,NOT SUPPORT!,183.338684,138.907181,NOT SUPPORT!,1,6,1,0.0332988799979845,0.0,0.0,0.0,19289622528.0,1071645696.0,0.0,1071645696.0,0.0,0.0,33488928.0,12869426560.0,49161059232.0,114026976000.0,32.21,32.21,30.37,57.11,33488928.0,0.81,45.92,0.0,41794182144.0,17146331136.0,58940513280.0,4.5798865244855165,1.1989268376388917,0.5168997315161633,1770.044916933168,514.9221576532852
128,4,4,4,4,3,3,1,1,0,0,0.012971,0.030606,0.013084,NOT SUPPORT!,0.032199,0.065991,0.027193,0.021845,0,7,1,9.21599782713586e-06,0.0,0.0,0.0,655360.0,2048.0,0.0,12800.0,0.0,0.0,400.0,33536.0,424416.0,276480.0,1.57,1.57,0.93,1.52,9920.0,0.97,3.1,0.0,1338368.0,204800.0,1543168.0,46.01526717557252,3.635979793410239,5.5814814814814815,167.4444839229725,22.222227461575645
128,4,7,7,4,3,3,1,1,0,0,0.012288,0.030151,0.011947,NOT SUPPORT!,0.031175,0.066788,0.027193,0.022187,2,7,1,9.599998954142766e-06,0.0,0.0,0.0,4096000.0,12800.0,0.0,80000.0,0.0,0.0,2500.0,101248.0,1018880.0,1171648.0,7.0,7.0,2.83,8.78,62000.0,5.63,3.09,0.0,8364800.0,1280000.0,9644800.0,95.25916561314791,9.46608040201005,8.231823892500136,1004.6667761185432,133.33334785912982
128,4,8,8,4,3,3,1,1,0,0,0.011947,0.030379,0.012402,NOT SUPPORT!,0.032199,0.066674,0.027876,0.022300,0,7,1,1.0111998616859024e-05,0.0,0.0,0.0,5898240.0,18432.0,0.0,115200.0,0.0,0.0,3600.0,131968.0,1252608.0,1477344.0,9.29,9.29,3.6,11.91,89280.0,7.63,4.12,0.0,12045312.0,1843200.0,13888512.0,105.24151309408342,11.087676272225629,9.401000714796282,1373.468542296343,182.2785059451019
128,4,15,15,4,3,3,1,1,0,0,0.012629,0.031175,0.012516,NOT SUPPORT!,0.033223,0.067925,0.030606,0.026510,2,7,1,1.4687998979696666e-05,0.0,0.0,0.0,27688960.0,86528.0,0.0,540800.0,0.0,0.0,16900.0,461568.0,4222880.0,6513312.0,29.01,29.01,9.86,37.86,419120.0,24.26,15.59,0.0,56546048.0,8652800.0,65198848.0,141.25513033832502,15.439427120827492,10.010091332950118,4438.919698328199,589.1067947349962
128,4,16,16,4,3,3,1,1,0,0,0.012516,0.030948,0.012516,NOT SUPPORT!,0.033792,0.067584,0.030948,0.026055,0,7,1,1.5200004122379996e-05,0.0,0.0,0.0,32112640.0,100352.0,0.0,627200.0,0.0,0.0,19600.0,525056.0,4804320.0,7309120.0,32.82,32.82,10.95,42.86,486080.0,27.46,17.72,0.0,65580032.0,10035200.0,75615232.0,144.0136518771331,15.739008225929997,10.34532638676065,4974.684966609092,660.2103472606626
128,4,24,24,4,3,3,1,1,0,0,0.019228,0.040960,0.019456,NOT SUPPORT!,0.050517,0.067470,0.048469,0.034475,0,7,1,2.700799735980497e-05,0.0,0.0,0.0,79298560.0,247808.0,0.0,1548800.0,0.0,0.0,48400.0,1180672.0,11338048.0,17587520.0,43.71,43.71,13.96,57.22,1201737.0,36.71,28.32,0.0,161942528.0,24780800.0,186723328.0,158.15004336513442,16.468736770209475,10.616808282236494,6913.6310076027185,917.5356347183435
128,4,32,32,4,3,3,1,1,0,0,0.026965,0.045739,0.027307,NOT SUPPORT!,0.050517,0.067698,0.055865,0.041074,0,7,1,4.310400163840293e-05,0.0,0.0,0.0,147456000.0,460800.0,0.0,2880000.0,0.0,0.0,90000.0,2098048.0,20989120.0,32019232.0,50.57,50.57,15.7,66.2,2238940.0,42.55,31.8,2294.0,301132800.0,46080000.0,347212800.0,165.49325849551582,16.542513454589805,10.843882826421321,8055.233546823538,1069.0422756235619
128,4,48,48,4,3,3,1,1,0,0,0.045625,0.063829,0.045625,NOT SUPPORT!,0.090567,0.172260,0.099442,0.066105,0,7,1,9.171200389547436e-05,0.0,0.0,0.0,346685440.0,1083392.0,0.0,6771200.0,0.0,0.0,211600.0,4765440.0,50260192.0,74771168.0,54.62,54.62,17.22,72.47,5266464.0,46.61,34.49,4825.0,707996672.0,108339200.0,816335872.0,171.30335750738652,16.2421956525753,10.917789488055075,8901.079873147153,1181.2979260978302
128,4,64,64,4,3,3,1,1,0,0,0.074183,0.091932,0.073500,NOT SUPPORT!,0.094549,0.374670,0.156786,0.114574,2,7,1,0.0001607039987055,0.0,0.0,0.0,629800960.0,1968128.0,0.0,12300800.0,0.0,0.0,384400.0,9212416.0,91853920.0,136619040.0,55.94,55.94,17.12,74.87,9571490.0,48.17,35.48,10569.0,1286171648.0,196812800.0,1482984448.0,160.97671316623132,16.145031676383546,10.854888513343381,9228.04945704967,1224.6913678898034
128,4,96,96,4,3,3,1,1,0,0,0.201842,0.210944,0.201728,NOT SUPPORT!,0.319943,0.641252,0.327680,0.249628,2,7,1,0.0003589120028998,0.0,0.0,0.0,1447690240.0,4524032.0,0.0,28275200.0,0.0,0.0,883600.0,23917056.0,218224032.0,311345376.0,57.0,57.0,18.27,76.75,22006905.0,49.39,36.18,25950.0,2956454912.0,452403200.0,3408858112.0,142.52833258407725,15.620910679535056,10.948799547933547,9497.754559497625,1260.485011214018
128,4,97,97,4,3,3,1,1,0,0,0.208896,0.218340,0.208782,NOT SUPPORT!,0.321195,0.641365,0.328363,0.250425,2,7,1,0.0003664000041862,0.0,0.0,0.0,1478656000.0,4620800.0,0.0,28880000.0,0.0,0.0,902500.0,24819328.0,224501696.0,321059232.0,57.02,57.02,18.44,76.74,22478183.0,49.39,36.18,26224.0,3019692800.0,462080000.0,3481772800.0,140.28473293072238,15.508893082037117,10.844643146720042,9502.654913264154,1261.1353567702927
128,4,128,128,4,3,3,1,1,0,0,0.339513,0.348956,0.339285,NOT SUPPORT!,0.334734,1.005796,0.566841,0.425187,4,7,1,0.0006384000012857,0.0,0.0,0.0,2601123840.0,8128512.0,0.0,50803200.0,0.0,0.0,1587600.0,53021952.0,400883264.0,559042560.0,57.13,57.13,18.55,77.32,39546616.0,49.77,36.44,50063.0,5311982592.0,812851200.0,6124833792.0,115.51505670707861,15.278347444307379,10.95593471810089,9594.037875415015,1273.26315533046
128,4,256,256,4,3,3,1,1,0,0,1.519047,1.528149,1.518478,NOT SUPPORT!,1.163378,3.913273,2.702109,1.844907,4,7,1,0.0025722560006354,0.0,0.0,0.0,10570301440.0,33032192.0,0.0,206451200.0,0.0,0.0,6451600.0,253164288.0,1681316480.0,2268340544.0,57.24,57.24,19.16,77.92,160708776.0,50.16,36.68,205999.0,21586537472.0,3303219200.0,24889756672.0,98.31464330387705,14.803730866897824,10.972671955203566,9676.236216710824,1284.1720261062808
128,4,384,384,4,3,3,1,1,0,0,2.871637,2.881309,2.871637,NOT SUPPORT!,NOT SUPPORT!,6.774898,4.980053,3.707904,2,7,1,0.0058088320009505,0.0,0.0,0.0,23908188160.0,74713088.0,0.0,466956800.0,0.0,0.0,14592400.0,587834240.0,3828065216.0,5124381312.0,57.3,57.3,19.31,78.03,363488241.0,50.23,36.75,466182.0,48825003008.0,7471308800.0,56296311808.0,95.76902462843947,14.70620499690045,10.985972428743414,9691.502835473331,1286.1981201689891
128,4,512,512,4,3,3,1,1,0,0,6.190421,6.199296,5.904270,NOT SUPPORT!,NOT SUPPORT!,11.635485,8.844971,6.558265,2,7,1,0.010348543998429,0.0,0.0,0.0,42614784000.0,133171200.0,0.0,832320000.0,0.0,0.0,26010000.0,1056280960.0,6832064448.0,9125587392.0,57.32,57.32,19.39,78.08,647909748.0,50.26,36.75,839962.0,87027379200.0,13317120000.0,100344499200.0,94.99792479455466,14.687288148953948,10.9959496183191,9696.48476299982,1286.8592917053509
128,4,640,640,4,3,3,1,1,0,0,9.037823,8.097451,8.071281,NOT SUPPORT!,NOT SUPPORT!,19.473183,13.804771,10.293020,2,7,1,0.016187840000943,0.0,0.0,0.0,66690088960.0,208406528.0,0.0,1302540800.0,0.0,0.0,40704400.0,1659464832.0,10699018048.0,14279741408.0,57.28,57.28,19.4,78.09,1013956366.0,50.27,36.76,1310694.0,136193666048.0,20840652800.0,157034318848.0,94.62949489489392,14.677451532793228,10.997000180971344,9700.758028177457,1287.4264138258072
128,4,768,768,4,3,3,1,1,0,0,12.484721,11.718884,11.686570,NOT SUPPORT!,NOT SUPPORT!,27.211205,19.864691,14.824223,2,7,1,0.0233327040012188,0.0,0.0,0.0,96134103040.0,300419072.0,0.0,1877619200.0,0.0,0.0,58675600.0,2398010496.0,15432399648.0,20580939552.0,57.24,57.24,19.43,78.1,1461630712.0,50.27,36.77,1896372.0,196323863552.0,30041907200.0,226365770752.0,94.39732275133461,14.668215955730282,10.998806452934865,9701.651841988636,1287.5450354331304
128,4,896,896,4,3,3,1,1,0,0,16.913183,16.208214,16.185913,NOT SUPPORT!,NOT SUPPORT!,36.177353,27.045887,20.312292,2,7,1,0.0317781119974848,0.0,0.0,0.0,130946826240.0,409208832.0,0.0,2557555200.0,0.0,0.0,79923600.0,3268142720.0,21019783872.0,28030927264.0,57.27,57.27,19.45,78.11,1990888910.0,50.28,36.77,2571983.0,267417971712.0,40920883200.0,308338854912.0,94.34681448428299,14.668983125118215,10.999952017570187,9702.868909783083,1287.7065573700172
128,4,1024,1024,4,3,3,1,1,0,0,23.582039,22.538582,22.514231,NOT SUPPORT!,NOT SUPPORT!,49.044365,35.303989,26.640385,2,7,1,0.0415290559994999,0.0,0.0,0.0,171128258560.0,534775808.0,0.0,3342348800.0,0.0,0.0,104448400.0,4273558912.0,27485890720.0,36636528352.0,57.27,57.27,19.48,78.12,2601827574.0,50.28,36.77,3367479.0,349475990528.0,53477580800.0,402953571328.0,94.28993015552467,14.660378862482794,10.998683266505589,9702.931155787706,1287.714818286358
128,8,4,4,8,3,3,1,1,0,0,0.022187,0.040505,0.021959,NOT SUPPORT!,0.031630,0.065877,0.023893,0.022869,2,7,1,1.2384004493107413e-05,0.0,0.0,0.0,1179648.0,4096.0,0.0,21504.0,0.0,0.0,672.0,68096.0,559200.0,560128.0,2.09,2.09,0.87,1.88,17520.0,1.22,3.1,0.0,2406400.0,344064.0,2750464.0,40.390977443609025,4.91856938483548,4.910420475319927,222.09811063382855,27.782935656353832
128,8,7,7,8,3,3,1,1,0,0,0.022414,0.040391,0.022300,NOT SUPPORT!,0.031175,0.066788,0.023780,0.023438,2,7,1,1.2672001743003176e-05,0.0,0.0,0.0,7372800.0,25600.0,0.0,134400.0,0.0,0.0,4200.0,203264.0,1825120.0,2382208.0,9.55,9.55,3.93,11.56,109500.0,7.53,3.1,0.0,15040000.0,2150400.0,17190400.0,84.57178841309823,9.418777943368108,7.216162484552147,1356.5654699733334,169.69694635556218
128,8,8,8,8,3,3,1,1,0,0,0.022756,0.040391,0.022300,NOT SUPPORT!,0.031403,0.066560,0.023666,0.023552,2,7,1,1.3375999999958457e-05,0.0,0.0,0.0,10616832.0,36864.0,0.0,193536.0,0.0,0.0,6048.0,264704.0,2306496.0,3023904.0,12.56,12.56,5.06,15.54,157680.0,10.12,4.15,0.0,21657600.0,3096576.0,24754176.0,93.5164410058027,10.732373262299175,8.186164640147306,1850.6411483311067,231.50239234521658
128,8,15,15,8,3,3,1,1,0,0,0.023893,0.041870,0.039253,NOT SUPPORT!,0.033337,0.067243,0.031403,0.031516,0,6,1,2.1727999308303194e-05,0.0,0.0,0.0,49840128.0,173056.0,0.0,908544.0,0.0,0.0,28392.0,924160.0,8116320.0,13359712.0,36.07,36.07,13.1,45.21,740220.0,29.45,15.2,0.0,101670400.0,14536704.0,116207104.0,125.74349030470914,14.317708518146155,8.698324035727717,5348.265265987573,669.0309491332185
128,8,16,16,8,3,3,1,1,0,0,0.023666,0.041643,0.040732,NOT SUPPORT!,0.035499,0.067015,0.030834,0.030606,0,7,1,2.118400098536205e-05,0.0,0.0,0.0,57802752.0,200704.0,0.0,1053696.0,0.0,0.0,32928.0,1051008.0,9178592.0,15021088.0,40.56,40.56,14.35,51.08,858480.0,33.28,17.27,0.0,117913600.0,16859136.0,134772736.0,128.231884057971,14.683378017020475,8.97223530013272,6362.005746370893,795.842863283924
128,8,24,24,8,3,3,1,1,0,0,0.040164,0.055979,0.059733,NOT SUPPORT!,0.051200,0.068039,0.048242,0.044260,0,7,1,4.2592003270174985e-05,0.0,0.0,0.0,142737408.0,495616.0,0.0,2601984.0,0.0,0.0,81312.0,2361856.0,22086592.0,36280288.0,49.48,49.48,17.11,62.47,2121026.0,40.71,28.14,0.0,291174400.0,41631744.0,332806144.0,140.90873618035985,15.068243394001211,9.17319465600714,7813.817581880381,977.454470406481
128,8,32,32,8,3,3,1,1,0,0,0.060416,0.076117,0.095118,NOT SUPPORT!,0.050859,0.067812,0.057230,0.060188,4,6,1,6.927999967158053e-05,0.0,0.0,0.0,265420800.0,921600.0,0.0,4838400.0,0.0,0.0,151200.0,4210048.0,41315904.0,65956000.0,56.78,56.78,19.17,71.67,3951631.0,46.8,32.03,5160.0,541440000.0,77414400.0,618854400.0,146.99461858867167,14.978600008364818,9.38283704287707,8932.655931490448,1117.4134002162289
128,8,48,48,8,3,3,1,1,0,0,0.125611,0.121287,0.185913,NOT SUPPORT!,0.179883,0.183751,0.134258,0.121856,1,7,1,0.0001519359996752,0.0,0.0,0.0,624033792.0,2166784.0,0.0,11375616.0,0.0,0.0,355488.0,9881728.0,99971360.0,154052416.0,59.25,59.25,19.94,75.91,9293507.0,49.59,34.66,11072.0,1272985600.0,182009856.0,1454995456.0,147.24099428763876,14.554122860787329,9.444807772440258,9576.370702864398,1197.9376605221287
128,8,64,64,8,3,3,1,1,0,0,0.216633,0.195356,0.313799,NOT SUPPORT!,0.191829,0.407211,0.226759,0.204686,4,7,1,0.0002672000016072,0.0,0.0,0.0,1133641728.0,3936256.0,0.0,20665344.0,0.0,0.0,645792.0,19524224.0,185260128.0,280280032.0,60.13,60.13,20.25,77.78,16890270.0,50.83,35.71,24963.0,2312550400.0,330645504.0,2643195904.0,135.38033081365998,14.267483956396704,9.43055373991109,9892.20018001967,1237.4457410597947
128,8,96,96,8,3,3,1,1,0,0,0.479687,0.392761,0.672085,NOT SUPPORT!,0.609280,0.705764,0.344633,0.432697,6,6,1,0.0006026559990323,0.0,0.0,0.0,2605842432.0,9048064.0,0.0,47502336.0,0.0,0.0,1484448.0,60825472.0,446701504.0,639968032.0,60.96,60.96,21.27,79.35,38833786.0,51.87,36.44,62094.0,5315737600.0,760037376.0,6075774976.0,99.88866138186317,13.601420459958872,9.493872618937315,10081.663479258526,1261.146287800024
128,8,97,97,8,3,3,1,1,0,0,0.489358,0.401863,0.690062,NOT SUPPORT!,0.611556,0.714980,0.347022,0.441230,6,6,1,0.0006148479971078,0.0,0.0,0.0,2661580800.0,9241600.0,0.0,48518400.0,0.0,0.0,1516200.0,62821376.0,460152320.0,657696320.0,60.94,60.94,21.3,79.3,39660772.0,51.83,36.45,60134.0,5429440000.0,776294400.0,6205734400.0,98.78380250696833,13.4862612449721,9.435561993109525,10093.119647768748,1262.5793751490319
128,8,128,128,8,3,3,1,1,0,0,1.036060,0.827392,1.341212,NOT SUPPORT!,0.717596,1.336661,0.719872,0.821476,4,6,1,0.0010736639977538,0.0,0.0,0.0,4682022912.0,16257024.0,0.0,85349376.0,0.0,0.0,2667168.0,119109760.0,818506400.0,1148732448.0,60.99,60.99,21.65,79.87,69785849.0,52.21,36.7,119821.0,9551001600.0,1365590016.0,10916591616.0,91.65152894271637,13.337209844663402,9.503162929719906,10167.60517148612,1271.8969983690756
128,8,256,256,8,3,3,1,1,0,0,4.160967,3.269632,4.981191,NOT SUPPORT!,2.301269,3.734073,2.343139,2.916579,4,6,1,0.0043358080041832,0.0,0.0,0.0,19026542592.0,66064384.0,0.0,346838016.0,0.0,0.0,10838688.0,519639680.0,3371952768.0,4670016800.0,60.96,60.96,22.33,80.32,283614055.0,52.51,36.95,497043.0,38812825600.0,5549408256.0,44362233856.0,85.37114382027177,13.15624414345296,9.499373504609235,10231.595544175201,1279.9017508722516
128,8,384,384,8,3,3,1,1,0,0,9.111779,6.068565,10.649144,NOT SUPPORT!,NOT SUPPORT!,7.957959,5.270414,6.660892,6,6,1,0.0097940799965103,0.0,0.0,0.0,43034738688.0,149426176.0,0.0,784487424.0,0.0,0.0,24515232.0,1188760704.0,7678740480.0,10546891680.0,61.01,61.01,22.58,80.41,641501436.0,52.57,37.01,1132083.0,87787878400.0,12551798784.0,100339677184.0,84.40695999318632,13.06720515497875,9.513672864799917,10244.931348299353,1281.5699676204704
128,8,512,512,8,3,3,1,1,0,0,16.309818,11.564829,18.933081,NOT SUPPORT!,NOT SUPPORT!,13.516800,9.295076,11.830955,6,6,1,0.0174503039999438,0.0,0.0,0.0,76706611200.0,266342400.0,0.0,1398297600.0,0.0,0.0,43696800.0,2127156096.0,13740832480.0,18771905856.0,61.02,61.02,22.72,80.44,1143439770.0,52.59,37.03,2018017.0,156476160000.0,22372761600.0,178848921600.0,84.0788891498445,13.015872354190872,9.527478081978295,10249.043317559166,1282.0843465003275
128,8,640,640,8,3,3,1,1,0,0,22.109526,16.850603,29.960079,NOT SUPPORT!,NOT SUPPORT!,22.656229,14.555705,18.537016,6,6,1,0.0273063679974967,0.0,0.0,0.0,120042160128.0,416813056.0,0.0,2188268544.0,0.0,0.0,68383392.0,3332076032.0,21514359712.0,29393440288.0,60.96,60.96,22.78,80.45,1789434148.0,52.6,37.04,3163359.0,244877670400.0,35012296704.0,279889967104.0,83.9986736245039,13.00944907730099,9.522191494483424,10249.988835192536,1282.2026242087466
128,8,768,768,8,3,3,1,1,0,0,31.837410,24.320911,43.219402,NOT SUPPORT!,NOT SUPPORT!,31.176933,20.891762,26.637995,6,6,1,0.0393498239971995,0.0,0.0,0.0,173041385472.0,600838144.0,0.0,3154400256.0,0.0,0.0,98575008.0,4808314368.0,30995948832.0,42364624768.0,60.92,60.92,22.8,80.46,2579518684.0,52.61,37.04,4587548.0,352992409600.0,50470404096.0,403462813696.0,83.90940833259594,13.016630524291866,9.523578124566667,10253.230452179763,1282.6081280463145
128,8,896,896,8,3,3,1,1,0,0,42.032131,33.138115,58.743008,NOT SUPPORT!,NOT SUPPORT!,41.868744,28.419184,36.375210,6,6,1,0.0535999679962942,0.0,0.0,0.0,235704287232.0,818417664.0,0.0,4296692736.0,0.0,0.0,134271648.0,6550283776.0,42258225984.0,57659009920.0,60.94,60.94,22.81,80.47,3513596694.0,52.61,37.04,6203296.0,480820377600.0,68747083776.0,549567461376.0,83.89979429434723,13.004981836769005,9.531337116931196,10253.130401383747,1282.5956123845642
128,8,1024,1024,8,3,3,1,1,0,0,54.953865,43.290054,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,55.213055,37.018055,NOT SUPPORT!,6,6,1,0.0700420799986457,0.0,0.0,0.0,308030865408.0,1069551616.0,0.0,5615145984.0,0.0,0.0,175473312.0,8562390528.0,55176514688.0,75381513440.0,60.94,60.94,22.86,80.48,4591780319.0,52.62,37.05,8127591.0,628361574400.0,89842335744.0,718203910144.0,83.87890131796614,13.016478373183613,9.527586769873693,10253.891805581543,1282.69085877714
128,16,4,4,16,3,3,1,1,0,0,0.021276,0.040505,0.041756,NOT SUPPORT!,0.043122,0.105244,0.029468,0.029696,0,6,1,1.964799760095571e-05,0.0,0.0,0.0,2359296.0,8192.0,0.0,39936.0,0.0,0.0,1248.0,140672.0,859040.0,1187328.0,2.66,2.66,0.83,2.25,34224.0,1.49,3.11,0.0,4806656.0,638976.0,5445632.0,38.711555959963604,6.339206556155709,4.5864596808969385,277.1596429620449,32.52117660931103
128,16,7,7,16,3,3,1,1,0,0,0.021163,0.039708,0.042780,NOT SUPPORT!,0.043122,0.104562,0.028331,0.033564,0,6,1,1.9807997271214352e-05,0.0,0.0,0.0,14745600.0,51200.0,0.0,249600.0,0.0,0.0,7800.0,410752.0,3767776.0,5178496.0,12.34,12.34,4.84,13.9,213900.0,9.21,3.12,0.0,30041600.0,3993600.0,34035200.0,82.86070426924276,9.033233398163798,6.5724102133129,1718.2554871138389,201.6155366602172
128,16,8,8,16,3,3,1,1,0,0,0.027079,0.045397,0.042667,NOT SUPPORT!,0.043463,0.104789,0.027876,0.033109,0,6,1,2.15680033227354e-05,0.0,0.0,0.0,21233664.0,73728.0,0.0,359424.0,0.0,0.0,11232.0,533632.0,4833568.0,6667936.0,15.48,15.48,6.11,17.91,308016.0,11.86,4.17,0.0,43259904.0,5750784.0,49010688.0,91.84360757975534,10.139650047335634,7.350203721211481,2272.3794718789077,266.63497375939045
128,16,15,15,16,3,3,1,1,0,0,0.040619,0.058482,0.073500,NOT SUPPORT!,0.046990,0.106268,0.040732,0.050517,0,6,1,3.606400032685133e-05,0.0,0.0,0.0,99680256.0,346112.0,0.0,1687296.0,0.0,0.0,52728.0,1852672.0,15971840.0,29740800.0,42.16,42.16,14.0,49.46,1445964.0,32.77,14.83,0.0,203081216.0,26996736.0,230077952.0,124.18709409976509,14.405225196345569,7.736105013987519,6379.712453271475,748.5785202785635
128,16,16,16,16,3,3,1,1,0,0,0.043577,0.065764,0.079076,NOT SUPPORT!,0.053362,0.110023,0.043008,0.052110,6,6,1,3.6256002283760935e-05,0.0,0.0,0.0,115605504.0,401408.0,0.0,1956864.0,0.0,0.0,61152.0,2110336.0,18186624.0,33474080.0,48.34,48.34,15.96,56.95,1676976.0,37.73,16.91,0.0,235526144.0,31309824.0,266835968.0,126.4424091708619,14.672100110498793,7.971420514021595,7359.773587600303,863.5762915875497
128,16,24,24,16,3,3,1,1,0,0,0.082489,0.098076,0.138126,NOT SUPPORT!,0.089657,0.113323,0.074638,0.084651,6,6,1,7.731199802357983e-05,0.0,0.0,0.0,285474816.0,991232.0,0.0,4832256.0,0.0,0.0,151008.0,4735232.0,44145312.0,81199296.0,56.37,56.37,18.52,66.59,4142352.0,44.13,28.1,0.0,581605376.0,77316096.0,658921472.0,139.15294372060333,14.926193567280711,8.114866808697455,8522.887635099429,1000.053005698015
128,16,32,32,16,3,3,1,1,0,0,0.129820,0.133916,0.201842,NOT SUPPORT!,0.093867,0.116622,0.087836,0.132437,6,6,1,0.0001259199974001,0.0,0.0,0.0,530841600.0,1843200.0,0.0,8985600.0,0.0,0.0,280800.0,8548480.0,83091840.0,148240224.0,63.47,63.47,20.46,75.0,7717125.0,49.79,32.13,12091.0,1081497600.0,143769600.0,1225267200.0,143.3315864340795,14.745938951406059,8.265416544432636,9730.521166600874,1141.7535178561386
128,16,48,48,16,3,3,1,1,0,0,0.280804,0.259868,0.408462,NOT SUPPORT!,0.416541,0.311410,0.217088,0.274432,6,6,1,0.0002833279974163,0.0,0.0,0.0,1248067584.0,4333568.0,0.0,21126144.0,0.0,0.0,660192.0,22995072.0,206347456.0,345707424.0,65.06,65.06,21.24,77.91,18143442.0,51.72,34.85,25070.0,2542721024.0,338018304.0,2880739328.0,125.27637782564891,13.960624394613326,8.332882454962842,10167.506756373485,1193.028246704975
128,16,64,64,16,3,3,1,1,0,0,0.489017,0.428146,0.696661,NOT SUPPORT!,0.427463,0.709746,0.360220,0.460800,6,6,1,0.0005004480006425,0.0,0.0,0.0,2267283456.0,7872512.0,0.0,38378496.0,0.0,0.0,1199328.0,51837184.0,388838784.0,631482944.0,66.05,66.05,21.54,79.75,32973158.0,52.97,35.93,56191.0,4619196416.0,614055936.0,5233252352.0,100.9555679567779,13.458668649678732,8.287242595739846,10457.135097515209,1227.0124672526308
128,16,96,96,16,3,3,1,1,0,0,1.096363,0.906695,1.513927,NOT SUPPORT!,1.425408,1.262478,0.797468,0.993052,6,6,1,0.0011341760016067,0.0,0.0,0.0,5211684864.0,18096128.0,0.0,88218624.0,0.0,0.0,2756832.0,134395904.0,921129920.0,1443596672.0,66.5,66.5,22.51,80.86,75808259.0,53.71,36.69,140125.0,10617903104.0,1411497984.0,12029401088.0,89.50720021943526,13.059396754803057,8.332937669726077,10606.291326001317,1244.5140630734902
128,16,97,97,16,3,3,1,1,0,0,0.918528,0.768455,1.361465,NOT SUPPORT!,1.272035,1.106717,0.679595,0.894521,6,6,1,0.0011564800016076,0.0,0.0,0.0,5323161600.0,18483200.0,0.0,90105600.0,0.0,0.0,2815800.0,137759232.0,951292512.0,1484905824.0,66.62,66.62,22.63,80.99,77423392.0,53.79,36.71,136493.0,10845017600.0,1441689600.0,12286707200.0,89.18971905999011,12.915803546238783,8.27440164986517,10624.227987445085,1246.6187033030712
128,16,128,128,16,3,3,1,1,0,0,1.600284,1.316636,2.354403,NOT SUPPORT!,1.318116,1.731470,1.156323,1.509262,6,6,1,0.0020256639990415,0.0,0.0,0.0,9364045824.0,32514048.0,0.0,158505984.0,0.0,0.0,4953312.0,250668416.0,1669729952.0,2591898592.0,66.47,66.47,22.85,81.33,136230897.0,54.03,36.94,270948.0,19077617664.0,2536095744.0,21613713408.0,86.22431877496685,12.94443654323331,8.338950248559724,10669.940038539035,1251.9824340068367
128,16,256,256,16,3,3,1,1,0,0,7.848845,6.323542,9.839501,NOT SUPPORT!,5.046728,5.942158,4.586382,6.516167,6,6,1,0.0081861760009953,0.0,0.0,0.0,38053085184.0,132128768.0,0.0,644127744.0,0.0,0.0,20128992.0,1051899776.0,6835756608.0,10513943040.0,66.43,66.43,23.13,81.72,553619245.0,54.29,37.18,1104765.0,77526554624.0,10306043904.0,87832598528.0,83.49901818783161,12.848994422242601,8.353916146762765,10729.380667764906,1258.9570396173938
128,16,384,384,16,3,3,1,1,0,0,17.720661,11.796139,21.796068,NOT SUPPORT!,NOT SUPPORT!,12.657550,7.335709,14.636486,6,6,1,0.0185036480019895,0.0,0.0,0.0,86069477376.0,298852352.0,0.0,1456905216.0,0.0,0.0,45528288.0,2390232192.0,15589827520.0,23768260288.0,66.51,66.51,23.67,81.8,1252227172.0,54.35,37.23,2530456.0,175351617536.0,23310483456.0,198662100992.0,83.11414332754498,12.743059584022904,8.35829373226359,10736.374847307945,1259.7777180744938
