Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,gemmAlgoMin,kernel_nums,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
128,2,384,384,2,1,1,1,1,0,0,1.513244,1.482069,0.427804,NOT SUPPORT!,NOT SUPPORT!,3.729180,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0004219839987134,0.0,0.0,0.0,75497472.0,37748736.0,0.0,75497472.0,0.0,0.0,2359296.0,289168256.0,813440224.0,528703488.0,34.46,14.13,44.62,59.57,1179648.0,2.25,85.62,0.0,339738624.0,1207959552.0,1547698176.0,5.352240932006036,1.9026575405742414,2.9273462557523358,3667.670292520154,2862.5719356254863
128,2,512,512,2,1,1,1,1,0,0,2.354631,2.292167,0.655360,NOT SUPPORT!,NOT SUPPORT!,4.480796,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0007280960028984,0.0,0.0,0.0,134217728.0,67108864.0,0.0,134217728.0,0.0,0.0,4194304.0,524291968.0,1460638144.0,939589632.0,35.9,14.62,45.9,61.43,2097152.0,2.32,85.27,0.0,603979776.0,2147483648.0,2751463424.0,5.247960281550603,1.8837406343949348,2.928367161888819,3778.9843826184897,2949.4512254583333
128,2,640,640,2,1,1,1,1,0,0,4.178261,4.035015,0.981447,NOT SUPPORT!,NOT SUPPORT!,7.865345,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0011299519977496,0.0,0.0,0.0,209715200.0,104857600.0,0.0,209715200.0,0.0,0.0,6553600.0,826246656.0,2285563200.0,1468539264.0,36.16,14.73,46.2,61.74,3276800.0,2.33,85.09,0.0,943718400.0,3355443200.0,4299161600.0,5.203242359627777,1.8810075345980368,2.9275087873986867,3804.729412012335,2969.544906936457
128,2,768,768,2,1,1,1,1,0,0,6.019755,5.795954,1.628160,NOT SUPPORT!,NOT SUPPORT!,11.053284,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0016260799984004,0.0,0.0,0.0,301989888.0,150994944.0,0.0,301989888.0,0.0,0.0,9437184.0,1195276928.0,3298772736.0,2113835264.0,36.22,14.73,46.17,61.72,4718592.0,2.33,85.05,0.0,1358954496.0,4831838208.0,6190792704.0,5.179379404870433,1.8766957288202832,2.9287015925191793,3807.1882749249594,2971.464019453627
128,2,896,896,2,1,1,1,1,0,0,8.092558,6.531755,1.869255,NOT SUPPORT!,NOT SUPPORT!,14.513721,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0022086719974382,0.0,0.0,0.0,411041792.0,205520896.0,0.0,411041792.0,0.0,0.0,12845056.0,1631729920.0,4489784608.0,2877047040.0,36.33,14.77,46.34,61.9,6422528.0,2.34,85.13,0.0,1849688064.0,6576668672.0,8426356736.0,5.164063386176065,1.8767841826945832,2.928821329247366,3815.1236334655323,2977.657470021879
128,2,1024,1024,2,1,1,1,1,0,0,10.698752,8.807082,2.431772,NOT SUPPORT!,NOT SUPPORT!,16.778126,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0028754559990322,0.0,0.0,0.0,536870912.0,268435456.0,0.0,536870912.0,0.0,0.0,16777216.0,2135359104.0,5875135936.0,3757893376.0,36.49,14.83,46.58,62.05,8388608.0,2.34,84.96,0.0,2415919104.0,8589934592.0,11005853696.0,5.154099690016355,1.8732934549754732,2.9287296351433256,3827.5159486718876,2987.3295209146436
128,2,2048,2048,2,1,1,1,1,0,0,35.577679,33.965164,11.127353,NOT SUPPORT!,NOT SUPPORT!,67.035858,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0129385919977932,0.0,0.0,0.0,2147483648.0,1073741824.0,0.0,2147483648.0,0.0,0.0,67108864.0,12875282944.0,25754645824.0,15032388352.0,48.82,13.04,49.81,55.15,33554432.0,2.08,85.73,0.0,9663676416.0,34359738368.0,44023414784.0,3.4192192105972565,1.709338776578161,2.9285708799655152,3402.4888327500094,2655.6010401951294
128,4,1,1,4,1,1,1,1,0,0,0.009102,0.009255,0.008761,NOT SUPPORT!,0.034151,0.033287,NOT SUPPORT!,NOT SUPPORT!,2,2,2,1.248000434296776e-05,0.0,0.0,0.0,65536.0,512.0,0.0,768.0,0.0,0.0,32.0,4736.0,563072.0,28800.0,1.7799999999999998,0.29,1.7799999999999998,0.55,1264.0,0.16,25.41,0.0,133120.0,16384.0,149504.0,31.56756756756757,0.2655148897476699,5.191111111111111,11.979483010696432,1.3128200559667325
128,4,2,2,4,1,1,1,1,0,0,0.009977,0.010727,0.009856,NOT SUPPORT!,0.033820,0.033436,NOT SUPPORT!,NOT SUPPORT!,2,2,2,1.3119998726442252e-05,0.0,0.0,0.0,262144.0,2048.0,0.0,3072.0,0.0,0.0,128.0,16640.0,640384.0,98816.0,1.88,0.88,1.88,2.02,5026.0,0.63,36.6,0.0,532480.0,65536.0,598016.0,35.93846153846154,0.9338396961822907,6.051813471502591,45.58049222937417,4.9951224360958
128,4,4,4,4,1,1,1,1,0,0,0.009980,0.010340,0.009980,NOT SUPPORT!,0.033557,0.033682,NOT SUPPORT!,NOT SUPPORT!,0,0,1,5.919999646503619e-06,0.0,0.0,0.0,262144.0,8192.0,0.0,18432.0,0.0,0.0,576.0,33024.0,570336.0,167936.0,1.89,1.25,1.89,2.86,5632.0,0.84,3.07,0.0,569344.0,294912.0,864256.0,26.170542635658915,1.5153453402906356,5.146341463414634,145.98919790652923,49.81621919085357
128,4,7,7,4,1,1,1,1,0,0,0.010546,0.010777,0.010389,NOT SUPPORT!,0.034265,0.036462,NOT SUPPORT!,NOT SUPPORT!,2,2,2,1.5519999597118842e-05,0.0,0.0,0.0,3211264.0,25088.0,0.0,37632.0,0.0,0.0,1568.0,201344.0,1835936.0,815648.0,9.03,8.3,6.75,22.450000000000003,61366.0,7.319999999999999,35.64,0.0,6522880.0,802816.0,7325696.0,36.38397965670693,3.9901695919683475,8.981442975401153,472.0165070983607,51.72783639434089
128,4,8,8,4,1,1,1,1,0,0,0.010912,0.010741,0.010386,NOT SUPPORT!,0.034972,0.036260,NOT SUPPORT!,NOT SUPPORT!,2,2,1,6.944002767674432e-06,0.0,0.0,0.0,131072.0,32768.0,0.0,65536.0,0.0,0.0,2048.0,131328.0,553888.0,786432.0,1.53,1.28,2.19,4.67,1024.0,0.13,48.13,0.0,425984.0,1048576.0,1474560.0,11.228070175438596,2.662198856086429,1.875,212.35014577821588,151.00454810895351
128,4,15,15,4,1,1,1,1,0,0,0.011157,0.011513,0.011026,NOT SUPPORT!,0.036679,0.040949,NOT SUPPORT!,NOT SUPPORT!,2,2,1,7.647998920302076e-06,0.0,0.0,0.0,460800.0,115200.0,0.0,230400.0,0.0,0.0,7200.0,460928.0,2096320.0,3171104.0,5.49,4.64,8.95,15.43,3616.0,0.43,50.16,0.0,1497600.0,3686400.0,5184000.0,11.246875867814495,2.4729049000152648,1.6347618999566083,677.8243634735301,482.0084362478436
128,4,16,16,4,1,1,1,1,0,0,0.011168,0.011662,0.011086,NOT SUPPORT!,0.037020,0.041732,NOT SUPPORT!,NOT SUPPORT!,2,2,1,7.77600453173168e-06,0.0,0.0,0.0,524288.0,131072.0,0.0,262144.0,0.0,0.0,8192.0,524544.0,1911968.0,3145728.0,4.77,4.64,8.38,16.65,4096.0,0.46,57.19,0.0,1703936.0,4194304.0,5898240.0,11.244509516837482,3.0849051866976853,1.875,758.5180764659983,539.3906321535989
128,4,24,24,4,1,1,1,1,0,0,0.012686,0.013696,0.012686,NOT SUPPORT!,0.050930,0.044434,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.2512001349008595e-05,0.0,0.0,0.0,9437184.0,294912.0,0.0,811008.0,0.0,0.0,25344.0,1179904.0,9677024.0,6045696.0,19.27,17.26,24.13,45.11,202876.0,13.67,34.34,0.0,20791296.0,12976128.0,33767424.0,28.61878932523324,3.489443035379472,5.585365853658536,2698.802778076395,1037.0945173394007
128,4,32,32,4,1,1,1,1,0,0,0.015264,0.014987,0.014428,NOT SUPPORT!,0.051300,0.049920,NOT SUPPORT!,NOT SUPPORT!,2,2,1,1.3823997604263649e-05,0.0,0.0,0.0,2097152.0,524288.0,0.0,1048576.0,0.0,0.0,32768.0,2097280.0,12125312.0,12566432.0,16.64,10.46,20.69,34.69,16384.0,1.01,83.62,0.0,6815744.0,16777216.0,23592960.0,11.249313396399145,1.9457610657771116,1.8774589318590988,1706.6669624366377,1213.6298399549426
128,4,48,48,4,1,1,1,1,0,0,0.021003,0.021248,0.020747,NOT SUPPORT!,0.119740,0.082610,NOT SUPPORT!,NOT SUPPORT!,2,2,1,2.4255996020210056e-05,0.0,0.0,0.0,4718592.0,1179648.0,0.0,2359296.0,0.0,0.0,73728.0,4718720.0,31199840.0,28311552.0,23.69,13.04,26.68,42.26,36864.0,1.26,87.83,0.0,15335424.0,37748736.0,53084160.0,11.249694832496948,1.70142410986723,1.875,2188.49640129271,1556.264107585927
128,4,64,64,4,1,1,1,1,0,0,0.030176,0.030688,0.030183,NOT SUPPORT!,0.096988,0.111335,NOT SUPPORT!,NOT SUPPORT!,0,0,1,5.7503998378315616e-05,0.0,0.0,0.0,67108864.0,2097152.0,0.0,4718592.0,0.0,0.0,147456.0,8689152.0,64308960.0,42991616.0,27.81,25.99,34.38,66.05,1452511.0,20.48,33.85,2555.0,145752064.0,75497472.0,221249536.0,25.46273054033351,3.4404153946821716,5.146341463414634,3847.5504702196804,1312.908217326147
128,4,96,96,4,1,1,1,1,0,0,0.078777,0.078919,0.078581,NOT SUPPORT!,0.325362,0.221355,NOT SUPPORT!,NOT SUPPORT!,2,2,1,8.115200131148508e-05,0.0,0.0,0.0,18874368.0,4718592.0,0.0,9437184.0,0.0,0.0,294912.0,26042752.0,132836224.0,113278976.0,29.84,15.53,33.3,49.34,147456.0,1.49,88.79,0.0,61341696.0,150994944.0,212336640.0,8.153387168913639,1.598484461587827,1.874457622215794,2616.5299261689183,1860.6435030534528
128,4,97,97,4,1,1,1,1,0,0,0.081120,0.081483,0.080772,NOT SUPPORT!,0.325753,0.288452,NOT SUPPORT!,NOT SUPPORT!,2,2,1,8.342400032424458e-05,0.0,0.0,0.0,19269632.0,4817408.0,0.0,9634816.0,0.0,0.0,301088.0,26662912.0,136494240.0,127772384.0,29.54,15.58,33.62,48.52,150560.0,1.46,89.76,0.0,62626304.0,154157056.0,216783360.0,8.130520777325447,1.5882235030577114,1.69663704482496,2598.573062397233,1847.8741777046992
128,4,128,128,4,1,1,1,1,0,0,0.163033,0.163033,0.213099,NOT SUPPORT!,0.336818,0.347918,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0001995200032146,0.0,0.0,0.0,268435456.0,8388608.0,0.0,23068672.0,0.0,0.0,720896.0,51128576.0,262494816.0,171975424.0,31.62,29.89,38.64,75.43,5831543.0,23.49,46.7,12945.0,591396864.0,369098752.0,960495616.0,18.785886311404408,3.659103180155756,5.585074853486042,4814.031678652836,1849.9335708360245
128,4,256,256,4,1,1,1,1,0,0,0.882777,0.810542,0.538613,NOT SUPPORT!,1.157451,1.628398,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0005335680041804,0.0,0.0,0.0,134217728.0,33554432.0,0.0,67108864.0,0.0,0.0,2097152.0,256619648.0,1034375648.0,805928960.0,34.68,16.43,36.43,52.17,1048576.0,1.58,89.04,0.0,436207616.0,1073741824.0,1509949440.0,5.8839977833653645,1.4597689368649946,1.87355153486481,2829.9100174107975,2012.380456825456
128,4,384,384,4,1,1,1,1,0,0,1.971829,1.767275,1.094923,NOT SUPPORT!,NOT SUPPORT!,4.548594,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0011009279993572,0.0,0.0,0.0,301989888.0,75497472.0,0.0,150994944.0,0.0,0.0,4718592.0,592319360.0,2341694976.0,1813003136.0,37.99,18.09,39.54,56.77,2359296.0,1.72,87.67,0.0,981467136.0,2415919104.0,3397386240.0,5.7357339121922335,1.4508235593532741,1.8738998143685506,3085.9295448781713,2194.438787468922
128,4,512,512,4,1,1,1,1,0,0,3.500629,2.965916,1.690852,NOT SUPPORT!,NOT SUPPORT!,5.496583,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0019335040032041,0.0,0.0,0.0,536870912.0,134217728.0,0.0,268435456.0,0.0,0.0,8388608.0,1062254976.0,4188195520.0,3221690624.0,38.69,18.39,39.93,57.49,4194304.0,1.74,87.32,0.0,1744830464.0,4294967296.0,6039797760.0,5.685826752013257,1.4421002389114823,1.8747292849929467,3123.7575665688664,2221.3387140045274
128,4,640,640,4,1,1,1,1,0,0,5.456800,4.709120,2.505955,NOT SUPPORT!,NOT SUPPORT!,9.729016,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0029992960003093,0.0,0.0,0.0,838860800.0,209715200.0,0.0,419430400.0,0.0,0.0,13107200.0,1666599936.0,6554816800.0,5032990848.0,39.07,18.57,40.21,57.93,6553600.0,1.76,87.48,0.0,2726297600.0,6710886400.0,9437184000.0,5.662537118926182,1.4397326863505933,1.8750648044095153,3146.466370450532,2237.487196764823
128,4,768,768,4,1,1,1,1,0,0,7.356477,5.758887,3.607129,NOT SUPPORT!,NOT SUPPORT!,11.821397,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0043224959984098,0.0,0.0,0.0,1207959552.0,301989888.0,0.0,603979776.0,0.0,0.0,18874368.0,2404971904.0,9453716384.0,7247008384.0,39.07,18.55,40.25,57.85,9437184.0,1.75,87.6,0.0,3925868544.0,9663676416.0,13589544960.0,5.650604457123837,1.4374817699206324,1.8751937682317439,3143.9115189463328,2235.6704134729475
128,4,896,896,4,1,1,1,1,0,0,10.687737,8.659950,4.962595,NOT SUPPORT!,NOT SUPPORT!,17.862471,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.005937792003219,0.0,0.0,0.0,1644167168.0,411041792.0,0.0,822083584.0,0.0,0.0,25690112.0,3302244864.0,12951103456.0,9864329216.0,39.02,18.38,40.48,57.33,12845056.0,1.74,87.42,0.0,5343543296.0,13153337344.0,18496880640.0,5.601304991536812,1.4282088551636691,1.87512807358436,3115.110908225222,2215.1899791823803
128,4,1024,1024,4,1,1,1,1,0,0,11.928349,10.188459,6.612082,NOT SUPPORT!,NOT SUPPORT!,20.873787,NOT SUPPORT!,NOT SUPPORT!,2,2,1,0.0079140800000039,0.0,0.0,0.0,2147483648.0,536870912.0,0.0,1073741824.0,0.0,0.0,33554432.0,4600799872.0,17565162112.0,12885289216.0,39.67,17.95,43.63,56.16,16777216.0,1.7,87.37,0.0,6979321856.0,17179869184.0,24159191040.0,5.251084966123038,1.3754038184193673,1.8749436380520588,3052.6847138249923,2170.7980187199946
128,8,1,1,8,1,1,1,1,0,0,0.012676,0.012629,0.017262,NOT SUPPORT!,0.100075,0.035516,NOT SUPPORT!,NOT SUPPORT!,1,1,1,5.856000713787521e-06,0.0,0.0,0.0,32768.0,1024.0,0.0,1792.0,0.0,0.0,56.0,4480.0,310720.0,50176.0,1.05,0.2,1.05,0.22,540.0,0.08,3.06,0.0,70144.0,28672.0,98816.0,22.057142857142857,0.3180226570545829,1.969387755102041,16.87431488308139,4.8961742665935635
128,8,2,2,8,1,1,1,1,0,0,0.013895,0.012836,0.018133,NOT SUPPORT!,0.033728,0.033621,NOT SUPPORT!,NOT SUPPORT!,1,1,2,1.0079992525958734e-05,0.0,0.0,0.0,131072.0,4096.0,0.0,6152.0,0.0,0.0,200.0,16896.0,567648.0,172288.0,2.06,0.97,2.06,0.78,3160.0,0.41,4.65,256.0,278544.0,102400.0,380944.0,22.546401515151516,0.671091944303512,2.211088410104012,37.792091513854324,10.158737691153245
128,8,4,4,8,1,1,1,1,0,0,0.013223,0.031605,0.012928,NOT SUPPORT!,0.033557,0.034788,NOT SUPPORT!,NOT SUPPORT!,2,2,1,1.190399701830856e-05,0.0,0.0,0.0,131072.0,16384.0,0.0,0.0,0.0,0.0,0.0,66048.0,407584.0,589824.0,0.64,0.64,0.63,4.4,512.0,0.04,47.96,0.0,278528.0,0.0,278528.0,4.217054263565892,0.6833634293789747,0.4722222222222222,23.397855323016206,0.0
128,8,7,7,8,1,1,1,1,0,0,0.013052,0.031463,0.013028,NOT SUPPORT!,0.034258,0.036235,NOT SUPPORT!,NOT SUPPORT!,2,2,2,1.904000156060119e-05,0.0,0.0,0.0,6422528.0,50176.0,0.0,50176.0,0.0,0.0,1568.0,402176.0,3080576.0,1639232.0,12.2,11.47,10.98,23.86,91938.0,9.92,35.17,0.0,12995584.0,802816.0,13798400.0,34.3093570973902,4.479162338471767,8.417600437277946,724.7058229529008,42.16470242635059
128,8,8,8,8,1,1,1,1,0,0,0.013077,0.031652,0.013070,NOT SUPPORT!,0.034610,0.037099,NOT SUPPORT!,NOT SUPPORT!,2,2,1,1.219199863317412e-05,0.0,0.0,0.0,524288.0,65536.0,0.0,0.0,0.0,0.0,0.0,262528.0,1075776.0,2883584.0,2.59,2.59,2.49,17.74,2048.0,0.14,47.8,0.0,1114112.0,0.0,1114112.0,4.243783520234032,1.0356356713665298,0.38636363636363635,91.380587672355,0.0
128,8,15,15,8,1,1,1,1,0,0,0.014713,0.015666,0.018809,NOT SUPPORT!,0.037259,0.042503,NOT SUPPORT!,NOT SUPPORT!,0,0,1,8.832001653977126e-06,0.0,0.0,0.0,7372800.0,230400.0,0.0,288000.0,0.0,0.0,9000.0,922112.0,9045984.0,5535296.0,27.07,18.11,34.95,30.18,121500.0,11.38,21.47,0.0,15552000.0,4608000.0,20160000.0,21.86285397001666,2.2286132719226566,3.6420816520019885,2282.6082681859307,521.7390327282127
128,8,16,16,8,1,1,1,1,0,0,0.014830,0.015449,0.019406,NOT SUPPORT!,0.036668,0.041796,NOT SUPPORT!,NOT SUPPORT!,0,0,1,9.151998625341371e-06,0.0,0.0,0.0,8388608.0,262144.0,0.0,327680.0,0.0,0.0,10240.0,1050624.0,8726528.0,5505024.0,24.02,17.21,29.96,34.4,138240.0,12.98,23.71,0.0,17694720.0,5242880.0,22937600.0,21.832358674463936,2.6284909645623094,4.166666666666667,2506.294082746808,572.867218913556
128,8,24,24,8,1,1,1,1,0,0,0.018336,0.018564,0.026304,NOT SUPPORT!,0.050670,0.047225,NOT SUPPORT!,NOT SUPPORT!,0,0,1,1.3919995616207225e-05,0.0,0.0,0.0,18874368.0,589824.0,0.0,1032192.0,0.0,0.0,32256.0,2359808.0,18675264.0,12386304.0,34.09,25.18,41.7,49.44,311516.0,18.87,34.81,0.0,40402944.0,16515072.0,56918016.0,24.119765675851596,3.0477757101586356,4.595238095238095,4088.939218754469,1186.4279598458563
128,8,32,32,8,1,1,1,1,0,0,0.023584,0.023591,0.032924,NOT SUPPORT!,0.052110,0.051477,NOT SUPPORT!,NOT SUPPORT!,0,0,1,2.1311997377251385e-05,0.0,0.0,0.0,33554432.0,1048576.0,0.0,1310720.0,0.0,0.0,40960.0,4194688.0,32587520.0,22020096.0,38.14,28.53,46.29,55.35,556379.0,21.4,31.12,2132.0,70778880.0,20971520.0,91750400.0,21.872997467272892,2.8155072862249106,4.166666666666667,4305.105634910372,984.0241451223706
128,8,48,48,8,1,1,1,1,0,0,0.036949,0.037099,0.053298,NOT SUPPORT!,0.157934,0.104672,NOT SUPPORT!,NOT SUPPORT!,0,0,1,4.028800162761458e-05,0.0,0.0,0.0,75497472.0,2359296.0,0.0,2949120.0,0.0,0.0,92160.0,9849600.0,72240704.0,49548160.0,44.74,34.04,54.25,65.15,1255178.0,25.36,33.47,4687.0,159252480.0,47185920.0,206438400.0,20.95906432748538,2.857646570000204,4.166419096087524,5124.066512609082,1171.2152028820756
128,8,64,64,8,1,1,1,1,0,0,0.057180,0.057436,0.087004,NOT SUPPORT!,0.185657,0.128789,NOT SUPPORT!,NOT SUPPORT!,0,0,1,6.742400032394409e-05,0.0,0.0,0.0,134217728.0,4194304.0,0.0,5242880.0,0.0,0.0,163840.0,18210048.0,128095488.0,88076928.0,47.19,36.17,56.0,68.77,2236337.0,26.86,34.34,9567.0,283115520.0,83886080.0,367001600.0,20.15379640954269,2.8650626632532132,4.16683016010731,5443.189342618519,1244.1575640270898
128,8,96,96,8,1,1,1,1,0,0,0.113810,0.114329,0.168654,NOT SUPPORT!,0.604921,0.273248,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0001379519996775,0.0,0.0,0.0,301989888.0,9437184.0,0.0,16515072.0,0.0,0.0,516096.0,59214976.0,296535712.0,198171648.0,51.65,39.86,62.5,75.35,5042678.0,29.49,46.82,24504.0,646447104.0,264241152.0,910688256.0,15.37935700590337,3.071091336209785,4.595451797423615,6601.486445495386,1915.457206983117
128,8,97,97,8,1,1,1,1,0,0,0.118062,0.118244,0.182702,NOT SUPPORT!,0.607470,0.404292,NOT SUPPORT!,NOT SUPPORT!,0,0,1,0.0001421119983802,0.0,0.0,0.0,308314112.0,9634816.0,0.0,16860928.0,0.0,0.0,526904.0,62295296.0,359929856.0,227914144.0,65.77,45.42,81.33,74.97,5151261.0,29.35,46.84,29943.0,659984896.0,269774848.0,929759744.0,14.925039348075334,2.583169271737213,4.079429769834732,6542.443668356298,1898.3256239790298
128,8,128,128,8,1,1,1,1,0,0,0.234286,0.234268,0.335374,NOT SUPPORT!,0.708846,0.507957,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0002410240016098,0.0,0.0,0.0,536870912.0,16777216.0,0.0,29360128.0,0.0,0.0,917504.0,117942656.0,534605504.0,352310272.0,52.39,40.49,63.57,76.48,8964880.0,29.94,47.32,42957.0,1149239296.0,469762048.0,1619001344.0,13.727021239881184,3.028403807829109,4.5953850133555,6717.1789248650975,1949.026009287282
128,8,256,256,8,1,1,1,1,0,0,1.037614,0.930446,2.642909,NOT SUPPORT!,2.446372,1.937170,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0009474239983927,0.0,0.0,0.0,2147483648.0,67108864.0,0.0,117440512.0,0.0,0.0,3670016.0,520560640.0,2171011136.0,1409287808.0,53.17,41.15,65.63,77.63,35877060.0,30.42,47.77,176230.0,4596957184.0,1879048192.0,6476005376.0,12.440443779998427,2.982944338061654,4.5952326694647745,6835.382454937294,1983.3234066139296
128,8,384,384,8,1,1,1,1,0,0,2.310809,2.054162,5.095840,NOT SUPPORT!,NOT SUPPORT!,5.191453,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0021274880032091,0.0,0.0,0.0,4831838208.0,150994944.0,0.0,264241152.0,0.0,0.0,8257536.0,1191849856.0,4898029024.0,3170928256.0,53.24,41.15,65.84,77.73,80693548.0,30.45,47.83,392130.0,10343153664.0,4227858432.0,14571012096.0,12.225543362401513,2.974872550693975,4.595188197156108,6848.927972341609,1987.2537121820212
128,8,512,512,8,1,1,1,1,0,0,4.089667,3.618293,9.769778,NOT SUPPORT!,NOT SUPPORT!,7.082563,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.003772704002884,0.0,0.0,0.0,8589934592.0,268435456.0,0.0,469762048.0,0.0,0.0,14680064.0,2134457856.0,8717340672.0,5637080704.0,53.38,41.3,66.05,77.92,143515350.0,30.53,47.87,710532.0,18387828736.0,7516192768.0,25904021504.0,12.136112892172278,2.971550898223288,4.595290162445047,6866.1685316945,1992.256154274052
128,8,640,640,8,1,1,1,1,0,0,5.466386,4.867353,13.836583,NOT SUPPORT!,NOT SUPPORT!,13.066578,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0058954239964931,0.0,0.0,0.0,13421772800.0,419430400.0,0.0,734003200.0,0.0,0.0,22937600.0,3340548480.0,13625742752.0,8807947136.0,53.35,41.27,65.97,77.89,224201718.0,30.52,47.87,1104916.0,28730982400.0,11744051200.0,40475033600.0,12.116283850489127,2.9704827352665992,4.595285709035391,6865.5000257957045,1992.0621836505672
128,8,768,768,8,1,1,1,1,0,0,7.543940,6.859523,19.996572,NOT SUPPORT!,NOT SUPPORT!,16.009901,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0085019839990328,0.0,0.0,0.0,19327352832.0,603979776.0,0.0,1056964608.0,0.0,0.0,33030144.0,4833168128.0,19622888896.0,12683646976.0,53.27,41.19,66.01,77.8,322803429.0,30.48,47.92,1584776.0,41372614656.0,16911433728.0,58284048384.0,12.059180818962812,2.970207327417566,4.595212125840863,6855.346750903141,1989.1161557024657
128,8,896,896,8,1,1,1,1,0,0,10.233110,9.174564,30.450932,NOT SUPPORT!,NOT SUPPORT!,24.038002,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0115604160026149,0.0,0.0,0.0,26306674688.0,822083584.0,0.0,1438646272.0,0.0,0.0,44957696.0,6567370624.0,26706934848.0,17263838720.0,53.34,41.25,66.13,77.88,439395245.0,30.51,47.93,2163941.0,56312725504.0,23018340352.0,79331065856.0,12.079578022609251,2.9704294524064734,4.595215881164117,6862.302000036656,1991.1342590779936
128,8,1024,1024,8,1,1,1,1,0,0,13.391896,11.798679,43.490097,NOT SUPPORT!,NOT SUPPORT!,28.299694,NOT SUPPORT!,NOT SUPPORT!,1,1,1,0.0150789120013259,0.0,0.0,0.0,34359738368.0,1073741824.0,0.0,1879048192.0,0.0,0.0,58720256.0,8575490560.0,34845075872.0,22548776192.0,53.39,41.33,66.25,77.96,574072930.0,30.55,47.89,2841123.0,73551314944.0,30064771072.0,103616086016.0,12.082817337507512,2.9736220519830012,4.59519776744077,6871.589011653426,1993.8289360237916
128,16,1,1,16,1,1,1,1,0,0,0.013319,0.012914,0.019001,NOT SUPPORT!,0.038574,0.035541,NOT SUPPORT!,NOT SUPPORT!,1,1,1,6.464003210787497e-06,0.0,0.0,0.0,65536.0,2048.0,0.0,2304.0,0.0,0.0,72.0,9472.0,326944.0,102400.0,1.0,0.36,1.0,0.28,1020.0,0.14,3.09,0.0,137728.0,36864.0,174592.0,18.43243243243243,0.5340119408828423,1.705,27.00988757379187,5.70296746426104
128,16,2,2,16,1,1,1,1,0,0,0.013198,0.013170,0.021106,NOT SUPPORT!,0.038549,0.036203,NOT SUPPORT!,NOT SUPPORT!,1,1,2,1.0560001541069685e-05,0.0,0.0,0.0,262144.0,8192.0,0.0,6160.0,0.0,0.0,208.0,34176.0,730752.0,352768.0,2.45,1.4900000000000002,2.45,0.92,4384.0,0.54,4.640000000000001,256.0,544800.0,106496.0,651296.0,19.057116104868914,0.8912681730600805,1.846244557329463,61.67574857513008,10.084847013120076
