Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
64,16,97,97,16,3,3,1,1,0,0,0.567296,0.465465,0.786204,NOT SUPPORT!,0.759012,0.704967,0.292864,0.512569,6,6,1,0.0005856640006452,0.0,0.0,0.0,2661580800.0,9241600.0,0.0,45052800.0,0.0,0.0,1407900.0,62048896.0,467384192.0,740978304.0,65.89,65.89,21.88,80.12,38708110.0,53.21,36.15,66557.0,80.0,1155200.0,5422508800.0,720844800.0,6143353600.0,99.00826599719035,13.144119345825029,8.290868392281563,10489.553042755131,1230.8163028731103
64,16,128,128,16,3,3,1,1,0,0,0.982699,0.796558,1.350542,NOT SUPPORT!,0.785181,1.112292,0.496185,0.879275,6,6,1,0.0010198400003204,0.0,0.0,0.0,4682022912.0,16257024.0,0.0,79252992.0,0.0,0.0,2476656.0,118879616.0,823327104.0,1296638336.0,66.09,66.09,22.38,80.87,68104578.0,53.72,36.63,126300.0,80.0,2032128.0,9538808832.0,1268047872.0,10806856704.0,90.90588502573898,13.12583619741978,8.33451888931348,10596.619764477608,1243.3792277235855
64,16,256,256,16,3,3,1,1,0,0,3.932273,3.159040,5.300679,NOT SUPPORT!,2.818389,3.197269,1.633963,3.029220,6,6,1,0.0041031040035485,0.0,0.0,0.0,19026542592.0,66064384.0,0.0,322063872.0,0.0,0.0,10064496.0,519355648.0,3408890016.0,5242888544.0,66.3,66.3,23.29,81.56,276801613.0,54.19,37.1,545676.0,80.0,8258048.0,38763277312.0,5153021952.0,43916299264.0,84.55920222128786,12.88287362099511,8.376355685504345,10703.189396617714,1255.8838254023044
64,16,384,384,16,3,3,1,1,0,0,8.866930,7.132387,11.960434,NOT SUPPORT!,NOT SUPPORT!,6.721650,3.783111,7.444481,6,6,1,0.0092557119977496,0.0,0.0,0.0,43034738688.0,149426176.0,0.0,728452608.0,0.0,0.0,22764144.0,1188180608.0,7752244544.0,11892404736.0,66.44,66.44,23.54,81.72,626106127.0,54.29,37.19,1256366.0,80.0,18678272.0,87675808768.0,11655241728.0,99331050496.0,83.59928602369514,12.813198800969094,8.352478132140154,10731.86487653797,1259.2485300789192
64,16,512,512,16,3,3,1,1,0,0,12.942449,10.468123,19.047878,NOT SUPPORT!,NOT SUPPORT!,11.409408,6.480100,13.012424,6,6,1,0.0164863680038635,0.0,0.0,0.0,76706611200.0,266342400.0,0.0,1298419200.0,0.0,0.0,40575600.0,2127115392.0,13857364096.0,21166528960.0,66.43,66.43,23.65,81.76,1115994048.0,54.32,37.23,2237252.0,80.0,33292800.0,156276403200.0,20774707200.0,177051110400.0,83.23531063048225,12.776680267144508,8.364673808095175,10739.242891976506,1260.114246820861
64,16,640,640,16,3,3,1,1,0,0,20.882772,16.395947,30.453987,NOT SUPPORT!,NOT SUPPORT!,19.127296,10.517960,21.122959,6,6,1,0.0257938879978547,0.0,0.0,0.0,120042160128.0,416813056.0,0.0,2031963648.0,0.0,0.0,63498864.0,3333056512.0,21739155840.0,33062779712.0,66.42,66.42,23.74,81.79,1746503534.0,54.34,37.24,3520094.0,80.0,52101632.0,244565060608.0,32511418368.0,277076478976.0,83.12984732735309,12.745503137991212,8.38031409910269,10741.943168825293,1260.4310901367023
64,16,768,768,16,3,3,1,1,0,0,29.689968,23.602972,43.605331,NOT SUPPORT!,NOT SUPPORT!,26.364359,14.677105,29.299826,6,6,1,0.0371912959999181,0.0,0.0,0.0,173041385472.0,600838144.0,0.0,2929085952.0,0.0,0.0,91533936.0,4808057856.0,31351330560.0,47686364960.0,66.36,66.36,23.72,81.79,2517594350.0,54.34,37.25,5077791.0,80.0,75104768.0,352541780992.0,46865375232.0,399407156224.0,83.0703723179158,12.739719466120164,8.37570983988879,10739.264268308356,1260.1167550628836
64,16,896,896,16,3,3,1,1,0,0,39.676132,32.177494,59.527969,NOT SUPPORT!,NOT SUPPORT!,35.334148,20.083029,41.517628,6,6,1,0.050645120000805,0.0,0.0,0.0,235704287232.0,818417664.0,0.0,3989786112.0,0.0,0.0,124680816.0,6550950144.0,42764069792.0,64987102304.0,66.43,66.43,23.69,81.82,3429308571.0,54.36,37.25,6940064.0,80.0,102302208.0,480206564352.0,63836577792.0,544043142144.0,83.0479747494778,12.721968343756089,8.371555629593194,10742.261882987985,1260.468487210324
64,16,1024,1024,16,3,3,1,1,0,0,51.857983,41.903332,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,46.749580,25.409081,NOT SUPPORT!,6,6,1,0.066157248000605,0.0,0.0,0.0,308030865408.0,1069551616.0,0.0,5214064128.0,0.0,0.0,162939504.0,8562488448.0,55645681280.0,84925238496.0,66.42,66.42,23.7,81.83,4481645386.0,54.37,37.26,9098003.0,80.0,133693952.0,627559410688.0,83425026048.0,710984436736.0,83.03479076833904,12.776992219008735,8.371886253454415,10746.886519969785,1261.0111298347397
64,32,4,4,32,3,3,1,1,0,0,0.027762,0.045852,0.066901,NOT SUPPORT!,0.041188,0.085333,0.030151,0.034247,0,6,1,3.459199669878704e-05,0.0,0.0,0.0,2359296.0,8192.0,0.0,38400.0,0.0,0.0,1200.0,168192.0,1277184.0,1343488.0,1.57,1.57,0.88,1.21,32856.0,0.78,3.12,0.0,80.0,512.0,4803584.0,614400.0,5417984.0,32.213089802130895,4.242132691922229,4.032774390243903,156.62536184822136,17.7613337949221
64,32,7,7,32,3,3,1,1,0,0,0.026852,0.045852,0.077483,NOT SUPPORT!,0.040960,0.085561,0.030492,0.034588,0,6,1,3.462399699875188e-05,0.0,0.0,0.0,14745600.0,51200.0,0.0,240000.0,0.0,0.0,7500.0,438528.0,4799232.0,6163520.0,7.78,7.78,4.0,7.62,205350.0,4.94,3.12,0.0,80.0,3200.0,30022400.0,3840000.0,33862400.0,77.21833041447752,7.055795593961701,5.4940034266133635,978.003781632163,110.90573974282704
64,32,8,8,32,3,3,1,1,0,0,0.027534,0.045852,0.074638,NOT SUPPORT!,0.041415,0.084764,0.031061,0.034702,0,6,1,3.369600198537111e-05,0.0,0.0,0.0,21233664.0,73728.0,0.0,345600.0,0.0,0.0,10800.0,561408.0,6544224.0,8057408.0,10.98,10.98,5.64,11.18,295704.0,7.26,3.12,0.0,80.0,4608.0,43232256.0,5529600.0,48761856.0,86.85636114911081,7.451128812216696,6.051804252682748,1447.1110258472097,164.102554433628
64,32,15,15,32,3,3,1,1,0,0,0.037319,0.037774,0.082944,NOT SUPPORT!,0.043008,0.087495,0.038343,0.051883,0,6,1,3.961599804373151e-05,0.0,0.0,0.0,99680256.0,346112.0,0.0,1622400.0,0.0,0.0,50700.0,1880320.0,19297024.0,36038272.0,42.99,42.99,13.62,44.0,1388166.0,28.56,9.28,0.0,80.0,21632.0,202951424.0,25958400.0,228909824.0,121.73982300884956,11.862441794133645,6.351853496194268,5778.21676352341,655.2504362339909
64,32,16,16,32,3,3,1,1,0,0,0.038002,0.037660,0.090453,NOT SUPPORT!,0.049493,0.085675,0.037888,0.052110,1,6,1,4.04800026442576e-05,0.0,0.0,0.0,115605504.0,401408.0,0.0,1881600.0,0.0,0.0,58800.0,2134144.0,21243168.0,40844768.0,49.26,49.26,14.73,50.63,1609944.0,32.86,10.87,0.0,80.0,25088.0,235375616.0,30105600.0,265481216.0,124.3970491213339,12.497251634031233,6.499760654779579,6558.330006375643,743.7153664383644
64,32,24,24,32,3,3,1,1,0,0,0.067812,0.153714,0.147456,NOT SUPPORT!,0.079417,0.089771,0.054044,0.083968,6,6,1,8.112000032811447e-05,0.0,0.0,0.0,285474816.0,991232.0,0.0,4646400.0,0.0,0.0,145200.0,4756992.0,48725344.0,99086976.0,60.21,60.21,17.14,61.87,3975576.0,40.16,19.35,0.0,80.0,61952.0,581233664.0,74342400.0,655576064.0,137.8131525131848,13.454518946033506,6.616167840261872,8081.558941670655,916.4497004351527
64,32,32,32,32,3,3,1,1,0,0,0.110137,0.100693,0.204800,NOT SUPPORT!,0.079189,0.093070,0.071452,0.139378,6,6,1,0.0001362239960969,0.0,0.0,0.0,530841600.0,1843200.0,0.0,8640000.0,0.0,0.0,270000.0,8489728.0,92670688.0,181417568.0,66.07,66.07,18.74,67.98,7393607.0,44.13,28.01,0.0,80.0,115200.0,1080806400.0,138240000.0,1219046400.0,143.5907487259898,13.1546061252939,6.719560919260036,8948.83746570507,1014.7991834101383
64,32,48,48,32,3,3,1,1,0,0,0.229604,0.205710,0.410510,NOT SUPPORT!,0.374329,0.234496,0.145522,0.283648,6,6,1,0.0002850880038587,0.0,0.0,0.0,1248067584.0,4333568.0,0.0,20313600.0,0.0,0.0,634800.0,22889472.0,229795648.0,424107808.0,72.54,72.54,21.01,75.5,17408195.0,49.09,33.19,21855.0,80.0,270848.0,2541095936.0,325017600.0,2866113536.0,125.21536259115108,12.472444804524757,6.757983422931935,10053.43436835929,1140.0605974325408
64,32,64,64,32,3,3,1,1,0,0,0.483328,0.425643,0.726244,NOT SUPPORT!,0.449536,0.619406,0.284103,0.561380,6,6,1,0.0005047999958161,0.0,0.0,0.0,2267283456.0,7872512.0,0.0,36902400.0,0.0,0.0,1153200.0,51261568.0,433059744.0,773835680.0,73.92,73.92,21.34,77.49,31634003.0,50.4,35.01,47401.0,80.0,492032.0,4616244224.0,590438400.0,5206682624.0,101.57088101557876,12.023012289038807,6.7284085737685295,10314.34759737361,1169.6481871903545
64,32,96,96,32,3,3,1,1,0,0,1.076793,0.995669,1.554659,NOT SUPPORT!,1.832505,1.101824,0.485717,1.233123,6,6,1,0.0011318079996736,0.0,0.0,0.0,5211684864.0,18096128.0,0.0,84825600.0,0.0,0.0,2650800.0,134327936.0,1032667520.0,1767278304.0,75.27,75.27,22.31,79.4,72741870.0,51.66,36.29,132567.0,80.0,1131008.0,10611117056.0,1357209600.0,11968326656.0,89.09782292791277,11.58971926995438,6.77217992712935,10574.520289175834,1199.1517999443395
64,32,97,97,32,3,3,1,1,0,0,0.903737,0.790187,1.392412,NOT SUPPORT!,1.665820,0.969728,0.443164,1.075996,6,6,1,0.0011555840003224,0.0,0.0,0.0,5323161600.0,18483200.0,0.0,86640000.0,0.0,0.0,2707500.0,137480960.0,1069007296.0,1808895680.0,75.38,75.38,22.24,79.61,74287490.0,51.79,36.35,123986.0,80.0,1155200.0,10838086400.0,1386240000.0,12224326400.0,88.91650451087918,11.435213254147893,6.757894628837855,10578.483603606053,1199.6012402501667
64,32,128,128,32,3,3,1,1,0,0,1.571840,1.367381,2.411975,NOT SUPPORT!,1.708260,1.537479,0.740579,1.895993,6,6,1,0.0020137920012801,0.0,0.0,0.0,9364045824.0,32514048.0,0.0,152409600.0,0.0,0.0,4762800.0,250512256.0,1870657088.0,3162351872.0,75.63,75.63,22.73,80.2,130699962.0,52.18,36.77,236784.0,80.0,2032128.0,19065424896.0,2438553600.0,21503978496.0,85.84002571115722,11.495414436961736,6.799995499046097,10678.351330390946,1210.926251792585
64,32,256,256,32,3,3,1,1,0,0,7.701618,6.715847,10.358556,NOT SUPPORT!,6.698098,5.274169,3.195221,7.488626,6,6,1,0.0081108800038568,0.0,0.0,0.0,38053085184.0,132128768.0,0.0,619353600.0,0.0,0.0,19354800.0,1051569280.0,7589450528.0,12881431296.0,75.77,75.77,23.21,80.75,531188242.0,52.54,37.22,1016466.0,80.0,8258048.0,77477006336.0,9909657600.0,87386663936.0,83.10119513571183,11.514228021330611,6.783925010191663,10774.005273712202,1221.7734198123835
64,32,384,384,32,3,3,1,1,0,0,15.409607,12.492344,22.775579,NOT SUPPORT!,NOT SUPPORT!,11.424540,7.428779,16.866190,6,6,1,0.0183406720038064,0.0,0.0,0.0,86069477376.0,298852352.0,0.0,1400870400.0,0.0,0.0,43777200.0,2390966400.0,17279045504.0,29108679008.0,75.86,75.86,23.2,80.87,1201444741.0,52.62,37.31,2283604.0,80.0,18678272.0,175239547904.0,22413926400.0,197653474304.0,82.66677202322877,11.438911614547479,6.790190453152425,10776.784747198973,1222.088612420976
64,32,512,512,32,3,3,1,1,0,0,25.944176,22.408989,40.202469,NOT SUPPORT!,NOT SUPPORT!,19.482510,12.987734,30.029367,6,6,1,0.0326554239999827,0.0,0.0,0.0,153413222400.0,532684800.0,0.0,2496960000.0,0.0,0.0,78030000.0,4269286016.0,30682562080.0,51718064832.0,75.91,75.91,23.34,80.96,2141646905.0,52.68,37.34,4230812.0,80.0,33292800.0,312353049600.0,39951360000.0,352304409600.0,82.52068572582606,11.482235697313058,6.812018406806579,10788.54188511491,1223.421873193904
64,32,640,640,32,3,3,1,1,0,0,39.614578,34.987804,64.164642,NOT SUPPORT!,NOT SUPPORT!,32.819656,21.354723,46.587788,6,6,1,0.0511233600008426,0.0,0.0,0.0,240084320256.0,833626112.0,0.0,3907622400.0,0.0,0.0,122113200.0,6683343488.0,48315772288.0,80792348576.0,75.81,75.81,23.26,80.91,3351599517.0,52.65,37.35,6643001.0,80.0,52101632.0,488817511424.0,62521958400.0,551339469824.0,82.49455842183403,11.411169556342454,6.824154508955316,10784.492056369396,1222.9626221549115
64,32,768,768,32,3,3,1,1,0,0,57.131348,50.336880,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,43.989674,28.345003,NOT SUPPORT!,6,6,1,0.0735705920042852,0.0,0.0,0.0,346082770944.0,1201676288.0,0.0,5632857600.0,0.0,0.0,176026800.0,9631924608.0,69532643872.0,116830662144.0,75.86,75.86,23.28,81.01,4831285629.0,52.72,37.36,9491055.0,80.0,75104768.0,704632933376.0,90125721600.0,794758654976.0,82.51296467955078,11.430007701692475,6.8026547174441045,10802.667660057818,1225.0237376742944
64,32,896,896,32,3,3,1,1,0,0,77.832535,68.539619,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,59.400642,39.344017,NOT SUPPORT!,6,6,1,0.1003281279957998,0.0,0.0,0.0,471408574464.0,1636835328.0,0.0,7672665600.0,0.0,0.0,239770800.0,13117222272.0,95317498016.0,158851074176.0,75.82,75.82,23.27,80.95,6581126316.0,52.67,37.37,13244685.0,80.0,102302208.0,959799315456.0,122762649600.0,1082561965056.0,82.52981786904952,11.357431611080278,6.814948974512876,10790.213937823308,1223.6114841606475
64,48,4,4,48,3,3,1,1,0,0,0.033792,0.052679,0.072704,NOT SUPPORT!,0.055182,0.111047,0.033564,0.036864,6,6,1,4.819199835495472e-05,0.0,0.0,0.0,7077888.0,12288.0,0.0,113664.0,0.0,0.0,3552.0,279808.0,2113056.0,3368704.0,3.07,3.07,1.12,2.57,100368.0,1.71,3.12,0.0,80.0,1024.0,14395392.0,1818624.0,16214016.0,57.94693504117109,7.6732542819499345,4.813131696937457,336.4462266241134,37.73705308099188
64,48,7,7,48,3,3,1,1,0,0,0.033792,0.052565,0.081692,NOT SUPPORT!,0.056434,0.112754,0.032654,0.037660,6,6,1,4.640000359031735e-05,0.0,0.0,0.0,44236800.0,76800.0,0.0,710400.0,0.0,0.0,22200.0,685184.0,9521632.0,15257728.0,15.4,15.4,5.78,16.57,627300.0,11.03,3.12,0.0,80.0,6400.0,89971200.0,11366400.0,101337600.0,147.8983747431347,10.642881388400644,6.641722804338889,2183.9998310074893,244.96549828655435
64,48,8,8,48,3,3,1,1,0,0,0.046990,0.065308,0.087723,NOT SUPPORT!,0.055410,0.112526,0.033223,0.037205,6,6,1,5.055999673095093e-05,0.0,0.0,0.0,63700992.0,110592.0,0.0,1022976.0,0.0,0.0,31968.0,869632.0,12911840.0,19640960.0,19.81,19.81,7.38,21.93,903312.0,14.6,4.12,0.0,80.0,9216.0,129558528.0,16367616.0,145926144.0,167.80217839269943,11.301731124301416,7.429684903385578,2886.1976549668075,323.72660320961535
64,48,15,15,48,3,3,1,1,0,0,0.079189,0.079303,0.135054,NOT SUPPORT!,0.059392,0.114574,0.056889,0.061440,6,6,1,9.299200358909112e-05,0.0,0.0,0.0,299040768.0,519168.0,0.0,4802304.0,0.0,0.0,150072.0,2848000.0,37134528.0,88726368.0,49.38,49.38,10.92,55.87,4240548.0,37.2,14.96,0.0,80.0,43264.0,608205312.0,76836864.0,685042176.0,240.53447191011236,18.447579998862516,7.720840956771723,7366.67831168617,826.273884145171
64,48,16,16,48,3,3,1,1,0,0,0.080441,0.080327,0.154965,NOT SUPPORT!,0.060757,0.112754,0.055751,0.061440,6,6,1,9.347200000011284e-05,0.0,0.0,0.0,346816512.0,602112.0,0.0,5569536.0,0.0,0.0,174048.0,3232640.0,41491328.0,100168608.0,56.67,56.67,11.76,64.5,4918032.0,42.94,16.84,0.0,80.0,50176.0,705374208.0,89112576.0,794486784.0,245.7702633141952,19.14826114989619,7.931494705407107,8499.73022936324,953.3611776777261
64,48,24,24,48,3,3,1,1,0,0,0.172032,0.258617,0.231652,NOT SUPPORT!,0.129365,0.113550,0.112754,0.114688,6,6,1,0.000211199999354,0.0,0.0,0.0,856424448.0,1486848.0,0.0,13753344.0,0.0,0.0,429792.0,7607040.0,102838976.0,242088544.0,61.38,61.38,12.24,69.7,12145866.0,46.41,28.57,0.0,80.0,123904.0,1741842432.0,220053504.0,1961895936.0,257.9053003533569,19.077357751986952,8.104042857971834,9289.280028413234,1041.9200031869334
64,48,32,32,48,3,3,1,1,0,0,0.281372,0.358969,0.353508,NOT SUPPORT!,0.130617,0.117874,0.136533,0.184206,5,6,1,0.000351488002904,0.0,0.0,0.0,1592524800.0,2764800.0,0.0,25574400.0,0.0,0.0,799200.0,14515072.0,193991744.0,441054464.0,68.57,68.57,13.58,77.85,22603512.0,51.88,32.29,15911.0,80.0,230400.0,3238963200.0,409190400.0,3648153600.0,251.33554969620545,18.805715773141355,8.271435611181117,10379.169615630948,1164.1660501048734
64,48,48,48,48,3,3,1,1,0,0,0.640455,0.718620,0.788366,NOT SUPPORT!,0.532025,0.320512,0.278642,0.391282,6,6,1,0.0008077439961525,0.0,0.0,0.0,3744202752.0,6500352.0,0.0,60128256.0,0.0,0.0,1879008.0,76904320.0,542318048.0,1033711616.0,68.87,68.87,14.66,79.11,53156091.0,52.73,35.13,46642.0,80.0,541696.0,7615162368.0,962052096.0,8577214464.0,111.53098374707689,15.81583813341945,8.297492580367791,10618.728835937574,1191.0358982332405
64,48,64,64,48,3,3,1,1,0,0,1.135616,0.984974,1.338937,NOT SUPPORT!,0.630670,0.740693,0.563314,0.674247,6,6,1,0.0014468799983867,0.0,0.0,0.0,6801850368.0,11808768.0,0.0,109231104.0,0.0,0.0,3413472.0,141720960.0,1029863616.0,1878994784.0,69.47,69.47,15.19,80.49,96583529.0,53.66,36.13,101394.0,80.0,984064.0,13833971712.0,1747697664.0,15581669376.0,109.94611789251216,15.129837712414146,8.2925559499584,10769.151134422946,1207.9078195487655
64,48,96,96,48,3,3,1,1,0,0,3.123655,2.753763,3.456000,NOT SUPPORT!,3.330503,1.525874,1.254173,1.720206,6,6,1,0.0033314559987024,0.0,0.0,0.0,15635054592.0,27144192.0,0.0,255607808.0,0.0,0.0,7987744.0,329292672.0,2443296224.0,4295209984.0,71.77,71.77,15.46,83.8,232882939.0,56.14,48.88,260328.0,64.0,2262016.0,31808468992.0,4089724928.0,35898193920.0,109.01607285084073,14.692526255056332,8.357727341322924,10775.526956976868,1227.60886819245
64,48,97,97,48,3,3,1,1,0,0,2.622919,2.262585,3.041394,NOT SUPPORT!,2.895758,1.401742,1.038336,1.502322,6,6,1,0.0033987840006497,0.0,0.0,0.0,15969484800.0,27724800.0,0.0,261075200.0,0.0,0.0,8158600.0,336237824.0,2530251776.0,4410418048.0,71.87,71.87,15.66,83.91,237843623.0,56.2,48.88,252954.0,64.0,2310400.0,32488844800.0,4177203200.0,36666048000.0,109.04795767414912,14.491066994907625,8.313508515735151,10787.990055558414,1229.0287347479275
64,48,128,128,48,3,3,1,1,0,0,4.590137,3.946382,5.302955,NOT SUPPORT!,2.967438,2.197732,1.830457,2.630315,6,6,1,0.0058776959964844,0.0,0.0,0.0,28092137472.0,48771072.0,0.0,451132416.0,0.0,0.0,14097888.0,592085248.0,4437669216.0,7685090656.0,69.78,69.78,15.8,81.76,398972688.0,54.51,37.1,486212.0,80.0,4064256.0,57135310848.0,7218118656.0,64353429504.0,108.68946612228379,14.501628303428735,8.37380226006276,10948.750929359298,1228.0523967754273
64,48,256,256,48,3,3,1,1,0,0,19.471590,15.967233,21.920311,NOT SUPPORT!,12.118585,7.674311,7.153208,10.615353,6,6,1,0.0237910400034312,0.0,0.0,0.0,114159255552.0,198193152.0,0.0,1833286656.0,0.0,0.0,57290208.0,2398047360.0,18102867648.0,31240857600.0,69.77,69.77,15.94,82.05,1621319757.0,54.71,37.34,1964047.0,80.0,16516096.0,232183277568.0,29332586496.0,261515864064.0,109.05366942544454,14.44610153203502,8.370956630332708,10992.199753616638,1232.9257775939843
64,48,384,384,48,3,3,1,1,0,0,42.545380,36.035130,50.684586,NOT SUPPORT!,NOT SUPPORT!,16.528158,16.173058,23.834850,6,6,1,0.0537599679975215,0.0,0.0,0.0,258208432128.0,448278528.0,0.0,4146576384.0,0.0,0.0,129580512.0,5412007936.0,41520790976.0,70268904000.0,69.88,69.88,16.15,82.12,3667288930.0,54.76,37.38,4588821.0,80.0,37356544.0,525158295552.0,66345222144.0,591503517696.0,109.29465083770343,14.245959765985745,8.417713725775487,11002.67614971925,1234.1008489264486
64,48,512,512,48,3,3,1,1,0,0,74.784874,62.229050,90.237152,NOT SUPPORT!,NOT SUPPORT!,28.631836,28.925608,42.106197,5,6,1,0.0957870719990178,0.0,0.0,0.0,460239667200.0,799027200.0,0.0,7391001600.0,0.0,0.0,230968800.0,9636124800.0,73446302528.0,125635257664.0,69.8,69.8,16.1,82.13,6536678069.0,54.76,37.4,8138832.0,80.0,66585600.0,936060364800.0,118256025600.0,1054316390400.0,109.41290324508873,14.354928078211453,8.391883058971175,11006.87565030499,1234.5718804434548
64,48,640,640,48,3,3,1,1,0,0,117.117500,97.455559,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,46.900223,44.846764,NOT SUPPORT!,6,6,1,0.1498992320014115,0.0,0.0,0.0,720252960768.0,1250439168.0,0.0,11566562304.0,0.0,0.0,361455072.0,15067003136.0,115906864896.0,197550617376.0,69.78,69.78,16.23,82.12,10229711565.0,54.76,37.4,12846171.0,80.0,104203264.0,1464889485312.0,185064996864.0,1649954482176.0,109.50780770953176,14.235174798804698,8.352059356188322,11007.090964685285,1234.5960309006612
64,48,768,768,48,3,3,1,1,0,0,168.724716,140.266617,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,64.628288,64.670952,NOT SUPPORT!,5,6,1,0.2160303679977829,0.0,0.0,0.0,1038248312832.0,1802514432.0,0.0,16673258496.0,0.0,0.0,521039328.0,21704445312.0,166207490304.0,283311905824.0,69.77,69.77,16.25,82.14,14746240434.0,54.77,37.41,18562388.0,80.0,150209536.0,2111645657088.0,266772135936.0,2378417793024.0,109.58205836797015,14.309931451788248,8.395050628410685,11009.645611715152,1234.8825695595622
64,64,4,4,64,3,3,1,1,0,0,0.041188,0.058140,0.078279,NOT SUPPORT!,0.065081,0.137102,0.036978,0.040960,6,6,1,6.543999736994866e-05,0.0,0.0,0.0,9437184.0,16384.0,0.0,150528.0,0.0,0.0,4704.0,413440.0,3225952.0,4849664.0,3.2,3.2,1.34,2.52,131376.0,1.65,3.12,0.0,80.0,1024.0,19191808.0,2408448.0,21600256.0,52.245201238390095,6.695777246530636,4.453969594594595,330.0772748795871,36.80391345959936
64,64,7,7,64,3,3,1,1,0,0,0.041301,0.058823,0.088860,NOT SUPPORT!,0.064853,0.137785,0.037319,0.042098,6,6,1,5.9583998695090136e-05,0.0,0.0,0.0,58982400.0,102400.0,0.0,940800.0,0.0,0.0,29400.0,950400.0,14411040.0,22578720.0,17.4,17.4,7.12,17.14,821100.0,11.24,3.12,0.0,80.0,6400.0,119948800.0,15052800.0,135001600.0,142.04713804713805,9.367929032186435,5.979152051134874,2265.7358176117923,252.63158448008602
64,64,8,8,64,3,3,1,1,0,0,0.058596,0.076004,0.097508,NOT SUPPORT!,0.065081,0.138581,0.037205,0.042098,6,6,1,6.6015999354922e-05,0.0,0.0,0.0,84934656.0,147456.0,0.0,1354752.0,0.0,0.0,42336.0,1196160.0,19706208.0,29330336.0,21.44,21.44,8.82,22.01,1182384.0,14.44,4.14,0.0,80.0,9216.0,172726272.0,21676032.0,194402304.0,162.52199036918137,9.865028522991334,6.628028536734117,2944.7755983338884,328.34513166214583
64,64,15,15,64,3,3,1,1,0,0,0.102059,0.185116,0.171804,NOT SUPPORT!,0.069860,0.144612,0.071680,0.074183,4,6,1,0.0001214080035772,0.0,0.0,0.0,398721024.0,692224.0,0.0,6359808.0,0.0,0.0,198744.0,3835776.0,57259296.0,131205376.0,55.27,55.27,13.42,56.66,5550636.0,37.16,14.82,0.0,80.0,43264.0,810853888.0,101756928.0,912610816.0,237.92077952414323,15.938212303553296,6.95559011240515,7516.891713153786,838.1401967070117
64,64,16,16,64,3,3,1,1,0,0,0.103652,0.187051,0.181817,NOT SUPPORT!,0.073273,0.240868,0.072021,0.074866,6,6,1,0.0001225919974105,0.0,0.0,0.0,462422016.0,802816.0,0.0,7375872.0,0.0,0.0,230496.0,4345472.0,63211456.0,148632288.0,62.92,62.92,14.27,64.77,6437424.0,42.48,16.86,0.0,80.0,50176.0,940398592.0,118013952.0,1058412544.0,243.56676190756724,16.743998809329753,7.121013598337395,8633.618558770191,962.6562458626856
64,64,24,24,64,3,3,1,1,0,0,0.225963,0.312320,0.294684,NOT SUPPORT!,0.160996,0.147001,0.139150,0.140971,6,6,1,0.0002807360016096,0.0,0.0,0.0,1141899264.0,1982464.0,0.0,18213888.0,0.0,0.0,569184.0,10308736.0,167899584.0,362647968.0,67.48,67.48,16.21,69.53,15897723.0,45.61,28.53,0.0,80.0,123904.0,2322208768.0,291422208.0,2613630976.0,253.53554266982877,15.566631636204649,7.207074647113423,9309.924487827517,1038.064966121661
64,64,32,32,64,3,3,1,1,0,0,0.372622,0.348615,0.479118,NOT SUPPORT!,0.165660,0.151780,0.170780,0.232334,5,6,1,0.0004695039996781,0.0,0.0,0.0,2123366400.0,3686400.0,0.0,33868800.0,0.0,0.0,1058400.0,24240128.0,323631584.0,658133920.0,74.81,74.81,17.81,77.12,29599797.0,50.65,32.34,35592.0,80.0,230400.0,4318156800.0,541900800.0,4860057600.0,200.49636701588375,15.01725369301409,7.384602817614993,10351.472199027356,1154.198474073781
