Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
64,2,2048,2048,2,3,3,1,1,0,0,17.810316,16.948112,16.879616,NOT SUPPORT!,NOT SUPPORT!,119.012924,69.440742,26.846094,2,7,1,0.0166376960042149,0.0,0.0,0.0,9644811264.0,535822848.0,0.0,535822848.0,0.0,0.0,16744464.0,6430725248.0,24566000672.0,57013735456.0,32.24,32.24,30.39,57.15,16744480.0,0.81,45.92,0.0,64.0,535823360.0,20897091072.0,8573165568.0,29470256640.0,4.582726753746081,1.1996359127999945,0.51689748802275,1771.2943326127713,515.2856240328061
64,2,3072,3072,2,3,3,1,1,0,0,38.201004,38.227402,38.224552,NOT SUPPORT!,NOT SUPPORT!,265.080627,156.314163,NOT SUPPORT!,0,6,1,0.0372485440009179,0.0,0.0,0.0,21714969600.0,1206387200.0,0.0,1206387200.0,0.0,0.0,37699600.0,14481814528.0,55649702688.0,128350384224.0,32.41,32.41,31.03,57.47,37699616.0,0.81,45.85,0.0,64.0,1206387712.0,47049100800.0,19302195200.0,66351296000.0,4.581697678264866,1.1923027939969144,0.516954401041778,1781.3124721966294,518.1999919117468
64,4,4,4,4,3,3,1,1,0,0,0.012174,0.012402,0.012060,NOT SUPPORT!,0.033109,0.052793,0.023780,0.022983,2,7,1,9.312002956323517e-06,0.0,0.0,0.0,327680.0,1024.0,0.0,6400.0,0.0,0.0,200.0,17152.0,358496.0,138240.0,0.8,0.8,0.79,0.77,4960.0,0.49,3.1,0.0,80.0,512.0,669184.0,102400.0,771584.0,44.985074626865675,2.152280639114523,5.5814814814814815,82.8590802235559,10.996560082754598
64,4,7,7,4,3,3,1,1,0,0,0.012629,0.013198,0.012516,NOT SUPPORT!,0.032540,0.052565,0.024348,0.022983,2,7,1,9.504004680526031e-06,0.0,0.0,0.0,2048000.0,6400.0,0.0,40000.0,0.0,0.0,1250.0,51072.0,658400.0,585792.0,3.65,3.65,1.51,4.58,31000.0,2.94,3.09,0.0,80.0,3200.0,4182400.0,640000.0,4822400.0,94.42355889724311,7.324422843256379,8.23227357150661,507.40715751973806,67.34003417647486
64,4,8,8,4,3,3,1,1,0,0,0.012516,0.012629,0.012174,NOT SUPPORT!,0.032540,0.052679,0.023780,0.023097,2,7,1,9.887995248505635e-06,0.0,0.0,0.0,2949120.0,9216.0,0.0,57600.0,0.0,0.0,1800.0,66432.0,791296.0,738720.0,5.02,5.02,2.02,6.44,44640.0,4.13,3.1,0.0,80.0,4608.0,6022656.0,921600.0,6944256.0,104.53179190751445,8.775800711743772,9.400389863547758,702.2915996090795,93.20392828255865
64,4,15,15,4,3,3,1,1,0,0,0.012288,0.012629,0.012174,NOT SUPPORT!,0.032996,0.052907,0.028900,0.024235,2,7,1,1.0784000707036957e-05,0.0,0.0,0.0,13844480.0,43264.0,0.0,292032.0,0.0,0.0,9126.0,231168.0,2391616.0,3249664.0,21.1,21.1,7.55,27.4,216194.0,17.72,9.09,0.0,64.0,21632.0,28316288.0,4672512.0,32988800.0,142.70487264673312,13.793518691963927,10.151449503702537,3059.050244541768,433.2818707023094
64,4,16,16,4,3,3,1,1,0,0,0.012402,0.014450,0.012402,NOT SUPPORT!,0.032996,0.053248,0.029013,0.024576,0,7,1,1.1039998936053585e-05,0.0,0.0,0.0,16056320.0,50176.0,0.0,338688.0,0.0,0.0,10584.0,262912.0,2657184.0,3646112.0,23.95,23.95,8.23,31.13,250490.0,20.12,10.72,0.0,64.0,25088.0,32840192.0,5419008.0,38259200.0,145.52093476144108,14.398400712935198,10.493149963577642,3465.507580354562,490.8522212174331
64,4,24,24,4,3,3,1,1,0,0,0.015474,0.025941,0.015360,NOT SUPPORT!,0.044715,0.053703,0.034816,0.026624,2,7,1,1.731199791980227e-05,0.0,0.0,0.0,39649280.0,123904.0,0.0,774400.0,0.0,0.0,24200.0,590464.0,5987616.0,8808160.0,35.79,35.79,12.13,46.89,600160.0,30.05,20.52,0.0,80.0,61952.0,80971264.0,12390400.0,93361664.0,158.11575980923476,15.592460171126538,10.599451417776244,5392.887893846646,715.7117311010811
64,4,32,32,4,3,3,1,1,0,0,0.019797,0.030151,0.019570,NOT SUPPORT!,0.045397,0.054272,0.038684,0.030720,2,7,1,2.588799697708987e-05,0.0,0.0,0.0,73728000.0,230400.0,0.0,1440000.0,0.0,0.0,45000.0,1049472.0,10933280.0,15979840.0,43.07,43.07,13.83,56.49,1117193.0,36.24,28.18,0.0,80.0,115200.0,150566400.0,23040000.0,173606400.0,165.4226125137212,15.878711603471237,10.864088751827303,6706.057643379542,889.9877429833498
64,4,48,48,4,3,3,1,1,0,0,0.027420,0.027762,0.027420,NOT SUPPORT!,0.058709,0.117874,0.060757,0.043008,0,7,1,4.924799934296314e-05,0.0,0.0,0.0,173342720.0,541696.0,0.0,3385600.0,0.0,0.0,105800.0,2360448.0,25526208.0,37358464.0,51.43,51.43,16.09,68.27,2631945.0,43.88,32.64,2263.0,80.0,270848.0,353998336.0,54169600.0,408167936.0,172.91968982159318,15.990151612021652,10.925715147175216,8288.010506934868,1099.9350374167045
64,4,64,64,4,3,3,1,1,0,0,0.041870,0.042098,0.041756,NOT SUPPORT!,0.060188,0.251108,0.089657,0.060757,2,7,1,8.374399869984959e-05,0.0,0.0,0.0,314900480.0,984064.0,0.0,6150400.0,0.0,0.0,192200.0,4244480.0,46015200.0,68110144.0,53.92,53.92,16.66,72.18,4784291.0,46.43,34.35,4808.0,80.0,492032.0,643085824.0,98406400.0,741492224.0,174.6956574185766,16.114071524192006,10.886663578335703,8854.272968951645,1175.0859945523086
64,4,96,96,4,3,3,1,1,0,0,0.083513,0.083627,0.083399,NOT SUPPORT!,0.159630,0.421205,0.174080,0.130617,2,7,1,0.000183391998707,0.0,0.0,0.0,723845120.0,2262016.0,0.0,14137600.0,0.0,0.0,441800.0,10030848.0,106559840.0,155949056.0,55.94,55.94,17.45,75.33,11002128.0,48.48,35.66,13105.0,80.0,1131008.0,1478227456.0,226201600.0,1704429056.0,169.91874027001506,15.995041433996148,10.929396430588204,9293.911773779815,1233.4322194797367
64,4,97,97,4,3,3,1,1,0,0,0.084764,0.084878,0.084423,NOT SUPPORT!,0.161109,0.419271,0.174421,0.132665,2,7,1,0.0001872319996767,0.0,0.0,0.0,739328000.0,2310400.0,0.0,14440000.0,0.0,0.0,451250.0,10242048.0,110084416.0,159981984.0,56.1,56.1,17.77,75.52,11237324.0,48.6,35.67,13089.0,80.0,1155200.0,1509846400.0,231040000.0,1740886400.0,169.9744426114777,15.814103969084961,10.88176528677129,9298.01744897266,1233.9771000627284
64,4,128,128,4,3,3,1,1,0,0,0.175787,0.176356,0.175787,NOT SUPPORT!,0.169301,0.657408,0.292978,0.221184,4,7,1,0.0003235839980661,0.0,0.0,0.0,1300561920.0,4064256.0,0.0,25401600.0,0.0,0.0,793800.0,19929088.0,193987840.0,278909984.0,56.53,56.53,18.08,76.53,19770576.0,49.25,36.12,23601.0,80.0,2032128.0,2655991296.0,406425600.0,3062416896.0,153.66568184153735,15.786643616424618,10.979947193285128,9464.05543630877,1256.0126657344088
64,4,256,256,4,3,3,1,1,0,0,0.636132,0.637042,0.636132,NOT SUPPORT!,0.572985,2.089984,1.116274,0.826937,4,7,1,0.0012900800003178,0.0,0.0,0.0,5285150720.0,16516096.0,0.0,103225600.0,0.0,0.0,3225800.0,119834368.0,829864576.0,1133280960.0,57.09,57.09,18.79,77.71,80353836.0,50.02,36.6,101733.0,80.0,8258048.0,10793268736.0,1651609600.0,12444878336.0,103.85066107245628,14.996276134577409,10.981282466794466,9646.59426774643,1280.238124452081
64,4,384,384,4,3,3,1,1,0,0,1.736021,1.737045,1.736590,NOT SUPPORT!,NOT SUPPORT!,5.270073,3.034453,2.070983,0,7,1,0.00290915199678,0.0,0.0,0.0,11954094080.0,37356544.0,0.0,233478400.0,0.0,0.0,7296200.0,287203968.0,1902678208.0,2562447808.0,57.24,57.24,19.19,77.95,181751852.0,50.17,36.7,232555.0,80.0,18678272.0,24412501504.0,3735654400.0,28148155904.0,98.00754529965269,14.793965572133152,10.984869941983224,9675.725412476157,1284.1042352324027
64,4,512,512,4,3,3,1,1,0,0,2.576384,2.576612,2.576725,NOT SUPPORT!,NOT SUPPORT!,7.449714,4.433351,3.291022,0,7,1,0.0051776319996916,0.0,0.0,0.0,21307392000.0,66585600.0,0.0,416160000.0,0.0,0.0,13005000.0,521303296.0,3405613952.0,4562772704.0,57.28,57.28,19.33,78.03,323955933.0,50.22,36.73,418448.0,80.0,33292800.0,43513689600.0,6658560000.0,50172249600.0,96.2438756573678,14.732218715082361,10.996000207508912,9690.192273801704,1286.0241902855612
64,4,640,640,4,3,3,1,1,0,0,4.863204,4.251875,4.040704,NOT SUPPORT!,NOT SUPPORT!,12.527161,6.912569,5.144463,2,7,1,0.0080986559977547,0.0,0.0,0.0,33345044480.0,104203264.0,0.0,651270400.0,0.0,0.0,20352200.0,823311232.0,5342235648.0,7136439680.0,57.26,57.26,19.36,78.06,506975865.0,50.24,36.75,655741.0,80.0,52101632.0,68096833024.0,10420326400.0,78517159424.0,95.36753098007048,14.69743466920911,11.002287267143272,9695.08514076513,1286.673542238239
64,4,768,768,4,3,3,1,1,0,0,7.051605,7.038748,6.216590,NOT SUPPORT!,NOT SUPPORT!,17.429731,9.943381,7.437312,2,7,1,0.0116719039961885,0.0,0.0,0.0,48067051520.0,150209536.0,0.0,938809600.0,0.0,0.0,29337800.0,1192510464.0,7709479200.0,10287647232.0,57.24,57.24,19.37,78.09,730807256.0,50.26,36.77,947178.0,80.0,75104768.0,98161931776.0,15020953600.0,113182885376.0,94.91144001902863,14.681002755153681,11.001824112314196,9697.03703979747,1286.9325865690075
64,4,896,896,4,3,3,1,1,0,0,9.744953,9.327957,8.103139,NOT SUPPORT!,NOT SUPPORT!,23.267897,13.507697,10.148295,2,7,1,0.0158962239987396,0.0,0.0,0.0,65473413120.0,204604416.0,0.0,1278777600.0,0.0,0.0,39961800.0,1627387776.0,10508022848.0,14007408256.0,57.25,57.25,19.41,78.09,995466876.0,50.27,36.77,1289486.0,80.0,102302208.0,133708985856.0,20460441600.0,154169427456.0,94.73429119329947,14.671592333408675,11.00627786656838,9698.49364655556,1287.1258986802334
64,4,1024,1024,4,3,3,1,1,0,0,12.802616,11.302570,11.281180,NOT SUPPORT!,NOT SUPPORT!,31.518606,17.660700,13.269335,2,7,1,0.0207716800031846,0.0,0.0,0.0,85564129280.0,267387904.0,0.0,1671174400.0,0.0,0.0,52224200.0,2130303104.0,13732802560.0,18313339072.0,57.26,57.26,19.45,78.11,1300907892.0,50.28,36.76,1685665.0,80.0,133693952.0,174737995264.0,26738790400.0,201476785664.0,94.57658174824684,14.671206753590726,11.00164120108746,9699.59028990966,1287.271438607785
64,4,2048,2048,4,3,3,1,1,0,0,58.181973,58.210190,58.211441,NOT SUPPORT!,NOT SUPPORT!,122.298599,70.568047,NOT SUPPORT!,0,6,1,0.0832015680026727,0.0,0.0,0.0,342926622720.0,1071645696.0,0.0,6697785600.0,0.0,0.0,209305800.0,8569330048.0,54966035712.0,73350162400.0,57.24,57.24,19.43,78.14,5213826355.0,50.29,36.78,6726231.0,80.0,535822848.0,700320462336.0,107164569600.0,807485031936.0,94.22965709255875,14.690617969374724,11.008633185193874,9705.166036174474,1288.0114182049736
64,8,4,4,8,3,3,1,1,0,0,0.022869,0.041074,0.022528,NOT SUPPORT!,0.033906,0.053134,0.024121,0.023780,2,7,1,1.216000423928803e-05,0.0,0.0,0.0,589824.0,2048.0,0.0,10752.0,0.0,0.0,336.0,35328.0,422944.0,280064.0,1.08,1.08,0.68,0.98,8760.0,0.64,3.1,0.0,80.0,512.0,1203200.0,172032.0,1375232.0,38.927536231884055,3.2515699477945073,4.910420475319927,113.0946974143917,14.147363488918693
64,8,7,7,8,3,3,1,1,0,0,0.022983,0.040960,0.022756,NOT SUPPORT!,0.032540,0.052110,0.023780,0.024235,2,6,1,1.2480002755844265e-05,0.0,0.0,0.0,3686400.0,12800.0,0.0,67200.0,0.0,0.0,2100.0,102784.0,1073824.0,1190784.0,4.79,4.79,2.11,5.8,54750.0,3.78,3.1,0.0,80.0,3200.0,7520000.0,1075200.0,8595200.0,83.6239103362391,8.004291206007688,7.218101687627647,688.7177966346962,86.15382712928442
64,8,8,8,8,3,3,1,1,0,0,0.022869,0.041301,0.022642,NOT SUPPORT!,0.032427,0.052679,0.024235,0.024007,2,7,1,1.251200452391218e-05,0.0,0.0,0.0,5308416.0,18432.0,0.0,96768.0,0.0,0.0,3024.0,133504.0,1354176.0,1512064.0,6.8,6.8,2.85,8.42,78840.0,5.48,3.1,0.0,80.0,4608.0,10828800.0,1548288.0,12377088.0,92.70949185043145,9.13994045087197,8.18555828324727,989.2170336372294,123.74420078261693
64,8,15,15,8,3,3,1,1,0,0,0.019001,0.029355,0.023780,NOT SUPPORT!,0.033678,0.053134,0.027989,0.026965,0,7,1,1.4784002465713004e-05,0.0,0.0,0.0,24920064.0,86528.0,0.0,497536.0,0.0,0.0,15548.0,463360.0,4560992.0,6671200.0,27.85,27.85,10.59,34.93,383494.0,22.84,9.15,0.0,64.0,21632.0,50921728.0,7960576.0,58882304.0,127.0767955801105,12.909977478583606,8.82634368629332,3982.839162571813,538.4587846533531
64,8,16,16,8,3,3,1,1,0,0,0.019456,0.028786,0.023780,NOT SUPPORT!,0.034361,0.053020,0.027876,0.027420,0,7,1,1.4784001036902815e-05,0.0,0.0,0.0,28901376.0,100352.0,0.0,577024.0,0.0,0.0,18032.0,526720.0,5036576.0,7497952.0,31.57,31.57,11.39,39.75,444234.0,25.96,10.81,0.0,64.0,25088.0,59057152.0,9232384.0,68289536.0,129.65054678007291,13.558722433653339,9.10775849191886,4619.1511911789175,624.4848046854672
64,8,24,24,8,3,3,1,1,0,0,0.026852,0.026852,0.041984,NOT SUPPORT!,0.043918,0.053817,0.035044,0.035044,1,6,1,2.521600201393504e-05,0.0,0.0,0.0,71368704.0,247808.0,0.0,1300992.0,0.0,0.0,40656.0,1182080.0,11482848.0,18062720.0,42.91,42.91,15.31,54.15,1059960.0,35.27,19.81,0.0,80.0,61952.0,145587200.0,20815872.0,166403072.0,140.7714131023281,14.491446024540254,9.212514615738936,6599.106071931673,825.502472140373
64,8,32,32,8,3,3,1,1,0,0,0.037660,0.035499,0.058368,NOT SUPPORT!,0.044260,0.054044,0.039253,0.041415,1,6,1,3.974399734899135e-05,0.0,0.0,0.0,132710400.0,460800.0,0.0,2419200.0,0.0,0.0,75600.0,2099712.0,21314912.0,32864896.0,49.9,49.9,17.26,63.08,1971905.0,41.11,28.02,0.0,80.0,115200.0,270720000.0,38707200.0,309427200.0,147.36649597659107,14.516935373695185,9.41512792251039,7785.507765686604,973.9131084403198
64,8,48,48,8,3,3,1,1,0,0,0.069746,0.060302,0.103538,NOT SUPPORT!,0.089771,0.116964,0.060985,0.065308,1,6,1,7.951999837043928e-05,0.0,0.0,0.0,312016896.0,1083392.0,0.0,5687808.0,0.0,0.0,177744.0,4762240.0,50561440.0,76906560.0,56.86,56.86,19.42,72.88,4645010.0,47.58,32.68,5188.0,80.0,270848.0,636492800.0,91004928.0,727497728.0,152.76376831071093,14.388390204076465,9.45950160818531,9148.6134671557,1144.4281924662378
64,8,64,64,8,3,3,1,1,0,0,0.115484,0.095460,0.166002,NOT SUPPORT!,0.095118,0.252928,0.090908,0.110706,6,6,1,0.0001376000019377,0.0,0.0,0.0,566820864.0,1968128.0,0.0,10332672.0,0.0,0.0,322896.0,8842752.0,91749184.0,140097696.0,58.61,58.61,19.57,75.83,8442487.0,49.54,34.46,11061.0,80.0,492032.0,1156275200.0,165322752.0,1321597952.0,149.45550344508135,14.404465460968023,9.433402473656669,9604.636143816106,1201.4734714527967
64,8,96,96,8,3,3,1,1,0,0,0.247694,0.201387,0.348046,NOT SUPPORT!,0.333028,0.430080,0.268743,0.230628,1,7,1,0.0003056960012901,0.0,0.0,0.0,1302921216.0,4524032.0,0.0,23751168.0,0.0,0.0,742224.0,23686272.0,216495776.0,320508992.0,60.22,60.22,20.6,78.4,19414279.0,51.24,35.91,30285.0,80.0,1131008.0,2657868800.0,380018688.0,3037887488.0,128.25519727207387,14.03208664911781,9.478322180739315,9937.609504800488,1243.1261331395995
64,8,97,97,8,3,3,1,1,0,0,0.253042,0.205710,0.354076,NOT SUPPORT!,0.332914,0.430308,0.276139,0.233927,1,7,1,0.0003121280041861,0.0,0.0,0.0,1330790400.0,4620800.0,0.0,24259200.0,0.0,0.0,758100.0,24502784.0,222762048.0,328894720.0,60.15,60.15,20.54,78.28,19828349.0,51.16,35.91,29747.0,80.0,1155200.0,2714720000.0,388147200.0,3102867200.0,126.63325114403327,13.929065690758957,9.43422624723194,9941.008683571945,1243.5513468652916
64,8,128,128,8,3,3,1,1,0,0,0.432924,0.346567,0.600860,NOT SUPPORT!,0.348615,0.674930,0.465579,0.383545,1,7,1,0.0005429120032202,0.0,0.0,0.0,2341011456.0,8128512.0,0.0,42674688.0,0.0,0.0,1333584.0,52895360.0,397537248.0,574120960.0,60.47,60.47,21.24,79.2,34887100.0,51.77,36.37,55862.0,80.0,2032128.0,4775500800.0,682795008.0,5458295808.0,103.19044634538832,13.730275176629487,9.507222673075722,10053.739419325688,1257.6531812708233
64,8,256,256,8,3,3,1,1,0,0,2.088391,1.641927,2.654663,NOT SUPPORT!,1.304917,2.587989,1.965284,1.442475,4,7,1,0.0021735040035417,0.0,0.0,0.0,9513271296.0,33032192.0,0.0,173419008.0,0.0,0.0,5419344.0,253048704.0,1671714240.0,2328763808.0,60.84,60.84,22.09,80.16,141799676.0,52.41,36.86,243375.0,80.0,8258048.0,19406412800.0,2774704128.0,22181116928.0,87.65552471669643,13.268485963246924,9.524846122995054,10205.233987080825,1276.6041026281302
64,8,384,384,8,3,3,1,1,0,0,3.852857,3.038436,5.325369,NOT SUPPORT!,NOT SUPPORT!,4.568861,4.642588,3.305699,1,7,1,0.004904768003232,0.0,0.0,0.0,21517369344.0,74713088.0,0.0,392243712.0,0.0,0.0,12257616.0,587568896.0,3827173792.0,5265729472.0,60.95,60.95,22.5,80.34,320739883.0,52.52,36.96,556565.0,80.0,18678272.0,43893939200.0,6275899392.0,50169838592.0,85.38545680947686,13.1088477604207,9.52761414325844,10228.78932478367,1279.5507122588658
64,8,512,512,8,3,3,1,1,0,0,8.160370,5.405127,9.358335,NOT SUPPORT!,NOT SUPPORT!,7.762604,8.318863,5.882766,1,7,1,0.0087331840042116,0.0,0.0,0.0,38353305600.0,133171200.0,0.0,699148800.0,0.0,0.0,21848400.0,1057361920.0,6847317376.0,9382864992.0,60.99,60.99,22.68,80.41,571711021.0,52.57,37.0,1001151.0,80.0,33292800.0,78238080000.0,11186380800.0,89424460800.0,84.5731807704972,13.059780332869442,9.530613610687665,10239.617161034834,1280.9051995933373
64,8,640,640,8,3,3,1,1,0,0,12.542635,8.453690,14.741163,NOT SUPPORT!,NOT SUPPORT!,12.996949,13.412465,9.237959,1,7,1,0.013657567996195,0.0,0.0,0.0,60021080064.0,208406528.0,0.0,1094134272.0,0.0,0.0,34191696.0,1659841280.0,10732370080.0,14688972320.0,60.94,60.94,22.67,80.42,894708222.0,52.58,37.03,1574229.0,80.0,52101632.0,122438835200.0,17506148352.0,139944983552.0,84.31226843087069,13.039522725068013,9.527214055775415,10246.698650227383,1281.7910448534624
64,8,768,768,8,3,3,1,1,0,0,17.217535,12.144070,21.453255,NOT SUPPORT!,NOT SUPPORT!,18.056307,18.874708,13.286174,1,7,1,0.0196829440000034,0.0,0.0,0.0,86520692736.0,300419072.0,0.0,1577200128.0,0.0,0.0,49287504.0,2397893376.0,15488928544.0,21184147648.0,60.91,60.91,22.77,80.45,1289750488.0,52.6,37.04,2284750.0,80.0,75104768.0,176496204800.0,25235202048.0,201731406848.0,84.12859757113738,13.02423252034082,9.522753060449213,10249.04642557359,1282.0847352914097
64,8,896,896,8,3,3,1,1,0,0,21.211931,16.550571,29.437155,NOT SUPPORT!,NOT SUPPORT!,24.194960,25.816973,18.234030,1,7,1,0.026808096004214,0.0,0.0,0.0,117852143616.0,409208832.0,0.0,2148346368.0,0.0,0.0,67135824.0,3268807296.0,21095745824.0,28852493504.0,60.94,60.94,22.79,80.46,1756807485.0,52.6,37.04,3110168.0,80.0,102302208.0,240410188800.0,34373541888.0,274783730688.0,84.06238294446098,13.025551833080334,9.523742918438055,10250.027851467197,1282.2075048745264
64,8,1024,1024,8,3,3,1,1,0,0,28.252617,21.669092,38.247765,NOT SUPPORT!,NOT SUPPORT!,32.488564,33.395035,23.634491,1,7,1,0.0350336640013047,0.0,0.0,0.0,154015432704.0,534775808.0,0.0,2807572992.0,0.0,0.0,87736656.0,4274163328.0,27557481920.0,37640261280.0,60.93,60.93,22.79,80.45,2295903437.0,52.6,37.04,4069698.0,80.0,133693952.0,314180787200.0,44921167872.0,359101955072.0,84.01690050530516,13.031014811675508,9.54036828811301,10250.196926551176,1282.228654996722
64,16,4,4,16,3,3,1,1,0,0,0.019911,0.038571,0.035271,NOT SUPPORT!,0.032996,0.059164,0.026396,0.024007,0,7,1,2.1280002443429976e-05,0.0,0.0,0.0,1179648.0,4096.0,0.0,19968.0,0.0,0.0,624.0,74880.0,607904.0,594688.0,1.25,1.25,0.55,1.06,17112.0,0.7,3.11,0.0,80.0,512.0,2403328.0,319488.0,2722816.0,36.36239316239316,4.479023003632152,4.5785622040464915,127.95186500745196,15.013532110690115
64,16,7,7,16,3,3,1,1,0,0,0.019001,0.039026,0.035840,NOT SUPPORT!,0.032996,0.060757,0.025941,0.024462,0,7,1,1.948799698078189e-05,0.0,0.0,0.0,7372800.0,25600.0,0.0,124800.0,0.0,0.0,3900.0,210176.0,2078144.0,2589504.0,6.16,6.16,2.66,6.95,106950.0,4.6,3.12,0.0,80.0,3200.0,15020800.0,1996800.0,17017600.0,80.96833130328868,8.188845431307936,6.571760460690541,873.2349464535492,102.46307006149203
64,16,8,8,16,3,3,1,1,0,0,0.019684,0.037774,0.035499,NOT SUPPORT!,0.033337,0.059733,0.025941,0.024576,0,7,1,1.9808003106878487e-05,0.0,0.0,0.0,10616832.0,36864.0,0.0,179712.0,0.0,0.0,5616.0,271616.0,2748864.0,3334464.0,8.78,8.78,3.6,10.13,154008.0,6.71,3.12,0.0,80.0,4608.0,21629952.0,2875392.0,24505344.0,90.2205466540999,8.914716770273102,7.349110381758508,1237.1435862452145,145.16314362862238
64,16,15,15,16,3,3,1,1,0,0,0.024121,0.024121,0.052338,NOT SUPPORT!,0.034247,0.061554,0.033564,0.032085,0,7,1,2.2752001698440567e-05,0.0,0.0,0.0,49840128.0,173056.0,0.0,886912.0,0.0,0.0,27716.0,931072.0,9039872.0,14868864.0,35.89,35.89,12.45,42.33,751753.0,28.06,9.18,0.0,64.0,21632.0,101627136.0,14190592.0,115817728.0,124.39180643387407,12.811876982328954,7.789278858156211,5090.441251502641,623.7074077298714
64,16,16,16,16,3,3,1,1,0,0,0.024121,0.025372,0.056320,NOT SUPPORT!,0.040732,0.059506,0.033109,0.031858,0,7,1,2.304000000009425e-05,0.0,0.0,0.0,57802752.0,200704.0,0.0,1028608.0,0.0,0.0,32144.0,1057920.0,9981824.0,16774368.0,41.2,41.2,13.52,48.65,872051.0,32.26,10.78,0.0,64.0,25088.0,117863424.0,16457728.0,134321152.0,126.96721113127647,13.456573868663684,8.007523860213393,5829.911111087264,714.3111111081892
64,16,24,24,16,3,3,1,1,0,0,0.039822,0.038343,0.066788,NOT SUPPORT!,0.051314,0.061440,0.041074,0.045966,1,6,1,4.316800430360112e-05,0.0,0.0,0.0,142737408.0,495616.0,0.0,2416128.0,0.0,0.0,75504.0,2368768.0,22694752.0,40517216.0,50.72,50.72,16.9,59.92,2070552.0,39.7,19.35,0.0,80.0,61952.0,290802688.0,38658048.0,329460736.0,139.08526964227818,14.517044997892024,8.131376449951546,7632.05854231524,895.5254852208932
64,16,32,32,16,3,3,1,1,0,0,0.061781,0.061895,0.119012,NOT SUPPORT!,0.051200,0.062009,0.045739,0.061099,6,6,1,7.059200163221393e-05,0.0,0.0,0.0,265420800.0,921600.0,0.0,4492800.0,0.0,0.0,140400.0,4210944.0,42688096.0,73915552.0,56.76,56.76,18.66,67.21,3851190.0,44.53,28.13,0.0,80.0,115200.0,540748800.0,71884800.0,612633600.0,145.48604778405982,14.35139201336129,8.28829094045053,8678.51294530273,1018.3136663912943
64,16,48,48,16,3,3,1,1,0,0,0.121287,0.103879,0.194332,NOT SUPPORT!,0.188188,0.155989,0.094549,0.126862,6,6,1,0.000146079997732,0.0,0.0,0.0,624033792.0,2166784.0,0.0,10563072.0,0.0,0.0,330096.0,9886464.0,101634272.0,173017312.0,63.21,63.21,20.64,75.76,9069719.0,50.28,32.87,11739.0,80.0,270848.0,1271360512.0,169009152.0,1440369664.0,145.69108469924132,14.172086203362582,8.325003130322589,9860.142978934862,1156.962997152191
64,16,64,64,16,3,3,1,1,0,0,0.207417,0.175900,0.320512,NOT SUPPORT!,0.197746,0.344178,0.153259,0.214812,6,6,1,0.0002562880038708,0.0,0.0,0.0,1133641728.0,3936256.0,0.0,19189248.0,0.0,0.0,599664.0,19085184.0,187575552.0,315508544.0,64.69,64.69,20.86,78.13,16482619.0,51.87,34.73,25459.0,80.0,492032.0,2309598208.0,307027968.0,2616626176.0,137.1024862008142,13.949718649901667,8.293360752854921,10209.709921963786,1197.9802541003014
64,16,96,96,16,3,3,1,1,0,0,0.456135,0.377287,0.676978,NOT SUPPORT!,0.679822,0.588117,0.241664,0.452722,6,6,1,0.0005723840019296,0.0,0.0,0.0,2605842432.0,9048064.0,0.0,44109312.0,0.0,0.0,1378416.0,60553600.0,452410112.0,721440704.0,65.94,65.94,21.95,80.18,37901579.0,53.26,36.15,69180.0,80.0,1131008.0,5308951552.0,705748992.0,6014700544.0,99.32853775828357,13.294796876688734,8.337068466821634,10508.156279217208,1232.999157245494
