Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin
64,48,640,640,48,1,1,1,1,0,0,16.856405,15.922402,22.442554,NOT SUPPORT!,NOT SUPPORT!,39.142857,NOT SUPPORT!,NOT SUPPORT!,1
64,48,768,768,48,1,1,1,1,0,0,26.477110,21.972536,30.982483,NOT SUPPORT!,NOT SUPPORT!,48.066563,NOT SUPPORT!,NOT SUPPORT!,1
64,48,896,896,48,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,1024,1024,48,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,2048,2048,48,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,48,3072,3072,48,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,1,1,64,1,1,1,1,0,0,0.015815,0.017067,0.038229,NOT SUPPORT!,0.063147,0.045966,NOT SUPPORT!,NOT SUPPORT!,0
64,64,2,2,64,1,1,1,1,0,0,0.015246,0.014791,0.034702,NOT SUPPORT!,0.063260,0.045511,NOT SUPPORT!,NOT SUPPORT!,1
64,64,4,4,64,1,1,1,1,0,0,0.014222,0.014564,0.040846,NOT SUPPORT!,0.063147,0.046080,NOT SUPPORT!,NOT SUPPORT!,0
64,64,7,7,64,1,1,1,1,0,0,0.019115,0.017636,0.043691,NOT SUPPORT!,0.064398,0.056775,NOT SUPPORT!,NOT SUPPORT!,1
64,64,8,8,64,1,1,1,1,0,0,0.016953,0.017522,0.042894,NOT SUPPORT!,0.064171,0.057003,NOT SUPPORT!,NOT SUPPORT!,0
64,64,15,15,64,1,1,1,1,0,0,0.027762,0.028444,0.054613,NOT SUPPORT!,0.070542,0.080782,NOT SUPPORT!,NOT SUPPORT!,0
64,64,16,16,64,1,1,1,1,0,0,0.028558,0.027534,0.054158,NOT SUPPORT!,0.074297,0.082375,NOT SUPPORT!,NOT SUPPORT!,1
64,64,24,24,64,1,1,1,1,0,0,0.041643,0.041643,0.083285,NOT SUPPORT!,0.155762,0.107975,NOT SUPPORT!,NOT SUPPORT!,1
64,64,32,32,64,1,1,1,1,0,0,0.064284,0.102741,0.121970,NOT SUPPORT!,0.160199,0.154510,NOT SUPPORT!,NOT SUPPORT!,0
64,64,48,48,64,1,1,1,1,0,0,0.124928,0.169074,0.189212,NOT SUPPORT!,0.719417,0.335872,NOT SUPPORT!,NOT SUPPORT!,0
64,64,64,64,64,1,1,1,1,0,0,0.254293,0.254862,0.371371,NOT SUPPORT!,0.828871,0.499484,NOT SUPPORT!,NOT SUPPORT!,0
64,64,96,96,64,1,1,1,1,0,0,0.545906,0.503694,0.734663,NOT SUPPORT!,4.627115,1.147108,NOT SUPPORT!,NOT SUPPORT!,1
64,64,97,97,64,1,1,1,1,0,0,0.484238,0.516665,0.721351,NOT SUPPORT!,4.157440,1.659107,NOT SUPPORT!,NOT SUPPORT!,0
64,64,128,128,64,1,1,1,1,0,0,0.800199,0.739783,1.078386,NOT SUPPORT!,4.226275,1.705188,NOT SUPPORT!,NOT SUPPORT!,1
64,64,256,256,64,1,1,1,1,0,0,3.767524,3.449287,4.970610,NOT SUPPORT!,16.901007,7.058887,NOT SUPPORT!,NOT SUPPORT!,1
64,64,384,384,64,1,1,1,1,0,0,8.236146,7.672604,10.675200,NOT SUPPORT!,NOT SUPPORT!,19.733505,NOT SUPPORT!,NOT SUPPORT!,1
64,64,512,512,64,1,1,1,1,0,0,15.041650,13.545245,17.942528,NOT SUPPORT!,NOT SUPPORT!,28.104931,NOT SUPPORT!,NOT SUPPORT!,1
64,64,640,640,64,1,1,1,1,0,0,22.933846,20.774229,29.454224,NOT SUPPORT!,NOT SUPPORT!,51.268040,NOT SUPPORT!,NOT SUPPORT!,1
64,64,768,768,64,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,896,896,64,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,1024,1024,64,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,2048,2048,64,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,64,3072,3072,64,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,1,1,96,1,1,1,1,0,0,0.037888,0.037205,0.053248,NOT SUPPORT!,0.132324,0.058709,NOT SUPPORT!,NOT SUPPORT!,1
64,96,2,2,96,1,1,1,1,0,0,0.020025,0.020594,0.057230,NOT SUPPORT!,0.132779,0.059051,NOT SUPPORT!,NOT SUPPORT!,0
64,96,4,4,96,1,1,1,1,0,0,0.020139,0.020594,0.066788,NOT SUPPORT!,0.132096,0.078279,NOT SUPPORT!,NOT SUPPORT!,0
64,96,7,7,96,1,1,1,1,0,0,0.025259,0.025259,0.072249,NOT SUPPORT!,0.134258,0.101831,NOT SUPPORT!,NOT SUPPORT!,0
64,96,8,8,96,1,1,1,1,0,0,0.024804,0.025145,0.071225,NOT SUPPORT!,0.135509,0.101490,NOT SUPPORT!,NOT SUPPORT!,0
64,96,15,15,96,1,1,1,1,0,0,0.049266,0.050062,0.096142,NOT SUPPORT!,0.146773,0.162930,NOT SUPPORT!,NOT SUPPORT!,0
64,96,16,16,96,1,1,1,1,0,0,0.051086,0.152348,0.108430,NOT SUPPORT!,0.150642,0.192740,NOT SUPPORT!,NOT SUPPORT!,0
64,96,24,24,96,1,1,1,1,0,0,0.113778,0.107179,0.196039,NOT SUPPORT!,0.388437,0.250425,NOT SUPPORT!,NOT SUPPORT!,1
64,96,32,32,96,1,1,1,1,0,0,0.176924,0.168391,0.263168,NOT SUPPORT!,0.395492,0.318692,NOT SUPPORT!,NOT SUPPORT!,1
64,96,48,48,96,1,1,1,1,0,0,0.349525,0.389120,0.432242,NOT SUPPORT!,1.737956,0.809984,NOT SUPPORT!,NOT SUPPORT!,0
64,96,64,64,96,1,1,1,1,0,0,0.581404,0.612011,0.733639,NOT SUPPORT!,1.771406,1.079524,NOT SUPPORT!,NOT SUPPORT!,0
64,96,96,96,96,1,1,1,1,0,0,1.265436,1.192391,1.518251,NOT SUPPORT!,9.380751,2.462606,NOT SUPPORT!,NOT SUPPORT!,1
64,96,97,97,96,1,1,1,1,0,0,1.149611,1.099321,1.384903,NOT SUPPORT!,8.320797,3.337330,NOT SUPPORT!,NOT SUPPORT!,1
64,96,128,128,96,1,1,1,1,0,0,2.218439,2.085774,2.530532,NOT SUPPORT!,9.107685,4.038428,NOT SUPPORT!,NOT SUPPORT!,1
64,96,256,256,96,1,1,1,1,0,0,7.513998,6.400114,8.453462,NOT SUPPORT!,33.720432,14.806584,NOT SUPPORT!,NOT SUPPORT!,1
64,96,384,384,96,1,1,1,1,0,0,15.691206,14.505301,18.844900,NOT SUPPORT!,NOT SUPPORT!,42.068085,NOT SUPPORT!,NOT SUPPORT!,1
64,96,512,512,96,1,1,1,1,0,0,30.623741,28.319405,33.422565,NOT SUPPORT!,NOT SUPPORT!,59.041451,NOT SUPPORT!,NOT SUPPORT!,1
64,96,640,640,96,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,768,768,96,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,896,896,96,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,1024,1024,96,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,2048,2048,96,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,96,3072,3072,96,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,1,1,128,1,1,1,1,0,0,0.046876,0.046876,0.064853,NOT SUPPORT!,0.175900,0.067584,NOT SUPPORT!,NOT SUPPORT!,0
64,128,2,2,128,1,1,1,1,0,0,0.022300,0.022300,0.069177,NOT SUPPORT!,0.176583,0.068494,NOT SUPPORT!,NOT SUPPORT!,0
64,128,4,4,128,1,1,1,1,0,0,0.027079,0.027534,0.086699,NOT SUPPORT!,0.179086,0.093867,NOT SUPPORT!,NOT SUPPORT!,0
64,128,7,7,128,1,1,1,1,0,0,0.031175,0.029810,0.090340,NOT SUPPORT!,0.179200,0.123904,NOT SUPPORT!,NOT SUPPORT!,1
64,128,8,8,128,1,1,1,1,0,0,0.033451,0.034475,0.093298,NOT SUPPORT!,0.177721,0.131413,NOT SUPPORT!,NOT SUPPORT!,0
64,128,15,15,128,1,1,1,1,0,0,0.069860,0.070201,0.142905,NOT SUPPORT!,0.189781,0.217202,NOT SUPPORT!,NOT SUPPORT!,0
64,128,16,16,128,1,1,1,1,0,0,0.074297,0.176583,0.164068,NOT SUPPORT!,0.195356,0.239275,NOT SUPPORT!,NOT SUPPORT!,0
64,128,24,24,128,1,1,1,1,0,0,0.154283,0.143701,0.261234,NOT SUPPORT!,0.522240,0.310044,NOT SUPPORT!,NOT SUPPORT!,1
64,128,32,32,128,1,1,1,1,0,0,0.240754,0.222891,0.351915,NOT SUPPORT!,0.529977,0.415175,NOT SUPPORT!,NOT SUPPORT!,1
64,128,48,48,128,1,1,1,1,0,0,0.477980,0.502670,0.589028,NOT SUPPORT!,2.454983,1.061774,NOT SUPPORT!,NOT SUPPORT!,0
64,128,64,64,128,1,1,1,1,0,0,0.748317,0.751275,0.930361,NOT SUPPORT!,2.365781,1.335979,NOT SUPPORT!,NOT SUPPORT!,0
64,128,96,96,128,1,1,1,1,0,0,1.749219,1.635214,2.055623,NOT SUPPORT!,12.138950,2.780843,NOT SUPPORT!,NOT SUPPORT!,1
64,128,97,97,128,1,1,1,1,0,0,1.944007,1.847068,2.272825,NOT SUPPORT!,13.218929,4.422201,NOT SUPPORT!,NOT SUPPORT!,1
64,128,128,128,128,1,1,1,1,0,0,3.066311,2.852523,3.555783,NOT SUPPORT!,12.227015,4.809728,NOT SUPPORT!,NOT SUPPORT!,1
64,128,256,256,128,1,1,1,1,0,0,10.650055,9.325454,13.206528,NOT SUPPORT!,48.501194,19.469765,NOT SUPPORT!,NOT SUPPORT!,1
64,128,384,384,128,1,1,1,1,0,0,22.318535,20.877655,30.686890,NOT SUPPORT!,NOT SUPPORT!,55.686825,NOT SUPPORT!,NOT SUPPORT!,1
64,128,512,512,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,640,640,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,768,768,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,896,896,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,1024,1024,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,2048,2048,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,128,3072,3072,128,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,1,1,256,1,1,1,1,0,0,0.029355,0.077824,0.091136,NOT SUPPORT!,0.456363,0.076914,NOT SUPPORT!,NOT SUPPORT!,0
64,256,2,2,256,1,1,1,1,0,0,0.024348,0.033792,0.097166,NOT SUPPORT!,0.456021,0.117988,NOT SUPPORT!,NOT SUPPORT!,0
64,256,4,4,256,1,1,1,1,0,0,0.031972,0.041529,0.124473,NOT SUPPORT!,0.456363,0.171691,NOT SUPPORT!,NOT SUPPORT!,0
64,256,7,7,256,1,1,1,1,0,0,0.052224,0.061895,0.141881,NOT SUPPORT!,0.458866,0.260551,NOT SUPPORT!,NOT SUPPORT!,0
64,256,8,8,256,1,1,1,1,0,0,0.067698,0.076800,0.154965,NOT SUPPORT!,0.459662,0.303332,NOT SUPPORT!,NOT SUPPORT!,0
64,256,15,15,256,1,1,1,1,0,0,0.170553,0.167936,0.344178,NOT SUPPORT!,0.476843,0.501419,NOT SUPPORT!,NOT SUPPORT!,1
64,256,16,16,256,1,1,1,1,0,0,0.195243,0.189326,0.370460,NOT SUPPORT!,0.487310,0.551140,NOT SUPPORT!,NOT SUPPORT!,1
64,256,24,24,256,1,1,1,1,0,0,0.384910,0.433835,0.539762,NOT SUPPORT!,1.433259,0.791211,NOT SUPPORT!,NOT SUPPORT!,0
64,256,32,32,256,1,1,1,1,0,0,0.779833,0.767317,0.950044,NOT SUPPORT!,1.744099,1.222997,NOT SUPPORT!,NOT SUPPORT!,1
64,256,48,48,256,1,1,1,1,0,0,1.621333,1.586517,1.814756,NOT SUPPORT!,8.319317,3.273046,NOT SUPPORT!,NOT SUPPORT!,1
64,256,64,64,256,1,1,1,1,0,0,2.267819,2.236416,2.603918,NOT SUPPORT!,7.330360,3.837042,NOT SUPPORT!,NOT SUPPORT!,1
64,256,96,96,256,1,1,1,1,0,0,6.141497,6.108956,6.319559,NOT SUPPORT!,39.028397,8.729374,NOT SUPPORT!,NOT SUPPORT!,1
64,256,97,97,256,1,1,1,1,0,0,6.580679,6.463488,7.163563,NOT SUPPORT!,39.070602,13.129045,NOT SUPPORT!,NOT SUPPORT!,1
64,256,128,128,256,1,1,1,1,0,0,10.773846,8.500678,9.833132,NOT SUPPORT!,39.314091,15.365121,NOT SUPPORT!,NOT SUPPORT!,1
64,256,256,256,256,1,1,1,1,0,0,35.028992,34.336197,39.201679,NOT SUPPORT!,NOT SUPPORT!,61.654583,NOT SUPPORT!,NOT SUPPORT!,1
64,256,384,384,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,512,512,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,640,640,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,768,768,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,896,896,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,1024,1024,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,2048,2048,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,256,3072,3072,256,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,1,1,384,1,1,1,1,0,0,0.085220,0.148708,0.124587,NOT SUPPORT!,0.895886,0.122652,NOT SUPPORT!,NOT SUPPORT!,0
64,384,2,2,384,1,1,1,1,0,0,0.031516,0.086016,0.103424,NOT SUPPORT!,0.896683,0.181134,NOT SUPPORT!,NOT SUPPORT!,0
64,384,4,4,384,1,1,1,1,0,0,0.043804,0.095232,0.133916,NOT SUPPORT!,0.896114,0.300373,NOT SUPPORT!,NOT SUPPORT!,0
64,384,7,7,384,1,1,1,1,0,0,0.096825,0.144498,0.178745,NOT SUPPORT!,0.899527,0.491292,NOT SUPPORT!,NOT SUPPORT!,0
64,384,8,8,384,1,1,1,1,0,0,0.122197,0.183182,0.196608,NOT SUPPORT!,0.900437,0.565248,NOT SUPPORT!,NOT SUPPORT!,0
64,384,15,15,384,1,1,1,1,0,0,0.467740,0.428715,0.509611,NOT SUPPORT!,0.923079,1.012850,NOT SUPPORT!,NOT SUPPORT!,1
64,384,16,16,384,1,1,1,1,0,0,0.450219,0.441685,0.546702,NOT SUPPORT!,0.938439,1.087147,NOT SUPPORT!,NOT SUPPORT!,1
64,384,24,24,384,1,1,1,1,0,0,0.880185,0.865735,0.970297,NOT SUPPORT!,3.047993,1.601081,NOT SUPPORT!,NOT SUPPORT!,1
64,384,32,32,384,1,1,1,1,0,0,1.999872,1.600512,1.718158,NOT SUPPORT!,3.706425,2.477966,NOT SUPPORT!,NOT SUPPORT!,1
64,384,48,48,384,1,1,1,1,0,0,3.630649,2.751260,2.923179,NOT SUPPORT!,15.364665,5.927595,NOT SUPPORT!,NOT SUPPORT!,1
64,384,64,64,384,1,1,1,1,0,0,7.678407,5.765120,6.142179,NOT SUPPORT!,15.938333,7.935317,NOT SUPPORT!,NOT SUPPORT!,1
64,384,96,96,384,1,1,1,1,0,0,17.309013,13.676089,11.460835,NOT SUPPORT!,81.612343,17.960163,NOT SUPPORT!,NOT SUPPORT!,2
64,384,97,97,384,1,1,1,1,0,0,17.246096,14.342031,12.089572,NOT SUPPORT!,81.663666,26.254793,NOT SUPPORT!,NOT SUPPORT!,2
64,384,128,128,384,1,1,1,1,0,0,27.370724,23.950565,20.321053,NOT SUPPORT!,82.000435,31.718742,NOT SUPPORT!,NOT SUPPORT!,2
64,384,256,256,384,1,1,1,1,0,0,99.869133,95.375015,81.140846,NOT SUPPORT!,NOT SUPPORT!,127.237007,NOT SUPPORT!,NOT SUPPORT!,2
64,384,384,384,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,512,512,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,640,640,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,768,768,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,896,896,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,1024,1024,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,2048,2048,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,384,3072,3072,384,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,1,1,512,1,1,1,1,0,0,0.047332,0.095573,0.101945,NOT SUPPORT!,1.572295,0.238023,NOT SUPPORT!,NOT SUPPORT!,0
64,512,2,2,512,1,1,1,1,0,0,0.142677,0.164295,0.119239,NOT SUPPORT!,1.573547,0.315278,NOT SUPPORT!,NOT SUPPORT!,2
64,512,4,4,512,1,1,1,1,0,0,0.134599,0.160654,0.156103,NOT SUPPORT!,1.572636,0.543972,NOT SUPPORT!,NOT SUPPORT!,0
64,512,7,7,512,1,1,1,1,0,0,0.145636,0.222777,0.268174,NOT SUPPORT!,1.576050,0.804636,NOT SUPPORT!,NOT SUPPORT!,0
64,512,8,8,512,1,1,1,1,0,0,0.193536,0.263623,0.312775,NOT SUPPORT!,1.577187,0.960626,NOT SUPPORT!,NOT SUPPORT!,0
64,512,15,15,512,1,1,1,1,0,0,0.625892,0.635563,0.737963,NOT SUPPORT!,1.607225,1.644089,NOT SUPPORT!,NOT SUPPORT!,0
64,512,16,16,512,1,1,1,1,0,0,0.603250,0.662187,0.798834,NOT SUPPORT!,1.627022,1.802809,NOT SUPPORT!,NOT SUPPORT!,0
64,512,24,24,512,1,1,1,1,0,0,1.299456,1.317205,1.570475,NOT SUPPORT!,5.245270,2.635549,NOT SUPPORT!,NOT SUPPORT!,0
64,512,32,32,512,1,1,1,1,0,0,2.222080,2.199097,2.300700,NOT SUPPORT!,6.332416,3.484900,NOT SUPPORT!,NOT SUPPORT!,1
64,512,48,48,512,1,1,1,1,0,0,4.933519,4.751474,5.062997,NOT SUPPORT!,26.490881,10.075819,NOT SUPPORT!,NOT SUPPORT!,1
64,512,64,64,512,1,1,1,1,0,0,10.382677,8.596025,8.822670,NOT SUPPORT!,26.736526,13.505308,NOT SUPPORT!,NOT SUPPORT!,1
64,512,96,96,512,1,1,1,1,0,0,21.374292,18.296261,19.665689,NOT SUPPORT!,NOT SUPPORT!,30.335320,NOT SUPPORT!,NOT SUPPORT!,1
64,512,97,97,512,1,1,1,1,0,0,22.493866,19.170647,20.595144,NOT SUPPORT!,NOT SUPPORT!,43.617397,NOT SUPPORT!,NOT SUPPORT!,1
64,512,128,128,512,1,1,1,1,0,0,36.070969,32.173965,34.875736,NOT SUPPORT!,NOT SUPPORT!,53.765232,NOT SUPPORT!,NOT SUPPORT!,1
64,512,256,256,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,384,384,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,512,512,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,640,640,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,768,768,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,896,896,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,1024,1024,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,2048,2048,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,512,3072,3072,512,1,1,1,1,0,0,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!
64,640,1,1,640,1,1,1,1,0,0,0.132892,0.184775,0.152576,NOT SUPPORT!,2.458738,0.302535,NOT SUPPORT!,NOT SUPPORT!,0
