=====================Occupancy==========================
12.5 23.52115942028985
9.165 9.415000000000001
14.82 16.58923076923077
28.33 27.70088235294118
36.77 36.50759493670886
37.27 36.97303797468353
null null
=====================SM Utilization==========================
12.25 21.9463768115942
38.614999999999995 39.01583333333333
54.15 52.643846153846155
70.25 70.35411764705884
80.2 79.12329113924052
84.58 84.05253164556962
null null
=====================threadnum==========================
16384.0 44094263.652173914
19008.0 21920.0
38400.0 50983.38461538462
119552.0 28424365.17647059
1155200.0 23340697.924050633
4064256.0 9868573.164556962
null null
=====================registernum==========================
64.0 58.7536231884058
64.0 69.66666666666667
80.0 74.76923076923077
80.0 76.3529411764706
80.0 75.29113924050633
68.0 68.0
null null
=====================sharedmem_throughput==========================
2.94 4.990869565217391
25.3 25.466666666666665
35.27 34.114615384615384
46.42 45.52117647058823
52.6 51.460379746835436
52.51 52.20303797468353
null null
=====================sharemem_bankconflict==========================
0.0 35837.217391304344
0.0 18389.0
0.0 113591.30769230769
8124.5 413735.26470588235
815200.0 3393664.1518987343
41392511.0 137791081.50632912
null null
=====================l1_throughput==========================
10.29 15.565362318840576
35.84 37.196666666666665
49.26 45.94538461538461
57.245000000000005 58.365
66.43 67.20101265822787
64.29 63.96531645569622
null null
=====================l2_throughput==========================
7.12 9.006956521739133
12.455 12.280833333333332
13.83 13.143846153846154
17.61 16.65264705882353
20.54 19.030379746835443
15.3 15.426075949367087
null null
