,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
64,2.544000033119372e-05,0.0,0.0,0.0,343168.0,0.0,640896.0,0.0,0.0,0.0,0.0,5.16,5.16,4.89,2097280.0,4542688.0,18970688.0,9.88,11392.0,0.37,9.65,0.0,32.0,65536.0,1327232.0,0.0,1327232.0,0.632834909978639,0.29216886565839434,0.06996224912876117,48.58809383883566,0.0
65,2.134400099306899e-05,0.0,0.0,0.0,439040.0,0.0,654592.0,0.0,0.0,0.0,0.0,10.27,10.27,5.89,2097408.0,4597760.0,18976672.0,12.26,2816.0,0.11,11.29,0.0,32.0,65536.0,1532672.0,0.0,1532672.0,0.7307457585743927,0.33335189309576835,0.08076611114952084,66.87649768872183,0.0
66,1.84319958709065e-05,0.0,0.0,0.0,542080.0,0.0,704640.0,0.0,0.0,0.0,0.0,5.97,5.54,7.05,2097280.0,4598048.0,20120736.0,12.99,11904.0,0.56,13.15,0.0,32.0,65536.0,1788800.0,0.0,1788800.0,0.8529142508391822,0.3890346512259115,0.08890330850720371,90.38358261037497,0.0
67,1.3183996901878665e-05,0.0,0.0,0.0,652288.0,0.0,617472.0,0.0,0.0,0.0,0.0,8.83,8.83,9.81,2097280.0,4607424.0,16809984.0,14.42,3072.0,0.2,15.26,0.0,32.0,65536.0,1922048.0,0.0,1922048.0,0.916447970704913,0.4171632565181759,0.11433966861598441,135.7742045312114,0.0
68,9.440002095035475e-06,0.0,0.0,0.0,1792000.0,0.0,780288.0,0.0,0.0,0.0,0.0,11.8,6.68,13.91,2097280.0,4732736.0,8519680.0,23.65,4096.0,0.38,27.95,0.0,32.0,65536.0,4364288.0,0.0,4364288.0,2.0809276777540435,0.9221490486686771,0.5122596153846154,430.5676943293266,0.0
69,1.049600136952487e-05,0.0,0.0,0.0,5447680.0,0.0,1302528.0,0.0,0.0,0.0,0.0,10.36,4.07,14.7,2097408.0,5630304.0,4718592.0,27.21,12288.0,1.0,27.85,0.0,32.0,65536.0,12197888.0,0.0,12197888.0,5.8156963261320636,2.1664705848920414,2.5850694444444446,1082.3329815881589,0.0
70,1.177600359772899e-05,0.0,0.0,0.0,0.0,128.0,1790080.0,200896.0,0.0,0.0,6368.0,22.29,6.63,23.76,4817536.0,10441984.0,4904864.0,11.38,35495.0,2.71,29.35,0.0,32.0,65536.0,2192000.0,3260416.0,5452416.0,1.1317852113611606,0.5221628380200545,1.111634491802423,431.2123433771638,257.85479753276326
71,0.0001981440012941,0.0,0.0,0.0,98560.0,0.0,1243392.0,0.0,0.0,0.0,0.0,2.74,2.74,1.61,4817536.0,10144544.0,38666304.0,3.33,2304.0,0.01,3.8,0.0,32.0,65536.0,1440512.0,0.0,1440512.0,0.29901426787469776,0.1419986940763429,0.03725497011558177,6.770739138416902,0.0
72,0.000103871996771,0.0,0.0,0.0,172928.0,0.0,1279232.0,0.0,0.0,0.0,0.0,9.77,9.77,2.96,4817536.0,10002368.0,40133472.0,4.76,2432.0,0.02,5.62,0.0,32.0,65536.0,1625088.0,0.0,1625088.0,0.33732762972606745,0.1624703270265601,0.04049208600741047,14.570636814399501,0.0
73,6.736000255416759e-05,0.0,0.0,0.0,254464.0,0.0,1316352.0,0.0,0.0,0.0,0.0,4.51,4.51,4.52,4817536.0,10140960.0,40828512.0,6.18,2560.0,0.03,7.34,0.0,32.0,65536.0,1825280.0,0.0,1825280.0,0.37888248266333663,0.17999084899260032,0.04470601328796896,25.236407430761975,0.0
74,7.068800257982815e-05,0.0,0.0,0.0,343168.0,0.0,1354752.0,0.0,0.0,0.0,0.0,5.01,5.01,4.29,4817536.0,10214944.0,41668576.0,5.58,2688.0,0.03,9.18,0.0,32.0,65536.0,2041088.0,0.0,2041088.0,0.4236788266865053,0.19981391968472856,0.04898386736326195,26.89156945734962,0.0
75,3.769600261570518e-05,0.0,0.0,0.0,439040.0,0.0,1394432.0,0.0,0.0,0.0,0.0,15.13,15.13,7.68,4818048.0,10169984.0,42584224.0,9.33,2816.0,0.06,11.02,0.0,32.0,65536.0,2272512.0,0.0,2272512.0,0.4716665338327887,0.22345285892288522,0.053365114742962086,56.14499097585491,0.0
76,4.108799833493503e-05,0.0,0.0,0.0,542080.0,0.0,1435392.0,0.0,0.0,0.0,0.0,6.31,6.31,7.29,4817664.0,10263808.0,43334144.0,9.09,2944.0,0.06,12.85,0.0,32.0,65536.0,2519552.0,0.0,2519552.0,0.5229820925660237,0.24547926071882872,0.058142419981804645,57.10951495834868,0.0
77,2.8255996073393468e-05,0.0,0.0,0.0,652288.0,0.0,1477632.0,0.0,0.0,0.0,0.0,8.52,6.74,10.18,4817536.0,10176896.0,44182848.0,11.9,3072.0,0.09,14.41,0.0,32.0,65536.0,2782208.0,0.0,2782208.0,0.5775168052714085,0.2733847334196989,0.06297031825562716,91.70206249128323,0.0
78,1.4304003431372932e-05,0.0,0.0,0.0,1792000.0,0.0,1861632.0,0.0,0.0,0.0,0.0,17.58,8.69,20.36,4817664.0,10403328.0,39408896.0,25.63,4096.0,0.25,26.97,0.0,32.0,65536.0,5445632.0,0.0,5445632.0,1.1303469897444072,0.5234509572321473,0.1381828102974516,354.56087793748867,0.0
79,1.417600439917794e-05,0.0,0.0,0.0,5447680.0,0.0,2875392.0,0.0,0.0,0.0,0.0,17.42,6.55,23.08,4817536.0,11640800.0,26927968.0,29.2,4096.0,0.24,27.21,0.0,32.0,65536.0,13770752.0,0.0,13770752.0,2.858463745782076,1.1829729915469727,0.5113921704006779,904.6986616182884,0.0
80,2.585599833252554e-05,0.0,0.0,0.0,0.0,256.0,1114112.0,32768.0,0.0,0.0,1024.0,8.26,2.11,9.07,4194560.0,9006656.0,4202496.0,1.06,2064.0,0.07,24.97,0.0,32.0,8192.0,1179904.0,524288.0,1704192.0,0.4062862374122673,0.18921473186052626,0.4055190058479532,61.38430474303303,18.884641146722494
81,7.891199645747642e-05,0.0,0.0,0.0,197120.0,0.0,1076736.0,0.0,0.0,0.0,0.0,10.73,10.73,3.47,4194432.0,8868384.0,33570816.0,7.76,2560.0,0.03,7.53,0.0,32.0,65536.0,1470976.0,0.0,1470976.0,0.3506973053800848,0.1658674229713102,0.04381710590531967,17.360518261070858,0.0
82,7.139200355930869e-05,0.0,0.0,0.0,345856.0,0.0,1164544.0,0.0,0.0,0.0,0.0,6.28,6.28,3.63,4194432.0,8910368.0,35715168.0,7.86,19712.0,0.22,11.08,0.0,32.0,65536.0,1856256.0,0.0,1856256.0,0.44255241234093196,0.20832540249740528,0.051973884037168745,24.2152206252239,0.0
83,2.636800298492914e-05,0.0,0.0,0.0,508928.0,0.0,1121280.0,0.0,0.0,0.0,0.0,16.62,16.62,9.21,4194432.0,8864256.0,33587200.0,16.05,3072.0,0.1,15.07,0.0,32.0,65536.0,2139136.0,0.0,2139136.0,0.5099942018371021,0.24132155028013633,0.0636890243902439,75.55466555853054,0.0
84,2.646399705084889e-05,0.0,0.0,0.0,686336.0,0.0,1281792.0,0.0,0.0,0.0,0.0,9.77,9.77,9.14,4194432.0,8962016.0,37941280.0,18.64,20736.0,0.64,18.35,0.0,32.0,65536.0,2654464.0,0.0,2654464.0,0.632854221978089,0.2961904999946441,0.06996242614903872,93.4160566128389,0.0
85,2.2432003954844164e-05,0.0,0.0,0.0,878080.0,0.0,1309184.0,0.0,0.0,0.0,0.0,19.38,19.38,10.88,4194432.0,8960704.0,37953664.0,23.04,3584.0,0.13,21.47,0.0,32.0,65536.0,3065344.0,0.0,3065344.0,0.7308126583051054,0.3420874074179886,0.08076543018349955,127.26567238080455,0.0
86,1.9104003872155267e-05,0.0,0.0,0.0,1084160.0,0.0,1409280.0,0.0,0.0,0.0,0.0,10.82,9.94,12.53,4194560.0,9025664.0,40240992.0,23.29,21760.0,0.92,25.13,0.0,32.0,65536.0,3577600.0,0.0,3577600.0,0.8529142508391822,0.39638080921248564,0.08890436895790244,174.4084467968881,0.0
87,1.360000203469445e-05,0.0,0.0,0.0,1304576.0,0.0,1234944.0,0.0,0.0,0.0,0.0,16.76,16.76,18.15,4194432.0,8954336.0,33619968.0,27.24,4096.0,0.26,28.44,0.0,32.0,65536.0,3844096.0,0.0,3844096.0,0.9164759376239738,0.42929995032574164,0.11433966861598441,263.24212118910145,0.0
88,1.4623999657318138e-05,0.0,0.0,0.0,3584000.0,0.0,1560576.0,0.0,0.0,0.0,0.0,14.92,8.23,17.84,4194432.0,9340640.0,17039360.0,28.84,4096.0,0.24,28.28,0.0,32.0,65536.0,8728576.0,0.0,8728576.0,2.080991180689066,0.9344730125558848,0.5122596153846154,555.8752778675636,0.0
89,1.695999628820705e-05,0.0,0.0,0.0,10895360.0,0.0,2605056.0,0.0,0.0,0.0,0.0,12.69,4.78,17.58,4194560.0,10974176.0,9437184.0,32.23,20480.0,1.02,28.32,0.0,32.0,65536.0,24395776.0,0.0,24395776.0,5.816051266402197,2.2230166529131665,2.5850694444444446,1339.642799913868,0.0
90,1.3727996072517378e-05,0.0,0.0,0.0,0.0,256.0,3580160.0,401792.0,0.0,0.0,12736.0,38.0,11.33,38.12,9635072.0,20318720.0,9816544.0,19.2,71598.0,4.66,56.4,418.0,32.0,131072.0,4384000.0,6520832.0,10904832.0,1.1317852113611606,0.5366889252866323,1.1108626416791898,739.7959731588787,442.38052041934776
91,0.0002078720016057,0.0,0.0,0.0,197120.0,0.0,2486784.0,0.0,0.0,0.0,0.0,5.17,5.17,2.97,9634944.0,19892352.0,77332320.0,6.28,2560.0,0.01,7.36,0.0,32.0,65536.0,2881024.0,0.0,2881024.0,0.2990182402720763,0.144830736958606,0.03725510886004713,12.907763760790237,0.0
92,0.0001065280034621,0.0,0.0,0.0,345856.0,0.0,2558464.0,0.0,0.0,0.0,0.0,18.56,18.56,5.66,9635072.0,19907872.0,80266880.0,9.03,2816.0,0.02,11.0,0.0,32.0,65536.0,3250176.0,0.0,3250176.0,0.33732762972606745,0.16326084475528072,0.040492118293373305,28.414709577752998,0.0
93,6.921599803324053e-05,0.0,0.0,0.0,508928.0,0.0,2632704.0,0.0,0.0,0.0,0.0,8.98,8.98,8.81,9634944.0,19921440.0,81656896.0,12.3,3072.0,0.04,14.49,0.0,32.0,65536.0,3650560.0,0.0,3650560.0,0.37888751610803345,0.18324779734798288,0.04470608336618624,49.11940930701492,0.0
94,7.308799650072338e-05,0.0,0.0,0.0,686336.0,0.0,2709504.0,0.0,0.0,0.0,0.0,9.5,9.5,7.85,9634944.0,19943776.0,83336544.0,10.6,3328.0,0.04,17.96,0.0,32.0,65536.0,4082176.0,0.0,4082176.0,0.4236844552495583,0.20468420824622177,0.04898422473578938,52.0170594950689,0.0
95,4.038399610085555e-05,0.0,0.0,0.0,878080.0,0.0,2788864.0,0.0,0.0,0.0,0.0,28.02,28.02,13.89,9634944.0,20004448.0,85168736.0,17.22,3584.0,0.07,21.47,0.0,32.0,65536.0,4545024.0,0.0,4545024.0,0.471722928540114,0.22720067057086504,0.05336493428762404,104.81586425468839,0.0
96,4.2399998354711406e-05,0.0,0.0,0.0,1084160.0,0.0,2870784.0,0.0,0.0,0.0,0.0,12.04,12.04,13.34,9634944.0,20015360.0,86667488.0,17.32,3840.0,0.07,25.22,0.0,32.0,65536.0,5039104.0,0.0,5039104.0,0.5230029359797006,0.2517618469015796,0.05814295667597981,110.6847050269679,0.0
97,2.972800063814689e-05,0.0,0.0,0.0,1304576.0,0.0,2955264.0,0.0,0.0,0.0,0.0,15.77,12.44,18.25,9634944.0,19978624.0,88366208.0,21.92,4096.0,0.11,28.24,0.0,32.0,65536.0,5564416.0,0.0,5564416.0,0.577524477568318,0.278518480552014,0.06296995340119155,174.32273022430215,0.0
98,2.425600265392152e-05,0.0,0.0,0.0,3584000.0,0.0,3723264.0,0.0,0.0,0.0,0.0,20.08,9.75,23.23,9634944.0,20373824.0,78817952.0,28.56,4096.0,0.14,26.96,0.0,32.0,65536.0,10891264.0,0.0,10891264.0,1.1303920396423683,0.5345714186988166,0.13818252978712262,418.1760768259559,0.0
99,2.3647996017062988e-05,0.0,0.0,0.0,10895360.0,0.0,5750784.0,0.0,0.0,0.0,0.0,20.55,7.54,25.17,9634944.0,21962144.0,53851296.0,33.66,4096.0,0.14,27.23,0.0,32.0,65536.0,27541504.0,0.0,27541504.0,2.8585017204043948,1.254044413878718,0.5114362335866531,1084.6595371360418,0.0
100,2.668800438218958e-05,0.0,0.0,0.0,0.0,512.0,2228224.0,65536.0,0.0,0.0,2048.0,16.2,4.14,17.48,8388992.0,17451072.0,8404992.0,2.07,4128.0,0.13,24.97,0.0,32.0,16384.0,2359808.0,1048576.0,3408384.0,0.4062924365644883,0.19531086686250565,0.4055190058479532,118.9412635242445,36.591814285361686
101,8.179199902517857e-05,0.0,0.0,0.0,394240.0,0.0,2153472.0,0.0,0.0,0.0,0.0,20.89,20.89,6.63,8388736.0,17346560.0,67141632.0,15.1,5120.0,0.05,15.0,0.0,32.0,131072.0,2941952.0,0.0,2941952.0,0.3507026565146406,0.16959858323494686,0.04381710590531967,33.49846370904461,0.0
102,7.500800229423201e-05,0.0,0.0,0.0,691712.0,0.0,2329088.0,0.0,0.0,0.0,0.0,12.11,12.11,6.81,8388736.0,17407200.0,71430176.0,15.15,39424.0,0.43,21.88,0.0,32.0,131072.0,3712512.0,0.0,3712512.0,0.4425591650518028,0.21327450710051013,0.05197400045605376,46.09569817055025,0.0
103,2.7839999999988583e-05,0.0,0.0,0.0,1017856.0,0.0,2242560.0,0.0,0.0,0.0,0.0,31.34,31.34,16.85,8388736.0,17414272.0,67174400.0,30.24,6144.0,0.18,29.86,0.0,32.0,131072.0,4278272.0,0.0,4278272.0,0.5100019836123106,0.2456761901961793,0.0636890243902439,143.11965854694492,0.0
104,2.9439999669156974e-05,0.0,0.0,0.0,1372672.0,0.0,2563584.0,0.0,0.0,0.0,0.0,17.75,17.75,16.05,8388736.0,17544768.0,75882336.0,33.81,41472.0,1.17,36.38,0.0,32.0,131072.0,5308928.0,0.0,5308928.0,0.6328638784198239,0.30259322893297874,0.06996263267382807,167.94580669062168,0.0
105,2.6208000336926288e-05,0.0,0.0,0.0,1756160.0,0.0,2618368.0,0.0,0.0,0.0,0.0,33.91,33.91,18.36,8388736.0,17588960.0,75907424.0,40.27,7168.0,0.23,42.65,0.0,32.0,131072.0,6130688.0,0.0,6130688.0,0.7308238094511498,0.3485531833604716,0.08076532803958675,217.85897660721164,0.0
106,2.201600233271847e-05,0.0,0.0,0.0,2168320.0,0.0,2818560.0,0.0,0.0,0.0,0.0,19.35,17.83,21.57,8388736.0,17660512.0,80482368.0,41.68,43520.0,1.65,49.19,0.0,32.0,131072.0,7155200.0,0.0,7155200.0,0.8529532935593634,0.40515246670085214,0.08890394477458714,302.67980467941044,0.0
107,1.6352001001926347e-05,0.0,0.0,0.0,2609152.0,0.0,2469888.0,0.0,0.0,0.0,0.0,27.48,27.48,28.35,8388736.0,17561600.0,67239936.0,44.52,8192.0,0.42,52.46,0.0,32.0,131072.0,7688192.0,0.0,7688192.0,0.9164899217236065,0.43778425655976677,0.11433966861598441,437.8783224594115,0.0
108,1.6928004060247247e-05,0.0,0.0,0.0,7168000.0,0.0,3121152.0,0.0,0.0,0.0,0.0,25.38,14.12,29.02,8388736.0,18365216.0,34078720.0,49.09,8192.0,0.41,52.72,0.0,32.0,131072.0,17457152.0,0.0,17457152.0,2.0810229336100217,0.9505552235269109,0.5122596153846154,960.4345372455142,0.0
109,2.1119996283839087e-05,0.0,0.0,0.0,21790720.0,0.0,5210112.0,0.0,0.0,0.0,0.0,20.28,7.83,27.48,8388736.0,21582752.0,18874368.0,51.74,40960.0,1.64,50.85,0.0,32.0,131072.0,48791552.0,0.0,48791552.0,5.816317500038147,2.2606733376726007,2.5850694444444446,2151.5474348305625,0.0
110,2.2015997577539517e-05,0.0,0.0,0.0,0.0,512.0,7160320.0,803584.0,0.0,0.0,25472.0,45.91,13.79,45.39,19269760.0,39559360.0,19655008.0,22.72,145329.0,5.71,84.1,2572.0,32.0,262144.0,8768000.0,13041664.0,21809664.0,1.1318077651200638,0.5513148847706333,1.1096237661159944,922.5942343262441,551.6895635081834
111,0.0002143680032062,0.0,0.0,0.0,394240.0,0.0,4973568.0,0.0,0.0,0.0,0.0,10.03,10.03,5.58,19269760.0,39176448.0,154641312.0,12.16,5120.0,0.02,14.7,0.0,32.0,131072.0,5762048.0,0.0,5762048.0,0.29902022651034577,0.14707938810583338,0.03726072887948597,25.033238627763467,0.0
112,0.0001140479993651,0.0,0.0,0.0,691712.0,0.0,5116928.0,0.0,0.0,0.0,0.0,34.94,34.94,10.57,19269760.0,39758112.0,160529088.0,16.98,5632.0,0.04,22.01,0.0,32.0,131072.0,6500352.0,0.0,6500352.0,0.3373343518549271,0.16349750209466687,0.04049329676625335,53.08225128234424,0.0
113,7.280000324132451e-05,0.0,0.0,0.0,1017856.0,0.0,5265408.0,0.0,0.0,0.0,0.0,16.99,16.99,15.92,19269760.0,39512096.0,163302592.0,23.11,6144.0,0.07,29.2,0.0,32.0,131072.0,7301120.0,0.0,7301120.0,0.3788900328805341,0.18478189565038514,0.04470914950327304,93.40243919270532,0.0
114,7.913599871736253e-05,0.0,0.0,0.0,1372672.0,0.0,5419008.0,0.0,0.0,0.0,0.0,17.8,17.8,14.48,19269888.0,40078240.0,166666336.0,19.72,6656.0,0.07,35.87,0.0,32.0,131072.0,8164352.0,0.0,8164352.0,0.4236844552495583,0.2037103425699332,0.04898620918863903,96.08326738711875,0.0
115,4.4959996409101286e-05,0.0,0.0,0.0,1756160.0,0.0,5577728.0,0.0,0.0,0.0,0.0,50.68,50.68,23.95,19269760.0,39896064.0,170325440.0,31.04,7168.0,0.13,43.45,0.0,32.0,131072.0,9090048.0,0.0,9090048.0,0.4717260619748248,0.22784322784322783,0.0533687040526653,188.2955423240325,0.0
116,4.659200423409562e-05,0.0,0.0,0.0,2168320.0,0.0,5741568.0,0.0,0.0,0.0,0.0,22.1,22.1,23.57,19269888.0,40442880.0,173312384.0,31.18,7680.0,0.13,50.48,0.0,32.0,131072.0,10078208.0,0.0,10078208.0,0.5230029359797006,0.24919610077224966,0.05815053585553356,201.45221860195647,0.0
117,3.3599997776748005e-05,0.0,0.0,0.0,2609152.0,0.0,5910528.0,0.0,0.0,0.0,0.0,27.75,22.3,30.52,19269760.0,40157984.0,176714784.0,38.56,8192.0,0.19,56.46,0.0,32.0,131072.0,11128832.0,0.0,11128832.0,0.577528313793218,0.27712626211515,0.06297623632893103,308.468248705529,0.0
118,2.8544002878644463e-05,0.0,0.0,0.0,7168000.0,0.0,7446528.0,0.0,0.0,0.0,0.0,32.85,16.03,36.84,19269760.0,40428480.0,157635264.0,46.74,8192.0,0.23,51.85,0.0,32.0,131072.0,21782528.0,0.0,21782528.0,1.1303995483078149,0.5387916636984621,0.1381830908089195,710.7118137859838,0.0
119,2.819199933379257e-05,0.0,0.0,0.0,21790720.0,0.0,11501568.0,0.0,0.0,0.0,0.0,34.59,12.8,40.45,19269760.0,43228704.0,107702208.0,56.6,8192.0,0.24,51.8,0.0,32.0,131072.0,55083008.0,0.0,55083008.0,2.8585207080939252,1.2742229792500834,0.5114380570545035,1819.6669282207943,0.0
120,2.7423999661583484e-05,0.0,0.0,0.0,0.0,1024.0,4456448.0,131072.0,0.0,0.0,4096.0,31.59,8.09,33.17,16777472.0,34434848.0,16809984.0,4.05,8256.0,0.25,24.97,0.0,32.0,32768.0,4719616.0,2097152.0,6816768.0,0.406304835436471,0.19796132104314793,0.4055190058479532,231.4983227340746,71.21955309589677
121,0.0001669119996896,0.0,0.0,0.0,788480.0,0.0,4306944.0,0.0,0.0,0.0,0.0,19.59,19.59,6.13,16777344.0,34338496.0,134282560.0,14.14,10240.0,0.05,26.09,0.0,32.0,262144.0,5883904.0,0.0,5883904.0,0.35070533214315686,0.17135007893182042,0.043817335624224026,32.83054922510613,0.0
122,0.0001462719987312,0.0,0.0,0.0,1383424.0,0.0,4658176.0,0.0,0.0,0.0,0.0,12.04,12.04,6.66,16777344.0,34485696.0,142856512.0,15.02,78848.0,0.43,36.4,0.0,32.0,262144.0,7425024.0,0.0,7425024.0,0.44256254148451624,0.21530735525824968,0.05197539752335546,47.275572414713444,0.0
123,6.124799578127603e-05,0.0,0.0,0.0,2035712.0,0.0,4485120.0,0.0,0.0,0.0,0.0,28.01,28.01,14.75,16777472.0,34468544.0,134348096.0,26.97,12288.0,0.16,47.32,0.0,32.0,262144.0,8556544.0,0.0,8556544.0,0.5100019836123106,0.2482421073544621,0.06368935812830574,130.10878945898142,0.0
124,6.12800000000294e-05,0.0,0.0,0.0,2745344.0,0.0,5127168.0,0.0,0.0,0.0,0.0,16.77,16.77,14.94,16777344.0,34679488.0,151740768.0,31.77,82944.0,1.1,53.11,0.0,32.0,262144.0,10617856.0,0.0,10617856.0,0.6328687067511997,0.3061710714990948,0.06997365401498429,161.36829286572555,0.0
125,4.847999933533269e-05,0.0,0.0,0.0,3512320.0,0.0,5236736.0,0.0,0.0,0.0,0.0,36.19,36.19,19.39,16777344.0,34766336.0,151806144.0,42.86,14336.0,0.25,58.99,0.0,32.0,262144.0,12261376.0,0.0,12261376.0,0.7308293851517856,0.3526795576042296,0.08076995882327398,235.54654334176,0.0
126,3.964799737457104e-05,0.0,0.0,0.0,4336640.0,0.0,5637120.0,0.0,0.0,0.0,0.0,21.12,19.5,23.3,16777344.0,34930304.0,160954464.0,45.47,87040.0,1.8,61.87,0.0,32.0,262144.0,14310400.0,0.0,14310400.0,0.8529598010269087,0.4096843817906652,0.08890961856143362,336.1480895457595,0.0
127,2.6240002982080948e-05,0.0,0.0,0.0,5218304.0,0.0,4939776.0,0.0,0.0,0.0,0.0,34.04,34.04,34.5,16777344.0,34779328.0,134479872.0,54.85,16384.0,0.52,69.95,0.0,32.0,262144.0,15376384.0,0.0,15376384.0,0.9164969139334569,0.44211274007364376,0.11433966861598441,545.7458806287293,0.0
128,2.7199996725046724e-05,0.0,0.0,0.0,14336000.0,0.0,6242304.0,0.0,0.0,0.0,0.0,30.72,17.09,34.55,16777344.0,36280448.0,68157440.0,58.96,16384.0,0.49,70.31,0.0,32.0,262144.0,34914304.0,0.0,34914304.0,2.0810388104338804,0.9623448971743679,0.5122596153846154,1195.4589487963126,0.0
129,3.44e-05,0.0,0.0,0.0,43581440.0,0.0,10420224.0,0.0,0.0,0.0,0.0,24.3,9.37,32.52,16777344.0,42730752.0,37749504.0,61.49,81920.0,1.95,71.62,0.0,32.0,262144.0,97583104.0,0.0,97583104.0,5.8163618746805215,2.2836739217695023,2.585016852141951,2641.8996411700577,0.0
130,3.3888003388312266e-05,0.0,0.0,0.0,0.0,1024.0,14320640.0,1607168.0,0.0,0.0,50944.0,58.71,17.59,57.46,38541440.0,78280224.0,39310496.0,27.99,291052.0,7.28,87.65,3930.0,32.0,524288.0,17536000.0,26083328.0,43619328.0,1.13175138240813,0.5572202757110148,1.109610217077902,1198.7624172030107,716.8316146910602
131,0.0004361920029398,0.0,0.0,0.0,788480.0,0.0,9947136.0,0.0,0.0,0.0,0.0,10.04,10.04,5.68,38876800.0,78472448.0,309246304.0,12.17,10240.0,0.02,25.6,0.0,32.0,262144.0,11524096.0,0.0,11524096.0,0.2964260432957445,0.14685531410973696,0.037265105034206006,24.605335917442712,0.0
132,0.0002399040017845,0.0,0.0,0.0,1383424.0,0.0,10233856.0,0.0,0.0,0.0,0.0,31.17,31.17,9.42,39163136.0,79719328.0,321068896.0,15.14,11264.0,0.03,35.89,0.0,32.0,262144.0,13000704.0,0.0,13000704.0,0.33196279276511464,0.16308095321626395,0.04049194475692843,50.46955878614288,0.0
133,0.000142176001266,0.0,0.0,0.0,2035712.0,0.0,10530816.0,0.0,0.0,0.0,0.0,17.01,17.01,16.36,39452416.0,80158240.0,326591584.0,23.1,12288.0,0.07,45.05,0.0,32.0,262144.0,14602240.0,0.0,14602240.0,0.37012283354205733,0.18216767234410336,0.044711011291705544,95.65183737661701,0.0
134,0.0001562559974441,0.0,0.0,0.0,2745344.0,0.0,10838016.0,0.0,0.0,0.0,0.0,18.03,18.03,14.71,39677440.0,81345280.0,333309312.0,19.89,13312.0,0.07,55.46,0.0,32.0,262144.0,16328704.0,0.0,16328704.0,0.41153622814375124,0.2007332693427326,0.048989642389589166,97.3229245479324,0.0
135,9.09759969806954e-05,0.0,0.0,0.0,3512320.0,0.0,11155456.0,0.0,0.0,0.0,0.0,51.53,51.53,25.23,39928320.0,81697184.0,340642400.0,31.49,14336.0,0.13,60.62,0.0,32.0,262144.0,18180096.0,0.0,18180096.0,0.4553183304481631,0.22253026493544747,0.053370032620718974,186.1099012420753,0.0
136,9.139199775707232e-05,0.0,0.0,0.0,4336640.0,0.0,11483136.0,0.0,0.0,0.0,0.0,22.31,22.31,24.36,40213632.0,82681632.0,346603168.0,31.23,15360.0,0.13,72.01,0.0,32.0,262144.0,20156416.0,0.0,20156416.0,0.5012334125900392,0.24378348022932106,0.05815415974501422,205.4022858110458,0.0
137,6.294399772197504e-05,0.0,0.0,0.0,5218304.0,0.0,11821056.0,0.0,0.0,0.0,0.0,31.68,24.49,34.95,40224896.0,82926816.0,353405792.0,42.1,16384.0,0.21,72.7,0.0,32.0,262144.0,22257664.0,0.0,22257664.0,0.5533305542915512,0.2684012852971468,0.06298047316666502,329.32552255366693,0.0
138,4.966400161915298e-05,0.0,0.0,0.0,14336000.0,0.0,14893056.0,0.0,0.0,0.0,0.0,38.41,18.92,41.87,38681984.0,80868288.0,315261536.0,54.3,16384.0,0.27,69.43,0.0,32.0,262144.0,43565056.0,0.0,43565056.0,1.1262363378258984,0.5387161899606432,0.13818703211545605,816.9522953128375,0.0
139,4.847999738098727e-05,0.0,0.0,0.0,43581440.0,0.0,23003136.0,0.0,0.0,0.0,0.0,40.63,14.69,45.83,39611648.0,86027232.0,215408640.0,64.6,16384.0,0.28,69.35,0.0,32.0,262144.0,110166016.0,0.0,110166016.0,2.781152049013462,1.2805946842506801,0.5114280281422323,2116.338762354954,0.0
140,3.2160000334045695e-05,0.0,0.0,0.0,0.0,2048.0,8912896.0,262144.0,0.0,0.0,8192.0,53.09,13.62,53.56,33557120.0,68350880.0,33619968.0,6.8,16559.0,0.43,29.74,0.0,32.0,65536.0,9439232.0,4194304.0,13633536.0,0.4062784887380085,0.19946394252714816,0.4055190058479532,394.8140459187463,121.46299625080252
