Metric Name,Achieved Occupancy,Registers Per Thread,Threads,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
214,66.83,38.0,16777216.0,2560780416.0,33.8,0.0,786432.0,0.14,20900485376.0,33.8,5116822784.0,33.14,5188700.69,1152651158.45,0.0,0.0,0.0,0.0,655360000.0,10485760.0,0.0,0.0,0.0,0.0,47.73
215,67.13,38.0,16777216.0,2573434880.0,26.79,0.0,851968.0,0.11,21329790624.0,26.79,5174929440.0,23.23,7351147.44,1153948028.08,0.0,0.0,0.0,0.0,668532736.0,16384000.0,0.0,0.0,0.0,0.0,32.02
216,64.12,38.0,16777216.0,2516946432.0,72.3,0.0,917504.0,0.19,21799937312.0,72.3,5155669536.0,35.19,4519898.7,1154335778.19,0.0,0.0,0.0,0.0,681836544.0,23592960.0,0.0,0.0,0.0,0.0,45.47
217,63.02,38.0,16777216.0,2488968960.0,29.5,0.0,983040.0,0.19,22182292576.0,29.5,5137091936.0,32.13,4883294.41,1152590258.55,0.0,0.0,0.0,0.0,695271424.0,32112640.0,0.0,0.0,0.0,0.0,46.09
218,72.52,38.0,16777216.0,2492317312.0,38.49,0.0,1048576.0,0.26,22617395264.0,30.12,5151684512.0,41.98,3665996.65,1151438718.07,0.0,0.0,0.0,0.0,708837376.0,41943040.0,0.0,0.0,0.0,0.0,53.9
219,67.74,38.0,16777216.0,2533025536.0,48.3,0.0,1048576.0,0.33,20177330368.0,21.98,5071235712.0,51.33,2968221.09,1151030069.04,0.0,0.0,0.0,0.0,822083584.0,167772160.0,0.0,0.0,0.0,0.0,71.96
220,67.21,38.0,16777216.0,2732423168.0,52.33,0.0,1048576.0,0.33,13783276864.0,16.25,5464195520.0,54.68,2954027.06,1151426858.0,0.0,0.0,0.0,0.0,1073741824.0,671088640.0,0.0,0.0,0.0,0.0,76.91
221,99.31,26.0,4194304.0,2148038912.0,88.64,0.0,1069206.0,0.72,2151676800.0,22.66,4282373056.0,84.46,1371210.72,1136312253.23,524288.0,0.0,0.0,0.0,570425344.0,0.0,131072.0,0.0,16777216.0,0.0,10.64
222,63.14,38.0,33554432.0,2166352512.0,70.21,0.0,1310720.0,0.17,17188259936.0,70.21,4304644576.0,21.13,7110563.67,1154618182.39,0.0,0.0,0.0,0.0,536870912.0,5242880.0,0.0,0.0,0.0,0.0,50.08
223,63.68,38.0,33554432.0,2175454592.0,29.05,0.0,10092544.0,1.12,18286188384.0,29.05,4387970816.0,17.07,8338213.11,1155778733.65,0.0,0.0,0.0,0.0,570949632.0,11796480.0,0.0,0.0,0.0,0.0,41.5
224,67.12,38.0,33554432.0,2170066048.0,63.59,0.0,1572864.0,0.37,17196656256.0,63.59,4325205760.0,32.62,3948043.0,1154863184.72,0.0,0.0,0.0,0.0,536870912.0,20971520.0,0.0,0.0,0.0,0.0,60.5
225,66.9,38.0,33554432.0,2179332736.0,32.12,0.0,10616832.0,2.0,19426130208.0,32.12,4377932736.0,26.64,4925112.54,1154542613.96,0.0,0.0,0.0,0.0,606076928.0,32768000.0,0.0,0.0,0.0,0.0,61.46
226,62.41,38.0,33554432.0,2185090816.0,53.34,0.0,1835008.0,0.36,19432254560.0,53.34,4359957824.0,27.89,4707386.2,1153879728.8,0.0,0.0,0.0,0.0,606076928.0,47185920.0,0.0,0.0,0.0,0.0,66.76
227,62.68,38.0,33554432.0,2191788160.0,29.14,0.0,11141120.0,2.42,20603512544.0,28.22,4377109568.0,30.9,4260863.8,1153970097.19,0.0,0.0,0.0,0.0,642252800.0,64225280.0,0.0,0.0,0.0,0.0,64.84
228,71.26,38.0,33554432.0,2199447808.0,49.37,0.0,2097152.0,0.75,17213423488.0,49.37,4361472416.0,49.0,2600914.02,1152805660.29,0.0,0.0,0.0,0.0,536870912.0,83886080.0,0.0,0.0,0.0,0.0,77.84
229,71.78,38.0,33554432.0,2288870656.0,45.0,0.0,2097152.0,0.67,8724152000.0,23.26,4563301920.0,46.53,2880832.37,1153351588.27,0.0,0.0,0.0,0.0,536870912.0,335544320.0,0.0,0.0,0.0,0.0,80.21
230,71.82,38.0,33554432.0,2697610880.0,38.44,0.0,10485760.0,2.44,4831823104.0,11.49,5367859008.0,39.69,3974943.56,1154443685.45,0.0,0.0,0.0,0.0,536870912.0,1342177280.0,0.0,0.0,0.0,0.0,79.63
231,96.83,26.0,16777216.0,1252332928.0,80.71,100879.0,9277800.0,9.78,1257738400.0,23.83,2475802976.0,77.93,878596.39,1151828550.27,1630208.0,0.0,0.0,0.0,458260480.0,0.0,32768.0,0.0,51429376.0,0.0,35.26
232,96.74,26.0,16777216.0,1249970048.0,80.55,101257.0,9278304.0,9.78,1257667808.0,23.82,2472385888.0,78.0,878721.31,1151219598.71,1630208.0,0.0,0.0,0.0,458260480.0,0.0,32768.0,0.0,51429376.0,0.0,35.26
233,96.86,26.0,16777216.0,1252364672.0,80.9,100926.0,9279222.0,9.8,1257674848.0,23.87,2470708000.0,78.21,876608.78,1147393688.19,1630208.0,0.0,0.0,0.0,458260480.0,0.0,32768.0,0.0,51429376.0,0.0,35.34
234,96.82,26.0,16777216.0,1251285504.0,80.87,100084.0,9279736.0,9.81,1257716160.0,23.89,2470559872.0,78.16,876146.59,1147557777.72,1630208.0,0.0,0.0,0.0,458260480.0,0.0,32768.0,0.0,51429376.0,0.0,35.36
235,64.05,38.0,33554432.0,5020341248.0,35.64,0.0,1310720.0,0.07,39583830464.0,35.64,10014764608.0,20.31,17293314.63,1155256070.95,0.0,0.0,0.0,0.0,1258815488.0,5242880.0,0.0,0.0,0.0,0.0,44.61
236,64.36,38.0,33554432.0,5073271040.0,83.26,0.0,1441792.0,0.09,41095769888.0,83.26,10143163968.0,24.67,14320432.04,1153840305.99,0.0,0.0,0.0,0.0,1284636672.0,11796480.0,0.0,0.0,0.0,0.0,40.67
237,67.33,38.0,33554432.0,5134716160.0,34.02,0.0,1572864.0,0.14,41800978784.0,34.02,10255870560.0,33.38,10310089.2,1153803108.47,0.0,0.0,0.0,0.0,1310720000.0,20971520.0,0.0,0.0,0.0,0.0,48.04
238,67.37,38.0,33554432.0,5165586304.0,26.9,0.0,1703936.0,0.11,42659509920.0,26.9,10374513952.0,23.37,14643198.69,1154631163.72,0.0,0.0,0.0,0.0,1337065472.0,32768000.0,0.0,0.0,0.0,0.0,32.15
239,64.26,38.0,33554432.0,5054524160.0,72.59,0.0,1835008.0,0.19,43599851584.0,72.59,10338142336.0,35.38,9004141.11,1153889473.26,0.0,0.0,0.0,0.0,1363673088.0,47185920.0,0.0,0.0,0.0,0.0,45.65
240,63.05,38.0,33554432.0,4996708608.0,29.51,0.0,1966080.0,0.19,44364440160.0,29.51,10298431168.0,32.17,9765037.52,1153989125.78,0.0,0.0,0.0,0.0,1390542848.0,64225280.0,0.0,0.0,0.0,0.0,46.1
241,72.63,38.0,33554432.0,5003340672.0,38.68,0.0,2097152.0,0.27,45234785184.0,30.14,10329004064.0,42.09,7326430.69,1153893632.13,0.0,0.0,0.0,0.0,1417674752.0,83886080.0,0.0,0.0,0.0,0.0,53.94
242,67.84,38.0,33554432.0,5071901952.0,48.45,0.0,2097152.0,0.33,40354492800.0,22.01,10166688320.0,51.51,5929270.72,1153583342.59,0.0,0.0,0.0,0.0,1644167168.0,335544320.0,0.0,0.0,0.0,0.0,72.05
243,67.31,38.0,33554432.0,5487001600.0,52.64,0.0,2097152.0,0.33,27566492896.0,16.26,10953500768.0,54.88,5904379.57,1153321675.99,0.0,0.0,0.0,0.0,2147483648.0,1342177280.0,0.0,0.0,0.0,0.0,76.96
