Metric Name,Achieved Occupancy,Registers Per Thread,Threads,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
36,22.28,38.0,262144.0,6740480.0,8.07,0.0,9088.0,0.18,43333824.0,5.94,9982368.0,7.04,47315.57,1118465726.03,0.0,0.0,0.0,0.0,1357952.0,62720.0,0.0,0.0,0.0,0.0,9.6
37,25.31,38.0,262144.0,7325056.0,11.21,0.0,9216.0,0.23,44182848.0,5.86,10043904.0,8.62,37017.48,1218963431.29,0.0,0.0,0.0,0.0,1384448.0,81920.0,0.0,0.0,0.0,0.0,10.83
38,29.32,38.0,262144.0,5075456.0,16.06,0.0,10240.0,0.53,39408864.0,7.51,11582560.0,18.34,17832.26,1116749703.11,0.0,0.0,0.0,0.0,1605632.0,327680.0,0.0,0.0,0.0,0.0,24.65
39,53.48,38.0,262144.0,6674176.0,27.87,0.0,12288.0,0.85,26927552.0,7.68,11876256.0,25.92,13454.69,1089271792.84,0.0,0.0,0.0,0.0,2097152.0,1310720.0,0.0,0.0,0.0,0.0,35.66
40,24.97,26.0,8192.0,5891456.0,10.28,0.0,2064.0,0.06,4202496.0,1.87,9285056.0,8.12,32471.87,1262121827.21,1024.0,0.0,0.0,0.0,1114112.0,0.0,256.0,0.0,32768.0,0.0,0.92
41,7.92,38.0,262144.0,4341504.0,9.94,0.0,8704.0,0.08,33570816.0,9.94,8445696.0,3.09,98559.69,1137367120.4,0.0,0.0,0.0,0.0,1048576.0,10240.0,0.0,0.0,0.0,0.0,7.18
42,11.57,38.0,262144.0,4367360.0,5.39,0.0,25856.0,0.27,35715296.0,5.39,8784224.0,3.26,88069.94,1129333510.01,0.0,0.0,0.0,0.0,1115136.0,23040.0,0.0,0.0,0.0,0.0,7.82
43,16.32,38.0,262144.0,6842624.0,14.6,0.0,9216.0,0.25,33587200.0,14.6,8836160.0,7.74,33899.43,1186290100.99,0.0,0.0,0.0,0.0,1048576.0,40960.0,0.0,0.0,0.0,0.0,14.16
44,19.58,38.0,262144.0,6523776.0,10.25,0.0,26880.0,0.69,37941088.0,8.67,8695264.0,7.88,36063.43,1180085926.9,0.0,0.0,0.0,0.0,1183744.0,64000.0,0.0,0.0,0.0,0.0,16.79
45,23.18,38.0,262144.0,4586880.0,17.61,0.0,9728.0,0.32,37953664.0,17.61,8592960.0,10.37,28061.94,1153862847.22,0.0,0.0,0.0,0.0,1183744.0,92160.0,0.0,0.0,0.0,0.0,22.4
46,27.17,38.0,262144.0,5123968.0,11.82,0.0,27904.0,1.05,40240640.0,9.74,9875488.0,11.03,24561.19,1214457337.08,0.0,0.0,0.0,0.0,1254400.0,125440.0,0.0,0.0,0.0,0.0,22.59
47,30.85,38.0,262144.0,5182720.0,17.5,0.0,10240.0,0.57,33619968.0,15.18,9067968.0,15.82,16756.37,1111754934.34,0.0,0.0,0.0,0.0,1048576.0,163840.0,0.0,0.0,0.0,0.0,24.54
48,56.31,38.0,262144.0,5429888.0,22.83,0.0,12288.0,0.85,17039360.0,10.27,9615424.0,20.54,13407.85,1132419919.92,0.0,0.0,0.0,0.0,1048576.0,655360.0,0.0,0.0,0.0,0.0,35.83
49,57.5,38.0,262144.0,5731968.0,22.28,0.0,32768.0,2.1,9437184.0,7.05,11006112.0,23.45,14439.98,1163013972.41,0.0,0.0,0.0,0.0,1048576.0,2621440.0,0.0,0.0,0.0,0.0,46.34
50,57.07,26.0,131072.0,12611968.0,39.6,297.0,71209.0,3.68,9817984.0,8.98,21331040.0,34.18,17937.11,1197723765.43,12736.0,0.0,0.0,0.0,3580160.0,0.0,256.0,0.0,401792.0,0.0,14.6
51,7.53,38.0,262144.0,13430400.0,4.64,0.0,8704.0,0.03,77334816.0,4.64,19502720.0,2.74,260278.65,1127333022.12,0.0,0.0,0.0,0.0,2458624.0,10240.0,0.0,0.0,0.0,0.0,5.84
52,11.28,38.0,262144.0,9678208.0,16.87,0.0,8960.0,0.06,80267136.0,16.87,21342176.0,5.02,138227.8,1139139935.19,0.0,0.0,0.0,0.0,2509056.0,23040.0,0.0,0.0,0.0,0.0,8.32
53,14.92,38.0,262144.0,14228352.0,8.8,0.0,9216.0,0.09,81657760.0,7.48,20098400.0,7.47,91577.7,1145179368.04,0.0,0.0,0.0,0.0,2560000.0,40960.0,0.0,0.0,0.0,0.0,10.71
54,18.51,38.0,262144.0,14368768.0,7.45,0.0,9472.0,0.08,83324384.0,6.98,21935168.0,6.04,109272.83,1223057321.51,0.0,0.0,0.0,0.0,2611456.0,64000.0,0.0,0.0,0.0,0.0,8.54
55,22.48,38.0,262144.0,13491072.0,23.45,0.0,9728.0,0.17,85170304.0,23.45,18026080.0,11.76,54468.13,1178759730.56,0.0,0.0,0.0,0.0,2663424.0,92160.0,0.0,0.0,0.0,0.0,15.01
56,26.03,38.0,262144.0,13519488.0,14.63,0.0,9984.0,0.18,86667584.0,10.6,21927584.0,12.56,52336.2,1231555998.3,0.0,0.0,0.0,0.0,2715904.0,125440.0,0.0,0.0,0.0,0.0,17.09
57,29.4,38.0,262144.0,10841472.0,15.54,0.0,10240.0,0.24,88365856.0,10.78,19744384.0,15.94,39502.41,1076242573.22,0.0,0.0,0.0,0.0,2768896.0,163840.0,0.0,0.0,0.0,0.0,19.93
58,53.39,38.0,262144.0,12901632.0,31.87,0.0,12288.0,0.5,78822976.0,11.46,23539904.0,27.3,22731.65,1143903389.1,0.0,0.0,0.0,0.0,3211264.0,655360.0,0.0,0.0,0.0,0.0,37.98
59,55.65,38.0,262144.0,13856384.0,36.56,0.0,16384.0,0.72,53853504.0,9.41,23675264.0,32.09,21192.06,1126278462.77,0.0,0.0,0.0,0.0,4194304.0,2621440.0,0.0,0.0,0.0,0.0,44.27
60,24.97,26.0,16384.0,10681600.0,18.3,0.0,4128.0,0.12,8404992.0,3.67,18161984.0,16.93,33090.09,1201005102.81,2048.0,0.0,0.0,0.0,2228224.0,0.0,512.0,0.0,65536.0,0.0,1.8
61,15.16,38.0,262144.0,12126592.0,18.9,0.0,9216.0,0.08,67141152.0,18.9,19408320.0,5.93,103249.44,1182317749.68,0.0,0.0,0.0,0.0,2097152.0,20480.0,0.0,0.0,0.0,0.0,13.58
62,22.22,38.0,262144.0,10804864.0,10.12,0.0,43520.0,0.43,71431456.0,10.12,17428320.0,6.12,93097.43,1139112983.63,0.0,0.0,0.0,0.0,2230272.0,46080.0,0.0,0.0,0.0,0.0,14.65
63,30.54,38.0,262144.0,11637376.0,27.23,0.0,10240.0,0.26,67174656.0,27.23,17412928.0,14.74,36075.5,1145690421.75,0.0,0.0,0.0,0.0,2097152.0,81920.0,0.0,0.0,0.0,0.0,26.23
64,37.22,38.0,262144.0,8447104.0,16.99,0.0,45568.0,1.16,75884992.0,16.99,17600896.0,14.71,36341.09,1098316386.38,0.0,0.0,0.0,0.0,2367488.0,128000.0,0.0,0.0,0.0,0.0,32.92
65,43.35,38.0,262144.0,9326592.0,30.03,0.0,11264.0,0.32,75908224.0,30.03,17727584.0,16.19,32660.44,1125290946.96,0.0,0.0,0.0,0.0,2367488.0,184320.0,0.0,0.0,0.0,0.0,38.04
66,50.21,38.0,262144.0,10989696.0,21.64,0.0,47616.0,1.54,80483616.0,16.41,18364512.0,18.92,28689.46,1147945861.19,0.0,0.0,0.0,0.0,2508800.0,250880.0,0.0,0.0,0.0,0.0,38.15
67,55.13,38.0,262144.0,10131968.0,27.33,0.0,12288.0,0.55,67239936.0,24.09,18282784.0,26.04,20826.93,1170578120.84,0.0,0.0,0.0,0.0,2097152.0,327680.0,0.0,0.0,0.0,0.0,38.73
68,58.26,38.0,262144.0,11201280.0,31.05,0.0,16384.0,0.75,34078720.0,13.29,18448064.0,27.65,20240.98,1103892969.1,0.0,0.0,0.0,0.0,2097152.0,1310720.0,0.0,0.0,0.0,0.0,46.45
69,59.07,38.0,262144.0,11706624.0,28.49,0.0,49152.0,1.98,18874368.0,8.16,22523456.0,28.83,22990.13,1110419707.77,0.0,0.0,0.0,0.0,2097152.0,5242880.0,0.0,0.0,0.0,0.0,55.41
70,88.94,26.0,262144.0,27899264.0,52.67,1515.0,143824.0,4.46,19651488.0,10.83,44018496.0,39.51,29868.56,1257941187.48,25472.0,0.0,0.0,0.0,7160320.0,0.0,512.0,0.0,803584.0,0.0,17.24
71,14.79,38.0,262144.0,32575872.0,8.54,0.0,9216.0,0.03,154649664.0,8.54,39317408.0,5.05,282018.3,1165441914.74,0.0,0.0,0.0,0.0,4917248.0,20480.0,0.0,0.0,0.0,0.0,10.72
72,22.06,38.0,262144.0,19269760.0,33.08,0.0,9728.0,0.06,160539648.0,33.08,29951552.0,8.61,140771.11,1153407766.71,0.0,0.0,0.0,0.0,5018112.0,46080.0,0.0,0.0,0.0,0.0,16.24
73,29.25,38.0,262144.0,19269760.0,15.48,0.0,10240.0,0.11,163308832.0,15.48,30002336.0,13.17,88300.35,1142602896.63,0.0,0.0,0.0,0.0,5120000.0,81920.0,0.0,0.0,0.0,0.0,22.04
74,36.41,38.0,262144.0,22167040.0,13.94,0.0,10752.0,0.09,166652768.0,13.94,31194944.0,10.32,109595.83,1092811037.55,0.0,0.0,0.0,0.0,5222912.0,128000.0,0.0,0.0,0.0,0.0,16.89
75,43.99,38.0,262144.0,19290496.0,46.63,0.0,11264.0,0.19,170330848.0,46.63,30382048.0,19.49,54664.35,1122379103.4,0.0,0.0,0.0,0.0,5326848.0,184320.0,0.0,0.0,0.0,0.0,29.61
76,50.83,38.0,262144.0,29727360.0,27.89,0.0,11776.0,0.18,173316800.0,18.51,33159040.0,18.22,60159.02,1123040220.25,0.0,0.0,0.0,0.0,5431808.0,250880.0,0.0,0.0,0.0,0.0,29.45
77,57.12,38.0,262144.0,19270016.0,25.83,0.0,12288.0,0.27,176719296.0,20.38,32784896.0,24.73,41884.28,990078427.05,0.0,0.0,0.0,0.0,5537792.0,327680.0,0.0,0.0,0.0,0.0,37.17
78,56.11,38.0,262144.0,19269760.0,32.85,0.0,16384.0,0.46,157628992.0,15.73,30734400.0,32.04,32752.46,1114939507.18,0.0,0.0,0.0,0.0,6422528.0,1310720.0,0.0,0.0,0.0,0.0,52.0
79,56.3,38.0,262144.0,19270528.0,34.22,0.0,16384.0,0.49,107703872.0,12.29,33925344.0,36.38,31257.06,1095048190.71,0.0,0.0,0.0,0.0,8388608.0,5242880.0,0.0,0.0,0.0,0.0,57.89
80,24.97,26.0,32768.0,16777472.0,31.41,0.0,8256.0,0.25,16809984.0,8.05,25992896.0,28.17,30159.69,1120677957.24,4096.0,0.0,0.0,0.0,4456448.0,0.0,1024.0,0.0,131072.0,0.0,3.96
81,19.98,38.0,262144.0,16777344.0,19.34,0.0,10240.0,0.05,134283328.0,19.34,25942080.0,5.24,201456.07,1183142701.53,0.0,0.0,0.0,0.0,4194304.0,40960.0,0.0,0.0,0.0,0.0,13.83
82,30.64,38.0,262144.0,16777344.0,10.87,0.0,78848.0,0.42,142854528.0,10.87,26064320.0,5.65,172811.87,1180408950.62,0.0,0.0,0.0,0.0,4460544.0,92160.0,0.0,0.0,0.0,0.0,15.68
83,34.87,38.0,262144.0,16777344.0,29.7,0.0,12288.0,0.17,134348320.0,29.7,26019584.0,13.39,65913.67,1161760904.31,0.0,0.0,0.0,0.0,4194304.0,163840.0,0.0,0.0,0.0,0.0,28.41
84,42.47,38.0,262144.0,16777344.0,17.63,0.0,82944.0,1.1,151760256.0,17.63,26244000.0,12.81,69619.48,1167798602.41,0.0,0.0,0.0,0.0,4734976.0,256000.0,0.0,0.0,0.0,0.0,34.07
85,46.61,38.0,262144.0,16777344.0,35.4,0.0,14336.0,0.24,151813088.0,35.4,26323040.0,16.18,55258.07,1099181931.77,0.0,0.0,0.0,0.0,4734976.0,368640.0,0.0,0.0,0.0,0.0,44.57
86,51.32,38.0,262144.0,16777600.0,20.9,0.0,87040.0,1.79,160963072.0,20.73,26484928.0,19.87,45119.67,1125290968.34,0.0,0.0,0.0,0.0,5017600.0,501760.0,0.0,0.0,0.0,0.0,48.01
87,58.44,38.0,262144.0,16777344.0,34.41,0.0,16384.0,0.52,134479872.0,34.41,26265568.0,30.16,29021.81,1123831118.91,0.0,0.0,0.0,0.0,4194304.0,655360.0,0.0,0.0,0.0,0.0,54.77
88,59.18,38.0,262144.0,16777344.0,30.06,0.0,16384.0,0.49,68157440.0,16.8,27473376.0,29.67,31161.65,1128391083.0,0.0,0.0,0.0,0.0,4194304.0,2621440.0,0.0,0.0,0.0,0.0,58.19
89,59.07,38.0,262144.0,16777728.0,23.04,0.0,81920.0,1.86,37747712.0,8.84,32386976.0,26.95,40675.43,1131885182.71,0.0,0.0,0.0,0.0,4194304.0,10485760.0,0.0,0.0,0.0,0.0,60.99
90,88.41,26.0,524288.0,38541184.0,59.75,3754.0,290378.0,7.46,39298336.0,18.06,64515072.0,54.62,36046.17,1018483461.42,50944.0,0.0,0.0,0.0,14320640.0,0.0,1024.0,0.0,1607168.0,0.0,27.63
91,20.57,38.0,262144.0,38559104.0,9.2,0.0,10240.0,0.02,309258400.0,9.2,64852928.0,4.81,522746.63,1132937941.32,0.0,0.0,0.0,0.0,9834496.0,40960.0,0.0,0.0,0.0,0.0,11.54
92,29.31,38.0,262144.0,38567168.0,32.92,0.0,11264.0,0.04,321053984.0,32.92,65162272.0,8.85,282736.72,1136840268.84,0.0,0.0,0.0,0.0,10036224.0,92160.0,0.0,0.0,0.0,0.0,16.11
93,35.79,38.0,262144.0,38586112.0,15.95,0.0,12288.0,0.07,326558944.0,15.95,65580000.0,14.05,171398.59,1119842362.22,0.0,0.0,0.0,0.0,10240000.0,163840.0,0.0,0.0,0.0,0.0,22.61
94,46.31,38.0,262144.0,38582016.0,15.15,0.0,13312.0,0.06,333291008.0,15.15,66131168.0,11.5,202557.2,1129937989.24,0.0,0.0,0.0,0.0,10445824.0,256000.0,0.0,0.0,0.0,0.0,18.19
95,47.62,38.0,262144.0,38593792.0,48.7,0.0,14336.0,0.13,340590112.0,48.7,67180448.0,21.26,104645.94,1119926631.47,0.0,0.0,0.0,0.0,10653696.0,368640.0,0.0,0.0,0.0,0.0,30.76
96,53.75,38.0,262144.0,38601728.0,22.74,0.0,15360.0,0.14,346556032.0,22.74,66629312.0,22.43,98396.52,1111272570.91,0.0,0.0,0.0,0.0,10863616.0,501760.0,0.0,0.0,0.0,0.0,35.82
97,59.08,38.0,262144.0,38618240.0,29.33,0.0,16384.0,0.2,353377696.0,23.09,66737856.0,29.48,74098.17,1093280315.55,0.0,0.0,0.0,0.0,11075584.0,655360.0,0.0,0.0,0.0,0.0,41.77
98,56.68,38.0,262144.0,38653440.0,36.12,0.0,16384.0,0.25,315244192.0,16.91,66444704.0,36.38,60000.06,1124776086.45,0.0,0.0,0.0,0.0,12845056.0,2621440.0,0.0,0.0,0.0,0.0,55.76
99,56.71,38.0,262144.0,39731200.0,38.23,0.0,16384.0,0.26,215379904.0,12.89,73609664.0,40.14,58088.13,1126787120.38,0.0,0.0,0.0,0.0,16777216.0,10485760.0,0.0,0.0,0.0,0.0,61.25
100,29.73,26.0,65536.0,33557120.0,54.29,0.0,16512.0,0.44,33619968.0,13.98,54611232.0,48.85,34713.22,1044069484.55,8192.0,0.0,0.0,0.0,8912896.0,0.0,2048.0,0.0,262144.0,0.0,6.87
101,26.77,38.0,524288.0,33556352.0,26.34,0.0,20480.0,0.06,268567264.0,26.34,54428672.0,7.25,295823.69,1137643386.91,0.0,0.0,0.0,0.0,8388608.0,81920.0,0.0,0.0,0.0,0.0,18.82
102,39.8,38.0,524288.0,33555584.0,14.64,0.0,157696.0,0.57,285755232.0,14.64,55069984.0,7.72,257532.41,1168901631.3,0.0,0.0,0.0,0.0,8921088.0,184320.0,0.0,0.0,0.0,0.0,21.02
103,40.92,38.0,524288.0,33581184.0,39.47,0.0,24576.0,0.23,268695776.0,39.47,54628736.0,18.17,99206.44,1133528844.2,0.0,0.0,0.0,0.0,8388608.0,327680.0,0.0,0.0,0.0,0.0,37.69
