Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Threads,Registers Per Thread
64,128,128,128,128,3,3,1,1,0,0,20.558052,17.721571,21.592064,NOT SUPPORT!,12.353081,7.975936,8.475990,6.554055,7,7,1,0.0255127040026279,296.3804476808189,372.13233121123,12168.854673186404,37.24,63.66,63.66,18.53,83.54,51.74,9295178.0,4064256.0,68.0
64,128,256,256,128,3,3,1,1,0,0,81.221405,71.889458,938.757385,NOT SUPPORT!,48.538166,27.851093,34.551239,26.447075,7,7,1,0.1031190719962616,296.374924744827,374.14611583586316,12234.706120064177,37.41,63.88,63.88,18.63,83.97,52.01,37795599.0,16516096.0,68.0
64,128,384,384,128,3,3,1,1,0,0,181.957977,162.327454,2149.743652,NOT SUPPORT!,NOT SUPPORT!,59.127346,77.734009,NOT SUPPORT!,5,6,1,0.2330426240022048,296.79319993958615,374.45890921299616,12244.934570617443,37.44,63.91,63.91,18.66,84.03,52.05,85379750.0,37356544.0,68.0
64,256,24,24,256,3,3,1,1,0,0,2.524615,2.479787,2.443036,NOT SUPPORT!,1.442702,1.171456,1.338368,0.759580,7,7,1,0.0032189120022603,374.21135585196737,357.21048577674605,11756.228203016237,33.99,61.95,61.95,15.3,80.58,49.93,921579.0,247808.0,68.0
64,256,48,48,256,3,3,1,1,0,0,9.855772,9.472569,10.398037,NOT SUPPORT!,7.218062,4.005774,5.017828,2.974037,7,7,1,0.0137296000019802,377.9798189761281,366.1387716521219,12050.06886669229,36.65,63.17,63.17,15.94,82.55,51.2,4355883.0,1083392.0,68.0
64,256,64,64,256,3,3,1,1,0,0,17.656263,17.101597,18.681059,NOT SUPPORT!,7.370866,8.735971,9.588623,5.315242,7,7,1,0.024539679999996,383.5403445044447,372.13663421859974,12247.465762554726,37.02,63.97,63.97,16.26,83.84,52.02,8201845.0,1968128.0,68.0
64,256,96,96,256,3,3,1,1,0,0,40.168106,38.077892,42.377335,NOT SUPPORT!,39.224205,15.907043,18.399460,11.963848,7,7,1,0.0559333120007673,387.55612055236446,375.2952887844731,12351.420896486921,37.28,64.45,64.45,16.47,84.67,52.53,18958301.0,4524032.0,68.0
64,256,97,97,256,3,3,1,1,0,0,42.337620,38.955002,43.432617,NOT SUPPORT!,39.246052,16.128683,18.530302,11.992632,7,7,1,0.0571416000004791,387.4401490174206,375.2172147755792,12348.85138662697,37.29,64.38,64.38,16.5,84.6,52.49,19215617.0,4620800.0,68.0
64,256,128,128,256,3,3,1,1,0,0,73.906403,67.998146,80.962326,NOT SUPPORT!,39.632099,25.029406,35.008511,21.166307,7,7,1,0.1000942080033752,389.705875601704,376.8079735315773,12401.205177168127,37.37,64.56,64.56,16.54,84.97,52.73,34481549.0,8128512.0,68.0
64,384,32,32,384,3,3,1,1,0,0,12.393586,11.856099,9.427512,NOT SUPPORT!,3.090091,2.470229,5.011342,2.729529,5,7,1,0.0129443840035074,399.7609355964505,370.7934497848239,12229.56253129589,36.2,64.39,64.39,15.24,83.81,51.99,3967379.0,691200.0,68.0
64,384,48,48,384,3,3,1,1,0,0,28.935280,27.592247,21.988920,NOT SUPPORT!,15.416319,8.344120,10.817423,6.140245,7,7,1,0.0301765120006906,417.9639233769566,373.9534599539453,12333.786438123872,36.94,64.62,64.62,15.55,84.51,52.43,9558190.0,1625088.0,68.0
64,384,64,64,384,3,3,1,1,0,0,54.347889,49.390133,39.775230,NOT SUPPORT!,15.652523,18.154383,19.122629,10.954068,7,7,1,0.0544732160030094,425.35668629836255,376.3321270928352,12412.239977508332,37.18,64.81,64.81,15.71,85.02,52.77,18030468.0,2952192.0,68.0
64,384,96,96,384,3,3,1,1,0,0,118.414902,112.270218,121.132477,NOT SUPPORT!,81.804169,32.746952,41.146713,24.715832,7,7,1,0.1249208960038203,432.4882408412153,377.2172536335228,12441.433347519938,37.36,64.77,64.77,15.79,85.18,52.87,41392511.0,6786048.0,68.0
64,384,97,97,384,3,3,1,1,0,0,121.223526,115.007378,124.138725,NOT SUPPORT!,81.848206,33.060749,41.298943,24.766806,7,7,1,0.1275978239966805,432.4231683968545,377.20277111663074,12440.955683078872,37.36,64.77,64.77,15.83,85.18,52.86,42106487.0,6931200.0,68.0
64,384,128,128,384,3,3,1,1,0,0,212.253571,201.025879,218.342972,NOT SUPPORT!,82.406059,51.376812,72.866470,43.804783,7,7,1,0.2236000000024295,436.4535820525384,378.6519722320218,12488.753441295432,37.41,64.87,64.87,15.85,85.46,53.05,75484532.0,12192768.0,68.0
64,384,256,256,384,3,3,1,1,0,0,861.862549,817.870361,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,170.271973,293.550781,NOT SUPPORT!,5,6,1,0.906797087997757,441.7004253243419,379.4270145173327,12514.315996669884,37.47,64.8,64.8,15.87,85.55,53.1,305264050.0,49548288.0,68.0
64,512,24,24,512,3,3,1,1,0,0,8.879217,8.531057,8.884907,NOT SUPPORT!,5.247317,4.158123,4.888007,2.655573,7,7,1,0.0124999360012318,379.87588036314656,366.6784187973703,12106.890335525455,35.71,63.64,63.64,14.72,82.88,51.42,3570284.0,495616.0,68.0
64,512,32,32,512,3,3,1,1,0,0,16.587776,15.879510,16.571051,NOT SUPPORT!,5.311602,4.201245,8.720499,4.741803,5,7,1,0.0232793920018413,406.8512201526766,366.1159535148457,12088.31900668805,36.52,63.52,63.52,14.67,82.72,51.35,6891222.0,921600.0,68.0
64,512,48,48,512,3,3,1,1,0,0,38.745998,37.148106,38.280651,NOT SUPPORT!,26.559944,14.210504,18.921700,10.482574,7,7,1,0.0536128960019517,432.59441559931696,373.7611643152149,12340.746539935364,37.07,64.56,64.56,15.17,84.48,52.45,16722739.0,2166784.0,68.0
64,512,64,64,512,3,3,1,1,0,0,71.821426,66.698357,69.123192,NOT SUPPORT!,26.859749,30.817623,33.556595,18.671730,7,7,1,0.0967296320032293,442.80932119286103,376.33240956385225,12425.643230482607,37.26,64.79,64.79,15.38,85.04,52.82,31484593.0,3936256.0,68.0
64,512,96,96,512,3,3,1,1,0,0,158.573456,151.792648,163.093384,NOT SUPPORT!,NOT SUPPORT!,55.141373,72.988449,42.081280,7,7,1,0.2214131839962306,455.5777359910693,377.92011460990744,12478.065652671497,37.39,64.89,64.89,15.52,85.38,53.03,72410005.0,9048064.0,68.0
64,512,97,97,512,3,3,1,1,0,0,162.383759,155.595657,167.068100,NOT SUPPORT!,NOT SUPPORT!,55.560413,73.104950,42.178673,7,7,1,0.2260975039995416,455.0918326158408,378.00645866560865,12480.916537697478,37.39,64.86,64.86,15.55,85.35,53.01,73543413.0,9241600.0,68.0
64,512,128,128,512,3,3,1,1,0,0,284.431702,271.295624,292.790955,NOT SUPPORT!,NOT SUPPORT!,86.230583,130.037643,74.422386,7,7,1,0.3963787519982303,463.7298888259953,379.2962089770928,12523.501169846164,37.44,64.99,64.99,15.56,85.67,53.21,132403359.0,16257024.0,68.0
64,640,24,24,640,3,3,1,1,0,0,16.974848,16.198315,13.869511,NOT SUPPORT!,8.202127,6.625280,7.588978,4.037745,7,7,1,0.0198774720037872,373.44125881434667,360.0405040759939,11895.424091904122,36.05,62.57,62.57,14.42,81.49,50.54,5596633.0,619520.0,68.0
64,640,32,32,640,3,3,1,1,0,0,30.207771,28.839708,25.183006,NOT SUPPORT!,8.266410,6.672384,13.394375,7.261866,5,7,1,0.0360434240030735,394.49047455258216,369.21864023976207,12198.661702132058,36.71,64.17,64.17,14.77,83.58,51.85,10614759.0,1152000.0,68.0
64,640,48,48,640,3,3,1,1,0,0,72.164917,67.763771,58.479385,NOT SUPPORT!,41.416245,22.080057,29.553663,16.025486,7,7,1,0.0836260160019044,412.0048350311413,374.1462580172117,12361.465893777107,37.16,64.73,64.73,15.21,84.73,52.58,25843736.0,2708480.0,68.0
64,640,64,64,640,3,3,1,1,0,0,128.687912,122.651543,106.022797,NOT SUPPORT!,41.734596,47.542042,52.424820,28.496897,7,7,1,0.150568448002536,431.56301671866726,377.49965144784295,12472.259086633943,37.31,64.83,64.83,15.32,85.14,52.84,47553733.0,4920320.0,68.0
64,640,96,96,640,3,3,1,1,0,0,295.548004,281.835510,297.566010,NOT SUPPORT!,NOT SUPPORT!,84.482506,114.261894,63.924568,7,7,1,0.3485290560021742,432.904968226125,374.8727456432928,12385.468411027032,37.41,64.41,64.41,15.38,84.8,52.63,108268291.0,11310080.0,68.0
64,640,97,97,640,3,3,1,1,0,0,301.533539,287.745392,303.830353,NOT SUPPORT!,NOT SUPPORT!,84.990410,114.654999,63.916145,7,7,1,0.3554629120015919,431.4802236637352,375.4223000328157,12403.625208528802,37.41,64.49,64.49,15.45,84.91,52.69,110055107.0,11552000.0,68.0
64,640,128,128,640,3,3,1,1,0,0,529.987366,505.405426,533.985046,NOT SUPPORT!,NOT SUPPORT!,131.943665,203.482239,113.334831,7,7,1,0.6237052159975857,432.835086053794,376.38201595689185,12435.333385235024,37.45,64.49,64.49,15.43,85.05,52.79,196876861.0,20321280.0,68.0
64,768,16,16,768,3,3,1,1,0,0,10.941212,9.735965,9.784093,NOT SUPPORT!,3.595605,9.101539,4.631211,2.582869,7,7,1,0.0116445120022041,343.46799991072027,358.2315802680629,11840.774031741454,34.58,62.22,62.22,14.26,81.09,50.28,2990011.0,301056.0,68.0
64,768,24,24,768,3,3,1,1,0,0,20.400013,19.549753,19.327660,NOT SUPPORT!,11.528761,9.107456,10.850303,5.799367,7,7,1,0.0280245120034229,372.1910435531616,367.5668979621074,12149.338081976735,36.3,63.88,63.88,14.66,83.23,51.63,7648131.0,743424.0,68.0
64,768,32,32,768,3,3,1,1,0,0,36.364975,34.774357,35.691517,NOT SUPPORT!,11.643450,9.160362,19.395699,10.120419,5,7,1,0.0516671999966435,383.73734622349315,370.7290970140505,12253.859532568631,36.84,64.42,64.42,14.85,83.94,52.08,14367120.0,1382400.0,68.0
64,768,48,48,768,3,3,1,1,0,0,87.834160,81.588104,83.570343,NOT SUPPORT!,58.040432,30.639103,42.274929,22.557697,7,7,1,0.1211001279973221,413.61540102539294,371.87771310197,12291.825206996613,37.21,64.29,64.29,15.05,84.19,52.25,34337582.0,3250176.0,68.0
64,768,64,64,768,3,3,1,1,0,0,154.837692,147.774902,151.363708,NOT SUPPORT!,58.434219,66.449188,75.916855,40.064453,7,7,1,0.2187204480026343,421.2014985679675,374.0443358227515,12363.439468446184,37.34,64.42,64.42,15.21,84.64,52.54,63976892.0,5904384.0,68.0
64,768,96,96,768,3,3,1,1,0,0,355.707642,339.492615,358.293091,NOT SUPPORT!,NOT SUPPORT!,118.311485,164.492737,90.063759,7,7,1,0.5026674560031772,424.99698385013716,374.1140587681319,12365.744049299885,37.43,64.24,64.24,15.34,84.61,52.51,145761950.0,13572096.0,68.0
64,768,97,97,768,3,3,1,1,0,0,362.974213,346.661102,365.948273,NOT SUPPORT!,NOT SUPPORT!,118.837929,165.039337,90.208710,7,7,1,0.5135512960023337,423.69342118632807,374.0179722944894,12362.568064030647,37.43,64.15,64.15,15.36,84.48,52.43,147969978.0,13862400.0,68.0
64,768,128,128,768,3,3,1,1,0,0,637.849304,608.657471,643.236755,NOT SUPPORT!,NOT SUPPORT!,184.469177,292.829773,159.878601,7,7,1,0.9033400000017704,421.7975786725015,374.0407673913895,12363.321519633928,37.46,64.1,64.1,15.36,84.6,52.51,261073169.0,24385536.0,68.0
64,896,15,15,896,3,3,1,1,0,0,11.941661,9.189490,9.246265,NOT SUPPORT!,4.665002,12.179798,6.317284,3.512434,7,7,1,0.0135265280006263,336.31981985936625,361.8093038933124,11962.723115385392,34.58,62.97,62.97,14.5,81.94,50.81,3687348.0,302848.0,68.0
64,896,16,16,896,3,3,1,1,0,0,13.625457,10.820950,10.863617,NOT SUPPORT!,4.714041,12.141112,6.316828,3.515733,7,7,1,0.015900352000949,341.11552931333495,356.96751365386365,11802.636032510429,34.98,62.05,62.05,14.19,80.87,50.15,4279845.0,351232.0,68.0
64,896,24,24,896,3,3,1,1,0,0,30.485617,29.107430,26.411919,NOT SUPPORT!,15.613155,12.246244,14.666752,7.729721,7,7,1,0.0384538879992354,376.11981161134423,364.4890337299231,12051.324667955927,36.45,63.33,63.33,14.48,82.51,51.19,10944170.0,867328.0,68.0
64,896,32,32,896,3,3,1,1,0,0,57.291206,54.670792,48.531231,NOT SUPPORT!,15.724202,12.314624,26.290518,13.606230,5,7,1,0.0706386879980278,396.2689876120486,368.95996710368775,12199.149882626063,36.93,64.13,64.13,14.68,83.56,51.85,20350723.0,1612800.0,68.0
64,896,48,48,896,3,3,1,1,0,0,132.894272,113.031174,113.171783,NOT SUPPORT!,78.187065,41.329781,56.096767,30.301073,7,7,1,0.1646251519996955,409.3080407363942,372.21925553704784,12306.913736849563,37.25,64.37,64.37,15.06,84.3,52.31,48872862.0,3791872.0,68.0
64,896,64,64,896,3,3,1,1,0,0,240.413116,204.633438,204.735168,NOT SUPPORT!,78.895325,89.212242,99.332092,53.912579,7,7,1,0.2968233279987358,422.1881399163001,375.02887805527916,12399.81001088862,37.36,64.56,64.56,15.22,84.83,52.65,90086296.0,6888448.0,68.0
64,896,96,96,896,3,3,1,1,0,0,551.198425,468.891754,499.035706,NOT SUPPORT!,NOT SUPPORT!,158.452499,224.627945,120.937584,7,7,1,0.6819620799991453,427.06278642624955,375.21037814935505,12405.81105991495,37.44,64.48,64.48,15.36,84.93,52.71,207279656.0,15834112.0,68.0
64,896,97,97,896,3,3,1,1,0,0,562.941711,478.810333,509.781250,NOT SUPPORT!,NOT SUPPORT!,159.082825,225.234146,121.119072,7,7,1,0.6963189119972822,426.2643223087857,375.3344099908923,12409.912000830056,37.44,64.48,64.48,15.4,84.93,52.71,211038816.0,16172800.0,68.0
64,896,128,128,896,3,3,1,1,0,0,988.458740,842.175537,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,246.863525,399.191040,214.924500,7,7,1,1.2235419520042825,425.1231310850688,375.75224778103143,12423.727228179909,37.46,64.35,64.35,15.38,84.92,52.71,372519764.0,28449792.0,68.0
64,1024,16,16,1024,3,3,1,1,0,0,15.647288,14.180579,14.223589,NOT SUPPORT!,6.161294,15.758450,8.061952,4.643612,7,7,1,0.0209451519961982,342.60985800936874,353.85741356020213,11702.515420680194,35.28,61.44,61.44,14.02,80.08,49.69,5276749.0,401408.0,68.0
64,1024,24,24,1024,3,3,1,1,0,0,34.862198,33.330521,33.823174,NOT SUPPORT!,20.268032,15.844238,19.268038,9.980928,7,7,1,0.0496488640016767,377.65038576425053,368.6309448567024,12191.094919625133,36.58,64.08,64.08,14.66,83.5,51.83,13409289.0,991232.0,68.0
64,1024,32,32,1024,3,3,1,1,0,0,65.627029,62.637173,62.654804,NOT SUPPORT!,20.410254,15.938106,34.187149,17.620422,5,7,1,0.0919938880016824,399.76678794033234,369.946803415653,12234.612038349946,37.0,64.29,64.29,14.72,83.79,52.02,24905300.0,1843200.0,68.0
64,1024,48,48,1024,3,3,1,1,0,0,152.240799,146.899734,146.450775,NOT SUPPORT!,NOT SUPPORT!,53.327305,73.301788,39.155258,7,7,1,0.2146558719964488,416.4655339040512,372.7594256229978,12327.629037549821,37.28,64.41,64.41,15.05,84.38,52.39,59451725.0,4333568.0,68.0
64,1024,64,64,1024,3,3,1,1,0,0,275.451233,266.572906,283.933105,NOT SUPPORT!,NOT SUPPORT!,115.255524,130.029694,69.709030,7,7,1,0.3877757439980932,427.6151673687057,374.8508353547631,12396.794621480083,37.38,64.47,64.47,15.19,84.73,52.62,109980179.0,7872512.0,68.0
64,1024,96,96,1024,3,3,1,1,0,0,631.444336,612.174866,651.281250,NOT SUPPORT!,NOT SUPPORT!,204.422256,293.365112,156.218689,7,7,1,0.8928159999967321,431.4154333436308,374.23938123109684,12376.57305472174,37.44,64.21,64.21,15.29,84.59,52.53,252704263.0,18096128.0,68.0
64,1024,97,97,1024,3,3,1,1,0,0,644.905518,625.263611,665.488586,NOT SUPPORT!,NOT SUPPORT!,205.205261,294.304749,156.511230,7,7,1,0.912035231996283,431.15122533814076,374.1892778122313,12374.91607083661,37.44,64.2,64.2,15.33,84.58,52.52,257832115.0,18483200.0,68.0
64,1024,128,128,1024,3,3,1,1,0,0,1132.426270,1099.544189,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,318.470825,521.954529,NOT SUPPORT!,5,6,1,1.6033299199916349,430.8222336298876,374.4328442864287,12382.971124400638,37.47,64.14,64.14,15.32,84.67,52.58,454444759.0,32514048.0,68.0
64,2048,15,15,2048,3,3,1,1,0,0,55.801857,48.756733,47.947662,NOT SUPPORT!,23.624136,61.819107,32.683578,17.486961,7,7,1,0.0717365439988401,347.12771955976353,356.0290931273879,11783.891375163936,36.18,61.98,61.98,14.12,80.67,50.08,18154391.0,692224.0,68.0
64,2048,16,16,2048,3,3,1,1,0,0,64.187279,56.205425,55.260162,NOT SUPPORT!,23.693428,61.740715,33.152000,17.560917,7,7,1,0.0826234560010222,356.04120177722837,358.502301521175,11865.749907579164,36.36,62.36,62.36,14.11,81.3,50.47,21069585.0,802816.0,68.0
64,2048,24,24,2048,3,3,1,1,0,0,138.987732,132.007126,132.012711,NOT SUPPORT!,NOT SUPPORT!,61.889648,77.642067,38.282925,7,7,1,0.1969002880013562,397.74402510500323,371.48240099829707,12295.366714828397,37.04,64.58,64.58,14.63,84.18,52.27,53157482.0,1982464.0,68.0
64,2048,32,32,2048,3,3,1,1,0,0,257.751709,245.187256,245.338348,NOT SUPPORT!,NOT SUPPORT!,62.100483,138.335358,67.453270,5,7,1,0.365416864002746,419.3695965430324,372.2143880009268,12319.594103807347,37.25,64.61,64.61,14.69,84.23,52.31,98706055.0,3686400.0,68.0
64,2048,48,48,2048,3,3,1,1,0,0,603.593567,585.822876,614.196655,NOT SUPPORT!,NOT SUPPORT!,206.287537,297.564484,150.919632,7,7,1,0.8541638400036987,438.62942519158395,374.3809265616012,12391.302443243405,37.39,64.67,64.67,15.0,84.74,52.63,235625214.0,8667136.0,68.0
64,2048,64,64,2048,3,3,1,1,0,0,1095.471191,1063.460693,1114.379883,NOT SUPPORT!,NOT SUPPORT!,445.866974,530.925964,268.009155,7,7,1,1.5452385599974177,449.4479502216594,375.9473912591016,12443.14946977775,37.44,64.67,64.67,15.12,85.03,52.82,434680342.0,15745024.0,68.0
64,2048,96,96,2048,3,3,1,1,0,0,2516.634277,2443.187988,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,786.257507,1203.342041,NOT SUPPORT!,5,6,1,3.5586018240091133,454.47855794937766,375.245544013013,12419.919649885172,37.47,64.39,64.39,15.23,84.87,52.72,998514185.0,36192256.0,68.0
64,2048,97,97,2048,3,3,1,1,0,0,2570.414551,2495.473633,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,788.804443,1203.479248,NOT SUPPORT!,5,6,1,3.6366859519963097,453.83832328272575,375.04263838105095,12413.203856225033,37.47,64.38,64.38,15.27,84.84,52.7,1017885066.0,36966400.0,68.0
64,4096,15,15,4096,3,3,1,1,0,0,216.767395,190.526810,185.436401,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,134.766830,68.301483,7,7,1,0.2791587840023881,356.70625469133955,365.80215394234716,12112.276667443411,36.84,63.6,63.6,14.39,82.79,51.4,72102982.0,1384448.0,68.0
64,4096,16,16,4096,3,3,1,1,0,0,250.316925,220.279922,214.363464,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,135.567032,68.353134,7,7,1,0.3225242879980149,367.3716380923485,367.2015433477336,12158.612621075334,36.93,63.75,63.75,14.33,83.11,51.6,83363840.0,1605632.0,68.0
64,4096,24,24,4096,3,3,1,1,0,0,553.307373,529.524780,521.892212,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,316.143280,149.893356,7,7,1,0.7832839039944904,410.6421231358181,373.36792928922114,12362.791223515444,37.27,64.78,64.78,14.6,84.46,52.45,210442816.0,3964928.0,68.0
64,4096,32,32,4096,3,3,1,1,0,0,1029.108398,982.271057,966.936829,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,562.369751,264.818237,7,7,1,1.4526513920013682,433.60609850095153,374.3621704384033,12395.712090009165,37.37,65.0,65.0,14.68,84.74,52.64,392287393.0,7372800.0,68.0
64,4096,48,48,4096,3,3,1,1,0,0,2410.755615,2339.477783,2431.192383,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,1223.128906,592.143921,7,7,1,3.404347360011651,452.10898182564154,375.5715170956069,12435.755433496983,37.45,64.85,64.85,14.98,84.98,52.79,936469911.0,17334272.0,68.0
64,4096,64,64,4096,3,3,1,1,0,0,4375.632324,4246.812500,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,2178.910400,NOT SUPPORT!,6,6,1,6.166665983984381,461.54354436518804,376.65505907282216,12471.633188910331,37.47,64.8,64.8,15.1,85.21,52.94,1725941704.0,31490048.0,68.0
