,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value
Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
ID,,,,,,,,,,,,,,,,,,,,,
4333,32768.0,2.33,0.3,6976.0,163840.0,2.33,612320.0,2.04,6178.43,885668854.06,0.0,0.0,0.0,0.0,0.0,0.0,16384.0,0.0,0.0,0.0,1.52
4334,131200.0,4.61,1.15,7008.0,655360.0,4.15,1437408.0,6.82,6428.15,917258582.78,0.0,0.0,0.0,0.0,0.0,0.0,65536.0,0.0,0.0,0.0,5.85
4335,525184.0,13.38,3.87,8736.0,3145728.0,9.95,4945824.0,21.68,7610.11,871120777.37,0.0,0.0,0.0,0.0,0.0,0.0,262144.0,0.0,0.0,0.0,19.32
4336,1048704.0,20.81,5.43,10592.0,6291456.0,13.08,10974112.0,28.85,10825.13,1022009972.59,0.0,0.0,0.0,0.0,0.0,0.0,524288.0,0.0,0.0,0.0,26.8
4337,2097280.0,25.51,7.69,16416.0,12582912.0,17.99,18805152.0,40.24,15232.04,927877499.82,0.0,0.0,0.0,0.0,0.0,0.0,1048576.0,0.0,0.0,0.0,37.6
4338,4206848.0,31.96,9.77,26592.0,25165824.0,22.29,37386272.0,50.31,24133.33,907541115.12,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,47.15
4339,4209024.0,32.15,9.86,26240.0,25165824.0,22.42,37301280.0,50.35,23994.26,914415368.11,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,47.42
4340,344064.0,0.74,0.13,148032.0,405504.0,0.09,5355648.0,0.74,149949.0,1012949902.72,0.0,0.0,0.0,0.0,64.0,9216.0,9248.0,0.0,0.0,0.0,0.02
4341,344064.0,0.73,0.13,145952.0,405504.0,0.09,5294464.0,0.73,148607.83,1018196621.72,0.0,0.0,0.0,0.0,64.0,9216.0,9248.0,0.0,0.0,0.0,0.02
4342,1048704.0,18.65,5.58,12352.0,6291456.0,13.45,9485600.0,29.46,10500.78,850127734.6,0.0,0.0,0.0,0.0,0.0,0.0,524288.0,0.0,0.0,0.0,27.63
4343,4208768.0,31.6,9.72,26336.0,25165824.0,22.16,37282208.0,48.85,24346.72,924465454.98,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,46.74
4344,63994368.0,40.08,40.08,84320.0,100663296.0,23.36,163894944.0,52.98,90199.67,1069730392.16,0.0,0.0,0.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,50.2
4345,22188800.0,9.33,6.0,191872.0,129640576.0,6.28,94791104.0,13.62,209252.59,1090584309.29,0.0,0.0,0.0,0.0,196608.0,25231360.0,25165824.0,0.0,0.0,0.0,7.15
4346,2097152.0,2.73,0.63,178336.0,31382304.0,1.73,24858752.0,3.63,187479.41,1051270676.74,0.0,0.0,0.0,0.0,49152.0,6307840.0,6291456.0,0.0,0.0,0.0,2.0
4347,524288.0,1.13,0.17,164352.0,7340032.0,0.45,9795712.0,1.13,178305.0,1084897050.23,0.0,0.0,0.0,0.0,12288.0,1576960.0,1572864.0,0.0,0.0,0.0,0.52
4348,64519680.0,23.04,19.75,169248.0,235543200.0,16.46,206632800.0,28.41,184657.26,1091045443.72,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,28.48
4349,1048704.0,18.3,5.44,12640.0,6291456.0,13.12,9580960.0,29.29,10781.09,852934540.55,0.0,0.0,0.0,0.0,0.0,0.0,524288.0,0.0,0.0,0.0,26.91
4350,4204288.0,31.79,9.7,26272.0,25165824.0,22.21,37597280.0,49.43,24273.54,923931829.97,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,46.88
4351,63999488.0,40.02,40.02,84416.0,100663296.0,23.32,163761184.0,53.05,90336.39,1070133492.33,0.0,0.0,0.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,50.13
4352,22181888.0,9.51,6.02,181888.0,129654240.0,6.31,96351968.0,13.66,208751.44,1147692230.63,0.0,0.0,0.0,0.0,196608.0,25231360.0,25165824.0,0.0,0.0,0.0,7.17
4353,2097152.0,2.72,0.63,176480.0,31384768.0,1.73,24879488.0,3.61,188594.69,1068646221.58,0.0,0.0,0.0,0.0,49152.0,6307840.0,6291456.0,0.0,0.0,0.0,1.98
4354,524288.0,1.12,0.16,163328.0,7340032.0,0.44,9809664.0,1.12,180067.24,1102488493.96,0.0,0.0,0.0,0.0,12288.0,1576960.0,1572864.0,0.0,0.0,0.0,0.52
4355,64486912.0,23.28,19.92,168864.0,235589760.0,16.61,206953184.0,28.59,183119.04,1084417265.0,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,28.71
4356,1048576.0,17.53,5.22,12608.0,6291456.0,12.52,9585888.0,28.05,11275.48,894311665.73,0.0,0.0,0.0,0.0,0.0,0.0,524288.0,0.0,0.0,0.0,25.73
4357,4203776.0,32.18,9.8,26848.0,25165824.0,22.36,37631392.0,50.05,24027.13,894931824.7,0.0,0.0,0.0,0.0,0.0,0.0,2097152.0,0.0,0.0,0.0,47.36
4358,64017024.0,40.0,40.0,84128.0,100663296.0,23.35,163819424.0,52.58,90429.07,1074898655.31,0.0,0.0,0.0,0.0,0.0,0.0,8388608.0,0.0,0.0,0.0,50.08
4359,22072704.0,4.99,3.21,359232.0,125614784.0,3.33,94258592.0,7.01,389063.26,1083041764.82,0.0,0.0,0.0,0.0,98304.0,25198592.0,25165824.0,0.0,0.0,0.0,3.81
4360,2097152.0,1.64,0.33,332288.0,29360128.0,0.87,29122816.0,1.8,364877.3,1098075453.51,0.0,0.0,0.0,0.0,24576.0,6299648.0,6291456.0,0.0,0.0,0.0,1.01
4361,524288.0,0.86,0.08,314912.0,6291456.0,0.23,14629120.0,0.86,350791.67,1113935533.31,0.0,0.0,0.0,0.0,6144.0,1574912.0,1572864.0,0.0,0.0,0.0,0.26
4362,649922688.0,23.44,23.44,1369088.0,1844602464.0,15.09,1528281984.0,26.48,1569433.56,1146335046.07,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,17.99
4363,1843328.0,18.53,5.26,21152.0,12235520.0,12.78,17167712.0,32.77,19659.54,929441047.51,0.0,0.0,0.0,0.0,0.0,0.0,921600.0,0.0,0.0,0.0,35.72
4364,17792384.0,25.51,17.87,55712.0,43886816.0,17.09,69634176.0,41.34,56244.02,1009549442.1,0.0,0.0,0.0,0.0,0.0,0.0,3686400.0,0.0,0.0,0.0,41.75
4365,127613952.0,34.95,34.95,186240.0,176947200.0,18.06,295206592.0,41.79,206563.11,1109123234.06,0.0,0.0,0.0,0.0,0.0,0.0,14745600.0,0.0,0.0,0.0,41.52
4366,1261568.0,24.53,4.95,15712.0,9628160.0,17.21,13353184.0,34.63,14234.72,905977738.18,0.0,0.0,0.0,0.0,0.0,0.0,630784.0,0.0,0.0,0.0,35.73
4367,6860672.0,27.88,11.07,37344.0,32931296.0,19.0,47299168.0,48.41,34906.0,934715081.41,0.0,0.0,0.0,0.0,0.0,0.0,2523136.0,0.0,0.0,0.0,44.13
4368,81832704.0,32.74,32.74,128512.0,119966272.0,18.41,203145824.0,44.8,141347.07,1099874518.13,0.0,0.0,0.0,0.0,0.0,0.0,10092544.0,0.0,0.0,0.0,43.44
4369,1720832.0,28.24,5.23,20416.0,14105088.0,19.81,18510080.0,38.65,18419.57,902212679.96,0.0,0.0,0.0,0.0,0.0,0.0,860160.0,0.0,0.0,0.0,36.07
4370,15537280.0,30.73,16.13,54048.0,50860512.0,21.3,70190112.0,44.71,54343.85,1005473872.33,0.0,0.0,0.0,0.0,0.0,0.0,3440640.0,0.0,0.0,0.0,41.48
4371,118521856.0,33.9,33.9,180448.0,178354336.0,17.63,279822496.0,42.97,197735.91,1095805480.84,0.0,0.0,0.0,0.0,0.0,0.0,13762560.0,0.0,0.0,0.0,41.64
4372,2150528.0,27.69,6.03,21184.0,15916000.0,19.25,21867936.0,41.32,20026.85,945376314.76,0.0,0.0,0.0,0.0,0.0,0.0,1075200.0,0.0,0.0,0.0,35.06
4373,24169600.0,29.37,21.73,56096.0,56110848.0,17.78,89562688.0,44.39,62809.93,1119686357.78,0.0,0.0,0.0,0.0,0.0,0.0,4300800.0,0.0,0.0,0.0,43.71
4374,152636800.0,38.01,38.01,204512.0,204829664.0,19.22,347030752.0,46.04,227106.19,1110478530.28,0.0,0.0,0.0,0.0,0.0,0.0,17203200.0,0.0,0.0,0.0,44.76
4375,1769472.0,19.09,5.46,19712.0,11688448.0,13.21,16254080.0,32.36,18230.0,924817370.13,0.0,0.0,0.0,0.0,0.0,0.0,884736.0,0.0,0.0,0.0,36.44
4376,16246528.0,25.41,17.04,53952.0,42143456.0,17.15,66435008.0,41.31,53887.43,998803119.92,0.0,0.0,0.0,0.0,0.0,0.0,3538944.0,0.0,0.0,0.0,41.84
4377,121886464.0,34.79,34.79,179104.0,169869312.0,18.07,282648640.0,41.77,198193.24,1106581878.35,0.0,0.0,0.0,0.0,0.0,0.0,14155776.0,0.0,0.0,0.0,41.54
4378,36391680.0,2.4,2.2,873408.0,75501440.0,0.63,109124160.0,2.75,938270.67,1074263879.73,0.0,0.0,0.0,0.0,12288.0,6295552.0,6291456.0,0.0,0.0,0.0,0.38
4379,151505792.0,2.82,2.65,2870144.0,527406464.0,1.7,443112864.0,3.4,3236695.43,1127711859.03,0.0,0.0,0.0,0.0,49152.0,100679680.0,100663296.0,0.0,0.0,0.0,1.77
4380,60683264.0,22.71,20.36,155232.0,196463968.0,17.96,179196512.0,28.28,168498.59,1085463001.14,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.21
4381,60687616.0,22.72,20.39,154368.0,196442400.0,17.94,179468384.0,28.29,168276.26,1090098072.52,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.25
4382,36688512.0,2.4,2.21,894336.0,75505536.0,0.63,109760416.0,2.74,941990.96,1053285301.01,0.0,0.0,0.0,0.0,12288.0,6295552.0,6291456.0,0.0,0.0,0.0,0.38
4383,151448320.0,2.82,2.65,2860896.0,526828224.0,1.7,443016704.0,3.4,3231931.37,1129692016.2,0.0,0.0,0.0,0.0,49152.0,100679680.0,100663296.0,0.0,0.0,0.0,1.77
4384,60728704.0,22.95,20.61,154240.0,196437664.0,18.14,179634880.0,28.59,166597.93,1080121407.71,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.56
4385,60707200.0,22.98,20.61,155360.0,196447968.0,18.16,179313856.0,28.63,166415.98,1071163629.52,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.6
4386,35645184.0,1.55,1.09,1737504.0,75498368.0,0.32,139934368.0,1.55,1855976.3,1068185337.3,0.0,0.0,0.0,0.0,6144.0,6293504.0,6291456.0,0.0,0.0,0.0,0.19
4387,152285184.0,1.74,1.4,5424128.0,535497504.0,0.88,520993024.0,1.78,6158972.37,1135476959.68,0.0,0.0,0.0,0.0,24576.0,100671488.0,100663296.0,0.0,0.0,0.0,0.93
4388,619486080.0,25.06,25.06,1222336.0,1532738720.0,16.68,1389368320.0,26.72,1399276.63,1144756130.58,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.17
4389,619625344.0,24.99,24.99,1226016.0,1532756672.0,16.62,1389297952.0,26.64,1403704.72,1144931813.47,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.11
4390,35742720.0,1.55,1.09,1752480.0,75498240.0,0.32,140049984.0,1.55,1857618.04,1059993858.44,0.0,0.0,0.0,0.0,6144.0,6293504.0,6291456.0,0.0,0.0,0.0,0.19
4391,152512384.0,1.75,1.41,5420096.0,535478720.0,0.89,520724000.0,1.79,6129843.41,1130947386.8,0.0,0.0,0.0,0.0,24576.0,100671488.0,100663296.0,0.0,0.0,0.0,0.93
4392,69305600.0,19.86,19.69,183872.0,214596832.0,16.62,188791200.0,26.5,199131.81,1082991509.39,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.9
4393,69286656.0,19.72,19.54,183296.0,214590368.0,16.47,188660672.0,26.21,200524.7,1093993888.05,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.73
4394,35784064.0,1.56,1.09,1755744.0,75494400.0,0.32,140270880.0,1.56,1856812.89,1057564706.98,0.0,0.0,0.0,0.0,6144.0,6293504.0,6291456.0,0.0,0.0,0.0,0.19
4395,152492160.0,1.75,1.41,5438368.0,535484800.0,0.89,521420672.0,1.79,6131639.83,1127477918.62,0.0,0.0,0.0,0.0,24576.0,100671488.0,100663296.0,0.0,0.0,0.0,0.93
4396,69300864.0,19.74,19.57,183936.0,214590528.0,16.53,188792864.0,26.29,200286.48,1088892231.44,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.76
4397,69311488.0,19.65,19.46,185152.0,214593440.0,16.41,188826208.0,26.13,201514.54,1088373536.54,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.61
4398,42832000.0,2.58,2.37,954752.0,100312896.0,0.83,128436576.0,3.23,1025650.07,1074258104.8,0.0,0.0,0.0,0.0,9604.0,7375872.0,7380674.0,0.0,0.0,0.0,0.42
4399,178275072.0,3.49,3.15,2835968.0,674254080.0,2.38,542291616.0,4.78,3201847.02,1129013803.58,0.0,0.0,0.0,0.0,37636.0,115617792.0,115636610.0,0.0,0.0,0.0,2.06
4400,71999360.0,29.3,20.18,184512.0,245593632.0,20.39,220484800.0,32.74,201703.41,1093172299.94,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.4
4401,72032000.0,29.48,20.26,183264.0,245595488.0,20.45,220217088.0,32.78,201033.96,1096963740.63,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.5
4402,42856192.0,2.56,2.36,949056.0,101049056.0,0.83,128061856.0,3.21,1030472.57,1085786902.01,0.0,0.0,0.0,0.0,9604.0,7375872.0,7380674.0,0.0,0.0,0.0,0.42
4403,178207104.0,3.5,3.16,2852960.0,674259552.0,2.38,542837664.0,4.79,3194040.02,1119553032.12,0.0,0.0,0.0,0.0,37636.0,115617792.0,115636610.0,0.0,0.0,0.0,2.06
4404,72000896.0,29.68,20.48,185664.0,245528000.0,20.67,220373920.0,33.24,198880.85,1071186939.05,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.82
4405,72006272.0,29.62,20.37,182560.0,245614496.0,20.57,219883360.0,33.14,199842.78,1094669028.14,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.67
4406,36426240.0,2.4,2.2,885728.0,75500800.0,0.63,109217952.0,2.75,938393.57,1059460211.34,0.0,0.0,0.0,0.0,12288.0,6295552.0,6291456.0,0.0,0.0,0.0,0.38
4407,151369600.0,2.83,2.66,2856000.0,527382944.0,1.7,442780256.0,3.41,3225296.81,1129305607.43,0.0,0.0,0.0,0.0,49152.0,100679680.0,100663296.0,0.0,0.0,0.0,1.77
4408,60733312.0,22.81,20.47,154336.0,196422016.0,18.01,179945408.0,28.47,167742.24,1086863989.87,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.35
4409,60686848.0,22.98,20.64,154208.0,196457792.0,18.17,179669696.0,28.67,166254.76,1078120196.48,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.63
4410,36190720.0,2.39,2.18,884320.0,75509888.0,0.63,109364128.0,2.74,941827.67,1065030381.16,0.0,0.0,0.0,0.0,12288.0,6295552.0,6291456.0,0.0,0.0,0.0,0.38
4411,151375104.0,2.83,2.66,2861728.0,526915872.0,1.71,443250080.0,3.41,3225690.98,1127182940.34,0.0,0.0,0.0,0.0,49152.0,100679680.0,100663296.0,0.0,0.0,0.0,1.77
4412,60670080.0,22.82,20.44,152832.0,196447424.0,18.0,179424832.0,28.36,167796.44,1097914340.22,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.34
4413,60712576.0,22.94,20.58,154016.0,196456448.0,18.14,179806048.0,28.47,166684.07,1082251675.63,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.55
4414,35689472.0,1.56,1.09,1751360.0,75495424.0,0.32,140137984.0,1.56,1846671.26,1054421283.61,0.0,0.0,0.0,0.0,6144.0,6293504.0,6291456.0,0.0,0.0,0.0,0.19
4415,152496896.0,1.75,1.41,5427200.0,535511840.0,0.89,521173888.0,1.79,6126886.26,1128922143.88,0.0,0.0,0.0,0.0,24576.0,100671488.0,100663296.0,0.0,0.0,0.0,0.93
4416,69283200.0,19.72,19.55,185152.0,214593568.0,16.51,188743584.0,26.34,200483.63,1082805638.77,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.73
4417,69325568.0,19.69,19.53,183264.0,214589216.0,16.48,188826752.0,26.3,200789.46,1095629599.72,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.7
4418,35744896.0,1.55,1.09,1758048.0,75496192.0,0.32,140556448.0,1.55,1862939.78,1059663773.56,0.0,0.0,0.0,0.0,6144.0,6293504.0,6291456.0,0.0,0.0,0.0,0.19
4419,152503680.0,1.75,1.41,5435520.0,535535552.0,0.89,521308352.0,1.79,6132351.63,1128199625.73,0.0,0.0,0.0,0.0,24576.0,100671488.0,100663296.0,0.0,0.0,0.0,0.93
4420,69354752.0,19.87,19.71,186304.0,214588768.0,16.62,188693472.0,26.49,199032.39,1068320534.66,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,24.91
4421,69313792.0,19.96,19.79,182208.0,214584896.0,16.71,188624288.0,26.64,198158.24,1087538641.23,0.0,0.0,0.0,0.0,1572864.0,66584576.0,66060288.0,0.0,0.0,0.0,25.02
4422,35741568.0,1.57,1.09,1768480.0,75497600.0,0.32,141064992.0,1.57,1849723.44,1045939702.14,0.0,0.0,0.0,0.0,6144.0,6293504.0,6291456.0,0.0,0.0,0.0,0.19
4423,152540672.0,1.76,1.41,5448096.0,535492416.0,0.89,521591360.0,1.79,6122346.06,1123758842.64,0.0,0.0,0.0,0.0,24576.0,100671488.0,100663296.0,0.0,0.0,0.0,0.93
4424,619534720.0,25.08,25.08,1238752.0,1532748192.0,16.7,1389875872.0,26.74,1398016.87,1128568809.88,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.19
4425,619656576.0,24.97,24.97,1230784.0,1532756672.0,16.62,1389857344.0,26.63,1404772.56,1141364005.02,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.1
4426,42858112.0,2.57,2.37,945664.0,100975232.0,0.83,128141088.0,3.22,1026178.59,1085140803.28,0.0,0.0,0.0,0.0,9604.0,7375872.0,7380674.0,0.0,0.0,0.0,0.42
4427,178167680.0,3.51,3.17,2847104.0,674205920.0,2.39,543042848.0,4.8,3187200.2,1119453382.7,0.0,0.0,0.0,0.0,37636.0,115617792.0,115636610.0,0.0,0.0,0.0,2.07
4428,72037888.0,29.68,20.45,184384.0,245566368.0,20.65,220080512.0,33.11,199156.98,1080120734.35,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.78
4429,72006528.0,29.43,20.26,181472.0,245514272.0,20.44,220083872.0,32.79,200979.93,1107498269.3,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.51
4430,42865664.0,2.58,2.38,961760.0,100445888.0,0.84,128018528.0,3.24,1022174.11,1062816202.7,0.0,0.0,0.0,0.0,9604.0,7375872.0,7380674.0,0.0,0.0,0.0,0.42
4431,178215168.0,3.51,3.17,2853696.0,674319840.0,2.39,542941184.0,4.8,3188324.26,1117261354.84,0.0,0.0,0.0,0.0,37636.0,115617792.0,115636610.0,0.0,0.0,0.0,2.07
4432,71955968.0,29.5,20.36,183072.0,245544288.0,20.56,220464704.0,33.16,199722.31,1090949543.43,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.69
4433,71992320.0,29.68,20.41,183072.0,245521024.0,20.56,220241760.0,33.13,199430.28,1089354340.25,0.0,0.0,0.0,0.0,2365444.0,67415154.0,68597876.0,0.0,0.0,0.0,29.73
4434,3276928.0,22.37,6.13,31232.0,22353952.0,15.17,31323904.0,39.3,30082.76,963203101.28,0.0,0.0,0.0,0.0,0.0,0.0,1638400.0,0.0,0.0,0.0,48.14
4435,46675840.0,27.85,27.14,90656.0,78309472.0,17.59,131476160.0,44.29,97227.15,1072484426.27,0.0,0.0,0.0,0.0,0.0,0.0,6553600.0,0.0,0.0,0.0,45.13
4436,242558976.0,38.52,38.52,317312.0,314572928.0,18.72,531592608.0,42.96,356331.35,1122968409.17,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,42.06
4437,202592384.0,34.24,34.24,298496.0,262144000.0,19.01,450926624.0,38.57,334780.09,1121556377.95,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,44.77
4438,192766976.0,33.78,33.78,288352.0,262139904.0,19.46,435259392.0,37.61,322832.8,1119578835.23,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,46.43
4439,202574592.0,34.26,34.26,298624.0,262144000.0,19.02,450813152.0,38.68,334592.5,1120447452.31,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,44.8
4440,192687360.0,33.66,33.66,289248.0,262140800.0,19.4,436084736.0,37.66,323787.8,1119412394.54,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,46.29
4441,202542208.0,34.18,34.18,298720.0,262144000.0,18.97,451897440.0,38.46,335426.7,1122879966.87,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,44.68
4442,192667008.0,33.72,33.72,288192.0,262141952.0,19.44,436132864.0,37.55,323223.24,1121555215.76,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,46.37
4443,202596480.0,34.19,34.19,298688.0,262144000.0,18.98,451960896.0,38.58,335359.3,1122774588.52,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,44.69
4444,192703616.0,33.83,33.83,282560.0,262147840.0,19.5,433390368.0,37.73,322214.09,1140338662.91,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,46.52
4445,202560256.0,34.16,34.16,298304.0,262144000.0,18.97,450929632.0,38.54,335541.8,1124831702.88,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,44.67
4446,192679936.0,33.8,33.8,287552.0,262126080.0,19.47,434774304.0,37.63,322559.91,1121744614.57,0.0,0.0,0.0,0.0,0.0,0.0,26214400.0,0.0,0.0,0.0,46.47
4447,13183744.0,5.57,3.0,218240.0,67108864.0,5.17,66943136.0,8.01,248738.83,1139749053.03,0.0,0.0,0.0,0.0,49152.0,25182208.0,25165824.0,0.0,0.0,0.0,5.8
4448,13179648.0,4.38,2.29,290912.0,67108864.0,3.87,69368192.0,6.09,326447.02,1122150404.65,0.0,0.0,0.0,0.0,49152.0,25182208.0,25165824.0,0.0,0.0,0.0,4.42
4449,13269376.0,3.64,1.83,363776.0,67633152.0,3.03,72340768.0,4.87,409797.72,1126511155.83,0.0,0.0,0.0,0.0,49152.0,25182208.0,25165824.0,0.0,0.0,0.0,3.52
4450,13341824.0,3.05,1.48,456320.0,69203456.0,2.42,75465184.0,3.97,509993.22,1117621893.02,0.0,0.0,0.0,0.0,49152.0,25182208.0,25165824.0,0.0,0.0,0.0,2.83
4451,60639232.0,23.02,20.66,154624.0,196450560.0,18.18,179391840.0,28.71,165968.74,1073369856.82,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.68
4452,60691968.0,22.85,20.48,154912.0,196458624.0,18.04,179718112.0,28.49,167527.89,1081439067.92,0.0,0.0,0.0,0.0,3145728.0,60817408.0,59768832.0,0.0,0.0,0.0,31.39
4453,13236096.0,3.07,1.51,433056.0,67108864.0,2.59,73963744.0,4.1,496485.74,1146470065.63,0.0,0.0,0.0,0.0,24576.0,25174016.0,25165824.0,0.0,0.0,0.0,2.9
4454,13239808.0,2.48,1.15,572448.0,67108864.0,1.93,78680800.0,3.12,653692.98,1141925522.46,0.0,0.0,0.0,0.0,24576.0,25174016.0,25165824.0,0.0,0.0,0.0,2.2
4455,13316992.0,1.69,0.91,717760.0,68157440.0,1.5,67827328.0,2.46,828414.2,1154166021.66,0.0,0.0,0.0,0.0,24576.0,25174016.0,25165824.0,0.0,0.0,0.0,1.74
4456,13518336.0,1.73,0.7,962240.0,75482336.0,1.13,92327680.0,1.87,1097451.91,1140517861.87,0.0,0.0,0.0,0.0,24576.0,25174016.0,25165824.0,0.0,0.0,0.0,1.31
4457,619629056.0,25.1,25.1,1224000.0,1532750752.0,16.7,1389452160.0,26.73,1397498.74,1141747337.21,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.2
4458,619636608.0,24.98,24.98,1234112.0,1532755136.0,16.62,1389806368.0,26.63,1404117.11,1137755010.17,0.0,0.0,0.0,0.0,1572864.0,472383488.0,471859200.0,0.0,0.0,0.0,20.11
4459,10150144.0,2.82,1.21,411776.0,59120704.0,2.39,65137952.0,4.03,476051.22,1156092686.85,0.0,0.0,0.0,0.0,21600.0,22125600.0,22118400.0,0.0,0.0,0.0,2.67
4460,10082688.0,2.39,0.96,523552.0,59113472.0,1.88,68916928.0,3.19,594509.31,1135530596.42,0.0,0.0,0.0,0.0,21600.0,22125600.0,22118400.0,0.0,0.0,0.0,2.14
4461,10015104.0,1.85,0.67,743808.0,64002240.0,1.32,76488992.0,2.21,851312.06,1144531996.91,0.0,0.0,0.0,0.0,21600.0,22125600.0,22118400.0,0.0,0.0,0.0,1.49
4462,10268672.0,1.61,0.54,945856.0,71349664.0,1.04,83354528.0,1.79,1067844.26,1128971280.26,0.0,0.0,0.0,0.0,21600.0,22125600.0,22118400.0,0.0,0.0,0.0,1.19
