,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value,Metric Value
Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
ID,,,,,,,,,,,,,,,,,,,,,
836,166016.0,10.29,1.37,7200.0,1449408.0,7.88,2675904.0,15.03,6817.56,946882716.05,0.0,0.0,0.0,0.0,0.0,0.0,82944.0,0.0,0.0,0.0,12.73
837,41600.0,12.09,0.23,10336.0,3745664.0,8.89,5060576.0,18.08,10028.65,970263946.22,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,25.3
838,663552.0,12.23,3.35,11648.0,4440576.0,8.57,6258688.0,21.06,11148.89,957150488.4,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,22.76
839,166016.0,12.41,0.93,11360.0,3985088.0,9.08,5295584.0,19.23,10007.22,880917449.14,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,25.35
840,331904.0,13.81,2.44,8512.0,2728928.0,10.16,3991904.0,20.86,7637.76,897293146.06,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0.0,0.0,21.63
841,41472.0,12.38,0.24,10880.0,3767712.0,9.09,5029600.0,18.49,9806.35,901319104.03,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,25.87
842,83072.0,13.08,0.62,8288.0,2470656.0,9.86,3444640.0,18.08,7566.39,912933022.31,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0.0,0.0,21.83
843,166016.0,10.0,1.33,7136.0,1455808.0,7.63,2667552.0,14.57,7026.46,984650078.89,0.0,0.0,0.0,0.0,0.0,0.0,82944.0,0.0,0.0,0.0,12.36
844,41600.0,12.58,0.24,10144.0,3759360.0,9.25,5045600.0,18.79,9635.35,949857240.92,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,26.33
845,663680.0,12.69,3.49,12160.0,4423552.0,8.95,6309024.0,22.23,10691.78,879258040.94,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,23.73
846,166016.0,11.99,0.9,10912.0,3993600.0,8.78,5247360.0,18.6,10343.87,947935334.53,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,24.53
847,331776.0,13.69,2.42,8512.0,2719168.0,10.11,4030784.0,20.56,7678.31,902057661.51,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0.0,0.0,21.51
848,41472.0,11.95,0.23,10432.0,3774912.0,8.78,5031264.0,17.87,10153.02,973257143.26,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,24.99
849,83072.0,13.04,0.62,8224.0,2460896.0,9.84,3427808.0,17.91,7585.3,922336611.9,0.0,0.0,0.0,0.0,0.0,0.0,165888.0,0.0,0.0,0.0,21.77
850,166016.0,10.09,1.35,7136.0,1455392.0,7.72,2664512.0,14.73,6955.13,974653815.81,0.0,0.0,0.0,0.0,0.0,0.0,82944.0,0.0,0.0,0.0,12.48
851,41600.0,12.34,0.24,10368.0,3764288.0,9.1,5066848.0,18.58,9808.57,946043024.12,0.0,0.0,0.0,0.0,0.0,0.0,331776.0,0.0,0.0,0.0,25.87
852,123008.0,4.95,1.09,6912.0,733504.0,4.07,1538080.0,8.87,6397.17,925516010.8,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.35
853,245888.0,7.87,1.96,7712.0,1467744.0,5.97,2659904.0,14.53,7037.06,912481270.17,0.0,0.0,0.0,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,13.22
854,30848.0,4.54,0.29,7040.0,694144.0,4.15,1341696.0,7.26,6093.69,865580281.99,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.72
855,61568.0,3.13,0.55,7040.0,345248.0,2.89,963840.0,4.56,6349.89,901972853.54,0.0,0.0,0.0,0.0,0.0,0.0,30720.0,0.0,0.0,0.0,3.7
856,61440.0,7.02,0.51,7648.0,1389216.0,5.86,2304192.0,12.65,6870.24,898305536.18,0.0,0.0,0.0,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,13.54
857,123008.0,5.43,1.13,7168.0,691008.0,4.27,1573376.0,8.93,6191.96,863834118.72,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.6
858,7680.0,4.1,0.07,6752.0,675840.0,3.84,1297696.0,6.55,6528.2,966854813.94,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.21
859,15488.0,2.88,0.14,6688.0,337696.0,2.88,847712.0,4.12,6204.67,927731259.97,0.0,0.0,0.0,0.0,0.0,0.0,30720.0,0.0,0.0,0.0,3.79
860,30848.0,2.95,0.28,6880.0,276096.0,2.95,780096.0,3.04,6295.5,915043604.65,0.0,0.0,0.0,0.0,0.0,0.0,15360.0,0.0,0.0,0.0,1.87
861,15488.0,7.49,0.14,7104.0,1351680.0,6.35,2179104.0,12.29,6237.69,878052531.7,0.0,0.0,0.0,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,14.91
862,30848.0,4.61,0.28,7328.0,675456.0,4.09,1356160.0,7.44,6195.72,845486111.11,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.59
863,61568.0,4.27,0.55,7424.0,551264.0,4.27,1229536.0,5.88,6293.5,847723599.14,0.0,0.0,0.0,0.0,0.0,0.0,30720.0,0.0,0.0,0.0,3.74
864,61440.0,0.65,0.02,170432.0,691520.0,0.09,6099072.0,0.65,193680.81,1136411089.55,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
865,122880.0,0.8,0.07,94624.0,1688672.0,0.25,4139936.0,0.8,106011.8,1120347864.14,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.21
866,245760.0,1.32,0.22,58592.0,3598048.0,0.68,3977952.0,1.32,62133.74,1060447514.01,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.78
867,61440.0,0.66,0.02,170656.0,691552.0,0.09,6204160.0,0.66,194615.0,1140393540.22,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
868,122880.0,0.81,0.07,94080.0,1690240.0,0.25,4127520.0,0.81,105452.43,1120880377.61,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.21
869,245760.0,1.31,0.23,57120.0,3597536.0,0.69,3899744.0,1.31,61361.35,1074253358.75,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.79
870,61440.0,0.65,0.02,171776.0,691520.0,0.09,6146048.0,0.65,195253.31,1136674010.43,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
871,122880.0,0.8,0.06,96480.0,1689216.0,0.24,4219552.0,0.8,108214.76,1121628930.96,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.21
872,245760.0,1.3,0.22,59360.0,3596640.0,0.68,3951776.0,1.3,62421.72,1051578878.41,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.77
873,61440.0,0.65,0.02,171136.0,691552.0,0.09,6142848.0,0.65,195285.85,1141114972.02,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
874,122880.0,0.82,0.07,95584.0,1690176.0,0.25,4169504.0,0.82,104328.06,1091480326.79,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.22
875,245760.0,1.3,0.22,58720.0,3597248.0,0.68,3955168.0,1.3,62671.04,1067286053.08,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.77
876,61440.0,0.65,0.02,174624.0,691520.0,0.09,6176000.0,0.65,194683.74,1114873904.74,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
877,122880.0,0.8,0.06,95104.0,1688928.0,0.24,4175008.0,0.8,108088.56,1136530067.67,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.21
878,245760.0,1.3,0.22,58304.0,3595488.0,0.67,3976480.0,1.3,63105.46,1082352205.05,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.77
879,276480.0,8.76,2.06,8512.0,1837728.0,6.14,2996096.0,14.68,7562.67,888471177.94,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,14.31
880,553088.0,10.72,2.97,11232.0,3681088.0,7.77,5339168.0,18.17,10471.3,932273530.65,0.0,0.0,0.0,0.0,0.0,0.0,276480.0,0.0,0.0,0.0,20.3
881,69248.0,8.26,0.57,8128.0,1658880.0,6.45,2625888.0,14.62,6849.19,842665500.15,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,15.8
882,138368.0,6.91,1.15,7552.0,1137568.0,5.76,1862624.0,10.29,6786.09,898582175.93,0.0,0.0,0.0,0.0,0.0,0.0,69120.0,0.0,0.0,0.0,10.37
883,138368.0,10.89,0.82,11360.0,3312288.0,8.13,4527328.0,16.66,9516.65,837733111.63,0.0,0.0,0.0,0.0,0.0,0.0,276480.0,0.0,0.0,0.0,22.34
884,276608.0,11.92,2.06,8512.0,2266304.0,8.91,3551200.0,18.29,7566.87,888965034.11,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,18.28
885,17408.0,7.94,0.14,7904.0,1567936.0,6.42,2416896.0,13.11,6764.28,855804374.72,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,16.0
886,34688.0,7.03,0.31,7808.0,1027232.0,6.03,1767968.0,10.74,6296.85,806461558.89,0.0,0.0,0.0,0.0,0.0,0.0,69120.0,0.0,0.0,0.0,11.18
887,69248.0,4.75,0.64,6848.0,602432.0,4.52,1321376.0,7.67,6149.41,897985894.77,0.0,0.0,0.0,0.0,0.0,0.0,34560.0,0.0,0.0,0.0,5.96
888,34560.0,11.19,0.22,10240.0,3145600.0,8.4,4293216.0,16.73,9055.06,884282769.1,0.0,0.0,0.0,0.0,0.0,0.0,276480.0,0.0,0.0,0.0,23.47
889,70784.0,11.14,0.52,8320.0,2055264.0,8.53,3050144.0,15.79,7619.63,915820868.95,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,18.15
890,138368.0,8.46,1.13,7264.0,1204928.0,6.72,2260288.0,12.45,6889.28,948413790.99,0.0,0.0,0.0,0.0,0.0,0.0,69120.0,0.0,0.0,0.0,10.53
891,138240.0,0.72,0.04,177760.0,1896480.0,0.14,6971456.0,0.72,198607.3,1117277769.44,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
892,276480.0,1.03,0.14,104160.0,4350912.0,0.4,5718272.0,1.03,114814.31,1102287968.65,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
893,552960.0,2.29,0.5,59616.0,8837184.0,1.54,6998112.0,2.81,63083.13,1058157703.13,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.73
894,141824.0,0.72,0.04,175104.0,1897248.0,0.14,6866464.0,0.72,196811.46,1123968972.51,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
895,276480.0,1.04,0.14,105920.0,4350176.0,0.4,5866816.0,1.04,115809.15,1093364314.09,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
896,552960.0,2.18,0.5,59840.0,8838304.0,1.55,6641760.0,2.82,62791.81,1049328456.13,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.73
897,138240.0,0.72,0.04,175136.0,1897600.0,0.14,6866560.0,0.72,196457.46,1121742320.04,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
898,276480.0,1.02,0.13,105248.0,4350112.0,0.39,5811008.0,1.02,117547.76,1116864541.46,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.43
899,556544.0,2.16,0.5,59296.0,8836704.0,1.54,6636768.0,2.8,63261.52,1066876661.47,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.72
900,139520.0,0.72,0.04,174592.0,1897632.0,0.14,6859648.0,0.72,197226.13,1129640130.3,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
901,276480.0,1.06,0.14,107328.0,4350752.0,0.4,5923904.0,1.06,115334.83,1074601533.0,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
902,552960.0,2.17,0.5,60032.0,8838464.0,1.54,6658656.0,2.82,63101.39,1051129212.57,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.72
903,138240.0,0.72,0.04,177792.0,1897568.0,0.14,6930048.0,0.72,197615.61,1111498892.59,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
904,276480.0,1.04,0.14,105920.0,4350880.0,0.4,5863616.0,1.04,115743.8,1092747321.53,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
905,552960.0,2.21,0.5,60608.0,8838208.0,1.56,6665952.0,2.85,62206.65,1026376850.39,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.75
906,122880.0,4.89,1.08,7296.0,734464.0,4.06,1522656.0,8.62,6420.7,880030661.14,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.33
907,245888.0,7.62,1.93,7680.0,1467296.0,5.83,2634336.0,13.93,7195.17,936870659.72,0.0,0.0,0.0,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,12.93
908,30848.0,4.38,0.28,6688.0,694208.0,4.07,1322432.0,7.22,6214.98,929273546.87,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.57
909,61568.0,3.14,0.56,6560.0,344512.0,2.94,952544.0,4.83,6238.44,950982384.82,0.0,0.0,0.0,0.0,0.0,0.0,30720.0,0.0,0.0,0.0,3.77
910,61568.0,6.94,0.5,7040.0,1389504.0,5.8,2267840.0,12.01,6930.96,984511784.51,0.0,0.0,0.0,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,13.42
911,123008.0,5.32,1.08,7104.0,688768.0,4.1,1590624.0,8.99,6458.26,909101810.14,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.28
912,7680.0,4.13,0.07,6432.0,675840.0,4.0,1253408.0,6.51,6251.78,971980375.9,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.52
913,15488.0,2.98,0.15,6432.0,337792.0,2.98,819296.0,3.99,6006.19,933797447.95,0.0,0.0,0.0,0.0,0.0,0.0,30720.0,0.0,0.0,0.0,3.92
914,30848.0,2.97,0.28,6496.0,275200.0,2.97,774528.0,3.22,6242.0,960899014.78,0.0,0.0,0.0,0.0,0.0,0.0,15360.0,0.0,0.0,0.0,1.88
915,15488.0,7.28,0.14,7072.0,1351680.0,6.17,2199008.0,12.57,6421.24,907980873.97,0.0,0.0,0.0,0.0,0.0,0.0,122880.0,0.0,0.0,0.0,14.48
916,30848.0,4.64,0.27,6688.0,675456.0,3.99,1347872.0,7.54,6359.69,950909866.21,0.0,0.0,0.0,0.0,0.0,0.0,61440.0,0.0,0.0,0.0,7.4
917,61568.0,4.1,0.53,6592.0,551360.0,4.1,1216640.0,5.77,6559.46,995064163.07,0.0,0.0,0.0,0.0,0.0,0.0,30720.0,0.0,0.0,0.0,3.59
918,61440.0,0.68,0.02,167456.0,691520.0,0.1,6327424.0,0.68,190999.0,1140592155.55,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
919,122880.0,0.81,0.07,91360.0,1690240.0,0.25,4043552.0,0.81,103356.72,1131312633.78,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.22
920,245760.0,1.29,0.22,57504.0,3596256.0,0.68,3940384.0,1.29,62851.33,1092990632.54,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.77
921,61440.0,0.66,0.02,167936.0,691552.0,0.1,6035072.0,0.66,189251.48,1126926218.81,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
922,122880.0,0.8,0.06,96576.0,1689024.0,0.24,4189120.0,0.8,107290.22,1110940836.46,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.21
923,245760.0,1.31,0.23,56960.0,3597024.0,0.69,3927520.0,1.31,61741.76,1083949425.2,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.78
924,61440.0,0.65,0.02,169408.0,691520.0,0.1,6018048.0,0.65,191661.83,1131362352.03,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
925,122880.0,0.81,0.07,94720.0,1689504.0,0.25,4120480.0,0.81,104857.7,1107028121.87,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.22
926,252160.0,1.44,0.23,57408.0,3597120.0,0.69,4301888.0,1.44,61695.31,1074681487.16,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.78
927,61440.0,0.65,0.02,167968.0,691552.0,0.1,6026880.0,0.65,191132.81,1137912071.44,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
928,122880.0,0.83,0.07,93984.0,1689344.0,0.26,4139840.0,0.83,102554.89,1091195191.62,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.22
929,245760.0,1.31,0.22,57120.0,3598144.0,0.68,3945504.0,1.31,61895.81,1083610203.34,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.78
930,61440.0,0.65,0.02,171520.0,691520.0,0.1,6068640.0,0.65,191168.78,1114556773.42,0.0,0.0,0.0,0.0,768.0,184320.0,184704.0,0.0,0.0,0.0,0.06
931,122880.0,0.88,0.07,95264.0,1690400.0,0.25,4487712.0,0.88,105498.52,1107433222.61,0.0,0.0,0.0,0.0,3072.0,368640.0,370176.0,0.0,0.0,0.0,0.21
932,245760.0,1.3,0.22,58112.0,3597280.0,0.67,3964512.0,1.3,63035.13,1084717952.05,0.0,0.0,0.0,0.0,12288.0,737280.0,743424.0,0.0,0.0,0.0,0.77
933,276608.0,8.78,2.05,8288.0,1839776.0,6.12,2971008.0,14.65,7587.98,915538306.16,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,14.26
934,552960.0,10.9,3.03,10880.0,3680800.0,7.93,5207552.0,18.58,10267.41,943695533.77,0.0,0.0,0.0,0.0,0.0,0.0,276480.0,0.0,0.0,0.0,20.7
935,69120.0,8.18,0.56,8064.0,1656800.0,6.35,2641920.0,14.41,6962.02,863345550.41,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,15.54
936,138368.0,7.02,1.17,7040.0,1136736.0,5.87,1984384.0,11.64,6658.46,945804398.15,0.0,0.0,0.0,0.0,0.0,0.0,69120.0,0.0,0.0,0.0,10.57
937,138368.0,10.49,0.79,10560.0,3318656.0,7.82,4458816.0,16.22,9883.2,935909441.64,0.0,0.0,0.0,0.0,0.0,0.0,276480.0,0.0,0.0,0.0,21.51
938,276608.0,11.86,2.04,8576.0,2274080.0,8.83,3507584.0,18.24,7636.35,890432818.55,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,18.11
939,17280.0,8.36,0.15,7328.0,1567040.0,6.73,2451424.0,13.58,6453.04,880600032.35,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,16.77
940,34688.0,6.73,0.3,6720.0,1030240.0,5.78,1628992.0,8.82,6573.09,978138778.66,0.0,0.0,0.0,0.0,0.0,0.0,69120.0,0.0,0.0,0.0,10.71
941,69248.0,4.67,0.62,6624.0,602912.0,4.43,1292160.0,7.08,6269.15,946429370.19,0.0,0.0,0.0,0.0,0.0,0.0,34560.0,0.0,0.0,0.0,5.84
942,34688.0,11.34,0.22,9984.0,3137536.0,8.52,4253088.0,17.11,8929.0,894330929.49,0.0,0.0,0.0,0.0,0.0,0.0,276480.0,0.0,0.0,0.0,23.81
943,69248.0,11.54,0.53,8288.0,2052640.0,8.83,3028608.0,16.28,7350.59,886895824.4,0.0,0.0,0.0,0.0,0.0,0.0,138240.0,0.0,0.0,0.0,18.81
944,138368.0,8.57,1.14,7200.0,1206848.0,6.79,2294816.0,12.89,6819.69,947178497.94,0.0,0.0,0.0,0.0,0.0,0.0,69120.0,0.0,0.0,0.0,10.64
945,138240.0,0.72,0.04,175648.0,1897536.0,0.14,6866592.0,0.72,197491.52,1124359619.91,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
946,281600.0,1.03,0.14,104192.0,4350912.0,0.4,5722624.0,1.03,114368.2,1097667802.75,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
947,552960.0,2.29,0.5,59712.0,8838240.0,1.55,6979424.0,2.82,62725.44,1050466312.37,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.74
948,138240.0,0.71,0.04,177280.0,1897472.0,0.14,6930560.0,0.71,199983.48,1128065667.2,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
949,276480.0,1.04,0.14,106688.0,4350976.0,0.4,5794240.0,1.04,114602.11,1074179955.68,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
950,552960.0,2.13,0.49,59424.0,8839648.0,1.52,6624544.0,2.77,64134.61,1079271188.6,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.7
951,138240.0,0.72,0.04,177856.0,1897120.0,0.14,6960352.0,0.72,198638.22,1116848586.62,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
952,276480.0,0.98,0.13,104320.0,4350656.0,0.39,5698240.0,0.98,119279.91,1143404020.39,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.43
953,552960.0,2.16,0.5,59552.0,8837472.0,1.54,6589280.0,2.83,62732.33,1053404307.72,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.73
954,138240.0,0.71,0.04,175296.0,1897248.0,0.14,6871328.0,0.71,199564.78,1138444561.07,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
955,276480.0,1.03,0.14,105632.0,4350144.0,0.4,5752640.0,1.03,115311.04,1091629781.1,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
956,552960.0,2.13,0.49,58912.0,8839008.0,1.52,6592480.0,2.79,63724.35,1081687124.05,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.71
957,138240.0,0.71,0.04,174016.0,1897248.0,0.14,6825856.0,0.71,199104.63,1144174269.2,0.0,0.0,0.0,0.0,1728.0,414720.0,415584.0,0.0,0.0,0.0,0.13
958,276480.0,1.02,0.13,105504.0,4350816.0,0.4,5748800.0,1.02,116235.87,1101720033.08,0.0,0.0,0.0,0.0,6912.0,829440.0,832896.0,0.0,0.0,0.0,0.44
959,552960.0,2.15,0.5,59424.0,8837696.0,1.54,6596704.0,2.82,63168.76,1063017623.51,0.0,0.0,0.0,0.0,27648.0,1658880.0,1672704.0,0.0,0.0,0.0,1.72
960,98304.0,0.66,0.02,269760.0,1106464.0,0.07,9916768.0,0.66,308148.39,1142305712.07,0.0,0.0,0.0,0.0,768.0,294912.0,295296.0,0.0,0.0,0.0,0.06
961,393216.0,0.8,0.07,288000.0,5404512.0,0.19,12666624.0,0.8,326127.94,1132388695.99,0.0,0.0,0.0,0.0,3072.0,1179648.0,1181184.0,0.0,0.0,0.0,0.21
962,1572864.0,1.38,0.24,340000.0,23020960.0,0.68,24911168.0,1.38,371621.78,1093005228.76,0.0,0.0,0.0,0.0,12288.0,4718592.0,4724736.0,0.0,0.0,0.0,0.74
963,6528.0,1.33,0.02,22976.0,1029248.0,0.94,1562528.0,1.33,24136.3,1050500361.09,0.0,0.0,0.0,0.0,12288.0,313344.0,319488.0,0.0,0.0,0.0,1.09
964,26112.0,1.25,0.05,26848.0,1180480.0,0.82,1702368.0,1.25,28012.89,1043388292.94,0.0,0.0,0.0,0.0,12288.0,313344.0,319488.0,0.0,0.0,0.0,0.94
965,106752.0,1.28,0.2,28064.0,1529184.0,0.8,1869600.0,1.28,30132.69,1073713126.61,0.0,0.0,0.0,0.0,12288.0,313344.0,319488.0,0.0,0.0,0.0,0.87
966,802816.0,1.62,0.8,53696.0,4917344.0,0.96,4484512.0,1.76,57096.98,1063337706.37,0.0,0.0,0.0,0.0,18432.0,595968.0,589824.0,0.0,0.0,0.0,0.67
967,401408.0,0.92,0.24,88736.0,2476640.0,0.28,4266528.0,0.92,95177.39,1072590480.63,0.0,0.0,0.0,0.0,4608.0,296448.0,294912.0,0.0,0.0,0.0,0.19
968,250880.0,0.71,0.07,184640.0,1470816.0,0.1,6884864.0,0.71,199957.46,1082958529.91,0.0,0.0,0.0,0.0,1152.0,184704.0,184320.0,0.0,0.0,0.0,0.05
969,100352.0,0.61,0.02,262080.0,561216.0,0.05,8857152.0,0.61,298516.56,1139028371.32,0.0,0.0,0.0,0.0,288.0,73824.0,73728.0,0.0,0.0,0.0,0.02
970,100352.0,0.61,0.02,265632.0,561248.0,0.05,8993920.0,0.61,302876.8,1140212008.7,0.0,0.0,0.0,0.0,288.0,73824.0,73728.0,0.0,0.0,0.0,0.02
971,98304.0,0.08,0.02,268608.0,1106464.0,0.08,911872.0,0.1,308942.06,1150159546.83,0.0,0.0,0.0,0.0,768.0,294912.0,295296.0,0.0,0.0,0.0,0.06
