Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
32,700160.0,14.04,9.03,5184.0,1400000.0,7.55,3000224.0,18.91,4393.83,847575874.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.05
33,48512.0,1.72,0.39,7712.0,96704.0,1.72,430528.0,1.27,6965.96,903262832.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28
34,96896.0,3.62,1.12,5440.0,386688.0,3.62,748032.0,4.38,4903.91,901453567.54,0.0,158010.0,365376.0,48336.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77
35,48512.0,0.1,0.02,97408.0,49632.0,0.1,301024.0,0.06,110467.89,1134074089.28,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,27520.0,1.65,0.23,7744.0,54592.0,1.65,340416.0,1.01,6922.02,893855697.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16
37,54656.0,2.87,0.61,5408.0,218176.0,2.87,481248.0,2.23,5059.5,935558431.95,0.0,89058.0,205856.0,27272.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07
38,27520.0,0.16,0.02,59136.0,28064.0,0.16,254624.0,0.08,64516.22,1090980489.42,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,75648.0,1.86,0.62,7872.0,151168.0,1.86,559968.0,1.78,6926.09,879838998.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.45
40,151296.0,4.45,1.74,5824.0,604672.0,4.45,1034560.0,5.84,4921.83,845095009.16,0.0,245864.0,567552.0,75584.0,0.0,0.0,0.0,0.0,0.0,0.0,5.85
41,75648.0,0.06,0.02,153632.0,63168.0,0.06,359008.0,0.04,173912.04,1132003990.3,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
