Metric Name,dram__bytes.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,gpu__dram_throughput.avg.pct_of_peak_sustained_elapsed,gpu__time_duration.sum,l1tex__t_bytes.sum,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__t_bytes.sum,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__cycles_elapsed.avg,sm__cycles_elapsed.avg.per_second,sm__inst_executed_pipe_tensor.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed
577,2359424.0,27.03,20.2,6976.0,4718592.0,13.37,8595552.0,36.71,6531.02,936212516.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.23
578,109443584.0,76.87,76.87,71008.0,129388416.0,26.34,227347936.0,78.12,80435.07,1132760732.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62
579,1179776.0,16.02,11.9,5472.0,2359296.0,8.75,4345056.0,22.92,5574.31,1018697882.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.06
580,393344.0,7.06,4.87,4928.0,786432.0,5.1,1558560.0,9.96,4553.09,923923009.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.32
581,1638528.0,20.93,15.56,6304.0,3276800.0,10.77,6009888.0,29.25,5915.87,938431213.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.01
582,559232.0,9.88,6.9,5216.0,1118208.0,6.27,2186336.0,14.62,4561.33,874488752.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.85
583,4358272.0,37.65,28.63,8544.0,8716288.0,17.88,15618720.0,50.91,8518.43,997006779.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4
584,33408.0,2.88,0.48,4480.0,65536.0,2.88,246624.0,1.28,3975.04,887285052.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13
585,24047744.0,59.87,50.45,25312.0,44316928.0,27.28,78213856.0,80.12,26816.44,1059436016.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.95
586,4817024.0,39.56,30.0,9728.0,9634304.0,18.65,17319904.0,52.55,8967.63,921836927.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.77
587,37660544.0,59.83,59.83,32032.0,57941632.0,26.89,102230816.0,79.39,35458.87,1106982716.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.82
588,98212864.0,75.68,75.68,64480.0,117706752.0,26.4,206863840.0,78.81,73278.2,1136448568.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.65
589,8601728.0,48.66,37.35,13184.0,17204224.0,22.58,30573344.0,64.4,12864.35,975754843.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.67
590,1048704.0,15.41,11.29,5856.0,2097152.0,8.53,3907040.0,22.25,5223.02,891908900.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.92
591,8667776.0,48.95,37.44,12416.0,17334272.0,22.59,30990240.0,65.03,12953.19,1043265559.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68
592,3686528.0,34.55,25.86,8416.0,7372800.0,16.4,13378208.0,46.66,7953.11,944998943.81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.71
593,8200320.0,47.71,36.4,12224.0,16400384.0,22.03,29357152.0,63.12,12588.09,1029785061.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.42
594,2150528.0,25.42,18.9,6720.0,4300800.0,12.63,7874144.0,34.38,6366.93,947459215.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89
595,1769600.0,22.22,16.46,6400.0,3538944.0,11.3,6512992.0,30.86,6026.35,941617476.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25
