repeat_numbers
16
30
25
7
11
30
16
3
620
15
35
4
7
5
40
1
31
5
12
2
5
1
15
3
72
1
23
124
8
2
5
7
9
6
10
7
10
24
1230
10
160
6
1
4
4
1
409
5
15
11
50
1
5
1
4
10
4
12
2
2
6
3
6
7
100
1
12
7
30
10
7
7
2
35
120
436
98
1
181
15
12
80
1
15
5
18
6
7
10
120
10
100
60
60
10
25
1
7
5
15
10
15
6
2
120
1
20
4
11
20
30
5
1160
110
19
6
20
4
1
10
1
30
29
1
5
11
2
1460
3
8
8
22
5
18
1035
1
151
840
3
3
105
40
1
5
6
60
74
5
29
1
4
15
3
1
76
44
350
2
6
60
4
2
5
2
60
50
3
1
1
5
24
105
320
30
5
5
230
78
11
25
40
73
94
3
22
3528
7
2
8
5
6
60
64
6
15
23
3
2
8
3
6
1
5
210
15
15
20
60
1
40
30
24
5
18
30
5
2
120
5
1880
5
1430
52
31
4
24
2
12
6
60
320
40
1
26
1
1
170
5
7
1
2
2
141
1
20
20
4
3577
10
3
64
45
14
12
3
20
1
7
10
18
630
1
10
580
22
66
1
7
98
10
173
1
10
1
4
3
5
1
1
4
1
15
10
3
40
6
6
6
92
25
79
3
1
35
3
2
1
22
248
20
30
1
43
238
15
35
180
1
115
4
30
5
1
2
30
41
210
6
55
40
1
5
4
20
21
30
250
4
400
250
90
8
18
60
5
8
1
5
5
15
12
58
16
6976
40
7
22
5
2
204
1586
80
8
5522
3
103
1
1
3
6
35
2
160
10
22
1
10
5
7
2
22
4
10
15
35
20
90
11
3
12
7
17
92
16
3
280
365
1
1
1894
6
1
5
106
15
8
11
12
5
5
2
8
5280
11
1
2
135
1
80
10
1
15
25
2
9
2
365
195
2583
31
8
640
1
6
5
1462
3
6
16
500
20
5
27
3746
50
3
12
4
6
10
10
81
30
15
26
45
1825
6
6
36
82
22
50
124
17
3
4
3
32
2
2
14
8
40
6
70
20
5
3
45
1
32
10
1
2263
12
40
1
1
252
9
2
1825
20
10
1
3
60
325
720
1
55
30
5
1
719
2
1
5
100
231
12
8
50
2
3
115
34
11
1
250
65
30
11
5
67
8
1
12
25
5
7
1
6
122
10
1460
12
50
15
11
1
70
85
1
542
42
5
6
3
20
1
36
4
1
230
70
139
101
3
10
18
2
2
10
1
3
53
10
7
25
4
1
1
1
2
160
8
220
5
5280
1
60
4
1
6
7
837
4
70
93
20
25
18
3
69
30
1
4
1
12
15
1
930
1335
2
1
1
290
10
168
73
7
140
438
1
10
4
52
20
15
50
970
2
1
1
1440
3
1
16
22
3
10
12
5
80
3
5
45
1
1
6
3
20
30
5
2
30
32
7
12
5
60
1
20
2
4380
6
5
40
56
15
37
10
2
2420
1
320
43
11
3
2660
1
4
880
6
10
2
6
438
40
150
2
20
70
5
2
2640
72
3
8
2
35
25
30
1
120
8
160
3
1
1
12
115
160
6
7
4
9
4
29
20
20
10
4
5
41
10
30
365
4
215
20
1
2
9
40
18
30
20
76
12
40
30
5
6
73
145
3
5
5
1
6
60
20
30
20
8
1
150
10
18
30
30
3
2
1
170
62
60
6
6
12
1
60
80
45
5
1
743
17
3
4
7
120
4
5
90
50
7
17
385
22
43
10
1460
17
46
100
10
60
16
930
1
80
862
28
20
50
560
8
30
8
30
8
55
18
12
1236
30
40
4
15
1
23
1394
7
2640
4
1
6
3715
23
4
53
5953
1
400
1
5
40
1
160
155
135
87
114
8
6
100
2
1300
2
7
3
175
1
40
1
23
42
36
25
6
70
6
144
9
24
1
5
75
12
4
6
340
24
2
3
47
1
185
1
60
10
115
465
14
33
1
1894
4415
40
150
6
70
5
25
80
6
3
49
40
3
20
7
1
1
3
1410
1
60
19
6
42
20
1
3
405
55
9
1
1
1
2
56
67
11
40
53
10
6
30
25
1
56
44
1
3
30
128
4
6
30
2
2540
269
10
730
2
7
48
8
22
17
1
255
365
4
9
6
32
10
140
25
360
10
4
114
100
6
2
5
55
150
35
20
51
28
15
1
3
5
5
2
1
95
14
360
80
9
2
15
15
505
9
685
1
1150
80
5
200
30
6
300
11
3
60
5280
80
35
10
1
108
205
300
12
55
485
12
400
2846
6717
1
15
10
3
16
1
12
6
5
42
720
51
6
10
1
3
15
35
7
525
5
5
330
9
8
44
35
340
36
7
1
4
14
1
2
1
5
20
5
55
40
2520
40
19
696
30
25
4
225
426
69
5
5
64
15
3
1550
1
1
16
345
3282
11
6
6
20
10
24
15
23
69
540
12
930
20
120
6
2
9
620
1
1
5
2
20
12
6
30
6
23
6
165
32
355
100
1
45
51
3
38
20
128
12
131
1
5
15
10
4
1
155
6
111
74
35
28
40
30
8
600
5
18
12
21
10
8
20
17
1
3
9
5
7
20
1
6
60
10
5
6
1
50
1
12
77
11
117
315
7
35
34
7
60
7
7
7
385
40
7
4
10
23
6
10
2
35
14
60
40
2575
60
4
3
40
450
1
4
5
7
1
40
15
1245
42
20
2
2
10
45
2
80
1152
6
60
3
2
10
20
380
2
1
2466
45
18
5
1
16
1
5
6
335
35
10
5
1
1
20575
40
1
40
24
30
70
24
20
14
68
1
30
5
18
1323
10
1
6
9464
25
15
8
250
5
155
82
16
6
2
35
16
64
9
1615
30
9
6
7
27
4
2232
10
10
1
14
330
4
2518
1
20
162
18
35
3
3
45
2
4
105
5
5
780
50
3
2
24
1
1
5
6
70
1
2
315
5
15
5
42
2
2
6
40
10
30
19
12
45
35
48
11
94
8
3
25
1
1
101
30
4
6
9
1
3
4
17
1
10
1
327
1
1
6
15
50
3
12
6
20
120
10
3
35
76
38
5
30
23
1
100
75
345
25
1
1
1
6
5
9975
4
47
39
1118
1
4
3
30
1
16
2
10
6
80
120
1
17
630
53
20
2
5
50
1
1520
3087
20
18
15
12
9
1180
8
5
30
21
4
120
184
15
10
15
5
20
2
5
480
6
35
1
4
3
5
5
60
6105
5
5
3
26
5
39
4
12
7
3
21
5
24
5
3
1
30
138
792
5
5
2565
25
74
8
15
50
60
4
1
4
8
4
12
36
780
2
220
5
9
78
1
2
6
1
24
5
27
3
12
20
5
48
27
35
4
30
29
3
120
7
1870
60
300
23
8
17
15
1168
1
32
14
10
1
5
2
5
3
90
10
2180
25
6
40
4
2252
8
136
13
15
5
9464
11
17
43
2
4
104
1
6
809
130
8
426
6
133
1300
7
3
17
1
6
20
2
3
40
14
5
315
5
5
6
53
650
10
600
175
20
63
3
20
1
68
6
113
24
4
15
5
1
22
3212
7
6
2
3
145
6
2
567
40
5
4
5
9
3
6
94
1
10
2
1
505
1
1
2
16
20
3
16
30
110
4
75
2
6
12
29
68
2
2
20
1
23
1
975
40
76
20
79
1
70
1
1
17
24
10
7
3
15
5
5
1
2
2
6
340
35
1
1120
2
1
15
11
45
1
53
3
6
2
4
1
80
8
48
109
1
12
5
3
2
11
225
2
263
65
91
5
105
80
38
1
20
75
1143
30
60
3
31
9
1
10
2
55
66
3022
400
3
10
4
6
17
6
30
2
5
1
4
1
3
1
102
1430
10
20
2542
407
1
10
1
2897
20
58
146
4
12
1947
1
1
6
5
12
1
39
1
398
4
45
1
32
10
30
255
12
8
5
375
6
1
1
6
1
3
5
60
90
13
30
6
1
9357
38
420
4
90
330
1
1
228
2771
2
3
1
770
9830
10
47
36
3650
242
98
20
8
30
540
4
30
6
1
12
6
3200
406
2
1
4
6
6
150
45
44
5
4
1
3
1600
5
10
100
3
1
18
171
115
1
5
5
1
3
5
20
60
80
35
68
1
69
6
73
10
45
141
935
10
1
36
15
32
10
16
10
6
15
26
8
5
2
2
327
60
25
3
1
5
90
5
5
38
1
9
12
18
12
3
159
1
40
45
5
1
120
1
50
111
40
1560
24
60
16
9
4800
100
6
10
8
5
4
2205
6
6
1
10
20
64
8
397
130
185
5
200
251
4
43
24
2
128
2
10
99
60
5
62
1
10
140
18
8
12
16
18
40
30
2
20
10
2
1
30
1
15
5
4
11
30
21
600
5
6
4
9
2
5
2
630
1
1
45
50
120
1
44
720
6
227
65
1
4
12
10
620
3
5
12
21
1
22
238
325
60
231
28
9
15
100
72
10
360
55
5
100
55
48
145
10
10
630
28
46
7
20
1
3715
1
46
6
20
2
40
6
32
1
4
1
24
19
1
15
20
4
105
5
2772
10
32
108
20
4
5
10
50
10
8
1
90
88
35
9
10
438
75
281
6
5570
23
1
75
62
22
2
68
1
20
5
53
630
100
355
48
6
8
5
1
39
1
22
5
45
12
50
3
10
4
132
9
110
3
35
30
12
7
43
1
10
8
2
2
35
15
5222
3
20
22
1
59
6
1
7
210
11
1
880
3
1
12
2
8
10
20
5
20
5
1
3
14
3
11
1400
6
1
370
8
5
1
280
13
26
1
1
5
1
6
14
12
5
270
11
30
30
7
15
11
15
3
39
2
1
3
1
35
20
10
12
30
250
21
2
70
40
70
370
1
130
30
4585
6
24
3
5
1
5
3273
8
9
6
80
7
4
3
5
192
55
11
3
6
280
3
45
2
17
42
376
1
4
30
30
9975
4
140
15
10
60
10
45
2
15
10
2
53
4
9
5
4
6160
5
11
347
35
4
2
66
1
26
1
10
23
1
1
18
10
4
60
1
1008
36
4
8
30
1
1
1
863
110
18
3
10
250
5
2
5
2276
450
5
6
4
1
120
5
15
12
9285
2
629
80
210
10
15
5
30
1
1
68
3
30
5
6
29
160
36
4
60
320
130
6
2100
1
22
70
2
4
2
5
150
6
8
76
18
4
8
40
44
160
22
6
25
1590
10
3
1
950
1
20
1
75
20
25
874
622
184
22
15
1
10
9
406
15
25
10
5
34
20
53
6
33
67
92
2
21
38
20
1
35
23
6
50
15
1
8
1
50
3
65
5
2
6
24
23
4
10
30
24
40
54
2
10
6
6
11
4
3
1
35
1
9
330
1
5
3
2
8
388
15
29
110
116
1
7
5
700
6
20
3650
20
4585
29
120
35
8
6
5
6
5
20
15
200
15
5
230
12
5
12
12
5
24
1410
60
3
3
6
18
12270
1
1
1920
1240
6
150
1
10
4
20
1
20
35
1
1
1
29
1550
10
6
40
1
39
15
5
1
5
4
751
40
5
6
10
5
15
20
6
4
1
12
16
3
88
73
2160
4
100
110
5
12
16
1
3
60
3
14
10
3
30
3168
96
280
9357
30
5
5
1
8
20
8
12
1
240
14
2
550
8
53
100
5
5
2
81
10
1
46
4
3
15
533
15
352
6
5
20
12
1
7
6
7
64
1
6
50
145
168
5
60
82
20
7
1
5
66
20
7
14
1
3
51
1
15
6
10
175
8
30
17
1
7
138
19
5
40
7834
7
75
7
5
1
6
2
6
15
1
159
6
15
33
1
5
1188
2
5
5
1
15
2
4
330
22
135
5
15
21
140
39
42
3251
53
25
6
34
10
6
6
40
2
1280
10
1
15
10
136
3
67
1
7
20
20
8
436
4
5
40
120
3
1550
10
614
10
10
20
40
42
546
166
1090
4
20
20
20
6
1
15
10
3
1
12
55
5
48
5
1
540
1500
12
5
25
880
104
1
5
9
2
3
693
1
30
5
17
825
123
146
3
2
5
80
4
40
15
4305
10
4
10
17
26
20
10
1
968
80
10
6105
10
160
580
5
11
6
342
15
54
1
3
32
5
1
2
5
70
160
6
35
3
15
6
5
5
12
5
39
3091
73
269
1
3
3
8
12
10
5
3
7
3
6
3
4
10
2
1
5
10
6
3255
5
33
2
6
520
1
5
21
17
5
215
12
3
4
463
34
1
1
20
28
1
7
4
24
2
32
1000
1
5
124
20
1
1135
1
15
6
10
40
5
4
9
230
5
25
10
55
86
3
24
10
15
3
14
35
15
115
9
73
5
41
10
44
60
60
18
2
15
180
1
12
30
20
7
24
3
2
10
107
5
5
215
17
23
2
15
92
30
29
2
18
696
2
210
1
60
30
30
13
20
9
1
1
10
1287
10
2
3
1
111
46
46
4
10
865
2320
4
7957
60
1
64
1
2
4
25
1
11
20
2
54
1
3
13
154
3
120
9
60
3520
207
749
6
20
7
2
15
5
8
1
36
2
12
2
60
60
30
5
80
23
42
390
55
3
52
8
16
20
32
10
22
184
6
30
2
1
58
60
12
30
14
29
150
4
550
10
4
15
180
65
5
1
9
22
40
20
5
2
10
4
1
3
15
69
18
9
9
45
48
6
18
180
2
1
10
140
8
1
4
1
12
1
94
18
30
173
16
13
2
35
5
8
60
2
100
1
3
6
36
1
7
180
85
2276
5
20
146
5
5
25
2
65
8
30
3
15
35
1
110
95
8
550
16
8
3
15
9
4
1
520
14
62
88
700
16
6
5
60
6
2
82
24
151
1178
140
20
35
1
1
24
110
5
5
75
8
26
3
6
9
125
1
2
9
10
15
12
4
1
1
2
4
37
2
12
21
1
1
6
4
1
8
10
16
1
5
10
1
20
12
650
4
10
20
3
79
3052
3
3
12
100
129
90
42
19
1
185
10
3
63
1
5
7
2
500
5
20
10
25
20
5
4
6
26
4
15
240
2
65
1
1
100
4
60
5
30
350
15
5910
10
11
426
1
45
26
4
40
10
1
35
10
165
7
3
10
7
16
3
5
2
1118
260
1
40
3
5
10
4
2
365
5
1
5
10
6
255
3
8
13
5
6
70
28
15
1394
1
25
20
1
1
3
15
378
2160
7
7
165
240
5
6
1
15
4
10
180
4
1
6
6
35
4
40
120
2
64
5
5
230
5
20
40
12
165
2771
6
23
4
9
3
125
8
43
8
5
7
88
5
29
45
16
1
15
53
11
332
20
23
109
6
6
75
4
209
140
155
1
99
300
140
4
3
8
36
10
59
780
730
630
43
50
44
15
30
365
1550
2
19
2
1
99
2
7
365
44
6
5
803
630
30
2
32
1
14
1
15
8
6
1
4
1
16
146
65
3
10
1
1
100
2190
95
5660
20
5
3
12
7
30
20
5
20
8
10
30
615
2
6
1
2
730
7
70
3
302
23
5
24
20
12
419
70
7
12
138
8
525
40
90
14
25
7
55
1
1
1953
381
3
4
12
15
39
5
4
1
6
730
66
162
5
54
150
436
8
25
5
1
72
12
22
8
5
195
2
1
7
65
145
23
1
6
35
1
780
5
1
2
68
1
62
4
30
630
6
11
3
40
737
5
25
1
65
154
9
1
9
105
1
110
1
8
5
60
5
1
10
2
3
2
5
24
15
1
2
180
35
1
930
25
8
1
6
18
1
1
20
30
5
54
5
69
1260
18
53
5
7
485
1
17
36
325
1
8
15
73
30
330
5
9
2
4
5
1
12
8
44
5
330
96
5
8
2
80
1
5
1
2
2150
3
40
4
90
8
126
3
6
5
130
44
60
10
3
10
60
75
10
9
40
360
140
7
15
12
7
140
1600
7
427
65
3
18
79
1
16
2
10
13
136
25
545
9
1
10
4
1
2
2
8
1
1
64
46
6
80
15
5
65
1
7
100
30
210
24
8
15
45
5
4
15
2
5
48
42
3
84
12
2
3521
1
15
18
24
138
8
25
8
85
1
42
10
8
80
5
18
17
1
10
5
1241
2
15
4
1
1
19
60
660
16
1774
130
1
10
5
11
10
10
4
11
8
10
50
5
5
35
4
5
20
1
10
3
230
20
1
10
5
6
20
126
20
40
1
6
14
1
2
5
4
5
7
2
4
6
3
22
290
3
60
3
289
5
11
4
2
7
66
4
195
11
24
