Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s,kernel_nums
8.393599999963684e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134233472.0,271150112.0,154168320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.7343999306040227e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14155904.0,50276640.0,28295680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.376003746554634e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5120128.0,18437024.0,10240000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.2384001446756906e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8388736.0,30123424.0,16779264.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.415999580571449e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22098432.0,73706528.0,41946624.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.328004668539052e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2179200.0,7996448.0,4358144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
7.343999771599527e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114373632.0,235550752.0,133820928.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.9424000685018068e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16554112.0,58471008.0,33108992.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.783999766529624e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30024064.0,88719328.0,50335232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.851200164472758e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104663040.0,218656416.0,124614272.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.1295997452560747e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7241856.0,25867360.0,14487040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.6288000345362276e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13107328.0,46432992.0,26208768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
9.344001840523225e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5218432.0,18872480.0,10436608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.48000493085581e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65664.0,366560.0,131072.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1.932800276338786e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16384384.0,57988128.0,32751744.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.9056000674244742e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32163584.0,91926112.0,52447488.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.40000041143931e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1505408.0,5559328.0,3010560.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.640005568934755e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61568.0,346080.0,122880.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.087995450251611e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,491648.0,1940736.0,983040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.111995646811643e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1474688.0,5438688.0,2949120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.639997697641745e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4194432.0,15124768.0,8388608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2.025599680053576e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16777344.0,59555232.0,33550848.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.863996081185648e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129152.0,603872.0,258048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.7040013037760765e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73856.0,397472.0,147456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
