Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
3.292800240441037e-05,0.0,0.0,0.0,0.0,3145728.0,0.0,1572864.0,0.0,0.0,49152.0,36.6,22.29,50.67,11761152.0,63447648.0,37748736.0,53.13,147456.0,3.85,87.48,0.0,24.0,1572864.0,6291456.0,25165824.0,31457280.0,2.6746767663575812,0.49579899321090676,0.8333333333333334,889.7252447988154,711.7801958390523
0.0001048959970399,0.0,0.0,0.0,0.0,7680000.0,0.0,3840000.0,0.0,0.0,153600.0,38.67,26.69,53.22,58493184.0,192032480.0,123202592.0,50.99,546816.0,4.29,77.65,0.0,24.0,6291456.0,15360000.0,78643200.0,94003200.0,1.6070795530638236,0.4895171900086902,0.7629969343502123,834.6105162887463,698.2362489213042
0.0001196159960527,0.0,0.0,0.0,0.0,12582912.0,0.0,6291456.0,0.0,0.0,196608.0,44.27,23.39,53.09,105689728.0,252308544.0,150994944.0,55.83,589824.0,4.06,91.12,0.0,24.0,6291456.0,25165824.0,100663296.0,125829120.0,1.190552027913252,0.49871129215505283,0.8333333333333334,979.697564432519,783.7580515460153
0.0003100799999999,0.0,0.0,0.0,0.0,28311552.0,0.0,14155776.0,0.0,0.0,442368.0,41.89,20.26,47.05,263619584.0,573385472.0,339738624.0,48.94,1622016.0,4.22,77.76,0.0,24.0,18874368.0,56623104.0,226492416.0,283115520.0,1.0739548090630475,0.49376123711763664,0.8333333333333334,850.3349941953206,680.2679953562565
0.0004646719977417,0.0,0.0,0.0,0.0,50331648.0,0.0,25165824.0,0.0,0.0,786432.0,51.28,23.63,53.48,483364480.0,1007755584.0,603979776.0,56.34,2359296.0,4.1,91.71,0.0,24.0,25165824.0,100663296.0,402653184.0,503316480.0,1.041277340031274,0.499443007799796,0.8333333333333334,1008.7760878170387,807.020870253631
1.4495999640402023e-05,0.0,0.0,0.0,0.0,1048576.0,0.0,524288.0,0.0,0.0,16384.0,29.32,18.43,40.88,2097664.0,21417408.0,10485760.0,42.5,49152.0,3.05,81.59,0.0,24.0,524288.0,2097152.0,8388608.0,10485760.0,4.998779594825482,0.4895905237459173,1.0,673.6772380141399,538.9417904113119
3.4496003483600937e-05,0.0,0.0,0.0,0.0,2359296.0,0.0,1179648.0,0.0,0.0,49152.0,28.77,17.78,45.87,5828224.0,51535328.0,26719456.0,52.96,180224.0,4.55,77.2,0.0,24.0,2097152.0,4718592.0,25165824.0,29884416.0,5.127533876529111,0.5798821344457146,1.1184515133841049,806.8190062431747,679.4265315731998
4.288000033967194e-05,0.0,0.0,0.0,0.0,4194304.0,0.0,2097152.0,0.0,0.0,65536.0,36.91,22.53,51.32,22043136.0,84179456.0,50331648.0,53.73,196608.0,3.89,88.96,0.0,24.0,2097152.0,8388608.0,33554432.0,41943040.0,1.9027710031821243,0.4982574370639791,0.8333333333333334,910.9724741270572,728.7779793016458
0.0001400000042391,0.0,0.0,0.0,0.0,10240000.0,0.0,5120000.0,0.0,0.0,204800.0,38.26,26.43,52.72,84617472.0,255924320.0,164472064.0,50.49,729088.0,4.24,78.03,0.0,24.0,8388608.0,20480000.0,104857600.0,125337600.0,1.4812260049555723,0.48974478080082423,0.7620601149627453,833.7838056688005,697.54462173599
0.0001587519993484,0.0,0.0,0.0,0.0,16777216.0,0.0,8388608.0,0.0,0.0,262144.0,46.3,23.28,52.88,147960192.0,335500608.0,201326592.0,55.54,786432.0,4.04,91.37,0.0,24.0,8388608.0,33554432.0,134217728.0,167772160.0,1.1339006643084106,0.5000651444423015,0.8333333333333334,984.239572675182,787.3916581401456
0.0004116160029068,0.0,0.0,0.0,0.0,37748736.0,0.0,18874368.0,0.0,0.0,589824.0,42.88,20.38,47.03,357584768.0,764262816.0,452984832.0,49.22,2162688.0,4.24,77.73,0.0,24.0,25165824.0,75497472.0,301989888.0,377487360.0,1.055658388670515,0.4939234934596112,0.8333333333333334,854.10309005795,683.28247204636
0.0006219839987092,0.0,0.0,0.0,0.0,67108864.0,0.0,33554432.0,0.0,0.0,1048576.0,51.65,23.54,53.43,651332992.0,1342080576.0,805306368.0,56.14,3145728.0,4.08,91.74,0.0,24.0,33554432.0,134217728.0,536870912.0,671088640.0,1.0303311028961357,0.5000360276430973,0.8333333333333334,1004.8490014165302,803.8792011332241
2.2783999306664465e-05,0.0,0.0,0.0,0.0,2097152.0,0.0,1048576.0,0.0,0.0,32768.0,35.46,22.65,49.38,4205184.0,42229024.0,20971520.0,51.78,98304.0,3.74,85.96,0.0,24.0,1048576.0,4194304.0,16777216.0,20971520.0,4.9870635862782695,0.4966138928524609,1.0,857.2353666762527,685.7882933410021
6.470400166681502e-05,0.0,0.0,0.0,0.0,4718592.0,0.0,2359296.0,0.0,0.0,98304.0,30.29,18.14,47.88,29507072.0,106077536.0,52983200.0,53.93,360448.0,4.64,79.36,0.0,24.0,4194304.0,9437184.0,50331648.0,59768832.0,2.0255765126407663,0.5634447617636971,1.1280713886665963,860.2877884838556,724.4528745127204
8.070400298376988e-05,0.0,0.0,0.0,0.0,8388608.0,0.0,4194304.0,0.0,0.0,131072.0,39.96,23.31,52.79,63987328.0,167814976.0,100663296.0,55.62,393216.0,4.04,90.55,0.0,24.0,4194304.0,16777216.0,67108864.0,83886080.0,1.3109795739556431,0.4998724309325051,0.8333333333333334,968.0436795150231,774.4349436120185
0.0002752960042129,0.0,0.0,0.0,0.0,20480000.0,0.0,10240000.0,0.0,0.0,409600.0,38.66,26.72,53.65,186947200.0,513131360.0,329387776.0,51.03,1458176.0,4.29,78.28,0.0,24.0,16777216.0,40960000.0,209715200.0,250675200.0,1.3408876944934185,0.48852052230836174,0.7610337063631651,848.0307344951664,709.463621015564
0.0003104640003235,0.0,0.0,0.0,0.0,33554432.0,0.0,16777216.0,0.0,0.0,524288.0,50.26,23.65,53.67,315485824.0,672022720.0,402653184.0,56.44,1572864.0,4.1,91.73,0.0,24.0,16777216.0,67108864.0,268435456.0,335544320.0,1.0635797061994139,0.49930502349682465,0.8333333333333334,1006.5579251519613,805.246340121569
0.0008205119964522,0.0,0.0,0.0,0.0,75497472.0,0.0,37748736.0,0.0,0.0,1179648.0,44.15,20.4,47.1,735392384.0,1529489824.0,905969664.0,49.25,4325376.0,4.25,77.99,0.0,24.0,50331648.0,150994944.0,603979776.0,754974720.0,1.0266284182785337,0.49361212356781264,0.8333333333333334,856.9344543897373,685.5475635117898
0.001237408000965,0.0,0.0,0.0,0.0,134217728.0,0.0,67108864.0,0.0,0.0,2097152.0,52.61,23.62,53.61,1322125696.0,2684506368.0,1610612736.0,56.32,6291456.0,4.1,91.83,0.0,24.0,67108864.0,268435456.0,1073741824.0,1342177280.0,1.0151661707057542,0.4999717251555426,0.8333333333333334,1010.176109274532,808.1408874196256
4.287999557393028e-05,0.0,0.0,0.0,0.0,4194304.0,0.0,2097152.0,0.0,0.0,65536.0,36.95,23.49,51.13,22023040.0,84062688.0,41943040.0,53.85,196608.0,3.9,89.07,0.0,24.0,2097152.0,8388608.0,33554432.0,41943040.0,1.9045072796489495,0.4989495458436923,1.0,910.9725753737903,728.7780602990323
0.0001250879990152,0.0,0.0,0.0,0.0,9437184.0,0.0,4718592.0,0.0,0.0,196608.0,31.05,18.48,49.01,76443776.0,213071264.0,106609824.0,54.9,720896.0,4.73,80.87,0.0,24.0,8388608.0,18874368.0,100663296.0,119537664.0,1.5637331154337535,0.5610219874604958,1.1212631211172435,889.9984481042983,749.472377350988
0.0001583679957699,0.0,0.0,0.0,0.0,16777216.0,0.0,8388608.0,0.0,0.0,262144.0,46.3,23.3,52.91,147852800.0,335640832.0,201326464.0,55.59,786432.0,4.04,91.33,0.0,24.0,8388608.0,33554432.0,134217728.0,167772160.0,1.1347242662972903,0.4998562272661748,0.8333338631527348,986.6261124313443,789.3008899450754
0.0005466560022589,0.0,0.0,0.0,0.0,40960000.0,0.0,20480000.0,0.0,0.0,819200.0,38.75,26.79,53.71,391361792.0,1027155904.0,659607616.0,51.15,2916352.0,4.3,78.45,0.0,24.0,33554432.0,81920000.0,419430400.0,501350400.0,1.281040740941824,0.4880957194984881,0.7600736981181249,854.1366844653505,714.5718667422541
0.0006201919967762,0.0,0.0,0.0,0.0,67108864.0,0.0,33554432.0,0.0,0.0,1048576.0,51.73,23.57,53.43,651184640.0,1339953056.0,805306368.0,56.25,3145728.0,4.09,91.98,0.0,24.0,33554432.0,134217728.0,536870912.0,671088640.0,1.030565831528213,0.5008299634043298,0.8333333333333334,1007.7524431930634,806.2019545544507
0.0016372479961357,0.0,0.0,0.0,0.0,150994944.0,0.0,75497472.0,0.0,0.0,2359296.0,44.79,20.41,47.17,1490335744.0,3059495328.0,1811939264.0,49.29,8650752.0,4.25,78.09,0.0,24.0,100663296.0,301989888.0,1207959552.0,1509949440.0,1.0131605888666118,0.4935289249116317,0.8333333627677268,858.9108084536301,687.128646762904
0.0024555839961356,0.0,0.0,0.0,0.0,268435456.0,0.0,134217728.0,0.0,0.0,4194304.0,53.38,23.77,53.9,2664651264.0,5369358944.0,3221225472.0,56.7,12582912.0,4.12,91.96,0.0,24.0,134217728.0,536870912.0,2147483648.0,2684354560.0,1.0073943244529577,0.49993948774827895,0.8333333333333334,1018.0877558797819,814.4702047038255
