input_size,output_size,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,Achieved Occupancy,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum,Registers Per Thread,Threads,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s,Bandwidth,bw_ratio
"[64, 4, 97, 97]","[3, 3]",0.0001213440032518,0.0,0.0,0.0,23040.0,0.0,2509056.0,0.0,0.0,0.0,0.0,16.87,16.87,5.02,9678208.0,21342176.0,80267136.0,8.32,8960.0,0.06,11.28,0.0,38.0,262144.0,2555136.0,0.0,2555136.0,0.2640092050098531,0.1197223750755312,0.03183290356840438,19.610823561463437,0.0,74.28083259722533,4.776902417827995
"[64, 4, 97, 97]","[4, 4]",7.996799676607628e-05,0.0,0.0,0.0,40960.0,0.0,2560000.0,0.0,0.0,0.0,0.0,8.8,7.48,7.47,14228352.0,20098400.0,81657760.0,10.71,9216.0,0.09,14.92,0.0,38.0,262144.0,2641920.0,0.0,2641920.0,0.18567997193209726,0.13144926959359948,0.03235356933621495,30.76830526998896,0.0,165.7061068559449,10.656341276909641
"[64, 4, 97, 97]","[5, 5]",8.934399727487062e-05,0.0,0.0,0.0,64000.0,0.0,2611456.0,0.0,0.0,0.0,0.0,7.45,6.98,6.04,14368768.0,21935168.0,83324384.0,8.54,9472.0,0.08,18.51,0.0,38.0,262144.0,2739456.0,0.0,2739456.0,0.1906535062713797,0.12488876310407106,0.032877002727076866,28.55611224911489,0.0,149.78015777201387,9.632164486946229
"[64, 4, 97, 97]","[6, 6]",4.620800031412977e-05,0.0,0.0,0.0,92160.0,0.0,2663424.0,0.0,0.0,0.0,0.0,23.45,23.45,11.76,13491072.0,18026080.0,85170304.0,15.01,9728.0,0.17,22.48,0.0,38.0,262144.0,2847744.0,0.0,2847744.0,0.21108359661856374,0.1579791058288879,0.03343587924730197,57.39630055176365,0.0,271.91265200716185,17.486344180524878
"[64, 4, 97, 97]","[7, 7]",4.249599699262007e-05,0.0,0.0,0.0,125440.0,0.0,2715904.0,0.0,0.0,0.0,0.0,14.63,10.6,12.56,13519488.0,21927584.0,86667584.0,17.09,9984.0,0.18,26.03,0.0,38.0,262144.0,2966784.0,0.0,2966784.0,0.21944499673360413,0.13529917386247386,0.03423176074690163,65.01866313873848,0.0,296.28683317700825,19.053815638392813
"[64, 4, 97, 97]","[8, 8]",3.670400240887434e-05,0.0,0.0,0.0,163840.0,0.0,2768896.0,0.0,0.0,0.0,0.0,15.54,10.78,15.94,10841472.0,19744384.0,88365856.0,19.93,10240.0,0.24,29.4,0.0,38.0,262144.0,3096576.0,0.0,3096576.0,0.2856232068855595,0.1568332544585843,0.03504267530662522,78.57211594219011,0.0,275.09009789135087,17.690681536421277
"[64, 4, 97, 97]","[16, 16]",1.9872001618847203e-05,0.0,0.0,0.0,655360.0,0.0,3211264.0,0.0,0.0,0.0,0.0,31.87,11.46,27.3,12901632.0,23539904.0,78822976.0,37.98,12288.0,0.5,53.39,0.0,38.0,262144.0,4521984.0,0.0,4521984.0,0.3504970533960355,0.1920986593658156,0.057368856512091095,211.92760860364248,0.0,604.6487596692579,38.88416460895549
"[64, 4, 97, 97]","[32, 32]",1.881600394619965e-05,0.0,0.0,0.0,2621440.0,0.0,4194304.0,0.0,0.0,0.0,0.0,36.56,9.41,32.09,13856384.0,23675264.0,53853504.0,44.27,16384.0,0.72,55.65,0.0,38.0,262144.0,9437184.0,0.0,9437184.0,0.6810711943317969,0.39860945162005373,0.17523806807445622,467.1056896634615,0.0,685.8397382695678,44.10544940640307
"[64, 8, 64, 64]","[1, 1]",2.7551997841290503e-05,0.0,0.0,0.0,0.0,512.0,2228224.0,65536.0,0.0,0.0,2048.0,18.3,3.67,16.93,10681600.0,18161984.0,8404992.0,1.8,4128.0,0.12,24.97,0.0,26.0,16384.0,2359808.0,1048576.0,3408384.0,0.319089275014979,0.18766584091253466,0.4055190058479532,115.211426062217,35.44434438567229,361.0632982158633,23.21950470841565
"[64, 8, 64, 64]","[2, 2]",8.732799624123461e-05,0.0,0.0,0.0,20480.0,0.0,2097152.0,0.0,0.0,0.0,0.0,18.9,18.9,5.93,12126592.0,19408320.0,67141152.0,13.58,9216.0,0.08,15.16,0.0,38.0,262144.0,2138112.0,0.0,2138112.0,0.17631598391369974,0.1101647128654103,0.031845030004847105,22.80221759761401,0.0,129.3258676353181,8.316776053718206
"[64, 8, 64, 64]","[3, 3]",8.172800357636811e-05,0.0,0.0,0.0,46080.0,0.0,2230272.0,0.0,0.0,0.0,0.0,10.12,10.12,6.12,10804864.0,17428320.0,71431456.0,14.65,43520.0,0.43,22.22,0.0,38.0,262144.0,2322432.0,0.0,2322432.0,0.21494319595322994,0.1332562174667438,0.03251273500570953,26.465021228473926,0.0,123.12565238972495,7.918048385191315
"[64, 8, 64, 64]","[4, 4]",3.148799999994414e-05,0.0,0.0,0.0,81920.0,0.0,2097152.0,0.0,0.0,0.0,0.0,27.23,27.23,14.74,11637376.0,17412928.0,67174656.0,26.23,10240.0,0.26,30.54,0.0,38.0,262144.0,2260992.0,0.0,2260992.0,0.19428709702255903,0.12984559518077604,0.03365840831399271,66.87350389445935,0.0,344.19940860351903,22.13501019958322
"[64, 8, 64, 64]","[5, 5]",3.3087997639531306e-05,0.0,0.0,0.0,128000.0,0.0,2367488.0,0.0,0.0,0.0,0.0,16.99,16.99,14.71,8447104.0,17600896.0,75884992.0,32.92,45568.0,1.16,37.22,0.0,38.0,262144.0,2623488.0,0.0,2623488.0,0.31057839467822346,0.14905422996647444,0.0345718953228591,73.8428969093526,0.0,237.75928453058677,15.289986143446093
"[64, 8, 64, 64]","[6, 6]",2.902399605029521e-05,0.0,0.0,0.0,184320.0,0.0,2367488.0,0.0,0.0,0.0,0.0,30.03,30.03,16.19,9326592.0,17727584.0,75908224.0,38.04,11264.0,0.32,43.35,0.0,38.0,262144.0,2736128.0,0.0,2736128.0,0.2933684672815108,0.15434297194699514,0.03604521164926741,87.79693082309323,0.0,299.2718734793163,19.245779644972107
"[64, 8, 64, 64]","[7, 7]",2.499199741898936e-05,0.0,0.0,0.0,250880.0,0.0,2508800.0,0.0,0.0,0.0,0.0,21.64,16.41,18.92,10989696.0,18364512.0,80483616.0,38.15,47616.0,1.54,50.21,0.0,38.0,262144.0,3010560.0,0.0,3010560.0,0.27394388343408227,0.16393356926663774,0.03740587401043213,112.18801135534676,0.0,409.5291705329935,26.33628106321502
"[64, 8, 64, 64]","[8, 8]",1.7792003480344155e-05,0.0,0.0,0.0,327680.0,0.0,2097152.0,0.0,0.0,0.0,0.0,27.33,24.09,26.04,10131968.0,18282784.0,67239936.0,38.73,12288.0,0.55,55.13,0.0,38.0,262144.0,2752512.0,0.0,2752512.0,0.27166607711354795,0.150552125978188,0.04093567251461988,144.08026422274588,0.0,530.3579517678419,34.10662069246572
"[64, 8, 64, 64]","[16, 16]",1.833599865800613e-05,0.0,0.0,0.0,1310720.0,0.0,2097152.0,0.0,0.0,0.0,0.0,31.05,13.29,27.65,11201280.0,18448064.0,34078720.0,46.45,16384.0,0.75,58.26,0.0,38.0,262144.0,4718592.0,0.0,4718592.0,0.42125471374700035,0.2557770831671009,0.13846153846153847,239.66686145459528,0.0,568.9357380070429,36.587507267333955
"[64, 8, 64, 64]","[32, 32]",2.0704000333504454e-05,0.0,0.0,0.0,5242880.0,0.0,2097152.0,0.0,0.0,0.0,0.0,28.49,8.16,28.83,11706624.0,22523456.0,18874368.0,55.41,49152.0,1.98,59.07,0.0,38.0,262144.0,12582912.0,0.0,12582912.0,1.0748540313586565,0.5586581384313313,0.6666666666666666,566.0138046383247,0.0,526.5959731507559,33.864692807122566
"[64, 8, 97, 97]","[1, 1]",2.374400353313408e-05,0.0,0.0,0.0,0.0,512.0,7160320.0,803584.0,0.0,0.0,25472.0,52.67,10.83,39.51,27899264.0,44018496.0,19651488.0,17.24,143824.0,4.46,88.94,1515.0,26.0,262144.0,8768000.0,13041664.0,21809664.0,0.781729009051995,0.4954659059682548,1.1098225233631163,855.4510362851796,511.53951677949374,1094.3063726425958,70.37340016994185
"[64, 8, 97, 97]","[2, 2]",0.0002419840031778,0.0,0.0,0.0,20480.0,0.0,4917248.0,0.0,0.0,0.0,0.0,8.54,8.54,5.05,32575872.0,39317408.0,154649664.0,10.72,9216.0,0.03,14.79,0.0,38.0,262144.0,4958208.0,0.0,4958208.0,0.15220492025508942,0.12610719404493806,0.032060903798665864,19.08262934490827,0.0,125.37458915865886,8.062674543965201
"[64, 8, 97, 97]","[3, 3]",0.0001220479990364,0.0,0.0,0.0,46080.0,0.0,5018112.0,0.0,0.0,0.0,0.0,33.08,33.08,8.61,19269760.0,29951552.0,160539648.0,16.24,9728.0,0.06,22.06,0.0,38.0,262144.0,5110272.0,0.0,5110272.0,0.26519645288784083,0.1706179365930687,0.03183183757821619,38.995409294714925,0.0,147.04347991866692,9.456172342036458
"[64, 8, 97, 97]","[4, 4]",7.72799983795189e-05,0.0,0.0,0.0,81920.0,0.0,5120000.0,0.0,0.0,0.0,0.0,15.48,15.48,13.17,19269760.0,30002336.0,163308832.0,22.04,10240.0,0.11,29.25,0.0,38.0,262144.0,5283840.0,0.0,5283840.0,0.27420372646052676,0.1761142865675526,0.0323548943145953,63.67701314497472,0.0,232.22519243968554,14.934095976828651
"[64, 8, 97, 97]","[5, 5]",0.0001002879969493,0.0,0.0,0.0,128000.0,0.0,5222912.0,0.0,0.0,0.0,0.0,13.94,13.94,10.32,22167040.0,31194944.0,166652768.0,16.89,10752.0,0.09,36.41,0.0,38.0,262144.0,5478912.0,0.0,5478912.0,0.24716479963044233,0.17563461566079427,0.03287621361320563,50.87981199296709,0.0,205.8537949944407,13.23818617327593
"[64, 8, 97, 97]","[6, 6]",4.870399834993934e-05,0.0,0.0,0.0,184320.0,0.0,5326848.0,0.0,0.0,0.0,0.0,46.63,46.63,19.49,19290496.0,30382048.0,170330848.0,29.61,11264.0,0.19,43.99,0.0,38.0,262144.0,5695488.0,0.0,5695488.0,0.2952483958940195,0.18746228035713722,0.03343779513150783,108.90967328266939,0.0,368.8747332661645,23.72184779846717
"[64, 8, 97, 97]","[7, 7]",5.356800131931873e-05,0.0,0.0,0.0,250880.0,0.0,5431808.0,0.0,0.0,0.0,0.0,27.89,18.51,18.22,29727360.0,33159040.0,173316800.0,29.45,11776.0,0.18,50.83,0.0,38.0,262144.0,5933568.0,0.0,5933568.0,0.1995995608086288,0.17894269556657852,0.03423538860629783,103.15982844824002,0.0,516.833945076398,33.2369096512153
"[64, 8, 97, 97]","[8, 8]",4.2304002244344223e-05,0.0,0.0,0.0,327680.0,0.0,5537792.0,0.0,0.0,0.0,0.0,25.83,20.38,24.73,19270016.0,32784896.0,176719296.0,37.17,12288.0,0.27,57.12,0.0,38.0,262144.0,6193152.0,0.0,6193152.0,0.3213880050748271,0.18890259709837115,0.035045137345952306,136.3422361863202,0.0,424.22938639099596,27.28163256533736
"[64, 8, 97, 97]","[16, 16]",2.9375997342528756e-05,0.0,0.0,0.0,1310720.0,0.0,6422528.0,0.0,0.0,0.0,0.0,32.85,15.73,32.04,19269760.0,30734400.0,157628992.0,52.0,16384.0,0.46,56.11,0.0,38.0,262144.0,9043968.0,0.0,9043968.0,0.4693347504068551,0.29426206465719196,0.0573750290809447,286.7256374069014,0.0,610.9192578609315,39.28741208108884
"[64, 8, 97, 97]","[32, 32]",2.8544004058610205e-05,0.0,0.0,0.0,5242880.0,0.0,8388608.0,0.0,0.0,0.0,0.0,34.22,12.29,36.38,19270528.0,33925344.0,107703872.0,57.89,16384.0,0.49,56.3,0.0,38.0,262144.0,18874368.0,0.0,18874368.0,0.9794421823833784,0.5563500844678244,0.1752431704590899,615.8254799819374,0.0,628.7512331594554,40.43416290414504
"[64, 16, 64, 64]","[1, 1]",2.691200429628966e-05,0.0,0.0,0.0,0.0,1024.0,4456448.0,131072.0,0.0,0.0,4096.0,31.41,8.05,28.17,16777472.0,25992896.0,16809984.0,3.96,8256.0,0.25,24.97,0.0,26.0,32768.0,4719616.0,2097152.0,6816768.0,0.406304835436471,0.26225504076190664,0.4055190058479532,235.9025308713883,72.5744904949081,580.6047831499991,37.33792817684882
"[64, 16, 64, 64]","[2, 2]",0.0001702719965558,0.0,0.0,0.0,40960.0,0.0,4194304.0,0.0,0.0,0.0,0.0,19.34,19.34,5.24,16777344.0,25942080.0,134283328.0,13.83,10240.0,0.05,19.98,0.0,38.0,262144.0,4276224.0,0.0,4276224.0,0.2548808679133002,0.16483736076675426,0.031844787165239155,23.38930667326366,0.0,91.76564276774089,5.901327509179478
"[64, 16, 64, 64]","[3, 3]",0.0001463999996858,0.0,0.0,0.0,92160.0,0.0,4460544.0,0.0,0.0,0.0,0.0,10.87,10.87,5.65,16777344.0,26064320.0,142854528.0,15.68,78848.0,0.42,30.64,0.0,38.0,262144.0,4644864.0,0.0,4644864.0,0.27685335652651577,0.17820775681084333,0.03251464314802818,29.548269866822515,0.0,106.72895657666523,6.86359849367622
"[64, 16, 64, 64]","[4, 4]",5.673600286897918e-05,0.0,0.0,0.0,163840.0,0.0,4194304.0,0.0,0.0,0.0,0.0,29.7,29.7,13.39,16777344.0,26019584.0,134348320.0,28.41,12288.0,0.17,34.87,0.0,38.0,262144.0,4521984.0,0.0,4521984.0,0.2695291936554439,0.17379155639075552,0.033658656840666115,74.22845403782627,0.0,275.40042334975095,17.710638157540252
"[64, 16, 64, 64]","[5, 5]",5.961599873156676e-05,0.0,0.0,0.0,256000.0,0.0,4734976.0,0.0,0.0,0.0,0.0,17.63,17.63,12.81,16777344.0,26244000.0,151760256.0,34.07,82944.0,1.1,42.47,0.0,38.0,262144.0,5246976.0,0.0,5246976.0,0.3127417545947678,0.1999304983996342,0.03457411141952739,81.9683860245077,0.0,262.0960739019881,16.855052984050683
"[64, 16, 64, 64]","[6, 6]",5.027199629366047e-05,0.0,0.0,0.0,368640.0,0.0,4734976.0,0.0,0.0,0.0,0.0,35.4,35.4,16.18,16777344.0,26323040.0,151813088.0,44.57,14336.0,0.24,46.61,0.0,38.0,262144.0,5472256.0,0.0,5472256.0,0.32616938652506616,0.20788845057409783,0.03604600941916154,101.37722634097352,0.0,310.8115921638853,19.987883740442783
"[64, 16, 64, 64]","[7, 7]",4.009600296229105e-05,0.0,0.0,0.0,501760.0,0.0,5017600.0,0.0,0.0,0.0,0.0,20.9,20.73,19.87,16777600.0,26484928.0,160963072.0,48.01,87040.0,1.79,51.32,0.0,38.0,262144.0,6021120.0,0.0,6021120.0,0.35887850467289717,0.22734137695220466,0.03740684074419256,139.8544634422168,0.0,389.69863511242704,25.06100547346798
"[64, 16, 64, 64]","[8, 8]",2.5823995715787044e-05,0.0,0.0,0.0,655360.0,0.0,4194304.0,0.0,0.0,0.0,0.0,34.41,34.41,30.16,16777344.0,26265568.0,134479872.0,54.77,16384.0,0.52,58.44,0.0,38.0,262144.0,5505024.0,0.0,5505024.0,0.32812249662401866,0.20959089862438915,0.04093567251461988,198.5344631181815,0.0,605.0620276294969,38.91074132665575
"[64, 16, 64, 64]","[16, 16]",2.76160016411615e-05,0.0,0.0,0.0,2621440.0,0.0,4194304.0,0.0,0.0,0.0,0.0,30.06,16.8,29.67,16777344.0,27473376.0,68157440.0,58.19,16384.0,0.49,59.18,0.0,38.0,262144.0,9437184.0,0.0,9437184.0,0.5624957084983178,0.3435028880323991,0.13846153846153847,318.2597761328327,0.0,565.7994742439614,36.38581827935443
"[64, 16, 64, 64]","[32, 32]",3.5936003599422893e-05,0.0,0.0,0.0,10485760.0,0.0,4194304.0,0.0,0.0,0.0,0.0,23.04,8.84,26.95,16777728.0,32386976.0,37747712.0,60.99,81920.0,1.86,59.07,0.0,38.0,262144.0,25165824.0,0.0,25165824.0,1.4999542250297537,0.7770353119723188,0.6666847516479939,652.20107002595,0.0,434.8139824153718,27.962313981695935
"[64, 16, 97, 97]","[1, 1]",3.539200327292832e-05,0.0,0.0,0.0,0.0,1024.0,14320640.0,1607168.0,0.0,0.0,50944.0,59.75,18.06,54.62,38541184.0,64515072.0,39298336.0,27.63,290378.0,7.46,88.41,3754.0,26.0,524288.0,17536000.0,26083328.0,43619328.0,1.131758899778481,0.6761106613970763,1.109953561392523,1147.820442450921,686.3695168699642,1014.1916645635248,65.2213289108376
"[64, 16, 97, 97]","[2, 2]",0.0004614080003278,0.0,0.0,0.0,40960.0,0.0,9834496.0,0.0,0.0,0.0,0.0,9.2,9.2,4.81,38559104.0,64852928.0,309258400.0,11.54,10240.0,0.02,20.57,0.0,38.0,262144.0,9916416.0,0.0,9916416.0,0.2571744405679136,0.15290621882176236,0.03206514681573726,20.015652250322912,0.0,77.82908832667319,5.005086066023999
"[64, 16, 97, 97]","[3, 3]",0.0002487039980458,0.0,0.0,0.0,92160.0,0.0,10036224.0,0.0,0.0,0.0,0.0,32.92,32.92,8.85,38567168.0,65162272.0,321053984.0,16.11,11264.0,0.04,29.31,0.0,38.0,262144.0,10220544.0,0.0,10220544.0,0.2650063390705794,0.15684756971027652,0.03183434721059247,38.27290042316844,0.0,144.4225845970242,9.287626019101236
"[64, 16, 97, 97]","[4, 4]",0.0001530559976854,0.0,0.0,0.0,163840.0,0.0,10240000.0,0.0,0.0,0.0,0.0,15.95,15.95,14.05,38586112.0,65580000.0,326558944.0,22.61,12288.0,0.07,35.79,0.0,38.0,262144.0,10567680.0,0.0,10567680.0,0.27387263065011574,0.16114181152790485,0.03236071219044608,64.30273294838233,0.0,234.79064993001023,15.099077165917057
"[64, 16, 97, 97]","[5, 5]",0.0001792639967227,0.0,0.0,0.0,256000.0,0.0,10445824.0,0.0,0.0,0.0,0.0,15.15,15.15,11.5,38582016.0,66131168.0,333291008.0,18.19,13312.0,0.06,46.31,0.0,38.0,262144.0,10957824.0,0.0,10957824.0,0.28401377470788464,0.1656983285097883,0.03287764667206383,56.928714334365836,0.0,200.44349747796022,12.890257072537633
"[64, 16, 97, 97]","[6, 6]",9.343999603138574e-05,0.0,0.0,0.0,368640.0,0.0,10653696.0,0.0,0.0,0.0,0.0,48.7,48.7,21.26,38593792.0,67180448.0,340590112.0,30.76,14336.0,0.13,47.62,0.0,38.0,262144.0,11390976.0,0.0,11390976.0,0.2951504739415085,0.16955790470465454,0.03344482296655753,113.5346055894497,0.0,384.6668584782602,24.737418551656607
"[64, 16, 97, 97]","[7, 7]",8.854400133301676e-05,0.0,0.0,0.0,501760.0,0.0,10863616.0,0.0,0.0,0.0,0.0,22.74,22.74,22.43,38601728.0,66629312.0,346556032.0,35.82,15360.0,0.14,53.75,0.0,38.0,262144.0,11867136.0,0.0,11867136.0,0.30742499403135526,0.17810683682280856,0.034243051351649824,124.82078386388501,0.0,406.02028555672393,26.11062929625234
"[64, 16, 97, 97]","[8, 8]",6.777600304888249e-05,0.0,0.0,0.0,655360.0,0.0,11075584.0,0.0,0.0,0.0,0.0,29.33,23.09,29.48,38618240.0,66737856.0,353377696.0,41.77,16384.0,0.2,59.08,0.0,38.0,262144.0,12386304.0,0.0,12386304.0,0.32073714389884156,0.18559637276930202,0.035051176517943,170.20249073894308,0.0,530.6603677702632,34.12606866689795
"[64, 16, 97, 97]","[16, 16]",5.334400395137419e-05,0.0,0.0,0.0,2621440.0,0.0,12845056.0,0.0,0.0,0.0,0.0,36.12,16.91,36.38,38653440.0,66444704.0,315244192.0,55.76,16384.0,0.25,56.68,0.0,38.0,262144.0,18087936.0,0.0,18087936.0,0.46795151996820983,0.27222539812954843,0.05737753925058832,315.79375144684917,0.0,674.8428800237737,43.39825595008191
"[64, 16, 97, 97]","[32, 32]",5.155200032851834e-05,0.0,0.0,0.0,10485760.0,0.0,16777216.0,0.0,0.0,0.0,0.0,38.23,12.89,40.14,39731200.0,73609664.0,215379904.0,61.25,16384.0,0.26,56.71,0.0,38.0,262144.0,37748736.0,0.0,37748736.0,0.9501030927835051,0.5128230988800601,0.1752658223861034,681.9570487268119,0.0,717.7716333170654,46.158947480197135
"[64, 32, 64, 64]","[1, 1]",3.32479978714842e-05,0.0,0.0,0.0,0.0,2048.0,8912896.0,262144.0,0.0,0.0,8192.0,54.29,13.98,48.85,33557120.0,54611232.0,33619968.0,6.87,16512.0,0.44,29.73,0.0,26.0,65536.0,9439232.0,4194304.0,13633536.0,0.4062784887380085,0.24964710556246011,0.4055190058479532,381.89426917410964,117.48827749265082,939.9815145526368,60.448971996954135
"[64, 32, 64, 64]","[2, 2]",0.0002600320042324,0.0,0.0,0.0,81920.0,0.0,8388608.0,0.0,0.0,0.0,0.0,26.34,26.34,7.25,33556352.0,54428672.0,268567264.0,18.82,20480.0,0.06,26.77,0.0,38.0,524288.0,8552448.0,0.0,8552448.0,0.2548682288229662,0.15713130020883112,0.031844715072943515,30.631182935106374,0.0,120.18439126982388,7.728899760117292
"[64, 32, 64, 64]","[3, 3]",0.0002203200022174,0.0,0.0,0.0,184320.0,0.0,8921088.0,0.0,0.0,0.0,0.0,14.64,14.64,7.72,33555584.0,55069984.0,285755232.0,21.02,157696.0,0.57,39.8,0.0,38.0,524288.0,9289728.0,0.0,9289728.0,0.2768459639981232,0.16868949880210607,0.032509389014441566,39.26894204503699,0.0,141.84401129757194,9.121801369618774
"[64, 32, 64, 64]","[4, 4]",8.751999607916109e-05,0.0,0.0,0.0,327680.0,0.0,8388608.0,0.0,0.0,0.0,0.0,39.47,39.47,18.17,33581184.0,54628736.0,268695776.0,37.69,24576.0,0.23,40.92,0.0,38.0,524288.0,9043968.0,0.0,9043968.0,0.2693165315433786,0.16555330879337937,0.03365876507117105,96.2391675027225,0.0,357.34593398779657,22.980445915613927
"[64, 32, 64, 64]","[5, 5]",9.244799647189604e-05,0.0,0.0,0.0,512000.0,0.0,9469952.0,0.0,0.0,0.0,0.0,23.03,23.03,17.05,33573888.0,55079104.0,303498496.0,44.38,165888.0,1.44,48.88,0.0,38.0,524288.0,10493952.0,0.0,10493952.0,0.3125629060298289,0.19052510367634157,0.03457661945052934,105.71623796630676,0.0,338.22387726398324,21.750731656847798
"[64, 32, 64, 64]","[6, 6]",7.692799835885935e-05,0.0,0.0,0.0,737280.0,0.0,9469952.0,0.0,0.0,0.0,0.0,45.11,45.11,20.99,33597824.0,55204896.0,303625728.0,56.66,28672.0,0.31,55.77,0.0,38.0,524288.0,10944512.0,0.0,10944512.0,0.325750620040155,0.19825256078736206,0.036046062605076735,132.49884711937455,0.0,406.7493320597257,26.157513315737983
"[64, 32, 64, 64]","[7, 7]",7.500800233494055e-05,0.0,0.0,0.0,1003520.0,0.0,10035200.0,0.0,0.0,0.0,0.0,22.71,22.5,22.01,33557120.0,55601728.0,321927776.0,51.93,174080.0,1.94,56.68,0.0,38.0,524288.0,12042240.0,0.0,12042240.0,0.35885797112505485,0.21658031923036636,0.03740665111170774,149.5201793384275,0.0,416.6555890333636,26.79457164201695
"[64, 32, 64, 64]","[8, 8]",4.640000033459831e-05,0.0,0.0,0.0,1310720.0,0.0,8388608.0,0.0,0.0,0.0,0.0,38.95,38.95,34.78,33630464.0,55265280.0,268959744.0,61.72,32768.0,0.59,63.07,0.0,38.0,524288.0,11010048.0,0.0,11010048.0,0.3273831725901849,0.1992217898832685,0.04093567251461988,220.98935724261497,0.0,675.0174588821867,43.40948288631426
"[64, 32, 64, 64]","[16, 16]",4.912000132998398e-05,0.0,0.0,0.0,5242880.0,0.0,8388608.0,0.0,0.0,0.0,0.0,34.59,19.16,34.71,33783168.0,58568320.0,136314944.0,66.13,32768.0,0.55,64.33,0.0,38.0,524288.0,18874368.0,0.0,18874368.0,0.5586914761812747,0.3222624108050222,0.13846147345371027,357.8608412876795,0.0,640.5339199618769,41.19189195896315
"[64, 32, 64, 64]","[32, 32]",6.243200163052772e-05,0.0,0.0,0.0,20971520.0,0.0,8388608.0,0.0,0.0,0.0,0.0,28.63,10.11,32.64,36168448.0,71178464.0,75497984.0,69.87,163840.0,2.14,65.05,0.0,38.0,524288.0,50331648.0,0.0,50331648.0,1.3915899294324159,0.7071190521897185,0.6666621455746421,750.8168691660092,0.0,539.5388780028344,34.6970339551662
"[64, 32, 97, 97]","[1, 1]",5.824000034345574e-05,0.0,0.0,0.0,0.0,2048.0,28641280.0,3214336.0,0.0,0.0,101888.0,68.92,20.78,64.97,77085568.0,141604160.0,78597344.0,31.28,580768.0,8.57,92.05,6857.0,26.0,1048576.0,35072000.0,52166656.0,87238656.0,1.1317119178521198,0.6160741040376215,1.1099440713925397,1395.043427760618,834.2030234973932,1232.684224451993,79.27229739241113
"[64, 32, 97, 97]","[2, 2]",0.0004745280028998,0.0,0.0,0.0,81920.0,0.0,19668992.0,0.0,0.0,0.0,0.0,17.63,17.63,9.75,77819520.0,143828960.0,618497248.0,22.1,20480.0,0.03,30.73,0.0,38.0,524288.0,19832832.0,0.0,19832832.0,0.254856776294688,0.13789178479772085,0.03206616046252804,38.92449770568437,0.0,152.7308721062861,9.821921035774027
"[64, 32, 97, 97]","[3, 3]",0.000269375997863,0.0,0.0,0.0,184320.0,0.0,20072448.0,0.0,0.0,0.0,0.0,44.32,44.32,12.62,78475264.0,145168320.0,642130240.0,21.67,22528.0,0.05,45.11,0.0,38.0,524288.0,20441088.0,0.0,20441088.0,0.26047810428519236,0.14080956506212927,0.03183324305050639,70.6716517251978,0.0,271.31513383489926,17.447918574591593
"[64, 32, 97, 97]","[4, 4]",0.000226911996422,0.0,0.0,0.0,327680.0,0.0,20480000.0,0.0,0.0,0.0,0.0,21.18,21.18,19.91,78696576.0,146008608.0,653139712.0,29.98,24576.0,0.09,43.9,0.0,38.0,524288.0,21135360.0,0.0,21135360.0,0.26856772015087416,0.1447542051767249,0.0323596308901211,86.74657224388413,0.0,322.99701615351324,20.771512292830433
"[64, 32, 97, 97]","[5, 5]",0.0002707200016185,0.0,0.0,0.0,512000.0,0.0,20891648.0,0.0,0.0,0.0,0.0,19.84,19.84,16.31,78781568.0,147742848.0,666546560.0,23.77,26624.0,0.08,54.02,0.0,38.0,524288.0,21915648.0,0.0,21915648.0,0.27818242967695184,0.14833643927048165,0.03287939555190263,75.3935342704718,0.0,271.0219130590848,17.429061933060115
"[64, 32, 97, 97]","[6, 6]",0.000140704,0.0,0.0,0.0,737280.0,0.0,21307392.0,0.0,0.0,0.0,0.0,64.02,64.02,29.63,77759872.0,147167488.0,681262400.0,40.37,28672.0,0.17,58.32,0.0,38.0,524288.0,22781952.0,0.0,22781952.0,0.2929782600465186,0.15480288689849758,0.03344078874747821,150.79419342311695,0.0,514.6941394189935,33.099301570353276
