Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum
128,8,64,64,8,3,3,1,1,0,0,0.216633,0.195356,0.313799,NOT SUPPORT!,0.191829,0.407211,0.226759,0.204686,4,7,1,0.0002672000016072,135.38033081365998,1237.4457410597947,9892.20018001967,35.71,60.13,60.13,20.25,77.78,50.83,24963.0
128,8,96,96,8,3,3,1,1,0,0,0.479687,0.392761,0.672085,NOT SUPPORT!,0.609280,0.705764,0.344633,0.432697,6,6,1,0.0006026559990323,99.88866138186317,1261.146287800024,10081.663479258526,36.44,60.96,60.96,21.27,79.35,51.87,62094.0
128,8,97,97,8,3,3,1,1,0,0,0.489358,0.401863,0.690062,NOT SUPPORT!,0.611556,0.714980,0.347022,0.441230,6,6,1,0.0006148479971078,98.78380250696833,1262.5793751490319,10093.119647768748,36.45,60.94,60.94,21.3,79.3,51.83,60134.0
128,8,128,128,8,3,3,1,1,0,0,1.036060,0.827392,1.341212,NOT SUPPORT!,0.717596,1.336661,0.719872,0.821476,4,6,1,0.0010736639977538,91.65152894271637,1271.8969983690756,10167.60517148612,36.7,60.99,60.99,21.65,79.87,52.21,119821.0
128,8,256,256,8,3,3,1,1,0,0,4.160967,3.269632,4.981191,NOT SUPPORT!,2.301269,3.734073,2.343139,2.916579,4,6,1,0.0043358080041832,85.37114382027177,1279.9017508722516,10231.595544175201,36.95,60.96,60.96,22.33,80.32,52.51,497043.0
128,8,384,384,8,3,3,1,1,0,0,9.111779,6.068565,10.649144,NOT SUPPORT!,NOT SUPPORT!,7.957959,5.270414,6.660892,6,6,1,0.0097940799965103,84.40695999318632,1281.5699676204704,10244.931348299353,37.01,61.01,61.01,22.58,80.41,52.57,1132083.0
128,8,512,512,8,3,3,1,1,0,0,16.309818,11.564829,18.933081,NOT SUPPORT!,NOT SUPPORT!,13.516800,9.295076,11.830955,6,6,1,0.0174503039999438,84.0788891498445,1282.0843465003275,10249.043317559166,37.03,61.02,61.02,22.72,80.44,52.59,2018017.0
128,8,640,640,8,3,3,1,1,0,0,22.109526,16.850603,29.960079,NOT SUPPORT!,NOT SUPPORT!,22.656229,14.555705,18.537016,6,6,1,0.0273063679974967,83.9986736245039,1282.2026242087466,10249.988835192536,37.04,60.96,60.96,22.78,80.45,52.6,3163359.0
128,8,768,768,8,3,3,1,1,0,0,31.837410,24.320911,43.219402,NOT SUPPORT!,NOT SUPPORT!,31.176933,20.891762,26.637995,6,6,1,0.0393498239971995,83.90940833259594,1282.6081280463145,10253.230452179763,37.04,60.92,60.92,22.8,80.46,52.61,4587548.0
128,8,896,896,8,3,3,1,1,0,0,42.032131,33.138115,58.743008,NOT SUPPORT!,NOT SUPPORT!,41.868744,28.419184,36.375210,6,6,1,0.0535999679962942,83.89979429434723,1282.5956123845642,10253.130401383747,37.04,60.94,60.94,22.81,80.47,52.61,6203296.0
