Batch_sizeN,input_channel,image_size_H,image_size_W,output_channel,kernel_sizeR,kernel_sizeS,strideU,strideV,pad_h,pad_w,algo0,algo1,algo2,algo3,algo4,algo5,algo6,algo7,algoMin,winoAlgoMin,kernel_nums,time,ai,tc_perf,perf,Achieved Occupancy,gpu__compute_memory_throughput.avg.pct_of_peak_sustained_elapsed,l1tex__throughput.avg.pct_of_peak_sustained_elapsed,lts__throughput.avg.pct_of_peak_sustained_elapsed,sm__throughput.avg.pct_of_peak_sustained_elapsed,l1tex__data_pipe_lsu_wavefronts_mem_shared.sum.pct_of_peak_sustained_elapsed,l1tex__data_bank_conflicts_pipe_lsu_mem_shared.sum
128,8,1024,1024,8,3,3,1,1,0,0,54.953865,43.290054,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,55.213055,37.018055,NOT SUPPORT!,6,6,1,0.0700420799986457,83.87890131796614,1282.69085877714,10253.891805581543,37.05,60.94,60.94,22.86,80.48,52.62,8127591.0
128,16,48,48,16,3,3,1,1,0,0,0.280804,0.259868,0.408462,NOT SUPPORT!,0.416541,0.311410,0.217088,0.274432,6,6,1,0.0002833279974163,125.27637782564891,1193.028246704975,10167.506756373485,34.85,65.06,65.06,21.24,77.91,51.72,25070.0
128,16,64,64,16,3,3,1,1,0,0,0.489017,0.428146,0.696661,NOT SUPPORT!,0.427463,0.709746,0.360220,0.460800,6,6,1,0.0005004480006425,100.9555679567779,1227.0124672526308,10457.135097515209,35.93,66.05,66.05,21.54,79.75,52.97,56191.0
128,16,96,96,16,3,3,1,1,0,0,1.096363,0.906695,1.513927,NOT SUPPORT!,1.425408,1.262478,0.797468,0.993052,6,6,1,0.0011341760016067,89.50720021943526,1244.5140630734902,10606.291326001317,36.69,66.5,66.5,22.51,80.86,53.71,140125.0
128,16,97,97,16,3,3,1,1,0,0,0.918528,0.768455,1.361465,NOT SUPPORT!,1.272035,1.106717,0.679595,0.894521,6,6,1,0.0011564800016076,89.18971905999011,1246.6187033030712,10624.227987445085,36.71,66.62,66.62,22.63,80.99,53.79,136493.0
128,16,128,128,16,3,3,1,1,0,0,1.600284,1.316636,2.354403,NOT SUPPORT!,1.318116,1.731470,1.156323,1.509262,6,6,1,0.0020256639990415,86.22431877496685,1251.9824340068367,10669.940038539035,36.94,66.47,66.47,22.85,81.33,54.03,270948.0
128,16,256,256,16,3,3,1,1,0,0,7.848845,6.323542,9.839501,NOT SUPPORT!,5.046728,5.942158,4.586382,6.516167,6,6,1,0.0081861760009953,83.49901818783161,1258.9570396173938,10729.380667764906,37.18,66.43,66.43,23.13,81.72,54.29,1104765.0
128,16,384,384,16,3,3,1,1,0,0,17.720661,11.796139,21.796068,NOT SUPPORT!,NOT SUPPORT!,12.657550,7.335709,14.636486,6,6,1,0.0185036480019895,83.11414332754498,1259.7777180744938,10736.374847307945,37.23,66.51,66.51,23.67,81.8,54.35,2530456.0
128,16,512,512,16,3,3,1,1,0,0,27.005381,20.949789,38.221252,NOT SUPPORT!,NOT SUPPORT!,21.768307,12.970326,26.269127,6,6,1,0.0329661759990596,82.95792374257474,1260.3649996039956,10741.379916496875,37.25,66.49,66.49,23.81,81.83,54.37,4506707.0
128,16,640,640,16,3,3,1,1,0,0,41.847580,32.777328,61.272060,NOT SUPPORT!,NOT SUPPORT!,36.529152,21.359730,42.487808,6,6,1,0.0515688000025794,82.9543274087359,1260.8948963859475,10745.895927853317,37.25,66.46,66.46,23.76,81.83,54.37,7075886.0
128,16,768,768,16,3,3,1,1,0,0,59.661655,47.192062,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,49.579117,28.722860,NOT SUPPORT!,6,6,1,0.0743610559972365,82.95860343982329,1260.4817025121772,10742.374509550893,37.26,66.38,66.38,23.74,81.82,54.36,10151775.0
128,16,896,896,16,3,3,1,1,0,0,80.300018,64.388893,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,66.381706,39.723694,NOT SUPPORT!,6,6,1,0.1012673919989578,82.96243052447421,1260.752874778428,10744.685557807179,37.26,66.44,66.44,23.77,81.83,54.37,13904892.0
128,32,32,32,32,3,3,1,1,0,0,0.243712,0.242916,0.412786,NOT SUPPORT!,0.136647,0.172487,0.156786,0.296505,4,6,1,0.000246559999033,133.40523882896764,1121.3497772726525,9888.436119249342,32.19,72.51,72.51,20.59,74.5,48.45,23159.0
128,32,48,48,32,3,3,1,1,0,0,0.537486,0.615424,0.828530,NOT SUPPORT!,0.567410,0.483328,0.261234,0.631353,6,6,1,0.0005523200025767,97.64393549568722,1176.9177233622465,10378.452790516078,35.14,75.04,75.04,21.71,78.05,50.76,47938.0
128,32,64,64,32,3,3,1,1,0,0,0.948452,0.941397,1.420060,NOT SUPPORT!,0.593806,1.143580,0.438613,1.097956,6,6,1,0.0009841599971052,89.40153782078684,1199.882949391787,10580.967808719908,36.14,75.75,75.75,22.27,79.4,51.65,107025.0
128,32,96,96,32,3,3,1,1,0,0,2.138453,1.876309,3.053454,NOT SUPPORT!,3.471815,2.120363,0.930247,2.140956,6,6,1,0.0022410559980613,84.83292407479065,1211.2232815013097,10680.970637372382,36.83,76.11,76.11,22.77,80.28,52.23,263665.0
128,32,97,97,32,3,3,1,1,0,0,1.782329,1.563876,2.739541,NOT SUPPORT!,3.102265,1.932743,0.911019,2.140046,6,6,1,0.0022877760038612,84.78331118372985,1211.8668940144225,10686.646227050516,36.84,76.02,76.02,22.89,80.27,52.22,255584.0
128,32,128,128,32,3,3,1,1,0,0,3.123655,2.798933,4.822471,NOT SUPPORT!,3.226965,3.010333,1.487758,3.769003,6,6,1,0.0040096319974304,83.50155782749604,1216.347835194234,10726.160660021154,37.07,76.1,76.1,23.02,80.7,52.51,499075.0
128,32,256,256,32,3,3,1,1,0,0,14.601330,11.464476,19.685036,NOT SUPPORT!,12.345458,10.689307,6.460530,14.978729,6,6,1,0.0161920319967616,82.53971028152748,1224.0165535717724,10793.785974913748,37.3,75.95,75.95,23.36,80.94,52.66,2019802.0
128,32,384,384,32,3,3,1,1,0,0,31.873253,24.865562,46.611115,NOT SUPPORT!,NOT SUPPORT!,23.340145,14.965988,33.773911,6,6,1,0.0365921599973969,82.44942194764849,1225.0671401521247,10803.05039757482,37.34,75.83,75.83,23.3,80.84,52.6,4666438.0
128,32,512,512,32,3,3,1,1,0,0,51.827942,44.339085,486.282776,NOT SUPPORT!,NOT SUPPORT!,39.111340,25.296896,NOT SUPPORT!,6,6,1,0.0652395199960232,82.39298496187394,1224.7594710211022,10800.337268621086,37.36,75.86,75.86,23.36,80.9,52.64,8424413.0
128,32,640,640,32,3,3,1,1,0,0,79.316650,69.439369,767.078613,NOT SUPPORT!,NOT SUPPORT!,65.430641,41.106091,NOT SUPPORT!,6,6,1,0.1021972799982934,82.41666973129692,1223.554255084755,10789.709272755728,37.37,75.87,75.87,23.33,80.98,52.7,13248385.0
128,48,24,24,48,3,3,1,1,0,0,0.367502,0.457273,0.444871,NOT SUPPORT!,0.241664,0.216519,0.237568,0.240640,5,6,1,0.0003735680006466,239.77023073914745,1178.1175240872594,10503.554547521207,32.95,69.48,69.48,13.59,78.8,52.51,15294.0
128,48,32,32,48,3,3,1,1,0,0,0.672882,0.784612,0.791780,NOT SUPPORT!,0.250994,0.226190,0.296960,0.405504,5,6,1,0.0006921280035393,110.75438044276571,1182.4124956873402,10541.846540942199,34.83,69.52,69.52,14.2,78.87,52.57,43010.0
128,48,48,48,48,3,3,1,1,0,0,1.517682,1.577074,1.714517,NOT SUPPORT!,1.056085,0.703033,0.632946,0.876658,6,6,1,0.0015885119958279,107.56316916488223,1211.2619842050337,10799.055325395553,36.27,70.24,70.24,14.89,80.65,53.77,114297.0
128,48,64,64,48,3,3,1,1,0,0,2.238236,1.944690,2.653184,NOT SUPPORT!,0.987819,1.428025,0.921828,1.328925,6,6,1,0.0028621759958216,107.49124444471916,1221.2370354243822,10887.988298935627,36.77,70.21,70.21,15.42,81.32,54.22,221607.0
128,48,96,96,48,3,3,1,1,0,0,5.114652,4.405817,5.945117,NOT SUPPORT!,5.478855,2.711097,2.056533,2.970397,6,6,1,0.0066304000009352,108.12077482510419,1233.6284168144168,10828.364477237166,49.39,72.11,72.11,15.64,84.17,56.39,546682.0
128,48,97,97,48,3,3,1,1,0,0,5.231161,4.544171,6.098944,NOT SUPPORT!,5.469184,2.802233,2.065749,2.994745,6,6,1,0.0067756480016004,108.11703899186104,1233.0047839006247,10822.890442756034,49.38,72.09,72.09,15.77,84.14,56.36,541519.0
128,48,128,128,48,3,3,1,1,0,0,11.189136,8.182671,10.784655,NOT SUPPORT!,5.600711,4.405931,3.599929,5.250503,6,6,1,0.0117240960019616,108.2268250399128,1231.330527281986,10977.977234787704,37.25,70.03,70.03,15.88,81.94,54.64,996827.0
128,48,256,256,48,3,3,1,1,0,0,37.497513,30.926279,44.344437,NOT SUPPORT!,21.985847,15.811244,14.434986,21.352333,6,6,1,0.0475451519966699,108.93580375873323,1233.8833830231304,11000.73732364203,37.37,69.8,69.8,16.01,82.1,54.75,4102953.0
128,48,384,384,48,3,3,1,1,0,0,84.424026,69.904610,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,33.746376,32.472519,47.466385,6,6,1,0.1074888639972983,109.24218753573666,1234.4575926612745,11005.856712949675,37.4,69.92,69.92,16.35,82.14,54.77,9436873.0
128,48,512,512,48,3,3,1,1,0,0,148.667053,124.278564,NOT SUPPORT!,NOT SUPPORT!,NOT SUPPORT!,57.864189,58.050678,NOT SUPPORT!,5,6,1,0.1915907199968185,109.38492068353474,1234.4650680571974,11005.923360145081,37.41,69.81,69.81,16.13,82.15,54.78,16443920.0
128,64,24,24,64,3,3,1,1,0,0,0.485490,0.570368,0.610759,NOT SUPPORT!,0.310386,0.275456,0.298667,0.304356,5,6,1,0.000499103999035,162.17583683129942,1167.7814986994877,10473.292063591409,33.03,75.77,75.77,17.85,78.0,51.22,32554.0
128,64,32,32,64,3,3,1,1,0,0,0.890766,0.814308,1.068260,NOT SUPPORT!,0.319147,0.286606,0.374329,0.511659,5,6,1,0.0009224639964676,110.27988794607005,1174.8985371247134,10537.121488991796,34.82,76.18,76.18,18.24,78.52,51.57,69620.0
128,64,48,48,64,3,3,1,1,0,0,2.023652,2.111033,2.364075,NOT SUPPORT!,1.436444,0.909084,0.735346,1.033557,6,6,1,0.0021276479961429,107.70067905743907,1197.631369765762,10741.001749081202,36.31,76.58,76.58,19.82,79.99,52.54,185170.0
128,64,64,64,64,3,3,1,1,0,0,3.220252,2.949347,3.850126,NOT SUPPORT!,1.371591,1.948331,1.184540,1.739207,6,6,1,0.0038245119971282,107.52807590388487,1210.3601869927231,10855.160622629464,36.79,76.56,76.56,20.84,80.63,52.97,351057.0
128,64,96,96,64,3,3,1,1,0,0,8.290873,7.345949,8.465294,NOT SUPPORT!,7.438222,3.587869,2.612793,3.864917,6,6,1,0.0088764799974243,108.02859127478354,1215.041580798873,10769.223406996725,49.41,78.6,78.6,21.0,83.65,55.2,870379.0
128,64,97,97,64,3,3,1,1,0,0,8.491463,7.424227,9.673841,NOT SUPPORT!,7.447210,3.666375,2.625877,3.880619,6,6,1,0.0090571840028756,108.01765116379184,1216.2706638732845,10780.117083742663,49.44,78.66,78.66,21.19,83.73,55.25,852793.0
128,64,128,128,64,3,3,1,1,0,0,14.886002,13.050539,14.972814,NOT SUPPORT!,7.719367,5.732579,4.617785,6.899713,6,6,1,0.0156829439993558,108.1303935200227,1219.0479175839248,10933.0768594878,37.28,76.44,76.44,23.21,81.45,53.51,1593367.0
128,64,256,256,64,3,3,1,1,0,0,51.941032,43.116543,61.525223,NOT SUPPORT!,30.206638,20.797667,18.930574,27.524324,6,6,1,0.0644823360017617,109.03305446407596,1221.2452372359544,10824.207996139145,49.86,78.21,78.21,23.47,84.05,55.46,6812384.0
128,64,384,384,64,3,3,1,1,0,0,111.984192,98.254051,1078.217285,NOT SUPPORT!,NOT SUPPORT!,44.112099,42.638680,NOT SUPPORT!,6,6,1,0.1437978560005093,109.15040599573184,1222.0292281365976,10959.814854725082,37.42,76.22,76.22,23.13,81.65,53.65,15074649.0
128,96,16,16,96,3,3,1,1,0,0,0.548409,0.521102,0.589938,NOT SUPPORT!,0.240981,0.558535,0.231424,0.213447,7,7,1,0.0005674239980755,444.5288844030161,311.2655097405652,10133.814606894537,29.32,52.06,52.06,11.88,69.61,43.43,104068.0
128,96,32,32,96,3,3,1,1,0,0,1.939001,2.012729,2.062564,NOT SUPPORT!,0.695751,0.590165,0.787684,0.739556,5,7,1,0.0020243520009712,115.54418807434477,1196.4148521788907,10791.63465124601,35.78,77.83,77.83,18.71,80.33,52.94,153305.0
128,96,48,48,96,3,3,1,1,0,0,4.063573,3.705060,4.414351,NOT SUPPORT!,2.701426,1.832163,1.410844,1.418012,6,6,1,0.0047080000009671,117.3110664270959,1209.4962512383806,10909.628572100532,36.71,77.41,77.41,19.89,81.0,53.38,364892.0
128,128,16,16,128,3,3,1,1,0,0,0.737963,0.715776,0.773916,NOT SUPPORT!,0.313572,0.735004,0.363406,0.271360,7,7,1,0.0007720640016123,421.67656170788035,303.63062066157255,9928.82527872269,29.49,52.65,52.65,14.49,68.37,42.22,173881.0
128,128,24,24,128,3,3,1,1,0,0,1.583901,1.671396,1.681863,NOT SUPPORT!,0.899186,0.752526,1.006592,0.552050,7,7,1,0.0016415679967853,336.53475210551585,352.63814178494334,11531.38800285456,33.97,61.15,61.15,17.13,79.28,49.03,492446.0
128,128,32,32,128,3,3,1,1,0,0,2.904292,2.691186,3.062670,NOT SUPPORT!,0.921372,0.775964,1.326194,0.962446,5,7,1,0.0030193600025608,311.78598760778,356.50892874220096,11657.964061968856,35.55,61.73,61.73,17.39,80.04,49.53,971442.0
128,256,15,15,256,3,3,1,1,0,0,2.026382,1.739776,1.902478,NOT SUPPORT!,0.754460,2.045724,1.148700,0.682780,7,7,1,0.0025283519996723,358.7310801137035,317.5902089994093,10452.27707669866,32.61,55.06,55.06,13.63,71.52,44.29,604239.0
128,256,16,16,256,3,3,1,1,0,0,2.039694,1.974044,2.170766,NOT SUPPORT!,0.778695,2.018304,1.154503,0.684601,7,7,1,0.0028625599993482,357.9721571066354,325.32647707368506,10706.88699589834,33.18,56.19,56.19,13.87,73.07,45.26,714040.0
128,384,8,8,384,3,3,1,1,0,0,1.015922,0.884736,0.869148,NOT SUPPORT!,1.526898,4.217173,1.231986,0.382748,7,7,1,0.0012531520022419,682.4207912597252,306.40770099163115,10105.98256663469,21.23,52.89,52.89,12.63,68.95,42.58,203481.0
128,384,15,15,384,3,3,1,1,0,0,5.155499,3.725995,3.835904,NOT SUPPORT!,1.555001,4.297842,2.498787,1.358507,7,7,1,0.0053093119958225,343.81995503761544,339.5075100913815,11197.685198906815,34.14,58.97,58.97,13.98,76.65,47.5,1351908.0
128,512,7,7,512,3,3,1,1,0,0,1.072242,1.083506,1.110130,NOT SUPPORT!,2.686862,7.206343,1.122304,0.698709,7,7,1,0.0015901760009635,700.0985899346555,297.7642724535549,9831.501412753902,20.41,52.22,52.22,12.42,67.24,41.55,281696.0
128,512,8,8,512,3,3,1,1,0,0,1.863225,1.698247,1.598919,NOT SUPPORT!,2.717696,7.232398,2.053916,0.704057,7,7,1,0.002224416000649,749.7834296067356,306.5238443713164,10120.722624469368,26.78,53.3,53.3,12.53,69.43,42.98,471916.0
128,512,15,15,512,3,3,1,1,0,0,6.898687,6.321152,6.458368,NOT SUPPORT!,2.719744,7.318870,4.286237,2.398208,7,7,1,0.0091396480012559,335.83605122423046,350.21521349182865,11563.312609137425,34.96,60.88,60.88,14.17,79.16,49.1,2373348.0
128,512,16,16,512,3,3,1,1,0,0,7.862841,7.253220,7.419562,NOT SUPPORT!,2.779250,7.273130,4.291015,2.405262,7,7,1,0.0104765440006317,351.3550020969653,354.33642848024743,11699.385787585055,35.29,61.48,61.48,14.2,80.07,49.67,2788201.0
128,640,16,16,640,3,3,1,1,0,0,15.041309,13.407346,13.607708,NOT SUPPORT!,4.396032,11.591681,6.375196,3.615175,7,7,1,0.0164960000025223,345.98982893358743,351.37800188613716,11609.222578244306,35.73,61.06,61.06,14.04,79.53,49.31,4381247.0
128,768,7,7,768,3,3,1,1,0,0,3.022052,2.283747,2.285340,NOT SUPPORT!,5.797205,15.790307,2.476943,1.349063,7,7,1,0.0033988479999915,487.9358777216278,313.08867004428015,10348.647071033469,27.47,55.19,55.19,12.91,70.97,43.93,664466.0
128,768,8,8,768,3,3,1,1,0,0,3.560903,2.974833,3.016135,NOT SUPPORT!,5.811655,15.820004,4.626318,1.350770,7,7,1,0.0045512639967893,454.40848133797886,336.689489574986,11128.734551924701,29.82,58.69,58.69,13.69,76.41,47.31,943455.0
128,896,8,8,896,3,3,1,1,0,0,5.094969,4.259840,4.270535,NOT SUPPORT!,7.913016,21.371790,6.311822,1.923300,7,7,1,0.0063990720035575,416.6972641456151,325.83284558149205,10773.211389663109,30.78,56.75,56.75,13.18,73.89,45.78,1440779.0
128,1024,7,7,1024,3,3,1,1,0,0,5.338112,3.916117,4.586837,NOT SUPPORT!,10.309859,27.758022,8.048754,2.394795,7,7,1,0.0059934080012808,405.12923434682875,315.46552472248703,10432.846752071211,29.48,55.61,55.61,12.98,71.48,44.29,1232350.0
128,1024,8,8,1024,3,3,1,1,0,0,5.959452,5.788331,5.790037,NOT SUPPORT!,10.197219,27.773951,8.049891,2.396274,7,7,1,0.0086525119958175,408.8969740935534,314.66325447639707,10406.31465307698,31.64,54.76,54.76,12.73,71.36,44.25,1802403.0
128,2048,7,7,2048,3,3,1,1,0,0,15.710776,15.170673,15.025038,NOT SUPPORT!,40.134434,108.851532,32.032196,9.210879,7,7,1,0.0229413439959161,388.2251724947774,329.37480913695094,10901.684855277937,33.18,58.12,58.12,13.48,74.66,46.31,5013094.0
128,2048,8,8,2048,3,3,1,1,0,0,28.388351,20.777643,25.061262,NOT SUPPORT!,40.210209,108.882378,32.042217,9.213041,7,7,1,0.0310893440035009,384.7997834762214,349.99365540729025,11584.129771777916,34.48,60.91,60.91,14.02,79.31,49.21,7395397.0
