N,cin,cout,time,ai,tc_perf,perf
4096,1024,81,8.230399897697836e-05,43.93537771544811,0.0,9165.952330712573
1024,1024,320,7.990400221632322e-05,98.95112111830377,0.0,7867.7174101120745
5,12544,1024,8.463999624380794e-05,15.987073389086621,0.0,9280.747823697677
26,12544,1024,8.255999736368585e-05,15.383194576059703,0.0,9399.236934857574
10,12544,1024,9.027200065396548e-05,15.902961967211532,0.0,8701.728722603573
1024,1024,320,8.054400037500438e-05,99.02916267628115,0.0,7805.200964044689
6,12544,1024,8.969600243257673e-05,15.971612227683895,0.0,8757.608361955336
14,12544,1024,8.998400325613803e-05,15.82695037505134,0.0,8729.578953067055
7,12544,1024,9.046399966791724e-05,15.953940280222454,0.0,8683.26034467922
11,12544,1024,8.553600426888978e-05,15.881230116648993,0.0,9183.529995955185
2,12544,1024,9.023999967129456e-05,16.035861082111072,0.0,8704.814536777703
21,12544,1024,8.16959990182281e-05,15.455475305212474,0.0,9498.641131609858
4,12544,1024,8.460800214074566e-05,16.000505066447804,0.0,9284.257293190556
32,12544,1024,8.255999934407831e-05,15.295576676809569,0.0,9399.236709395145
3,12544,1024,8.502400340780929e-05,16.02198042672178,0.0,9238.83173519622
1024,1024,320,8.047999886388269e-05,98.9251345926579,0.0,7811.408029941301
1024,1024,320,7.868800204119695e-05,99.02916267628115,0.0,7989.300694734442
256,1024,1024,6.240000199697892e-05,86.36797135649768,0.0,8110.633003657643
300,2048,512,7.187200099004178e-05,101.27104458084006,0.0,8729.983826899923
300,2048,512,7.174400298960783e-05,101.27299315015777,0.0,8745.558933209866
300,2048,512,7.19360006605018e-05,101.27299315015777,0.0,8722.216977437722
300,2048,512,7.174400066112362e-05,101.26909608650479,0.0,8745.559217050963
36864,256,3,6.915199896838787e-05,16.57681653597902,0.0,8531.435520500236
399,256,2048,4.2976001701334206e-05,174.40637450199202,0.0,9471.412902950746
460,256,2048,5.142399999993525e-05,197.4922754908801,0.0,9186.607602979053
330,256,2048,4.204799832029497e-05,151.8561967833491,0.0,8191.148222922919
2,12544,1024,9.40480020510512e-05,16.039100760400743,0.0,8352.356709407843
1024,1024,320,6.591999936592922e-05,99.02916267628115,0.0,9536.743255794452
1024,1024,320,7.964800425174756e-05,99.02916267628115,0.0,7893.005170449158
16,12544,1024,9.536000172832604e-05,15.798074341171507,0.0,8237.441764896339
24,12544,1024,9.1103998544627e-05,15.412259123076595,0.0,8517.748825068073
10,12544,1024,9.622400406930806e-05,15.90058274917655,0.0,8163.477175317972
32,12544,1024,9.305599558901184e-05,15.294642290730268,0.0,8339.075538880497
64,8208,512,6.265600212867548e-05,30.265523378970094,0.0,8508.547531819593
12,12544,1024,9.628799519877968e-05,15.865820096647669,0.0,8158.0518871105905
7,12544,1024,9.536000442342457e-05,15.946257272014481,0.0,8237.441532086816
6,12544,1024,9.404799854331545e-05,15.968515843858748,0.0,8352.357020928137
5,12544,1024,9.500800073230496e-05,15.986530385480377,0.0,8267.96117045755
4,12544,1024,9.53280034930438e-05,16.00124329784754,0.0,8240.206782415416
18,256,32768,6.147199963449987e-05,15.111592262328708,0.0,8229.102323134726
128000,64,64,0.0001038080006761,13.449756720466763,0.0,9627.877206808167
121600,64,64,0.0001046079989805,13.144969632954846,0.0,9076.53486031269
108800,64,64,8.896000139416944e-05,13.989654597029869,0.0,9549.607326224335
16,1024,12544,9.299199526691456e-05,15.111092515498282,0.0,8333.738899529848
13,1024,12544,9.033600206155147e-05,15.156964097111961,0.0,8578.761408687822
14,1024,12544,9.158400239212274e-05,15.14128999350182,0.0,8461.860019861258
15,1024,12544,9.171199825038396e-05,15.125648274177225,0.0,8450.050408726504
24,1024,12544,8.944000072005438e-05,15.672571338330155,0.0,8597.82599281506
1025,192,768,3.3247998300554034e-05,226.70631970260223,0.0,8746.221950863972
1174,192,768,4.0959998340737504e-05,255.692466106058,0.0,8672.476166135606
256,1024,1024,6.288000065747044e-05,86.36797135649768,0.0,8048.719948047146
256,1024,1024,6.358400199728731e-05,86.36797135649768,0.0,7959.6046132263255
64,2048,2048,6.643200301275224e-05,32.18677457297361,0.0,7807.633885627913
3136,384,192,5.7056004528725936e-05,93.49556857443292,0.0,7802.424557687098
3136,192,192,3.369599831496503e-05,120.91737606409615,0.0,8542.766798994637
1576,384,384,4.886399898067516e-05,163.81823591923487,0.0,9401.842474567811
1568,384,384,4.8192004052781394e-05,164.45438252112316,0.0,9532.942863106253
1576,384,384,4.8320000000199335e-05,163.82519979595307,0.0,9507.69083385461
1576,384,384,4.8288003391349866e-05,163.81823591923487,0.0,9513.990822326012
768,2048,320,0.0001203200038578,103.28108024212324,0.0,7911.5652023173725
392,512,1024,4.55039983268767e-05,151.43295966104688,0.0,8988.816689714611
392,2048,512,8.668799636867038e-05,118.08475630833045,0.0,9395.575820143016
65536,64,64,5.673599965606871e-05,31.76911976911977,0.0,8881.596394787417
16384,128,128,5.212800238766003e-05,63.75000757002271,0.0,9629.24152103754
1024,320,640,4.256000438268758e-05,198.10622446527276,0.0,9235.581902568842
1024,512,512,6.195200100071159e-05,59.41497229879097,0.0,8378.146958385383
65536,64,64,5.6991998960545513e-05,31.198636051635187,0.0,8841.701628132832
16384,128,128,5.200000067678548e-05,63.75000757002271,0.0,9652.94458590437
1024,320,640,4.217599699589901e-05,198.10622446527276,0.0,9319.67076648407
1024,512,512,6.159999667036278e-05,177.12342364331624,0.0,8426.022675415563
4,4096,4096,0.0001219199963049,16.383906488999823,0.0,8420.36876016326
