N,cin,cout,Time,sm__sass_thread_inst_executed_op_dfma_pred_on.sum,sm__sass_thread_inst_executed_op_dmul_pred_on.sum,sm__sass_thread_inst_executed_op_dadd_pred_on.sum,sm__sass_thread_inst_executed_op_ffma_pred_on.sum,sm__sass_thread_inst_executed_op_fmul_pred_on.sum,sm__sass_thread_inst_executed_op_fadd_pred_on.sum,sm__sass_thread_inst_executed_op_hfma_pred_on.sum,sm__sass_thread_inst_executed_op_hmul_pred_on.sum,sm__sass_thread_inst_executed_op_hadd_pred_on.sum,sm__inst_executed_pipe_tensor.sum,dram__bytes.sum,lts__t_bytes.sum,l1tex__t_bytes.sum,CC FLOPs,TC FLOPs,all FLOPs,AI HBM,AI L2,AI L1,GFLOP/s,TC GFLOP/s
600,256,256,1.8016000000042377e-05,0.0,0.0,0.0,39845888.0,622592.0,466944.0,0.0,0.0,0.0,0.0,876800.0,10743584.0,8052736.0,80781312.0,0.0,80781312.0,92.13197080291971,7.519028287022282,10.031536113936928,4175.924704289481,0.0
600,256,128,1.286399581776158e-05,0.0,0.0,0.0,19922944.0,1245184.0,933888.0,0.0,0.0,0.0,0.0,745728.0,9162688.0,6176768.0,42024960.0,0.0,42024960.0,56.35427394438723,4.5865318124986905,6.803713527851459,3042.5067373912525,0.0
600,256,1024,4.115199934270406e-05,0.0,0.0,0.0,159383552.0,622592.0,0.0,0.0,0.0,0.0,0.0,1663232.0,33660448.0,27128736.0,319389696.0,0.0,319389696.0,192.02955210096968,9.48857531545629,11.773113793432913,7228.198841743797,0.0
600,1024,256,9.715199967392988e-05,0.0,0.0,0.0,168919040.0,1310720.0,0.0,0.0,0.0,0.0,0.0,3506688.0,46970112.0,35482304.0,339148800.0,0.0,339148800.0,96.71484888304862,7.220523553360912,9.55825191058619,3251.1624532058727,0.0
600,256,4,1.6192001048373844e-05,0.0,0.0,0.0,4980736.0,77824.0,58368.0,0.0,0.0,0.0,0.0,618752.0,1622944.0,711424.0,10097664.0,0.0,10097664.0,16.31940422010757,6.221819113906579,14.193594818279957,580.791861733883,0.0
600,256,80,1.2799997863939042e-05,0.0,0.0,0.0,14942208.0,933888.0,700416.0,0.0,0.0,0.0,0.0,696576.0,6837888.0,4167680.0,31518720.0,0.0,31518720.0,45.24807056229327,4.609423260515528,7.562653562653563,2293.2890904366927,0.0
40194,256,256,0.0003649919967748,0.0,0.0,0.0,2638217216.0,10305536.0,0.0,0.0,0.0,0.0,0.0,65198208.0,382605216.0,280037312.0,5286739968.0,0.0,5286739968.0,81.08719748861809,13.817741491532619,18.878698450012262,13489.776000097367,0.0
40194,256,128,0.0001900799999993,0.0,0.0,0.0,1319108608.0,5152768.0,0.0,0.0,0.0,0.0,0.0,48459904.0,201038816.0,140647232.0,2643369984.0,0.0,2643369984.0,54.54756955358393,13.14855527203264,18.794326389587248,12951.54744933303,0.0
40194,256,1024,0.0013880000000045,0.0,0.0,0.0,10552868864.0,41222144.0,0.0,0.0,0.0,0.0,0.0,186656000.0,1397749248.0,1112663008.0,21146959872.0,0.0,21146959872.0,113.29375895765472,15.129294401165723,19.00571846098437,14189.222704047117,0.0
40194,1024,256,0.0014093760003171,0.0,0.0,0.0,10552868864.0,10305536.0,0.0,0.0,0.0,0.0,0.0,204075136.0,1296098656.0,994109888.0,21116043264.0,0.0,21116043264.0,103.47190587686292,16.292003055668626,21.24115605215668,13953.584972282506,0.0
25428,256,256,0.0002483840025801,0.0,0.0,0.0,1667235840.0,6512640.0,0.0,0.0,0.0,0.0,0.0,36366848.0,345737312.0,283051072.0,3340984320.0,0.0,3340984320.0,91.86895493390024,9.663360603671263,11.803468174110996,12527.111594672535,0.0
25428,256,128,0.000139808000646,0.0,0.0,0.0,833617920.0,3256320.0,0.0,0.0,0.0,0.0,0.0,27292928.0,173670432.0,136829152.0,1670492160.0,0.0,1670492160.0,61.206044291033926,9.618748227677582,12.208598354830118,11127.88289752775,0.0
25428,256,1024,0.0009089919961428,0.0,0.0,0.0,6677331968.0,26083328.0,0.0,0.0,0.0,0.0,0.0,110990336.0,1030850144.0,890670400.0,13380747264.0,0.0,13380747264.0,120.55776877727445,12.980303045871233,15.023231112204918,13709.462839131302,0.0
25428,1024,256,0.0009532160022456,0.0,0.0,0.0,6668943360.0,6512640.0,0.0,0.0,0.0,0.0,0.0,124362496.0,1229260096.0,1026436960.0,13344399360.0,0.0,13344399360.0,107.30244076156207,10.85563535611588,13.00070036449194,13037.905720607316,0.0
34542,256,256,0.0003066880019391,0.0,0.0,0.0,2264924160.0,8847360.0,0.0,0.0,0.0,0.0,0.0,53751552.0,328515584.0,244114400.0,4538695680.0,0.0,4538695680.0,84.43841175041793,13.81576978704304,18.59249466643508,13782.703331619465,0.0
34542,256,128,0.0001730880042041,0.0,0.0,0.0,1132462080.0,4423680.0,0.0,0.0,0.0,0.0,0.0,41264128.0,237736992.0,185463392.0,2269347840.0,0.0,2269347840.0,54.9956572449562,9.545623593992474,12.236095843647679,12210.521940935361,0.0
34542,256,1024,0.0011838399974265,0.0,0.0,0.0,9059696640.0,35389440.0,0.0,0.0,0.0,0.0,0.0,157667200.0,1201087872.0,937880128.0,18154782720.0,0.0,18154782720.0,115.14622394511984,15.115282689325165,19.357252785294115,14282.300835527183,0.0
34542,1024,256,0.0011772799961467,0.0,0.0,0.0,9059696640.0,8847360.0,0.0,0.0,0.0,0.0,0.0,232430080.0,883957184.0,598947520.0,18128240640.0,0.0,18128240640.0,77.99438282686991,20.508052842523195,30.2668264491687,14340.887300687597,0.0
23806,256,256,0.0002318400022499,0.0,0.0,0.0,1560281088.0,6094848.0,0.0,0.0,0.0,0.0,0.0,32945024.0,322895552.0,264875328.0,3126657024.0,0.0,3126657024.0,94.90528900510135,9.68318394178437,11.804259187175033,12560.068328469428,0.0
23806,256,128,0.0001238399974055,0.0,0.0,0.0,780140544.0,3047424.0,0.0,0.0,0.0,0.0,0.0,24981888.0,162113280.0,128703680.0,1563328512.0,0.0,1563328512.0,62.57847733525985,9.643432740365256,12.146727366303745,11756.808505076426,0.0
23806,256,1024,0.0008501760003222,0.0,0.0,0.0,6241124352.0,24379392.0,0.0,0.0,0.0,0.0,0.0,102730880.0,962609152.0,826612640.0,12506628096.0,0.0,12506628096.0,121.74166225384228,12.992425918676494,15.129974417037706,13700.345662204942,0.0
23806,1024,256,0.000831808000965,0.0,0.0,0.0,6241124352.0,6094848.0,0.0,0.0,0.0,0.0,0.0,120623744.0,761676512.0,589890784.0,12488343552.0,0.0,12488343552.0,103.53138725324261,16.39586275177145,21.170602916217113,13982.40490117699,0.0
32,2048,2048,3.632000100676432e-05,0.0,0.0,0.0,138412032.0,1572864.0,1179648.0,0.0,0.0,0.0,0.0,17039616.0,48215552.0,26526496.0,279576576.0,0.0,279576576.0,16.40744580159553,5.7984729906234405,10.539521541028261,7168.941887253995,0.0
32,2048,128,1.1295996031883752e-05,0.0,0.0,0.0,10616832.0,442368.0,331776.0,0.0,0.0,0.0,0.0,1310976.0,5447584.0,2622592.0,22007808.0,0.0,22007808.0,16.787346221441126,4.039920816273783,8.39162477426912,1814.4808435086793,0.0
4,1024,1000,1.6672002460011414e-05,0.0,0.0,0.0,33554432.0,1048576.0,786432.0,0.0,0.0,0.0,0.0,4112640.0,9654528.0,4748288.0,68943872.0,0.0,68943872.0,16.763896669779022,7.14109193116432,14.519732585723528,3851.3060761002334,0.0
1024,12544,1024,0.0017705920012815,0.0,0.0,0.0,13180600320.0,10485760.0,0.0,0.0,0.0,0.0,0.0,153529984.0,2419738496.0,2957344352.0,26371686400.0,0.0,26371686400.0,171.76896468640288,10.89856876831702,8.917353970688362,13871.37570779933,0.0
1024,1024,1024,0.0001714879964449,0.0,0.0,0.0,1077936128.0,4194304.0,0.0,0.0,0.0,0.0,0.0,12583168.0,243108768.0,195089120.0,2160066560.0,0.0,2160066560.0,171.66317417044738,8.885185745336836,11.072204129066757,11730.959552299488,0.0
1024,1024,81,2.9248002358344285e-05,0.0,0.0,0.0,100663296.0,1572864.0,1179648.0,0.0,0.0,0.0,0.0,4526336.0,32316096.0,24773920.0,204079104.0,0.0,204079104.0,45.087042588088906,6.31509152590709,8.237658957484323,6498.340441643051,0.0
1024,1024,4,1.6448000000022195e-05,0.0,0.0,0.0,33554432.0,1048576.0,786432.0,0.0,0.0,0.0,0.0,4210944.0,10015488.0,4980800.0,68943872.0,0.0,68943872.0,16.372545443492005,6.883725685658053,13.841927401220687,3903.7563457510555,0.0
1024,12544,1024,0.0017731840009652,0.0,0.0,0.0,13180600320.0,10485760.0,0.0,0.0,0.0,0.0,0.0,157049216.0,2454781952.0,3031310016.0,26371686400.0,0.0,26371686400.0,167.9198857000343,10.74298528979897,8.699765533978297,13851.098849093449,0.0
1024,1024,81,2.9055998658126144e-05,0.0,0.0,0.0,100663296.0,1572864.0,1179648.0,0.0,0.0,0.0,0.0,4526336.0,32321120.0,24771168.0,204079104.0,0.0,204079104.0,45.087042588088906,6.314109907082428,8.238574135866342,6541.2818467812185,0.0
1024,1024,320,8.009600128494097e-05,0.0,0.0,0.0,336855040.0,1310720.0,0.0,0.0,0.0,0.0,0.0,6816384.0,80130112.0,62881632.0,675020800.0,0.0,675020800.0,99.02916267628115,8.424059110263068,10.734785000491081,7848.857611986632,0.0
782,256,256,1.8464002783558623e-05,0.0,0.0,0.0,52428800.0,819200.0,614400.0,0.0,0.0,0.0,0.0,1063168.0,13932320.0,10557440.0,106291200.0,0.0,106291200.0,99.97592102094872,7.629109868277501,10.067895247332686,5361.318193209774,0.0
782,256,256,2.131200172484445e-05,0.0,0.0,0.0,52633600.0,819200.0,614400.0,0.0,0.0,0.0,0.0,1863936.0,15026560.0,11358208.0,106700800.0,0.0,106700800.0,57.24488394451311,7.100813492908556,9.394157951676885,4662.765377580061,0.0
782,256,2048,6.883200065711078e-05,0.0,0.0,0.0,436207616.0,1703936.0,0.0,0.0,0.0,0.0,0.0,2898176.0,60248480.0,45598944.0,874119168.0,0.0,874119168.0,301.61010511438917,14.5085679837898,19.169723930448917,11827.157518171014,0.0
782,2048,256,8.940800358907306e-05,0.0,0.0,0.0,419635200.0,1638400.0,1228800.0,0.0,0.0,0.0,0.0,8504704.0,113546496.0,106410432.0,842137600.0,0.0,842137600.0,99.02021281399094,7.416676248644432,7.9140511336332136,8772.164977726366,0.0
200,256,256,1.231999571734723e-05,0.0,0.0,0.0,14680064.0,917504.0,688128.0,0.0,0.0,0.0,0.0,467200.0,6720416.0,4292608.0,30965760.0,0.0,30965760.0,66.27945205479452,4.607714760514825,7.213740458015267,2340.837772168861,0.0
200,256,256,1.2447999276012358e-05,0.0,0.0,0.0,14680064.0,917504.0,688128.0,0.0,0.0,0.0,0.0,467200.0,6693280.0,4292608.0,30965760.0,0.0,30965760.0,66.27945205479452,4.626395429445653,7.213740458015267,2316.766790282417,0.0
200,256,2048,3.273599901699944e-05,0.0,0.0,0.0,117899264.0,917504.0,0.0,0.0,0.0,0.0,0.0,2302336.0,31437024.0,22737760.0,236716032.0,0.0,236716032.0,102.81558903652638,7.529848626892927,10.410701493902653,6734.451093443585,0.0
200,2048,256,3.196799734392927e-05,0.0,0.0,0.0,128450560.0,1605632.0,1204224.0,0.0,0.0,0.0,0.0,3735808.0,32589888.0,24296032.0,259710976.0,0.0,259710976.0,69.51935859658741,7.969066233059776,10.689439987566693,7566.150992256347,0.0
1200,256,81,1.8304003777265386e-05,0.0,0.0,0.0,39845888.0,622592.0,466944.0,0.0,0.0,0.0,0.0,1312000.0,8864256.0,6103008.0,80781312.0,0.0,80781312.0,61.57112195121951,9.113151966730202,13.236311012536769,4110.218747119168,0.0
1200,256,256,2.4704001364273863e-05,0.0,0.0,0.0,79691776.0,1245184.0,933888.0,0.0,0.0,0.0,0.0,1491200.0,24003232.0,21024128.0,161562624.0,0.0,161562624.0,108.34403433476395,6.730869576230401,7.684629012913163,6090.791395555578,0.0
1200,256,4,1.6352002776811125e-05,0.0,0.0,0.0,9961472.0,155648.0,116736.0,0.0,0.0,0.0,0.0,1233152.0,2956832.0,1422848.0,20195328.0,0.0,20195328.0,16.37699813161719,6.830055951775414,14.193594818279957,1150.2178127584664,0.0
1680,256,256,2.7295995924801214e-05,0.0,0.0,0.0,111149056.0,1736704.0,1302528.0,0.0,0.0,0.0,0.0,1982720.0,28493344.0,22495232.0,225337344.0,0.0,225337344.0,113.65061329890251,7.908420436716729,10.017115804806991,7688.371435475369,0.0
1680,256,256,3.0207998982855545e-05,0.0,0.0,0.0,111583232.0,1736704.0,1302528.0,0.0,0.0,0.0,0.0,3703040.0,31004064.0,24215552.0,226205696.0,0.0,226205696.0,61.086484618043556,7.2960014532288415,9.341339648173207,6973.996235598777,0.0
1680,256,2048,0.000128544002931,0.0,0.0,0.0,905969664.0,3538944.0,0.0,0.0,0.0,0.0,0.0,3817728.0,119446208.0,94276512.0,1815478272.0,0.0,1815478272.0,475.5389257694629,15.19912856505248,19.25695206033927,13153.440533084125,0.0
1680,2048,256,0.0001624319999998,0.0,0.0,0.0,953286656.0,3211264.0,0.0,0.0,0.0,0.0,0.0,15860480.0,235570304.0,280333344.0,1909784576.0,0.0,1909784576.0,120.41152449358405,8.107068435926458,6.8125487633750765,10949.969761398246,0.0
1200,256,256,2.457600310734012e-05,0.0,0.0,0.0,79691776.0,1245184.0,933888.0,0.0,0.0,0.0,0.0,1491200.0,23977504.0,21020032.0,161562624.0,0.0,161562624.0,108.34403433476395,6.738091838082896,7.686126453090081,6122.513831403794,0.0
1200,256,256,2.8576001035241017e-05,0.0,0.0,0.0,80003072.0,1245184.0,933888.0,0.0,0.0,0.0,0.0,2720000.0,25726656.0,22266880.0,162185216.0,0.0,162185216.0,59.626917647058825,6.304170118339515,7.283697401701541,5285.790434547188,0.0
1200,256,2048,9.945600294229963e-05,0.0,0.0,0.0,637534208.0,2490368.0,0.0,0.0,0.0,0.0,0.0,3326208.0,86945664.0,67060480.0,1277558784.0,0.0,1277558784.0,384.0886631262988,14.693760737740757,19.050844610715583,11963.273213661978,0.0
1200,2048,256,0.0001186240019734,0.0,0.0,0.0,672071680.0,1310720.0,0.0,0.0,0.0,0.0,0.0,11928192.0,135276832.0,107421664.0,1345454080.0,0.0,1345454080.0,112.79614546781272,9.94593131808409,12.524978946518646,10563.222762400832,0.0
1610,256,256,2.723200136091625e-05,0.0,0.0,0.0,106954752.0,1671168.0,1253376.0,0.0,0.0,0.0,0.0,1911040.0,27406400.0,21612544.0,216834048.0,0.0,216834048.0,113.46389819156062,7.911803374394302,10.032786885245901,7415.629911706999,0.0
1610,256,256,3.004799864770897e-05,0.0,0.0,0.0,107372544.0,1671168.0,1253376.0,0.0,0.0,0.0,0.0,3559680.0,29813152.0,23261184.0,217669632.0,0.0,217669632.0,61.14865156418554,7.301127770723471,9.357633386159534,6746.5605435688585,0.0
1610,256,2048,0.0001281920009745,0.0,0.0,0.0,872415232.0,3407872.0,0.0,0.0,0.0,0.0,0.0,3746048.0,114960896.0,90628928.0,1748238336.0,0.0,1748238336.0,466.6887172828538,15.207243478686875,19.29006967841438,12701.056351003343,0.0
1610,2048,256,0.0001426560029272,0.0,0.0,0.0,873693184.0,1703936.0,0.0,0.0,0.0,0.0,0.0,15287040.0,176450464.0,141946048.0,1749090304.0,0.0,1749090304.0,114.41654525663569,9.912642133941908,12.32221910116159,11418.848500806112,0.0
512,25088,1024,0.0017879359961479,0.0,0.0,0.0,13175357440.0,5242880.0,0.0,0.0,0.0,0.0,0.0,288877056.0,2507965600.0,2896552768.0,26355957760.0,0.0,26355957760.0,91.23589849932561,10.508899228920843,9.099077376103924,13728.622551581278,0.0
512,1024,1024,9.558399836164648e-05,0.0,0.0,0.0,547880960.0,2621440.0,0.0,0.0,0.0,0.0,0.0,8389376.0,152659456.0,171168352.0,1098383360.0,0.0,1098383360.0,130.92551341124775,7.194990659471497,6.416976895355048,10702.096964803923,0.0
512,1024,31,1.3599995413636635e-05,0.0,0.0,0.0,18874368.0,786432.0,589824.0,0.0,0.0,0.0,0.0,2224384.0,9411296.0,5399840.0,39124992.0,0.0,39124992.0,17.589135688801935,4.157237430424035,7.245583572846603,2679.264747744977,0.0
512,1024,120,2.3039997608071493e-05,0.0,0.0,0.0,68157440.0,655360.0,0.0,0.0,0.0,0.0,0.0,2588928.0,21799616.0,21167648.0,136970240.0,0.0,136970240.0,52.9061603876199,6.283149207765861,6.470734963090845,5536.609800593525,0.0
442,25088,1024,0.0015903680035323,0.0,0.0,0.0,11547246592.0,5046272.0,0.0,0.0,0.0,0.0,0.0,215225344.0,1732677728.0,1946940576.0,23099539456.0,0.0,23099539456.0,107.32722748488207,13.331699878582384,11.864532354376285,13527.134921484745,0.0
442,1024,1024,9.689600250998085e-05,0.0,0.0,0.0,487653376.0,3211264.0,0.0,0.0,0.0,0.0,0.0,7815936.0,150285824.0,163159936.0,978518016.0,0.0,978518016.0,125.19524417804854,6.51104668395071,5.997293453216359,9405.093031313436,0.0
442,1024,31,1.3247998944383147e-05,0.0,0.0,0.0,16515072.0,688128.0,516096.0,0.0,0.0,0.0,0.0,1937664.0,8117760.0,4687264.0,34234368.0,0.0,34234368.0,17.66785572730876,4.217218543046358,7.303699556927026,2406.645703999812,0.0
442,1024,120,2.275200000000468e-05,0.0,0.0,0.0,68157440.0,655360.0,0.0,0.0,0.0,0.0,0.0,2302208.0,19260832.0,18771616.0,136970240.0,0.0,136970240.0,59.49516290448126,7.111335585087913,7.296667479240999,5606.692886887911,0.0
1024,1024,320,8.198399817703086e-05,0.0,0.0,0.0,336855040.0,1310720.0,0.0,0.0,0.0,0.0,0.0,6816384.0,80233472.0,62804096.0,675020800.0,0.0,675020800.0,99.02916267628115,8.413206896991818,10.74803783498452,7668.107476504236,0.0
1024,12544,1024,0.0017720960035376,0.0,0.0,0.0,13180600320.0,10485760.0,0.0,0.0,0.0,0.0,0.0,152722688.0,2422169728.0,2965790752.0,26371686400.0,0.0,26371686400.0,172.67693978775438,10.887629423795689,8.891957863924178,13859.602880414079,0.0
1024,1024,1024,0.0001714560029078,0.0,0.0,0.0,1077936128.0,4194304.0,0.0,0.0,0.0,0.0,0.0,12596480.0,243007936.0,195093184.0,2160066560.0,0.0,2160066560.0,171.48175998374148,8.8888725016783,11.071973483194574,11733.148538880823,0.0
1024,1024,81,2.9440001358423142e-05,0.0,0.0,0.0,100663296.0,1572864.0,1179648.0,0.0,0.0,0.0,0.0,4526336.0,32330272.0,24771552.0,204079104.0,0.0,204079104.0,45.087042588088906,6.312322519278526,8.238446424349997,6455.960183171681,0.0
2050,768,768,0.0001837439996763,0.0,0.0,0.0,1257062400.0,12976128.0,0.0,0.0,0.0,0.0,0.0,8658176.0,287379360.0,208484832.0,2527100928.0,0.0,2527100928.0,291.874515833358,8.793606221407133,12.121269944472507,12808.832651538793,0.0
2050,768,3072,0.0006840319977492,0.0,0.0,0.0,4913725440.0,12779520.0,0.0,0.0,0.0,0.0,0.0,71555712.0,949276000.0,828309728.0,9840230400.0,0.0,9840230400.0,137.51844716463725,10.366037274723052,11.879892348674673,13397.660842026331,0.0
2050,3072,768,0.000671744001285,0.0,0.0,0.0,4994187264.0,12976128.0,0.0,0.0,0.0,0.0,0.0,34671104.0,694193216.0,550804960.0,10001350656.0,0.0,10001350656.0,288.4635763545343,14.407157006846925,18.15769897206445,13866.121059153724,0.0
2048,1536,768,0.0003462400022589,0.0,0.0,0.0,2426929152.0,12582912.0,0.0,0.0,0.0,0.0,0.0,17302656.0,418971616.0,317869344.0,4866441216.0,0.0,4866441216.0,281.25400031070376,11.615205016656784,15.30956447313145,13089.840956941309,0.0
160,64,32,1.1648000734336848e-05,0.0,0.0,0.0,332800.0,20480.0,15360.0,0.0,0.0,0.0,0.0,69888.0,389792.0,122880.0,701440.0,0.0,701440.0,10.036630036630036,1.7995238486166982,5.708333333333333,56.08403722130032,0.0
160,32,2,8.671996881307326e-06,0.0,0.0,0.0,168960.0,20480.0,15360.0,0.0,0.0,0.0,0.0,22272.0,291232.0,32000.0,373760.0,0.0,373760.0,16.7816091954023,1.283375453246896,11.68,40.139673739804856,0.0
176,64,32,1.2031996039297231e-05,0.0,0.0,0.0,399360.0,24576.0,18432.0,0.0,0.0,0.0,0.0,76032.0,474272.0,139264.0,841728.0,0.0,841728.0,11.070707070707071,1.7747790297550772,6.044117647058823,65.15297092233126,0.0
176,32,2,9.023999999963586e-06,0.0,0.0,0.0,202752.0,24576.0,18432.0,0.0,0.0,0.0,0.0,24448.0,310944.0,35328.0,448512.0,0.0,448512.0,18.345549738219894,1.4424205001543686,12.695652173913043,46.288713495968864,0.0
128,64,32,1.2256000360551217e-05,0.0,0.0,0.0,266240.0,16384.0,12288.0,0.0,0.0,0.0,0.0,57600.0,418848.0,98304.0,561152.0,0.0,561152.0,9.742222222222223,1.3397509359003743,5.708333333333333,42.64144174414175,0.0
128,32,2,9.15200107828013e-06,0.0,0.0,0.0,135168.0,16384.0,12288.0,0.0,0.0,0.0,0.0,17920.0,290720.0,25600.0,299008.0,0.0,299008.0,16.685714285714287,1.0285085305448542,11.68,30.427542349345575,0.0
232,64,32,1.1936000000032454e-05,0.0,0.0,0.0,532480.0,32768.0,24576.0,0.0,0.0,0.0,0.0,97536.0,540704.0,184320.0,1122304.0,0.0,1122304.0,11.506561679790027,2.075634728058235,6.088888888888889,87.56929044725268,0.0
232,32,2,8.800002274491353e-06,0.0,0.0,0.0,270336.0,32768.0,24576.0,0.0,0.0,0.0,0.0,32128.0,322976.0,46592.0,598016.0,0.0,598016.0,18.61354581673307,1.851580303180422,12.835164835164836,63.289279185264974,0.0
144,64,32,1.1936002516763449e-05,0.0,0.0,0.0,332800.0,20480.0,15360.0,0.0,0.0,0.0,0.0,63744.0,438944.0,114688.0,701440.0,0.0,701440.0,11.004016064257028,1.598017059123715,6.116071428571429,54.73079498942836,0.0
144,32,2,8.799996101155303e-06,0.0,0.0,0.0,168960.0,20480.0,15360.0,0.0,0.0,0.0,0.0,20096.0,286112.0,28928.0,373760.0,0.0,373760.0,18.598726114649683,1.3063415725310368,12.920353982300885,39.55582723980778,0.0
1024,12544,1024,0.0017703680028945,0.0,0.0,0.0,13180600320.0,10485760.0,0.0,0.0,0.0,0.0,0.0,156331264.0,2436125792.0,2880167328.0,26371686400.0,0.0,26371686400.0,168.69105849486382,10.825256432406755,9.156303574317887,13873.130803790073,0.0
1024,1024,1024,0.0001714879974143,0.0,0.0,0.0,1077936128.0,4194304.0,0.0,0.0,0.0,0.0,0.0,12583168.0,242941728.0,195002496.0,2160066560.0,0.0,2160066560.0,171.66317417044738,8.891294952837415,11.077122623086835,11730.959485985853,0.0
1024,1024,81,2.915199999989745e-05,0.0,0.0,0.0,100663296.0,1572864.0,1179648.0,0.0,0.0,0.0,0.0,4526336.0,32649696.0,24778912.0,204079104.0,0.0,204079104.0,45.087042588088906,6.250566743408576,8.235999385283744,6519.74055170035,0.0
1024,1024,320,8.009599892066366e-05,0.0,0.0,0.0,336855040.0,1310720.0,0.0,0.0,0.0,0.0,0.0,6816384.0,80141280.0,62882784.0,675020800.0,0.0,675020800.0,99.02916267628115,8.422885184763707,10.734588341381324,7848.857843669565,0.0
4,1280,1000,1.852800277141524e-05,0.0,0.0,0.0,41943040.0,1048576.0,786432.0,0.0,0.0,0.0,0.0,5140736.0,11903904.0,5903456.0,85721088.0,0.0,85721088.0,16.674866789502516,7.20109033137364,14.520492403094051,4308.828391269825,0.0
2,512,512,1.0752003959245342e-05,0.0,0.0,0.0,525312.0,65536.0,49152.0,0.0,0.0,0.0,0.0,1056768.0,2700544.0,1343488.0,1165312.0,0.0,1165312.0,1.1027131782945736,0.4315100957436724,0.8673780487804879,100.93759044211566,0.0
2,512,19,1.0144004631167438e-05,0.0,0.0,0.0,19494.0,3072.0,1824.0,0.0,0.0,0.0,0.0,43136.0,286048.0,52608.0,43884.0,0.0,43884.0,1.0173405044510386,0.1534148115001678,0.8341697080291971,4.028996569939663,0.0
2,512,512,1.0912003980145957e-05,0.0,0.0,0.0,525312.0,65536.0,49152.0,0.0,0.0,0.0,0.0,1057664.0,2674432.0,1343488.0,1165312.0,0.0,1165312.0,1.1017790148856348,0.43572317411697137,0.8673780487804879,99.45756746835387,0.0
2,512,19,9.983995641276795e-06,0.0,0.0,0.0,19494.0,3072.0,1824.0,0.0,0.0,0.0,0.0,43136.0,279808.0,52608.0,43884.0,0.0,43884.0,1.0173405044510386,0.15683611619396157,0.8341697080291971,4.093567478681212,0.0
4,512,512,1.2864003525324978e-05,0.0,0.0,0.0,1050624.0,131072.0,98304.0,0.0,0.0,0.0,0.0,1064960.0,3007936.0,1638400.0,2330624.0,0.0,2330624.0,2.1884615384615387,0.7748249962765166,1.4225,168.73151036281226,0.0
4,512,150,1.2543998541736022e-05,0.0,0.0,0.0,307800.0,38912.0,28800.0,0.0,0.0,0.0,0.0,317824.0,1039968.0,482048.0,683312.0,0.0,683312.0,2.1499697946033023,0.6570509861841903,1.4175185873605949,50.73214007386035,0.0
4,512,512,1.2703999289299371e-05,0.0,0.0,0.0,1050624.0,131072.0,98304.0,0.0,0.0,0.0,0.0,1064960.0,3013920.0,1638400.0,2330624.0,0.0,2330624.0,2.1884615384615387,0.7732866167648776,1.4225,170.85664873807877,0.0
4,512,21,1.209599612001607e-05,0.0,0.0,0.0,43092.0,6144.0,4032.0,0.0,0.0,0.0,0.0,51584.0,330528.0,70752.0,96360.0,0.0,96360.0,1.8680210918114144,0.2915335463258786,1.3619402985074627,7.419169318469349,0.0
4,512,512,1.286400034775694e-05,0.0,0.0,0.0,1050624.0,131072.0,98304.0,0.0,0.0,0.0,0.0,1064960.0,3013920.0,1638400.0,2330624.0,0.0,2330624.0,2.1884615384615387,0.7732866167648776,1.4225,168.73155204159335,0.0
4,512,21,1.2256002871713186e-05,0.0,0.0,0.0,43092.0,6144.0,4032.0,0.0,0.0,0.0,0.0,51584.0,335264.0,70752.0,96360.0,0.0,96360.0,1.8680210918114144,0.2874152906366326,1.3619402985074627,7.322309257700348,0.0
4,512,512,1.2735997887075784e-05,0.0,0.0,0.0,1050624.0,131072.0,98304.0,0.0,0.0,0.0,0.0,1064960.0,3020416.0,1638400.0,2330624.0,0.0,2330624.0,2.1884615384615387,0.7716235114633216,1.4225,170.42737941588896,0.0
4,512,150,1.2512003605087318e-05,0.0,0.0,0.0,307800.0,38912.0,28800.0,0.0,0.0,0.0,0.0,317824.0,1039232.0,482048.0,683312.0,0.0,683312.0,2.1499697946033023,0.6575163197438109,1.4175185873605949,50.8618692250777,0.0
2,512,512,1.0880003184456456e-05,0.0,0.0,0.0,525312.0,65536.0,49152.0,0.0,0.0,0.0,0.0,1056896.0,2685280.0,1343488.0,1165312.0,0.0,1165312.0,1.102579629405353,0.43396293868795804,0.8673780487804879,99.75009691364636,0.0
2,512,19,1.004800142720976e-05,0.0,0.0,0.0,19494.0,3072.0,1824.0,0.0,0.0,0.0,0.0,43136.0,288480.0,52608.0,43884.0,0.0,43884.0,1.0173405044510386,0.15212146422628953,0.8341697080291971,4.06749144698071,0.0
2,512,512,1.078400214561814e-05,0.0,0.0,0.0,525312.0,65536.0,49152.0,0.0,0.0,0.0,0.0,1056768.0,2664928.0,1343488.0,1165312.0,0.0,1165312.0,1.1027131782945736,0.4372771046722463,0.8673780487804879,100.63808940461817,0.0
2,512,19,1.0143999281183668e-05,0.0,0.0,0.0,19494.0,3072.0,1824.0,0.0,0.0,0.0,0.0,43264.0,290400.0,52608.0,43884.0,0.0,43884.0,1.014330621301775,0.15111570247933884,0.8341697080291971,4.028998694847765,0.0
