N,cin,cout,time,ai,tc_perf,perf
128,4096,2048,0.0001868799982004,56.97783150593805,0.0,10763.45584730798
512,1024,1024,9.465599702141174e-05,130.92551341124775,0.0,10807.019638899403
6860,128,384,5.776000261431025e-05,183.05197046034922,0.0,10947.771184478146
6144,128,512,7.091200000016e-05,237.21294974836627,0.0,10617.803580470176
1960,256,768,7.145600360778672e-05,281.4158610894763,0.0,10247.4072514665
1536,256,1024,7.13919957437098e-05,309.5546550798223,0.0,10587.452656645997
588,512,1536,8.991999869889327e-05,240.21185193903372,0.0,10823.015797243646
384,512,2048,7.555200097645978e-05,166.25034048567392,0.0,10208.071585229096
196,1024,3072,0.0001192640016241,106.46002619978772,0.0,11128.588443792214
13824,128,128,4.188799802056756e-05,63.65826912739652,0.0,10110.842466398002
3456,512,256,7.775999934862989e-05,120.33215476310738,0.0,10956.658349158819
864,1024,512,7.612799868910782e-05,161.50706208274673,0.0,11137.424963835098
1152,512,512,5.792000132342831e-05,183.94622404145855,0.0,10081.549145399558
216,1024,4096,0.0001547840038932,106.90211822338814,0.0,11361.283321552948
6860,128,384,5.7855997382566525e-05,183.05197046034922,0.0,10929.606624098562
6144,128,512,7.08160000001419e-05,237.21294974836627,0.0,10632.19734944774
1960,256,768,7.126399835992846e-05,281.4158610894763,0.0,10275.016647718518
1536,256,1024,7.136000196414626e-05,309.5546550798223,0.0,10592.199470226611
588,512,1536,9.001600389797095e-05,240.21185193903372,0.0,10811.472674451694
384,512,2048,7.497600192918093e-05,166.25034048567392,0.0,10286.494538658915
196,1024,3072,0.0001189760009723,106.46104417670682,0.0,11155.526991896315
13824,128,128,4.1919998027825655e-05,63.65826912739652,0.0,10103.124263928255
3456,512,256,7.782400293443943e-05,120.32,0.0,10947.647434834264
864,1024,512,7.606399739442472e-05,161.50706208274673,0.0,11146.796146543587
1152,512,512,5.750399672553407e-05,183.94622404145855,0.0,10154.48269849502
216,1024,4096,0.0001545920009711,106.89592104405041,0.0,11375.394010222748
3430,192,576,6.716800392645324e-05,251.016098839386,0.0,10709.41210002336
3072,192,768,7.47839977003225e-05,312.7728495790296,0.0,11488.164390699523
3072,768,192,7.619199933995343e-05,90.75891295745522,0.0,11124.464801900656
980,384,1152,7.388799999977453e-05,279.11993434678965,0.0,11523.392562934416
768,384,1536,7.695999571910743e-05,258.3146473779385,0.0,11063.415762068533
768,1536,384,8.323200226110887e-05,128.2823869801085,0.0,10160.426091503814
294,768,2304,0.0001009919957904,147.51940470844826,0.0,10858.017681444804
192,768,3072,7.609599605075289e-05,90.75891295745522,0.0,11138.499511570084
48,6144,1536,0.0001140159957505,31.58386266537926,0.0,10225.969300105964
1536,768,192,4.310400133437815e-05,85.49587693494719,0.0,9806.49038427544
196,768,2304,7.379199836004336e-05,118.49252562286476,0.0,11486.275391380415
3072,1024,256,0.0001412480016198,122.93884449619246,0.0,11050.004231749852
1576,384,1152,0.0001170559986945,340.86744043982895,0.0,11365.292562740126
25088,96,384,0.0001495040035565,66.16479762414481,0.0,11582.488607499661
25088,384,96,0.0001480639973972,35.846367970623945,0.0,11695.134863362107
392,3072,768,0.0001669440022684,137.92828985767522,0.0,10968.351297360668
25080,256,128,0.0001408320006496,61.63124147013049,0.0,10894.12005495505
25428,256,128,0.000139808000646,61.206044291033926,0.0,11127.88289752775
1680,2048,256,0.0001624319999998,120.41152449358405,0.0,10949.969761398246
1200,2048,256,0.0001186240019734,112.79614546781272,0.0,10563.222762400832
1610,2048,256,0.0001426560029272,114.41654525663569,0.0,11418.848500806112
512,1024,1024,9.558399836164648e-05,130.92551341124775,0.0,10702.096964803923
512,1024,1024,9.48479993468247e-05,130.87359687652514,0.0,10785.14281581677
512,1024,1024,9.529599742351618e-05,130.92551341124775,0.0,10734.440547421847
1024,1024,1024,0.0001727359986991,171.66317417044738,0.0,11646.204411069768
512,1024,1024,9.590400164625316e-05,130.8975532369272,0.0,10666.387232966574
300,512,1536,5.638400165095053e-05,166.68268281893353,0.0,10356.18832906845
300,512,2048,6.0800002994879946e-05,140.0872990524859,0.0,10319.759462887489
300,512,1536,5.638400162602964e-05,166.71672169088868,0.0,10356.188333645729
300,512,2048,6.095999668249889e-05,140.0872990524859,0.0,10292.674547177809
300,512,1536,5.622400099084141e-05,166.71672169088868,0.0,10385.659674751145
300,512,2048,6.124800303632383e-05,140.0872990524859,0.0,10244.27532564431
300,512,1536,5.657600368751831e-05,166.71672169088868,0.0,10321.042523061311
300,512,2048,6.089600000011884e-05,140.0872990524859,0.0,10303.49130072214
1024,1024,1024,0.0001728319993473,171.66317417044738,0.0,11639.73545175231
43008,256,96,0.0001753279970466,40.825544387369916,0.0,11250.885472212738
8192,256,256,9.062399869047062e-05,124.35995620394756,0.0,11056.156641489693
713,256,2048,6.838400296370051e-05,275.02561781479136,0.0,10592.612350574249
399,2048,256,5.036800067665454e-05,101.85773579504794,0.0,10106.281692474162
768,256,2048,6.96320023254521e-05,279.79334221038613,0.0,10791.946499509499
128,12544,1024,0.0003135359957647,57.75396395309295,0.0,10008.616445406566
1024,1024,1024,0.0001724800038968,171.66317417044738,0.0,11663.4897063411
512,1024,1024,9.580800032820878e-05,130.92551341124775,0.0,10677.075142427462
1024,1024,1024,0.000172831996086,171.66317417044738,0.0,11639.73567139144
1024,1024,1024,0.0001726719990247,171.66317417044738,0.0,11650.520995660867
1024,1024,1024,0.0001735039957503,171.66317417044738,0.0,11594.653721377028
1024,1024,1024,0.0001725759980508,171.66317417044738,0.0,11657.001974329156
125048,96,96,0.0001913280009802,28.811673738862485,0.0,11278.58641837722
1024,1024,1024,0.0001731839957604,171.66317417044738,0.0,11616.077693363837
110838,96,96,0.0001709759990194,29.63193440261503,0.0,11187.199523420022
1024,1024,1024,0.0001727359983723,171.66317417044738,0.0,11646.204433103272
6144,196,384,8.096000165254398e-05,194.98664532586406,0.0,11480.278414072813
6144,384,196,9.388799705082435e-05,109.52105567530624,0.0,10580.129507193788
512,1024,1024,9.494399583486318e-05,130.92551341124775,0.0,10774.238115375125
1024,1024,1024,0.0001729600006516,171.66317417044738,0.0,11631.121313720869
35,12544,1024,0.0001586559969837,29.499842521112367,0.0,9782.182726345034
1024,1024,1024,0.0001725760019526,171.66317417044738,0.0,11657.001710774028
1024,1024,1024,0.0001731520009782,171.66317417044738,0.0,11618.224095794752
1024,1024,1024,0.0001727999967427,171.66317417044738,0.0,11641.891133802847
116,12544,1024,0.000314592000989,58.4081475071557,0.0,9975.020069080603
115,12544,1024,0.0003132479977104,58.46717380923295,0.0,10017.818298518418
