N,cin,cout,time,ai,tc_perf,perf
256,512,512,2.512000168774577e-05,85.6527257933279,0.0,4995.552261894021
26,512,2048,1.7631995418205326e-05,18.421261977942507,0.0,4133.166713919081
26,2048,512,1.7344001776851695e-05,17.4413660916536,0.0,4127.89615697594
1024,1024,4,1.6320001073722857e-05,16.372545443492005,0.0,3934.3737837360873
1024,1024,4,1.6128002822448505e-05,16.372545443492005,0.0,3981.2111320831223
1024,1024,4,1.6351999281539924e-05,16.372545443492005,0.0,3926.674852994075
1024,1024,4,1.6416003908491085e-05,16.372545443492005,0.0,3911.3650759907696
512,1024,81,1.8239996848978e-05,41.6010116977553,0.0,5159.880876995513
96,512,1024,1.9487998320449503e-05,45.08068295949113,0.0,4942.194420318406
96,512,1024,1.987200103918037e-05,45.08068295949113,0.0,4846.692407704931
96,4096,1024,0.000165215998871,44.11942122365096,0.0,4584.951393298229
216,2048,1024,0.0001859519971102,95.78226903885893,0.0,4873.241368344749
216,2048,1024,0.0001807999999996,95.78226903885893,0.0,5012.107106447759
192,3072,768,0.0001811839974631,77.208244738555,0.0,4682.6386509433005
588,384,384,3.126399562752413e-05,121.17263843648209,0.0,5390.04207001066
2,2048,512,1.708800107484497e-05,17.395829533710256,0.0,3992.394756977533
192,320,1280,2.803200033580167e-05,84.37983969569352,0.0,5282.767768179233
192,512,1024,3.369600399766279e-05,81.386370644465,0.0,5602.496316606094
48,512,2048,2.649600067719025e-05,32.1202218379152,0.0,4846.69253728363
48,2048,512,2.4640002383310933e-05,32.498186485129175,0.0,5635.347688229068
48,512,1024,1.7087996837955128e-05,39.2491547161012,0.0,4696.93617279219
192,256,1024,1.999999932357042e-05,81.93052415210688,0.0,4751.587074768202
192,1024,256,1.9712003056211192e-05,63.392941832891616,0.0,5496.785934125091
768,256,256,1.811199760477626e-05,97.28874786429094,0.0,5246.894371065368
1664,512,38,1.9680002797603293e-05,32.13865021664096,0.0,5301.808169563974
600,256,256,1.788799728586332e-05,92.13197080291971,0.0,4205.8067356770225
600,256,256,1.8016000000042377e-05,92.13197080291971,0.0,4175.924704289481
1024,1024,4,1.6448000000022195e-05,16.372545443492005,0.0,3903.7563457510555
782,256,256,1.8464002783558623e-05,99.97592102094872,0.0,5361.318193209774
