N,C_in,H,W,C_out,kernel_R,kernel_S,strideU,strideV,pad_h,pad_w,algoMin,kernel_nums,count,time,ai,tc_perf,perf
4,67,64,64,64,3,3,1,1,1,1,6,2,225,7.804800388427504e-05,130.82610747051115,0.0,8185.34768611442
9,64,160,160,64,1,1,1,1,0,0,1,2,220,0.0002019840026551,11.535031308239653,0.0,9417.490370502717
1,256,40,40,1024,1,1,1,1,0,0,0,1,210,9.916799967702427e-05,310.23339317773787,0.0,8475.508256064288
4,64,128,256,64,3,1,1,1,1,0,1,4,210,0.0004068800022675,35.77137767801179,0.0,8061.211437576689
2,512,64,64,128,1,1,1,1,0,0,1,2,190,0.0001342399925516,62.930847117193416,0.0,8006.484353661339
1,64,160,160,256,1,1,1,1,0,0,1,2,190,9.692800519902536e-05,65.72201878681739,0.0,8722.086029358425
2,64,160,160,256,1,1,1,1,0,0,1,2,190,0.0001797439980618,31.51024770046945,0.0,9406.872097162626
2,128,46,62,128,3,3,1,1,1,1,6,2,180,8.748799710294861e-05,183.75599855423027,0.0,9669.571644262596
2,512,24,18,1024,1,1,1,1,0,0,1,2,175,0.0001000640051693,232.7769746353003,0.0,9062.74337575912
2,128,53,53,512,1,1,1,1,0,0,1,2,160,9.030399905023828e-05,231.78957482584676,0.0,8206.435238684422
48,2048,7,7,512,1,1,1,1,0,0,1,2,150,0.0005122880051732,151.21072319201994,0.0,9696.225775031788
1,64,64,64,256,3,3,1,1,1,1,6,2,150,6.720000325103131e-05,208.7299667088667,0.0,8479.207208836782
2,64,200,272,256,1,1,1,1,0,0,1,2,150,0.0003884799987459,23.934474872996464,0.0,9248.896240730644
2,256,40,40,1024,1,1,1,1,0,0,1,2,145,0.0001732160000092,386.0998412418416,0.0,9704.636984520585
32,64,56,56,256,1,1,1,1,0,0,1,2,140,0.0003426239977364,12.153019007680241,0.0,9672.481991613635
2,512,16,32,2048,1,1,1,1,0,0,1,2,135,0.0002214719984002,332.86951695704744,0.0,9705.880723195114
2,1024,40,40,256,1,1,1,1,0,0,1,2,135,0.0001886720029053,118.2982715692996,0.0,8896.607732746173
2,256,96,72,128,1,1,1,1,0,0,1,2,132,9.587199837392672e-05,63.37544235924933,0.0,9468.240481016906
32,128,28,28,128,3,3,1,1,1,1,7,4,125,0.0002190399996612,21.577415980813726,0.0,9547.752827039712
2,2048,25,38,512,1,1,1,1,0,0,1,2,124,0.0004363839954905,199.58186915650728,0.0,9229.267529559704
1,256,50,50,256,3,3,1,1,1,1,6,2,120,0.000213728001329,214.68358960022366,0.0,9198.061928131905
2,512,64,128,64,1,1,1,1,0,0,1,2,120,0.0001351040032322,28.348126116210842,0.0,7955.281666619336
2,512,97,97,64,1,1,1,1,0,0,1,1,120,0.0001531519980684,21.763664834174477,0.0,8073.201104746887
1,64,128,128,64,3,3,1,1,1,1,6,2,119,6.601600357689666e-05,122.47640560866091,0.0,8620.486202820704
1,1024,50,50,256,1,1,1,1,0,0,1,2,115,0.0001559039948336,118.51689505970604,0.0,8613.103733699834
1,1024,50,50,256,1,1,1,1,0,0,1,2,115,0.0001567040010116,118.51421728668421,0.0,8569.132066389282
6,384,8,8,384,3,3,1,1,1,1,6,2,110,0.000119680006823,61.96579361314324,0.0,7962.968529985509
6,384,16,16,384,3,3,1,1,1,1,6,2,110,0.000216863999603,110.65363858263602,0.0,8749.556456920345
3,384,16,16,384,3,3,1,1,1,1,6,2,110,0.0001200319989755,59.67758897082398,0.0,7939.61723652141
2,256,160,160,64,1,1,1,1,0,0,1,2,110,0.0001762879980314,14.986357676502909,0.0,9535.523794992467
1,256,160,160,64,1,1,1,1,0,0,1,2,110,9.673600452133676e-05,29.707109184846043,0.0,8688.587089769804
2,1024,76,50,256,1,1,1,1,0,0,1,2,108,0.0004143680023038,75.30470450279162,0.0,9641.002649309452
32,512,28,28,128,1,1,1,1,0,0,0,1,105,0.0003421760035354,60.38061918123437,0.0,9619.451878540252
32,512,4,4,512,3,3,1,1,1,1,7,4,100,0.0002993599996447,35.68886652290263,0.0,8399.591244603069
4,72,56,56,72,3,3,1,1,1,1,6,2,100,9.184000164544638e-05,195.7246571659048,0.0,9130.452798087212
2,64,128,240,256,1,1,1,1,0,0,1,2,100,0.000214400004216,27.75194069882665,0.0,9463.59384375694
1,256,38,50,1024,1,1,1,1,0,0,1,2,98,0.0001270080016641,323.6740059152153,0.0,7941.063136064477
1,256,38,50,256,3,3,1,1,1,1,6,2,97,0.0001486720000001,164.51607876045193,0.0,9452.273783893772
2,256,96,72,512,1,1,2,2,0,0,1,2,97,9.852800128379986e-05,107.77186450465784,0.0,9213.006700352622
1,256,50,38,1024,1,1,1,1,0,0,1,2,92,0.0001150400045591,333.6941515267014,0.0,8767.198539894516
2,512,50,76,18,3,3,1,1,1,1,6,2,88,0.0001459520048395,72.06491911482154,0.0,8387.970780848604
32,512,7,7,512,3,3,1,1,1,1,7,4,86,0.0003022399993685,29.076049488243225,0.0,8355.493082571778
2,384,24,24,384,3,3,1,1,1,1,6,2,81,0.0002165759967555,114.59709176928963,0.0,8761.1916206121
2,256,38,25,256,3,3,1,1,1,1,6,2,81,0.0001484480022855,164.50375342753114,0.0,9466.53660786424
2,64,200,336,256,1,1,1,1,0,0,1,2,81,0.0004556480016053,11.058535753068387,0.0,9740.908737365071
2,512,16,32,512,3,3,1,1,1,1,6,2,80,0.0002879040023287,77.43011675446355,0.0,7822.326490024967
16,576,32,32,64,1,1,1,1,0,0,1,2,80,0.0001529920025902,25.419495128908984,0.0,7902.426973509293
16,128,32,32,64,3,3,1,1,1,1,6,2,80,0.0001160000029202,121.83367229762449,0.0,9716.982927797126
16,64,48,48,144,3,3,1,1,1,1,6,2,80,0.0003292800032414,65.80474684044026,0.0,9719.354617637526
2,64,64,128,384,1,1,1,1,0,0,1,2,80,9.494400225420872e-05,84.01383312795643,0.0,8548.173710088391
4,64,64,64,384,1,1,1,1,0,0,1,2,80,9.571199253997186e-05,83.83609895413257,0.0,8479.583409164272
32,128,150,17,256,1,1,2,1,0,0,1,2,80,0.0002875199948148,24.303899725319265,0.0,9343.387591984327
32,128,300,17,128,9,1,2,1,4,0,1,4,80,0.0027369279964264,63.696998328736086,0.0,8796.45501505155
32,64,300,17,384,1,1,1,1,0,0,1,2,80,0.0010013760022448,10.730472118754472,0.0,8073.166504766796
2,2048,25,38,256,1,1,1,1,0,0,4,16,79,0.0383018560152046,10.078780621904292,0.0,9362.835309538052
2,64,192,144,64,3,3,2,2,1,1,1,1,78,0.0001178880016109,71.2080701221419,0.0,8653.133432246432
2,1024,50,78,256,1,1,1,1,0,0,1,2,77,0.0004388160006819,47.38685461166738,0.0,9333.382323423864
2,3,800,1216,64,7,7,2,2,3,3,1,6,76,0.0010408959910119,60.00395286914549,0.0,9236.336528353568
48,64,56,56,64,1,1,1,1,0,0,1,2,75,0.0001376639961297,12.017467248908297,0.0,9027.481425347667
2,512,64,120,128,1,1,1,1,0,0,1,2,75,0.0002163519977443,33.01563335535214,0.0,9314.598529299197
48,3,224,224,64,7,7,2,2,3,3,1,6,75,0.001306752006077,48.79546267849148,0.0,9469.718047841154
1,32,256,256,32,3,3,1,1,1,1,6,2,72,6.272000096897826e-05,67.95518291311065,0.0,9246.203938785546
2,256,34,25,256,3,3,1,1,1,1,6,2,71,0.0001479680058779,168.56254989866733,0.0,9497.245297470681
8,64,56,56,256,1,1,1,1,0,0,1,2,71,9.689599739189264e-05,64.65527264736143,0.0,8550.46786555212
2,256,48,36,512,1,1,1,1,0,0,1,2,70,9.539200389509763e-05,221.85865790708587,0.0,9515.882872093123
4,512,128,128,21,1,1,1,1,0,0,1,1,70,0.0002385279964649,15.605260882942659,0.0,9008.837267939783
2,64,304,200,256,1,1,1,1,0,0,1,2,67,0.0004208320006541,23.65180889656857,0.0,9542.33136681232
4,128,32,32,256,3,3,1,1,1,1,6,2,66,0.0001161600023205,208.3398785472933,0.0,9715.869778360227
2,104,50,84,104,3,3,1,1,1,1,6,2,66,0.0001240640012892,252.16382289127583,0.0,9712.697345550609
16,512,8,8,512,3,3,1,1,1,1,7,4,65,0.0002933439954394,32.5727517736451,0.0,8464.225287041649
4,256,128,128,48,1,1,1,1,0,0,1,1,65,0.0002330240016077,14.893634448138894,0.0,9229.218282933027
2,1024,42,56,256,1,1,1,1,0,0,4,12,62,0.0191311039917457,10.087528367040704,0.0,9377.14271781711
8,1536,14,14,384,1,1,1,1,0,0,1,2,60,0.0002234559983923,156.7963602734047,0.0,8449.264846698605
8,384,14,14,1536,1,1,1,1,0,0,1,2,60,0.0001939199999802,376.12435664153884,0.0,9550.827723747456
8,256,16,12,1024,1,1,1,1,0,0,1,2,60,9.535999191001711e-05,303.1374849723491,0.0,8461.40206011533
4,96,28,28,96,3,3,1,1,1,1,6,2,60,3.807999837000292e-05,146.87336914811974,0.0,8362.649097455189
4,512,32,32,512,1,1,1,1,0,0,1,2,60,0.0002215679948356,225.3267140748692,0.0,9701.675558308661
2,256,53,53,128,3,3,1,1,2,2,6,2,60,0.000213215994164,216.43649495006488,0.0,9211.236031802366
1,128,80,80,512,1,1,1,1,0,0,1,2,60,9.430400131864505e-05,236.11828883146714,0.0,8930.03041466385
6,256,128,128,2,1,1,1,1,0,0,0,1,60,0.0001741440022497,15.922848296743549,0.0,9249.86978127623
2,32,208,208,32,3,3,1,1,1,1,6,2,60,8.364800161567294e-05,67.22233210464803,0.0,9153.346418458133
4,16,256,512,16,3,1,1,1,1,0,1,1,60,0.0001892159996775,30.84942171577977,0.0,8556.365987862697
1,256,38,57,1024,1,1,1,1,0,0,1,2,58,0.0001241919990301,346.92607124820324,0.0,9204.044390355279
2,64,200,304,64,1,1,1,1,0,0,1,2,58,0.0001213119974359,12.396631515059555,0.0,8275.600280429526
5,256,14,14,256,3,3,1,1,1,1,6,2,56,8.182400395601105e-05,92.70794313817962,0.0,8610.490002160814
1,256,38,57,256,3,3,1,1,1,1,6,2,56,0.000149055998402,159.43213964160205,0.0,9427.922814685895
96,576,8,8,144,1,1,1,1,0,0,1,2,55,0.0001291520061558,78.06967332363443,0.0,8775.293932583665
2,256,38,50,1024,1,1,1,1,0,0,1,2,52,0.0002091200009389,317.60731992422103,0.0,9645.931096707323
4,32,128,128,32,3,3,1,1,1,1,6,2,52,6.326400064644028e-05,67.94804883169861,0.0,9166.69692201375
2,1024,38,50,256,1,1,1,1,0,0,4,12,51,0.0191431039987408,10.089093967739458,0.0,9371.252492166384
512,256,4,4,256,3,3,1,1,1,1,7,4,50,0.0003561920048221,45.410201737299694,0.0,8495.032496620091
4,1024,16,16,512,3,3,1,1,1,1,6,2,50,0.0005628800054905,42.86215975930856,0.0,7992.206402996714
16,256,16,16,256,3,3,1,1,1,1,7,4,50,0.0001597439986861,35.77181941140463,0.0,7819.897500216367
2,512,32,24,512,1,1,1,1,0,0,1,2,50,8.556799644012134e-05,190.44969304744913,0.0,9420.494034403233
1,256,38,52,256,3,3,1,1,1,1,6,2,50,0.0001488960042094,163.03073861780166,0.0,9438.053461956384
1,256,38,58,256,3,3,1,1,1,1,6,2,50,0.0001491840062063,158.7359898212943,0.0,9419.833155952982
1,256,50,56,256,3,3,1,1,1,1,6,2,50,0.0002141119977597,207.7180378420049,0.0,9181.565781317544
4,256,64,64,128,1,1,1,1,0,0,1,2,50,0.0001242560019286,63.40375519564282,0.0,8658.2455519388
32,64,64,48,256,1,1,1,1,0,0,1,1,50,0.0003646080032147,12.35845637410567,0.0,8903.785071575505
1,512,80,80,128,1,1,1,1,0,0,1,2,50,0.0001002879941362,62.670169572486266,0.0,8372.687151959986
2,1024,50,70,256,1,1,1,1,0,0,1,2,49,0.0004145600003189,74.00487896223294,0.0,8907.708213911936
8,64,56,56,64,3,3,1,1,1,1,6,2,47,9.414399869157431e-05,126.70977829898922,0.0,9254.896117748807
1,256,32,44,1024,1,1,1,1,0,0,1,2,46,8.61439957580451e-05,292.578835443038,0.0,8586.080660542428
1,256,38,52,1024,1,1,1,1,0,0,1,2,46,0.0001254399951353,333.9186351706037,0.0,8308.441138536937
1,1024,42,56,256,1,1,1,1,0,0,1,2,46,0.000153471997759,115.83584405662855,0.0,8093.4379830678845
1,1024,42,56,256,1,1,1,1,0,0,1,2,46,0.0001530240025966,115.83860955927994,0.0,8117.132442774035
1,1024,50,56,256,1,1,1,1,0,0,1,2,46,0.0001547519961278,117.62242381000917,0.0,9545.025879861
1,1024,50,56,256,1,1,1,1,0,0,1,2,46,0.0001552000006546,117.62362270535833,0.0,9517.472949548082
1,256,50,56,1024,1,1,1,1,0,0,1,2,46,0.0001541440032537,375.0482248328682,0.0,9596.625082880038
2,1024,68,38,256,1,1,1,1,0,0,1,2,46,0.0002820479954902,119.82356988956197,0.0,9641.025795180602
2,64,272,200,256,1,1,1,1,0,0,1,2,46,0.0003896639951629,11.274683855461175,0.0,9220.79341330454
1,256,48,36,512,1,1,1,1,0,0,1,2,45,5.628799837976487e-05,195.4608896973706,0.0,8063.345314534455
1,1024,50,76,256,1,1,1,1,0,0,1,2,45,0.0002208640038624,119.86917079540653,0.0,9043.852638134886
1,1024,50,76,256,1,1,1,1,0,0,1,2,45,0.0002211520000004,119.90509120526178,0.0,9032.075242350904
2,270,128,256,19,1,1,1,1,0,0,1,2,45,0.0001225600041859,15.6765260352337,0.0,9318.66704465561
1,32,192,384,32,3,3,1,1,1,1,6,2,45,7.25439948245213e-05,68.01505244335317,0.0,8993.228696298294
4,16,256,256,16,3,3,1,1,1,1,6,2,45,0.0001295999980673,56.08922128189989,0.0,9288.541373086144
64,128,16,16,128,3,3,1,1,1,1,7,4,44,0.0001440320068058,25.43876495451692,0.0,8894.648768779154
1,256,96,72,128,1,1,1,1,0,0,1,2,43,5.750400616133057e-05,62.71189558204521,0.0,7892.833878854363
2,2048,25,34,256,1,1,1,1,0,0,4,1,42,0.0002238399993579,112.75024685459468,0.0,8096.741124012319
2,3,800,1088,64,7,7,2,2,3,3,1,6,42,0.0009491839996282,61.0088986310915,0.0,9067.968448026379
512,64,16,16,256,1,1,1,1,0,0,1,2,40,0.000466015996762,23.688241821055108,0.0,9288.354387136258
4,4096,16,16,512,3,3,1,1,1,1,6,2,40,0.002231488003542,37.50717022710103,0.0,8056.551339493512
4,640,25,45,640,1,1,1,1,0,0,4,14,40,0.0304871039909861,10.066878605604664,0.0,9202.403474037728
2,512,26,26,1024,1,1,1,1,0,0,1,1,40,0.000167168001934,294.5955091383812,0.0,8639.362840325133
15,128,28,28,512,1,1,1,1,0,0,1,2,40,0.0001608959990017,127.56231822971549,0.0,9630.599900645311
4,144,28,28,144,3,3,1,1,1,1,6,2,40,8.94080029068935e-05,194.75564500912006,0.0,8865.912381752605
15,128,28,28,128,3,3,1,1,1,1,7,4,40,0.000137600003887,29.558292099662374,0.0,8152.06674646015
8,128,32,24,512,1,1,1,1,0,0,1,2,40,9.193599965620412e-05,228.65119646671252,0.0,8793.640130343036
16,64,32,32,256,1,1,1,1,0,0,1,2,40,6.85120061456437e-05,120.02589584871373,0.0,7897.378086547293
2,324,46,62,256,1,1,1,1,0,0,1,2,40,0.0001096959993389,127.84617921572507,0.0,9046.497137367262
2,256,46,62,576,1,1,1,1,0,0,1,2,40,0.0001741759993451,262.0435583916292,0.0,9717.420576680708
2,128,46,62,64,3,3,1,1,1,1,6,2,40,4.63359963950796e-05,111.84512285927029,0.0,9128.663693631432
1,128,48,80,512,1,1,1,1,0,0,1,2,40,6.387199804012316e-05,223.9727659574468,0.0,7910.861966187299
2,512,53,53,256,1,1,1,1,0,0,1,2,40,0.0001534399958065,122.45266529495365,0.0,9631.342911815933
15,64,56,56,256,1,1,1,1,0,0,1,2,40,0.0001659840026305,33.38593074307596,0.0,9359.028191759906
8,64,64,48,256,1,1,1,1,0,0,1,2,40,9.481599961290605e-05,67.11271526403252,0.0,8559.713838523176
2,256,105,105,512,1,1,2,2,0,0,1,2,40,0.000169088000009,92.35176883305763,0.0,8748.52990112405
2,256,105,105,128,1,1,1,1,0,0,1,2,40,0.000152959997374,36.83712262877697,0.0,9478.669618795677
4,96,112,112,48,1,1,1,1,0,0,1,1,40,7.497599612821189e-05,30.502103609882866,0.0,8255.590695207771
4,256,120,120,48,1,1,1,1,0,0,1,2,40,0.0002016639987298,14.96981646586549,0.0,9373.024495723657
2,512,193,193,19,1,1,1,1,0,0,1,2,40,0.0002569599964618,15.518591439818007,0.0,9509.45283174948
1,64,200,272,256,1,1,1,1,0,0,1,2,40,0.0001943359990032,29.941376750377596,0.0,9244.327397984653
4,64,200,200,256,1,1,1,1,0,0,1,2,40,0.0005524159999805,11.011826242558413,0.0,9564.96553355898
4,48,224,224,96,3,3,2,2,1,1,1,4,40,0.0007157760000496,107.81336842493636,0.0,7838.351930787311
1,32,320,320,32,3,3,1,1,1,1,6,2,40,9.43040006457842e-05,63.61594248483487,0.0,9608.230677332418
32,3,224,224,64,7,7,2,2,3,3,1,6,39,0.0009472319963854,51.43351475587761,0.0,8709.067970127486
2,2048,25,42,512,1,1,1,1,0,0,1,2,38,0.000493120004528,206.6069017388657,0.0,8984.142162799733
1,256,96,72,512,1,1,2,2,0,0,1,2,38,5.747199934885897e-05,101.20318520421269,0.0,7897.229488137009
2,1024,50,72,256,1,1,1,1,0,0,1,2,36,0.0004120960009823,77.1758186529172,0.0,9205.364786257498
2,128,64,64,256,1,1,1,1,0,0,1,1,36,6.76479980617881e-05,123.9640827862337,0.0,7967.243369237907
8,512,4,32,512,3,3,1,1,1,1,7,4,35,0.0003009600036212,29.424224881382234,0.0,8387.327490788843
8,1024,7,7,2048,1,1,1,1,0,0,1,2,35,0.0001916800048559,174.1153639915226,0.0,9107.018133228457
32,512,14,14,512,3,3,2,2,1,1,1,1,35,0.0008888319961465,324.88843678871496,0.0,8325.032294157401
2,1024,32,32,2048,1,1,2,2,0,0,1,2,35,0.0002585919974268,170.32550304924453,0.0,8308.57971391086
32,64,56,56,64,1,1,1,1,0,0,1,2,35,0.0001002879983992,13.54581259757491,0.0,8261.26879810784
4,192,56,56,96,1,1,1,1,0,0,1,2,35,6.94080055244885e-05,63.38556906831972,0.0,8900.513814390471
4,256,64,64,2048,1,1,1,1,0,0,4,16,35,0.0384208319958288,10.000995163289074,0.0,9369.788783935843
2,128,96,72,256,1,1,1,1,0,0,1,2,35,9.68960013251567e-05,125.67050458958985,0.0,9386.441086953999
2,128,128,256,19,1,1,1,1,0,0,1,2,35,6.518400094899973e-05,15.978594016054489,0.0,8255.34008599786
2,32,128,96,64,3,3,1,1,1,1,6,2,35,5.2383997078942085e-05,128.20400618657814,0.0,8304.36210021233
2,64,200,272,64,1,1,1,1,0,0,1,2,34,0.0001089599964161,12.773695390613765,0.0,8243.876923139045
1,64,200,304,256,1,1,1,1,0,0,1,2,34,0.0002175679983859,27.67087910924832,0.0,9228.651340711716
8,256,56,56,64,1,1,1,1,0,0,1,2,33,9.660799354338676e-05,29.723882768655166,0.0,8526.09795306514
128,3,64,64,128,4,4,2,2,1,1,1,1,33,0.0002027199996778,29.47377401093271,0.0,8027.77207274343
2,256,50,76,256,1,1,1,1,0,0,1,2,32,0.0001263680006608,122.24822040394875,0.0,7914.898920374105
8,128,28,28,512,1,1,1,1,0,0,1,2,31,9.308799771808154e-05,214.37031618844964,0.0,8865.74927198905
15,512,4,4,512,3,3,1,1,1,1,7,4,30,0.0002888319928657,36.67433583370921,0.0,8575.830036777588
512,128,8,8,128,3,3,1,1,1,1,7,4,30,0.0002894400065137,19.6590018677448,0.0,9584.107689234377
4,256,14,14,1024,1,1,1,1,0,0,1,2,30,5.507200197276436e-05,231.35759300670867,0.0,7935.255962115227
8,320,14,14,1280,1,1,1,1,0,0,1,2,30,0.0001400639980612,344.71584868127724,0.0,9185.177189058013
256,512,14,14,512,3,3,2,2,1,1,1,4,30,0.0066279040093484,134.63030391598332,0.0,8931.396787356265
10,256,14,14,256,3,3,1,1,1,1,6,2,30,0.000148191998718,163.32905874827057,0.0,9482.8901705697
28,1024,15,15,256,1,1,1,1,0,0,1,2,30,0.0003434560054951,52.580470122262724,0.0,9627.79598869811
4,2048,16,32,512,1,1,1,1,0,0,1,2,30,0.0005013759954707,191.33705411861285,0.0,8568.45144324636
4,2048,16,16,512,3,3,1,1,1,1,6,2,30,0.0011195520051503,39.0836302456676,0.0,8031.606662874808
16,1024,20,20,256,1,1,1,1,0,0,1,2,30,0.0003634240012965,67.43909776756098,0.0,9237.3689905558
2,512,20,20,2048,1,1,1,1,0,0,1,2,30,0.0001757759990432,285.51532033426184,0.0,9553.97784191952
8,2048,20,20,512,1,1,1,1,0,0,1,2,30,0.0007039679977678,107.85060144824708,0.0,9535.269815225449
16,1024,20,20,256,1,1,1,1,0,0,1,2,30,0.0003626880006783,66.81731678050346,0.0,9256.114328904123
2,256,23,34,256,3,3,1,1,1,1,6,2,30,0.0001498560045395,154.2889433508687,0.0,8442.369165571383
28,256,25,25,256,1,1,1,1,0,0,1,2,30,0.0002432000029052,80.06062439927379,0.0,9469.401992144298
15,512,28,28,128,1,1,1,1,0,0,1,2,30,0.0001743679980697,48.700555580212146,0.0,8860.623331710298
4,1024,32,32,2048,1,1,1,1,1,1,1,6,30,0.0024721279948738,127.47862769970976,0.0,8039.103855953274
8,512,32,24,128,1,1,1,1,0,0,1,2,30,8.630399770734681e-05,62.56743465172424,0.0,9340.155976707203
2,128,32,24,32,5,5,1,1,2,2,7,4,30,0.0001992959954827,57.71859835310614,0.0,8089.834480090966
4,640,50,90,320,1,1,1,1,0,0,4,13,30,0.1100065599964531,12.067828378703961,0.0,9130.813353970765
4,128,64,128,128,3,1,1,1,8,0,1,4,30,0.0004791680035719,191.17411900923165,0.0,8203.762193420642
4,128,64,128,128,3,1,1,1,16,0,1,4,30,0.0005639999941911,226.2666259093966,0.0,8399.530753177365
1,64,96,160,64,3,3,1,1,1,1,6,2,30,6.585599252415274e-05,121.6689337108497,0.0,8101.567489159395
1,64,96,192,64,3,3,1,1,1,1,6,2,30,6.627200324873221e-05,123.81265471828894,0.0,9660.136658268995
4,720,128,128,21,1,1,1,1,0,0,1,1,30,0.0003304639964656,15.692423679334533,0.0,9142.524354584277
4,270,128,128,21,1,1,1,1,0,0,1,1,30,0.0001311679964584,15.590616608400467,0.0,8708.122216094516
