N,C_in,H,W,C_out,kernel_R,kernel_S,strideU,strideV,pad_h,pad_w,algoMin,kernel_nums,count,time,ai,tc_perf,perf
4,384,16,16,384,3,3,1,1,1,1,6,2,1200,0.0001205440007421,77.48975919638247,0.0,10517.542807563474
4,192,30,30,192,3,3,1,1,1,1,6,2,1120,0.0001150079938293,194.8645985257598,0.0,11003.940490244293
2,64,193,193,64,3,3,1,1,1,1,6,2,1115,0.0002470079954837,84.38401890333725,0.0,11695.741112925392
2,512,97,97,128,1,1,1,1,0,0,1,2,1060,0.0002308799977596,58.882046881846065,0.0,10728.72526003394
2,256,128,256,64,1,1,1,1,0,0,1,2,1035,0.0002162560035351,14.728700753871873,0.0,9949.679624273489
2,256,32,64,256,3,3,1,1,1,1,6,2,955,0.0002143360006727,208.1474610649175,0.0,10479.718091922467
4,256,32,32,1024,1,1,1,1,0,0,1,2,935,0.0001993280045203,384.95852703414477,0.0,10794.659572187049
4,256,32,32,256,3,3,1,1,1,1,6,2,880,0.000216063994793,208.12524313297595,0.0,10395.905463804615
4,256,128,128,128,1,1,1,1,0,0,1,2,785,0.0003696639964318,48.19597229230698,0.0,11641.263270262607
4,32,256,256,32,3,3,1,1,1,1,6,2,780,0.0002055359976847,41.434776444978986,0.0,11285.174033398349
4,32,256,256,32,3,3,1,1,1,1,6,2,780,0.0002051839938652,41.5265952449155,0.0,11304.534336746809
4,256,128,128,512,1,1,2,2,0,0,1,2,750,0.0003711359964206,28.69121836239723,0.0,11595.091679339841
2,256,20,20,256,3,3,1,1,1,1,6,2,720,7.999999313411881e-05,113.90641235867783,0.0,10558.669706182147
2,256,193,193,64,1,1,1,1,0,0,1,2,690,0.0002440319980772,14.648056623204663,0.0,10026.96939450505
32,64,32,24,64,3,3,1,1,1,1,6,2,640,0.0001039039961201,168.71004839168802,0.0,10951.864899254508
4,128,60,60,512,1,1,1,1,0,0,1,2,640,0.0001892480032379,101.08437354893339,0.0,10012.309602115442
4,128,64,64,64,3,3,1,1,1,1,6,2,636,0.0001147840035583,121.84715861133787,0.0,9819.922751060854
2,384,16,32,384,3,3,1,1,1,1,6,2,600,0.0001186879996136,77.49279047388063,0.0,10682.012437041063
2,256,49,49,1024,1,1,1,1,0,0,1,2,580,0.0002492159957937,281.1538353193048,0.0,10252.367918289898
1,64,64,64,432,3,3,1,1,1,1,6,2,580,0.0001019840045605,254.29319405908274,0.0,9777.560905724757
2,256,49,49,256,3,3,1,1,1,1,6,2,540,0.0003437760025527,341.13981435162026,0.0,11425.94499567448
1,256,66,66,256,3,3,1,1,0,0,6,2,540,0.0002138880019179,203.00180463652768,0.0,10501.668367831999
2,512,97,97,256,1,1,1,1,0,0,1,2,525,0.0004457279993569,55.38326677036276,0.0,11114.617289350927
2,32,256,512,32,3,3,1,1,1,1,6,2,485,0.0002039680022471,41.996046322454156,0.0,11371.928334082502
4,384,15,15,384,3,3,1,1,1,1,6,2,480,0.0001186239921386,78.40245697911884,0.0,10687.77626804765
2,256,50,76,1024,1,1,1,1,0,0,1,2,475,0.0003538239964334,171.75384243410025,0.0,11307.203152777287
2,256,128,256,512,1,1,2,2,0,0,1,2,455,0.0003706880054908,29.08993748512838,0.0,11609.104800416326
48,256,14,14,1024,1,1,1,1,0,0,1,2,450,0.0004503680048845,129.82704044062018,0.0,10973.548836506368
2,64,128,128,64,3,3,1,1,1,1,6,2,446,0.0001032959983892,128.5822389354932,0.0,11016.327309335307
16,192,32,32,64,3,3,1,1,1,1,6,2,425,0.0001689599997115,121.34017787198746,0.0,9974.254562485632
48,1024,14,14,256,1,1,1,1,0,0,1,2,375,0.0004244799967841,68.70604336854711,0.0,11625.777396785095
2,256,25,38,256,3,3,1,1,1,1,6,2,352,0.0001486079957345,197.3155126687544,0.0,11342.498172247968
12,128,64,64,32,3,3,1,1,1,1,6,2,345,0.0001502399938698,46.97259611280271,0.0,11250.532514430342
12,96,64,64,32,3,3,1,1,1,1,6,2,345,0.0001179839990397,61.534612383417766,0.0,10779.755986843977
12,160,64,64,32,3,3,1,1,1,1,6,2,345,0.0001831999980386,38.86742115929515,0.0,11510.486760789678
12,64,64,64,32,3,3,1,1,1,1,6,2,345,8.614400163039299e-05,66.47491425380872,0.0,9906.638742666764
2,256,193,193,512,1,1,2,2,0,0,1,2,345,0.0004447360039232,25.162397647790844,0.0,11150.24079961005
2,256,193,193,128,1,1,1,1,0,0,1,2,345,0.0004570559987184,44.73378235663553,0.0,10711.816315130452
4,256,64,64,150,1,1,1,1,0,0,1,2,315,0.0001894720054933,120.03527503233782,0.0,11347.012675579797
48,128,28,28,512,1,1,1,1,0,0,1,2,300,0.0004602879990186,38.402782699850206,0.0,10757.980000690615
48,64,56,56,256,1,1,1,1,0,0,1,2,300,0.0005082559974066,23.49403306060102,0.0,9780.576515309109
2,1024,50,76,512,1,1,1,1,0,0,1,2,292,0.0006863039951327,65.56655532446797,0.0,11641.846867662673
16,64,48,48,64,3,3,1,1,1,1,6,2,265,0.0001203840003335,128.9198602678629,0.0,10633.935111423303
4,512,16,16,2048,1,1,1,1,0,0,1,2,255,0.0002160639971087,339.8000890291773,0.0,9948.815299008673
2,256,50,68,1024,1,1,1,1,0,0,1,2,251,0.0003238080003093,73.62202179021352,0.0,11109.322254434377
4,64,64,64,216,3,3,1,1,1,1,6,2,250,0.0001746240055064,272.47515321309754,0.0,11406.307868290192
2,128,100,152,512,1,1,1,1,0,0,1,2,232,0.0003654400032385,56.13551040936933,0.0,10946.129500194174
15,256,14,14,1024,1,1,1,1,0,0,1,2,230,0.0001568319958065,349.28576797432856,0.0,9860.962516271846
2,32,256,256,32,3,3,1,1,1,1,6,2,228,0.000112767999966,54.62765502064932,0.0,10284.694668254113
48,512,7,7,2048,1,1,1,1,0,0,1,2,225,0.0004552959993222,317.725431161436,0.0,10917.892622382245
48,512,28,28,128,1,1,1,1,0,0,1,2,225,0.0004637760025855,15.318727124847499,0.0,10645.911760149285
48,128,28,28,128,3,3,1,1,1,1,7,4,225,0.0003078079980804,18.2527103591369,0.0,9943.06108706304
15,1024,14,14,256,1,1,1,1,0,0,1,2,220,0.0001576000035438,117.59578138859376,0.0,9798.581708602702
32,256,14,14,256,3,3,1,1,1,1,7,4,217,0.0002313920039185,40.42631436821005,0.0,10765.66542410602
32,256,14,14,1024,1,1,1,1,0,0,1,2,210,0.0003168320048724,214.8981707978861,0.0,10399.065793012045
2,256,25,34,256,3,3,1,1,1,1,6,2,208,0.0001500159964618,202.14042304976513,0.0,11236.041220638874
2,64,105,105,64,3,3,1,1,1,1,6,2,200,8.527999803569533e-05,140.79126334077935,0.0,10216.849766287589
2,128,64,64,128,3,3,1,1,1,1,6,2,190,0.000115039998378,191.90380551985535,0.0,9802.200972697929
2,256,40,40,256,3,3,1,1,1,1,6,2,185,0.0001522560028903,177.810134951192,0.0,11530.975821458731
2,512,25,38,2048,1,1,1,1,0,0,1,2,183,0.0003722560038652,423.4833364714743,0.0,10827.019572958941
256,512,8,8,256,1,1,1,1,0,0,1,2,180,0.0004141440025928,24.98876564997039,0.0,10380.83751807237
2,96,92,124,96,3,3,1,1,1,1,6,2,180,0.0001686719996489,189.62051595176308,0.0,11312.045555703728
32,1024,14,14,256,1,1,1,1,0,0,1,2,175,0.0002910080022696,87.69035198749944,0.0,11305.324741386608
2,512,100,152,128,1,1,1,1,0,0,1,2,174,0.0003583359964309,56.47874253233571,0.0,11130.559139260578
16,64,49,49,64,3,3,1,1,1,1,6,2,165,0.0001749760038996,132.72826244614137,0.0,11379.967559109127
4,512,60,60,256,1,1,1,1,0,0,1,2,160,0.0003590399977374,68.59979271336348,0.0,10524.064237443594
4,256,120,120,128,1,1,1,1,0,0,1,2,160,0.0003408639983522,49.16581115235698,0.0,11096.057132123318
4,256,120,120,512,1,1,2,2,0,0,1,2,160,0.0003509439989839,27.098101863654787,0.0,10777.350263719754
32,128,150,17,384,1,1,1,1,0,0,1,2,160,0.0007592320029201,12.99021794071299,0.0,10606.693038527612
32,128,150,17,128,9,1,1,1,4,0,5,4,160,0.0007967360006537,24.766043526260773,0.0,10574.115823921224
4,32,240,240,64,3,3,1,1,1,1,6,2,160,0.0003541439983906,50.33305681044277,0.0,11513.048936390565
4,32,240,240,32,3,3,1,1,1,1,6,2,160,0.0001843200006469,40.94298986377927,0.0,11060.322183404283
2,32,320,320,32,3,3,1,1,1,1,6,2,160,0.000163871999999,44.91489267200081,0.0,11058.202694853655
48,512,7,7,512,3,3,1,1,1,1,7,4,150,0.000429024002552,45.23884605871431,0.0,11623.05296285981
4,1024,32,32,512,1,1,1,1,0,0,1,2,150,0.0004142080003133,204.6651547296803,0.0,10374.170573117304
2,256,32,60,1024,1,1,1,1,0,0,1,2,150,0.0001962559964526,398.0943238942077,0.0,10278.402272855883
48,256,56,56,64,1,1,1,1,0,0,1,2,150,0.0004581760032332,14.448038348055,0.0,10786.543295862175
1,64,160,160,64,3,3,1,1,1,1,6,2,150,8.499199970111356e-05,126.88580771268336,0.0,10460.626542810374
2,64,160,160,64,3,3,1,1,1,1,6,2,150,0.0001565760071164,116.24575058374552,0.0,11354.878699124649
1,64,256,256,3,3,3,1,1,1,1,6,2,150,0.0001020479958049,67.09372782851536,0.0,11149.888197464878
2,512,48,36,256,1,1,1,1,0,0,1,2,142,8.681599836819919e-05,118.68728326604459,0.0,10445.70605700921
32,128,28,28,512,1,1,1,1,0,0,1,2,140,0.0003168960058297,61.339561521593325,0.0,10417.232566112098
2,128,100,136,512,1,1,1,1,0,0,1,2,136,0.0003288959990143,62.94411215836877,0.0,10882.117176026777
1,1024,50,76,1024,1,1,1,1,0,0,1,2,135,0.0007240959977635,268.3709687821111,0.0,11034.235848116921
2,1024,50,84,256,1,1,1,1,0,0,1,2,134,0.0004192639964648,74.18302437853694,0.0,10569.320192920595
2,256,50,84,1024,1,1,1,1,0,0,1,2,132,0.0003911359967543,163.89046302205205,0.0,11345.891610144197
2,104,50,76,104,3,3,1,1,1,1,6,2,132,9.961600583461188e-05,225.8240847340548,0.0,10081.633845743449
6,512,4,4,512,3,3,1,1,1,1,6,2,130,0.0001537599996679,63.45069253539439,0.0,11009.758192353933
2,128,46,46,128,11,11,1,1,5,5,5,28,130,0.0015208639991063,22.099470191086183,0.0,10646.968340045658
4,32,200,336,32,3,3,1,1,1,1,6,2,128,0.0002141440003157,40.33101304699828,0.0,11106.553480338749
2,256,32,60,256,3,3,1,1,1,1,6,2,125,0.0002147199961341,213.3322959468988,0.0,10460.976641398518
4,256,64,64,512,1,1,1,1,0,0,1,2,125,0.0003897919964617,101.94232763482658,0.0,11040.134079363626
2,512,26,26,2048,1,1,1,1,0,0,1,2,120,0.0002760639919479,413.0171129454399,0.0,10462.972833288308
2,2048,32,64,512,1,1,1,1,0,0,1,2,120,0.000802688001638,96.50158499224396,0.0,10704.073969545734
256,64,56,56,256,1,1,1,1,0,0,1,2,120,0.002523520001653,21.45421561739365,0.0,10506.03742654448
2,256,64,64,1024,1,1,1,1,0,0,1,2,120,0.0003690880019962,175.6565863445422,0.0,11659.43049008758
4,36,112,112,36,3,3,1,1,1,1,6,2,120,0.0001076480064763,147.30584510055627,0.0,10233.464307047183
4,18,224,224,18,3,3,1,1,1,1,6,2,120,0.000133087996449,80.64554346328696,0.0,10134.463362493085
2,256,200,304,64,1,1,1,1,0,0,1,2,116,0.0003793280054801,14.506946873348861,0.0,10524.852218456737
2,256,25,42,256,3,3,1,1,1,1,6,2,112,0.0001479680026103,192.69018597913404,0.0,11391.556892467419
2,270,64,64,270,1,1,1,1,0,0,1,2,109,0.0001631360038973,184.3836808903336,0.0,10503.431683166044
32,512,7,7,2048,1,1,1,1,0,0,1,2,105,0.0003094400019957,304.9153215966533,0.0,10853.976351921923
2,256,64,128,512,1,1,1,1,0,0,1,2,105,0.0003680319980689,104.82033054913808,0.0,11692.885201776287
2,256,64,128,512,1,1,1,1,0,0,1,2,105,0.0003687040061462,104.44811452644137,0.0,11671.57349056201
2,512,25,34,2048,1,1,1,1,0,0,0,1,102,0.000322047999357,247.681722835967,0.0,11263.41496684462
2,256,76,50,1024,1,1,1,1,0,0,1,2,101,0.0003539199977243,177.03329293020832,0.0,11304.136058218868
2,512,26,26,512,3,3,1,1,4,4,6,2,100,0.0004153279993667,93.34165167307222,0.0,10808.213900446975
2,128,64,120,512,1,1,1,1,0,0,1,2,100,0.0002002559974041,99.15402391238823,0.0,10092.732633228092
4,256,64,64,171,1,1,1,1,0,0,1,2,100,0.0001906239941827,117.60454761838089,0.0,11280.244762572223
2,256,48,48,256,3,3,1,1,1,1,6,2,99,0.0002160639970832,223.25402947597019,0.0,11693.19447065087
2,256,46,70,1024,1,1,1,1,0,0,1,2,98,0.0003253759964649,200.3721014547487,0.0,10435.902552406935
1,256,50,38,256,3,3,1,1,1,1,6,2,92,0.0001482239996774,172.7092810692559,0.0,9953.602785048522
64,256,14,14,1024,1,1,1,1,0,0,1,2,90,0.0006028160000545,105.3938529129364,0.0,10931.219024385962
256,128,28,28,128,3,3,1,1,1,1,5,4,90,0.0013683199971004,18.53466824891371,0.0,11519.090015055508
4,256,32,64,1024,1,1,1,1,0,0,1,2,90,0.0003732479970985,169.85872711932058,0.0,11529.481571107655
8,1024,40,40,256,1,1,1,1,0,0,1,2,90,0.000664640002247,21.354620210727383,0.0,10101.954708264488
1,256,50,68,256,3,3,1,1,1,1,6,2,87,0.000215295999582,243.72181864363728,0.0,11409.426894922062
64,512,6,40,512,3,3,1,1,1,1,4,1,85,0.007270431995852,142.74998657683608,0.0,9969.894152280789
8,256,20,20,256,3,3,1,1,1,1,7,4,85,0.0002349760087791,53.67182973337189,0.0,10717.641980069238
4,1024,32,32,2048,1,1,2,2,0,0,1,2,85,0.0004256000006494,248.94193720616371,0.0,10096.485999631912
2,512,128,256,19,1,1,1,1,0,0,1,2,85,0.0002169919967456,15.649331496214204,0.0,9902.341396116813
2,256,68,50,1024,1,1,1,1,0,0,1,2,83,0.0003185920022213,193.6230717823999,0.0,11291.204421074126
8,256,10,10,256,3,3,1,1,1,1,6,2,80,8.2976003292933e-05,113.90051434291829,0.0,10179.973371553577
16,320,32,32,64,3,3,1,1,1,1,6,2,80,0.0002689600065026,56.68983023628084,0.0,10415.712300233452
16,256,32,32,64,3,3,1,1,1,1,6,2,80,0.0002198720009909,89.74216177743186,0.0,10202.890945140607
16,512,32,32,64,3,3,1,1,1,1,6,2,80,0.0004141760009923,44.90162252399756,0.0,10806.154961361963
16,448,32,32,64,3,3,1,1,1,1,7,4,80,0.000391552006546,27.18903012487885,0.0,11142.391444972585
16,384,32,32,64,3,3,1,1,1,1,7,4,80,0.0003401600000558,27.350509726378096,0.0,11003.014861788664
2,128,46,62,256,3,3,1,1,1,1,6,2,80,0.0001519679951317,263.160803519879,0.0,11133.5476297737
4,160,100,180,160,1,1,1,1,0,0,1,2,80,0.0003523520032086,13.697279224418233,0.0,10494.959490299116
32,256,150,17,256,9,1,2,1,4,0,1,4,80,0.0048119999959108,198.1388485300249,0.0,10012.01828282235
32,128,150,17,768,1,1,1,1,0,0,1,2,80,0.0014948800006987,12.899926615489566,0.0,10774.029749860983
4,64,224,224,256,1,1,1,1,0,0,1,2,80,0.0006779840058447,10.95182996392228,0.0,9776.113947912556
2,256,50,78,1024,1,1,1,1,0,0,1,2,77,0.0003839999915703,172.37207100591715,0.0,10681.322901146737
2,256,50,78,1024,1,1,1,1,0,0,1,2,77,0.0003842240064697,172.59768282370177,0.0,10675.095347857854
2,1024,46,68,256,1,1,1,1,0,0,1,2,76,0.0002864319984058,97.59538880387608,0.0,11485.922977568353
2,1024,46,68,256,1,1,1,1,0,0,1,2,76,0.0002867520071295,97.44738189028621,0.0,11473.104948535662
2,128,100,168,512,1,1,1,1,0,0,1,2,76,0.0003980479932259,46.10837754064091,0.0,11107.259615025543
64,1024,14,14,256,1,1,1,1,0,0,0,1,75,0.0005815680016073,106.41930254945191,0.0,11314.033643211033
64,256,14,14,256,3,3,1,1,1,1,7,4,75,0.000431776000367,34.80286179478894,0.0,11526.507660846764
1,256,26,34,256,3,3,1,1,1,1,6,2,75,8.320000165555837e-05,112.6061019725616,0.0,10152.565951824934
48,512,28,28,1024,1,1,2,2,0,0,0,1,75,0.0008994240041838,35.4109882684944,0.0,10978.845076478621
4,1024,32,64,256,1,1,1,1,0,0,1,2,75,0.0004117440003759,79.58186990328086,0.0,10436.252730038595
4,131,64,64,64,3,3,1,1,1,1,6,2,75,0.0001209920048785,126.16390080682156,0.0,9892.637527594949
32,2048,7,7,512,1,1,1,1,0,0,1,2,70,0.0002969279938722,196.40805686848788,0.0,11303.232047041522
4,1024,32,32,256,3,3,1,1,1,1,6,2,70,0.00080214399478,93.75168943148502,0.0,11159.70869351847
32,256,56,56,64,1,1,1,1,0,0,1,2,70,0.000318527995161,14.546653035689763,0.0,10343.696359670568
1,32,384,448,32,3,3,1,1,1,1,6,2,70,0.0001428800051958,47.81793105666735,0.0,10653.68471896406
2,256,200,272,64,1,1,1,1,0,0,1,2,68,0.0003381439928408,14.532176821898663,0.0,10563.906725031708
1,256,50,76,256,3,3,1,1,1,1,6,2,67,0.0002146880049031,234.07235381650526,0.0,11441.738298833716
2,512,25,25,2048,1,1,1,1,0,0,1,2,66,0.0002564479954673,396.07388818656955,0.0,10477.424692300285
2,104,50,68,104,3,3,1,1,1,1,6,2,66,9.683200256827868e-05,244.1584565115917,0.0,10371.489480369348
4,64,64,64,128,3,3,1,1,1,1,6,2,66,0.0001028800071652,225.05206145124143,0.0,11063.180566972187
2,256,42,56,1024,1,1,1,1,0,0,1,2,64,0.0002335360003247,373.60354537185765,0.0,10581.099464597823
4,32,200,328,32,3,3,1,1,1,1,6,2,64,0.0002143360019298,40.83901993019596,0.0,11096.60425960069
4,32,200,304,32,3,3,1,1,1,1,6,2,64,0.0001945279999804,41.061243829821535,0.0,11062.124692675694
4,32,304,200,32,3,3,1,1,1,1,6,2,64,0.0002040960003007,39.347436266743486,0.0,10965.263075722922
512,256,4,4,1024,1,1,1,1,0,0,1,2,60,0.0004072639990029,170.62422541501516,0.0,10566.502108057328
8,512,14,14,1024,1,1,1,1,0,0,1,2,60,0.0001617599977426,277.2147822595981,0.0,10381.597770990473
64,128,28,28,512,1,1,1,1,0,0,1,2,60,0.0005937599958026,34.56911889874071,0.0,11119.574964081958
1,1024,50,68,256,1,1,1,1,0,0,1,2,60,0.0001558399944945,120.72778109283097,0.0,11632.506365777488
1,256,50,68,1024,1,1,1,1,0,0,1,2,60,0.0001694400035653,349.3171764937688,0.0,10714.240378898246
1,1024,50,68,256,1,1,1,1,0,0,1,2,60,0.0001561599993225,120.71749062393454,0.0,11608.668902823216
256,256,56,56,64,1,1,1,1,0,0,1,2,60,0.0023350720045222,14.289138509623168,0.0,11287.898129459765
64,64,56,56,256,1,1,1,1,0,0,1,2,60,0.0006632959990017,22.93869739947692,0.0,9992.59592395493
4,160,64,64,960,1,1,1,1,0,0,1,2,60,0.0004677439984124,86.87560843461063,0.0,10794.138368716163
4,128,64,128,512,1,1,1,1,0,0,1,2,60,0.0004046720002948,47.79638208723117,0.0,10654.911901141992
4,96,64,64,576,1,1,1,1,0,0,1,2,60,0.0001837760032338,73.7941470852111,0.0,9910.85060046084
2,96,64,128,576,1,1,1,1,0,0,1,2,60,0.0001830720016449,73.69783352928076,0.0,9948.962679355396
8,128,80,80,512,1,1,1,1,0,0,1,2,60,0.0006269120000084,20.684210298798213,0.0,10746.485631013169
4,64,128,256,256,1,1,1,1,0,0,1,2,60,0.0004367679974252,11.080375919007423,0.0,9910.345431710102
8,64,160,160,256,1,1,1,1,0,0,1,2,60,0.0006709119983907,10.957290572338763,0.0,10080.778427309388
2,32,208,208,64,3,3,1,1,1,1,6,2,60,0.0001431359957857,81.27160451892964,0.0,10698.345050064521
8,1024,14,14,512,1,1,1,1,0,0,1,2,59,0.0001586560077597,196.08343675703156,0.0,10579.646114266843
2,256,24,24,256,3,3,1,1,1,1,6,2,59,8.04480006225532e-05,108.62827983539094,0.0,10499.869449374413
2,512,25,42,2048,1,1,1,1,0,0,1,2,57,0.000411552004189,517.6132464582462,0.0,10772.601709804767
4,128,50,76,128,3,3,1,1,1,1,6,2,56,0.000216448002242,250.174866226817,0.0,11391.167238602357
1,256,64,64,256,3,3,1,1,1,1,6,2,56,0.0002150080055109,208.01422458244923,0.0,10446.963863799612
2,128,152,100,512,1,1,1,1,0,0,1,2,56,0.0003663359993435,54.50584716275257,0.0,10919.357112510259
96,288,16,16,72,1,1,1,1,0,0,1,2,55,0.0001389119996515,30.102551904583915,0.0,9795.582609232899
2,768,32,32,768,1,1,1,1,0,0,1,2,55,0.0002177280012854,278.1826697892272,0.0,11103.266248382668
9,128,40,40,64,3,3,1,1,1,1,6,2,55,0.0001149760084154,144.35986632470662,0.0,10339.428132737063
9,320,40,40,64,3,3,1,1,1,1,6,2,55,0.0002636160051849,99.20233797490116,0.0,11207.768655502094
9,192,40,40,64,3,3,1,1,1,1,6,2,55,0.0001679039967319,144.09214772691897,0.0,10585.651435314036
2,1024,76,50,512,1,1,1,1,0,0,1,2,55,0.000687615994197,65.95270305965687,0.0,11619.633754055656
2,320,50,76,320,2,2,2,2,0,0,1,2,54,0.0001868480042007,165.50368026569723,0.0,10104.709483393704
2,320,50,76,1280,1,1,1,1,0,0,1,2,54,0.0005406720022408,176.87505661129327,0.0,11557.386315737098
2,1280,50,76,320,1,1,1,1,0,0,1,2,54,0.0006718400016061,67.66087849464355,0.0,11147.393162205542
2,1024,48,64,256,1,1,1,1,0,0,1,2,52,0.0002841600019106,111.69521511148179,0.0,11341.491815635367
2,256,48,64,1024,1,1,1,1,0,0,1,2,52,0.000297311998081,245.50396759714528,0.0,10855.656511785615
2,256,25,35,256,3,3,1,1,1,1,6,2,51,0.0001489279993816,200.9497650003052,0.0,11318.126389927545
2,256,200,304,12,1,1,1,1,0,0,1,2,51,0.00019567999996,15.543279334369805,0.0,10188.847099384471
2,256,200,304,3,1,1,1,1,0,0,1,2,51,0.0001850240019088,15.878357703542928,0.0,10769.733545068386
512,1024,4,4,256,1,1,1,1,0,0,1,2,50,0.0004263359987121,78.4291561536305,0.0,10079.056098900435
2,128,32,24,128,11,11,1,1,5,5,5,13,50,0.0007203519893391,20.727726896642704,0.0,10274.116806132739
1,256,32,44,256,3,3,1,1,1,1,6,2,50,8.073599904044825e-05,105.08898655965348,0.0,10462.41471015691
1,256,32,44,256,3,3,1,1,1,1,6,2,50,8.11839983914446e-05,105.08898655965348,0.0,10404.67974892225
2,512,32,32,512,3,3,1,1,1,1,6,2,50,0.0004177919980914,90.54072014436966,0.0,10744.47063731928
16,256,32,32,256,3,3,1,1,1,1,7,4,50,0.0004328640025638,33.53567082524657,0.0,11506.619877142306
16,256,32,32,256,3,3,1,1,1,1,7,4,50,0.0004336639971252,33.50053420045129,0.0,11485.39322844001
2,256,36,36,256,3,3,1,1,1,1,6,2,50,0.0001519359987248,189.77911835514846,0.0,11555.262102038161
1,256,42,56,256,3,3,1,1,1,1,6,2,50,0.0001491200065104,187.19015195667316,0.0,11303.553154569123
2,128,48,36,128,11,11,1,1,5,5,5,19,50,0.0010514559899683,21.491070169003752,0.0,10385.452165553043
2,512,64,64,256,1,1,1,1,0,0,1,2,50,0.0002191680074684,123.26573154529908,0.0,9807.913229808097
2,256,128,128,512,1,1,2,2,0,0,1,2,50,0.0001983359993518,89.60307028064284,0.0,10848.650567885283
2,256,128,240,64,1,1,1,1,0,0,1,2,50,0.0001999040058128,14.77472781427338,0.0,10090.83370689932
2,256,128,128,128,1,1,1,1,0,0,1,2,50,0.0001969919925482,55.22134219854079,0.0,10922.667079848576
4,256,128,128,128,3,3,1,1,1,1,4,1,50,0.0033857600003099,419.4748139095656,0.0,11419.32513481793
1,256,25,34,256,3,3,1,1,1,1,6,2,49,8.160000424111295e-05,113.13505914623693,0.0,10351.635540411084
2,256,64,48,48,3,3,1,1,1,1,6,2,49,8.02879954645771e-05,107.58340012759066,0.0,10485.287160661763
2,256,100,152,512,1,1,1,1,0,0,1,2,48,0.0006903359996638,68.21360930440069,0.0,11566.45807822371
2,256,50,70,1024,1,1,1,1,0,0,1,2,47,0.0003556480029213,178.92897176582792,0.0,10398.358741292725
2,256,68,38,1024,1,1,1,1,0,0,1,2,46,0.0002455360032733,275.9547577046799,0.0,11090.842026001674
64,512,7,7,2048,1,1,1,1,0,0,1,2,45,0.0005927359970979,267.0932092482187,0.0,11106.278734936855
4,512,16,32,2048,1,1,1,1,0,0,1,2,45,0.000407232002246,509.8007073144817,0.0,10557.032787916727
16,512,16,16,512,3,3,1,1,1,1,7,4,45,0.0004274239993811,38.86595128494961,0.0,11522.280768349789
64,512,28,28,128,1,1,1,1,0,0,1,2,45,0.0005640960042312,54.199050074980214,0.0,11670.161019793111
4,256,28,28,256,3,3,1,1,1,1,6,2,45,0.0002141119947762,228.9016605141985,0.0,10490.682067334968
64,128,28,28,128,3,3,1,1,1,1,7,4,45,0.0003988800149039,16.51596982250973,0.0,10102.706401499887
2,1024,32,64,2048,1,1,2,2,0,0,1,2,45,0.0004122559945184,235.47561129582087,0.0,10423.291607972511
96,144,32,32,36,1,1,1,1,0,0,1,2,45,0.0001797120003288,14.359354815195779,0.0,10102.153827671005
2,1024,32,64,256,3,3,1,1,1,1,6,2,45,0.0008041600015631,91.75595458326445,0.0,11131.731613857926
8,96,40,40,96,3,3,1,1,1,1,6,2,45,9.728000100124508e-05,169.0417065737919,0.0,10218.126210620389
