N,C_in,H,W,C_out,kernel_R,kernel_S,strideU,strideV,pad_h,pad_w,algoMin,kernel_nums,count,time,ai,tc_perf,perf
2,52,16,12,52,3,3,1,1,1,1,6,2,350,2.656000229662937e-05,35.219623502567025,0.0,595.0842858927692
4,192,32,32,48,1,1,1,1,0,0,0,1,350,2.764800290580752e-05,31.468370607028753,0.0,3647.999616594882
2,26,32,24,26,3,3,1,1,1,1,6,2,350,2.086399840039216e-05,62.158424507658644,0.0,871.3620299960475
4,48,64,64,192,3,3,2,2,1,1,1,4,350,0.0003336639996975,138.62717451945022,0.0,2097.103291438015
4,18,128,128,18,3,3,2,2,1,1,0,1,350,0.0001134399987124,20.023352427787835,0.0,836.1571321988358
2,64,64,64,32,1,1,1,1,0,0,0,1,348,1.4911996753465366e-05,15.892204042348412,0.0,2267.7429829872676
2,128,193,193,128,3,3,2,2,1,1,1,6,345,0.0017486720067573,109.61944398120444,0.0,3271.821236853637
2,192,16,12,48,1,1,1,1,0,0,0,1,343,2.42559987112028e-05,26.65896788163118,0.0,389.825878232458
2,96,32,24,192,3,3,2,2,1,1,0,1,343,8.051200064327788e-05,99.88005215123859,0.0,1583.313182898073
2,48,64,48,96,3,3,2,2,1,1,0,1,343,4.940800386070594e-05,93.24225694769346,0.0,2581.5542024242704
1,72,16,16,72,3,3,1,1,1,1,6,2,336,3.0432006466036995e-05,20.635957373667928,0.0,504.98411983287326
2,96,32,32,48,1,1,1,1,0,0,0,1,328,1.6159997741074868e-05,30.529930394431556,0.0,1563.3744759619985
2,64,32,32,32,1,1,1,1,0,0,0,1,328,1.3247998709229434e-05,15.232472324723247,0.0,638.1449897115618
2,144,8,8,72,1,1,1,1,0,0,0,1,327,1.894400160773493e-05,25.78604651162791,0.0,187.29728140179571
2,144,8,8,36,1,1,1,1,0,0,0,1,327,1.86560028974955e-05,19.317991631799163,0.0,126.71010038904666
2,144,8,8,18,1,1,1,1,0,0,0,1,327,1.8976003543287075e-05,11.098557692307692,0.0,62.286666278481256
2,18,16,16,144,3,3,2,2,1,1,0,1,327,2.153600128551403e-05,45.18357082984074,0.0,320.380367205913
2,36,16,16,144,3,3,2,2,1,1,0,1,327,3.763199871476168e-05,47.57990040742418,0.0,357.4966108489675
2,36,32,32,36,3,3,2,2,1,1,0,1,327,3.696000289132504e-05,59.07908611599297,0.0,582.0951925588093
2,18,32,32,18,3,3,2,2,1,1,0,1,327,4.982399710843707e-05,17.27338337182448,0.0,57.64451201595083
2,1024,16,16,128,1,1,1,1,0,0,0,1,316,9.724799678765712e-05,50.79099491648511,0.0,1380.8332144178773
2,1024,12,12,256,1,1,1,1,0,0,0,1,310,9.731200353444365e-05,67.12301655007678,0.0,1552.4155963609273
2,192,24,18,48,1,1,1,1,0,0,0,1,308,2.4543999678037428e-05,29.433681600850008,0.0,866.8161782546597
2,96,48,36,192,3,3,2,2,1,1,0,1,308,9.16799987140793e-05,142.48006612831438,0.0,3128.4942847185375
2,48,96,72,96,3,3,2,2,1,1,0,1,308,0.0001053120035386,134.0950329788666,0.0,3632.4228496876754
4,36,64,64,18,1,1,1,1,0,0,0,1,300,1.3792001301773332e-05,17.71631053366262,0.0,3062.496230664449
1,256,12,9,256,3,3,1,1,1,1,6,2,294,8.35199994278394e-05,21.457480299937036,0.0,1723.5371765581904
2,192,16,12,96,1,1,1,1,0,0,0,1,294,2.41279980718256e-05,36.27085377821393,0.0,588.2228586785585
2,48,32,24,192,3,3,2,2,1,1,0,1,294,4.300800385855341e-05,98.214074512123,0.0,1482.8570098194994
2,192,16,16,48,1,1,1,1,0,0,0,1,287,2.512000257197638e-05,27.84732824427481,0.0,501.89039447252225
2,128,16,16,32,1,1,1,1,0,0,0,1,287,1.948799999992664e-05,13.962648556876061,0.0,216.06568144580513
2,64,32,32,128,3,3,2,2,1,1,0,1,287,5.692800289265639e-05,89.77128953771289,0.0,1327.3433839314869
2,96,32,32,192,3,3,2,2,1,1,0,1,287,7.95839964597184e-05,115.4470526864893,0.0,2135.7009393971493
2,48,64,64,96,3,3,2,2,1,1,0,1,287,4.960000128815948e-05,96.55813953488372,0.0,3428.7482980488985
2,32,64,64,64,3,3,2,2,1,1,0,1,287,3.494399613779141e-05,66.06820977300683,0.0,2164.2786274867076
8,72,14,14,72,3,3,1,1,1,1,6,2,280,3.123200390237325e-05,106.9457611668186,0.0,3846.5405029893454
2,128,32,32,32,1,1,1,1,0,0,0,1,273,1.8911999033364586e-05,15.495054168629299,0.0,890.585493912409
2,64,48,36,32,1,1,1,1,0,0,0,1,272,1.2703995781332773e-05,15.590432228283676,0.0,1122.98274067148
2,32,96,72,32,3,3,2,2,1,1,0,1,272,3.286399710225718e-05,34.89870493524676,0.0,1941.6866366391343
4,128,1,1,512,1,1,1,1,0,0,0,1,270,4.377599775137951e-05,26.788720882713527,0.0,191.67252446543233
2,1024,16,12,128,1,1,1,1,0,0,0,1,270,9.763200064237972e-05,47.524522831601836,0.0,1031.5516156316799
1,384,8,6,384,3,3,1,1,1,1,6,2,264,0.0001210559964053,6.513951548888197,0.0,1370.9500803607775
2,192,24,18,96,1,1,1,1,0,0,0,1,264,2.495999903299511e-05,42.04955334569358,0.0,1279.3846649507702
2,48,48,36,192,3,3,2,2,1,1,0,1,264,4.934399838904104e-05,141.011320754717,0.0,2908.0156591418186
4,192,14,14,192,1,1,1,1,0,0,0,1,260,2.486399806030631e-05,76.61293532338308,0.0,2378.2550117875744
2,1024,16,12,2048,1,1,2,2,0,0,0,1,257,0.0001207999974255,40.35160777475768,0.0,3334.849342595775
2,40,32,32,80,1,1,1,1,0,0,0,1,256,1.0400003912356938e-05,43.81086803105152,0.0,1528.1225020614736
2,40,32,32,40,1,1,1,1,0,0,0,1,256,1.0240000972761614e-05,29.6764917325665,0.0,1031.9999019638778
2,512,1,1,512,1,1,1,1,0,0,0,1,250,5.90719996788346e-05,15.608478209097404,0.0,284.0303374055511
4,2048,3,3,512,1,1,1,1,0,0,0,1,250,0.0001904960038525,29.7526100771675,0.0,704.6665404274743
4,72,32,32,18,1,1,1,1,0,0,0,1,250,1.4527999675887102e-05,15.69632064468243,0.0,1304.2467251323778
4,72,32,32,36,1,1,1,1,0,0,0,1,250,1.532800162110001e-05,31.246860158311346,0.0,2472.3504692114193
2,48,128,256,48,3,3,2,2,1,1,1,4,250,0.0003471680118868,67.40855814471449,0.0,2678.1247124322144
2,2048,12,9,512,1,1,1,1,0,0,0,1,249,0.0002000959990366,78.4979899067659,0.0,2348.2360580036116
1,384,16,16,384,3,3,1,1,1,1,6,2,249,0.0001203840000816,12.542689617166205,0.0,2686.1626776050734
2,256,32,24,256,3,3,2,2,1,1,0,1,248,0.0002041919964672,114.5723256190322,0.0,2218.907419678323
1,96,48,36,48,1,1,1,1,0,0,0,1,248,1.6095997731560024e-05,30.257267441860463,0.0,1324.3421349522018
1,48,96,72,48,3,3,2,2,1,1,0,1,248,4.633600160984549e-05,66.76890080428954,0.0,2063.9336299504866
2,512,2,2,512,3,3,1,1,1,1,6,2,247,0.0001526399944514,21.70362381571884,0.0,3763.2538055607315
2,512,16,12,512,3,3,2,2,1,1,0,1,247,0.0004136959983958,44.21451860735299,0.0,1095.0891131573474
2,128,64,48,128,3,3,2,2,1,1,0,1,247,0.0001204160032175,120.5926632378487,0.0,3763.4652196639204
2,192,16,16,96,1,1,1,1,0,0,0,1,246,2.383999581768634e-05,38.67120062777923,0.0,793.7719513340301
2,128,16,16,64,1,1,1,1,0,0,0,1,246,1.7951999677718377e-05,26.55044390637611,0.0,469.1051777620309
2,48,32,32,192,3,3,2,2,1,1,0,1,246,4.307199710640412e-05,113.77290631957527,0.0,1974.2051846339148
2,32,32,32,128,3,3,2,2,1,1,0,1,246,3.129599838982394e-05,87.53303703703703,0.0,1208.278180775198
1,1024,1,1,64,1,1,1,1,0,0,0,1,245,9.574399807352458e-05,14.53793256433008,0.0,43.808155961682566
1,64,1,1,1024,1,1,1,1,0,0,0,1,245,1.9647998388941405e-05,28.797891036906854,0.0,426.9967776830633
2,2048,3,3,512,1,1,1,1,0,0,0,1,245,0.0001911999964699,15.379381140929755,0.0,351.0359897447288
2,192,32,32,48,1,1,1,1,0,0,0,1,245,2.5791999999981036e-05,30.89343683839097,0.0,1955.2555831279885
1,512,32,32,128,1,1,1,1,0,0,0,1,243,5.836799807173186e-05,56.37555054248577,0.0,2301.754462006575
2,256,7,10,256,3,3,1,1,1,1,6,2,241,7.913600133238002e-05,21.358858944409626,0.0,1819.0181658963875
2,64,80,80,32,1,1,1,1,0,0,0,1,240,1.6607998693737902e-05,15.976468766932426,0.0,3181.50314040685
2,128,24,18,32,1,1,1,1,0,0,0,1,238,1.977600289429184e-05,14.75205952697316,0.0,359.3009182887481
2,64,48,36,128,3,3,2,2,1,1,0,1,238,5.929599871450597e-05,106.02298850574712,0.0,2150.4414929232953
2,32,96,72,64,3,3,2,2,1,1,0,1,238,3.676799903262772e-05,68.37580578795776,0.0,3471.03925581449
2,2048,6,6,512,1,1,1,1,0,0,0,1,235,0.0001836800012849,41.88593641833963,0.0,1096.273163062928
2,256,16,12,256,1,1,1,1,0,0,0,1,235,2.9823999033296298e-05,74.36466591166477,0.0,1690.9185097444067
2,128,32,32,64,1,1,1,1,0,0,0,1,234,2.0832000646627195e-05,30.49808784331904,0.0,1617.0076302994862
4,256,1,1,128,1,1,1,1,0,0,0,1,230,2.9280001285198477e-05,13.312753858651503,0.0,71.64152691005528
4,2048,2,2,512,1,1,1,1,0,0,0,1,230,0.0001838400019251,15.436646255299104,0.0,365.08406928403315
4,2048,6,6,512,1,1,1,1,0,0,0,1,230,0.0001806080006417,62.193505538556416,0.0,1858.2678885074274
2,512,16,16,512,3,3,2,2,1,1,0,1,230,0.0004108479967876,57.48415231320194,0.0,1470.240372894599
2,256,32,32,256,3,3,2,2,1,1,0,1,230,0.0002322559999993,134.83461417592778,0.0,2601.055938282846
1,384,8,8,384,3,3,1,1,1,1,6,2,227,0.0001183999981201,11.147684186090501,0.0,1401.7038060393834
2,256,8,6,32,1,1,1,1,0,0,0,1,222,3.06239977527304e-05,10.268557130942453,0.0,51.46081882335207
2,128,16,12,256,3,3,2,2,1,1,0,1,222,0.000107712001926,40.505216913783634,0.0,525.9179941611143
1,1024,24,18,128,1,1,1,1,0,0,0,1,220,0.0001054400035323,50.731513208798496,0.0,1114.3380506811807
2,40,32,24,80,1,1,1,1,0,0,0,1,220,1.0623998700221371e-05,42.42369020501139,0.0,1121.9278481040888
2,40,32,24,40,1,1,1,1,0,0,0,1,220,1.0848000649029375e-05,28.867132867132867,0.0,730.6194253140238
2,40,48,36,40,1,1,1,1,0,0,0,1,220,1.1456000325915444e-05,30.653465346534652,0.0,1556.648000407156
2,40,48,36,80,1,1,1,1,0,0,0,1,220,1.2191999015151697e-05,45.59738846572361,0.0,2199.685217056779
1,192,24,18,48,1,1,1,1,0,0,0,1,217,2.5056003861021426e-05,28.2088379705401,0.0,440.24514288809354
1,96,48,36,192,3,3,2,2,1,1,0,1,217,8.422400000026441e-05,110.21286283437678,0.0,1765.7507598728762
1,48,96,72,96,3,3,2,2,1,1,0,1,217,4.947200418727363e-05,94.69042993496072,0.0,2900.4913457076545
2,256,1,1,1024,1,1,1,1,0,0,0,1,215,3.148800257326018e-05,15.639226914817465,0.0,532.8780052326679
2,512,1,1,256,1,1,1,1,0,0,0,1,215,5.430400256939833e-05,15.231234022774808,0.0,154.48437689798357
2,192,32,32,96,1,1,1,1,0,0,0,1,210,2.704000323413643e-05,45.356649792913025,0.0,2799.33694329003
2,128,40,40,32,1,1,1,1,0,0,0,1,210,1.967999805857505e-05,15.692260723553655,0.0,1337.2359042755663
2,64,80,80,128,3,3,2,2,1,1,1,4,210,0.0004322880028836,102.64070066975786,0.0,1179.8096005392263
2,18,128,256,18,3,3,2,2,1,1,0,1,210,0.0001098240032205,20.06259619798558,0.0,865.9418452363262
2,384,4,4,384,3,3,1,1,1,1,6,2,209,0.0001156799987141,21.79303681722508,0.0,2795.3925621939434
2,2048,2,2,512,1,1,1,1,0,0,0,1,205,0.0002010879967896,15.672864231482036,0.0,333.7492096568093
2,512,1,1,32,1,1,1,1,0,0,0,1,204,5.008000320912824e-05,11.394297635605007,0.0,20.939295782809793
2,32,1,1,512,1,1,1,1,0,0,0,1,204,1.6351999357206224e-05,18.213333333333335,0.0,128.31311658995062
2,128,24,18,64,1,1,1,1,0,0,0,1,204,1.8880002261188187e-05,28.56290198096218,0.0,752.7049945970529
2,32,48,36,128,3,3,2,2,1,1,0,1,204,3.324800386442808e-05,104.22914488814551,0.0,1919.2606046425476
1,512,8,8,2048,1,1,1,1,0,0,0,1,201,6.691200064380212e-05,30.900579974681307,0.0,2007.84311793619
32,512,4,4,512,4,4,1,1,0,0,2,2,200,0.000703295999042,14.201805291277585,0.0,381.7053422252845
32,3,8,8,512,3,3,1,1,1,1,0,1,200,1.9967997061647283e-05,661.4658385093168,0.0,3413.333835615923
32,512,8,8,512,4,4,2,2,1,1,0,1,200,0.0022723200009632,204.319907449691,0.0,1890.2396837502295
2,96,64,128,192,3,3,2,2,1,1,1,4,200,0.0007150079990547,198.56018333172273,0.0,2574.848553350458
2,40,16,16,160,1,1,1,1,0,0,0,1,196,1.0175998056922755e-05,51.124260355029584,0.0,652.0755962100287
2,256,64,48,17,1,1,1,1,0,0,0,1,195,3.5200001289091726e-05,15.915896730889756,0.0,2862.7198951616892
1,512,48,36,128,1,1,1,1,0,0,0,1,193,6.326399742258186e-05,59.29496836396505,0.0,3583.6116786239527
2,64,128,128,64,3,3,2,2,1,1,1,4,191,0.0004070079961599,62.44747901843312,0.0,1537.4089303006426
2,3,256,256,64,3,3,2,2,1,1,1,4,191,7.811200132960212e-05,136.6831472277803,0.0,3470.105635320312
1,192,24,18,96,1,1,1,1,0,0,0,1,186,2.5087998394123355e-05,38.680622009569376,0.0,659.9388177527238
1,48,48,36,192,3,3,2,2,1,1,0,1,186,4.527999645620068e-05,108.44328358208955,0.0,1643.1266303646432
2,128,40,40,64,1,1,1,1,0,0,0,1,180,2.195200064943745e-05,31.066787549108493,0.0,2397.6675675503325
2,36,64,128,18,1,1,1,1,0,0,0,1,180,1.4592002304235164e-05,17.70965491332582,0.0,2894.596034139942
2,32,80,80,128,3,3,2,2,1,1,0,1,180,7.776000193008752e-05,129.92752093448738,0.0,3039.341488346257
2,64,300,25,16,1,1,1,1,0,0,0,1,180,1.8144002930870595e-05,15.960903101930016,0.0,3401.2763465222206
