N,C_in,H,W,C_out,kernel_R,kernel_S,strideU,strideV,pad_h,pad_w,algoMin,kernel_nums,count,time,ai,tc_perf,perf
9,3,160,160,64,3,3,1,1,1,1,1,1,165,0.0001522880003221,22.916111973117637,0.0,6293.759179796046
4,96,60,60,192,3,3,2,2,1,1,0,1,160,0.0001708479974243,193.10748702742774,0.0,7026.08888659567
32,256,75,17,768,1,1,1,1,0,0,4,13,160,0.0869209920066901,6.152579788694993,0.0,6485.008842105883
32,256,75,17,256,9,1,1,1,4,0,4,11,160,0.0301981439865046,5.862131426112985,0.0,6335.627271050228
2,64,105,105,256,1,1,1,1,0,0,1,1,160,9.916799709418448e-05,74.20030479465437,0.0,7352.797892121192
4,128,120,120,128,3,3,2,2,1,1,0,1,160,0.0005718719990349,141.07986109635272,0.0,7429.242920041481
1,48,160,160,48,3,3,2,2,1,1,0,1,160,5.295999612274972e-05,70.54864368753825,0.0,6688.097166378901
4,96,32,32,384,3,3,2,2,1,1,0,1,150,9.87520006444959e-05,232.64368621610967,0.0,6884.624712035074
4,48,32,32,384,3,3,2,2,1,1,0,1,150,5.30880006455133e-05,231.00756324437103,0.0,6406.943864229816
4,96,64,64,96,3,3,2,2,1,1,0,1,150,9.92639996780468e-05,102.2915358690419,0.0,6849.114142137071
1,192,64,64,64,3,3,1,1,1,1,6,2,150,6.272000454636571e-05,95.47990845090825,0.0,6725.877063483788
1,256,64,64,64,3,3,1,1,1,1,6,2,150,7.948799711663685e-05,95.57682839153831,0.0,7064.528436614344
1,128,64,64,64,3,3,1,1,1,1,6,2,150,4.604799807067385e-05,95.3700514861766,0.0,6127.277532607643
1,64,128,128,256,1,1,1,1,0,0,1,1,150,7.049600064628242e-05,126.35853286700744,0.0,7675.119312297227
2,256,32,24,512,1,1,1,1,0,0,1,2,145,5.1839998062946846e-05,188.9498231520892,0.0,7782.400290797125
1,256,32,32,256,3,3,1,1,1,1,6,2,141,8.163199448343723e-05,73.82744244453747,0.0,6913.90717048465
4,48,60,60,192,3,3,2,2,1,1,0,1,140,8.940799999979489e-05,192.52096840377513,0.0,6716.873299943827
1,48,160,160,96,3,3,2,2,1,1,0,1,140,0.000109440003867,138.52623147777334,0.0,6472.982227421214
2,1024,32,60,256,1,1,1,1,0,0,1,2,125,0.0002811199967523,119.75161329599416,0.0,7165.0860247227165
4,64,32,32,216,3,3,1,1,1,1,6,2,125,6.691199578521626e-05,198.8937908496732,0.0,7451.241024111812
2,64,128,96,64,3,3,2,2,1,1,0,1,123,6.940800387129503e-05,70.16671949286847,0.0,6532.071558212653
2,512,53,53,128,1,1,1,1,0,0,1,2,120,9.884800710669716e-05,62.63533879455325,0.0,7475.2807833789575
4,128,64,128,128,3,1,1,1,1,0,1,4,120,0.0004899199961589,159.467601587171,0.0,6583.564258017898
4,128,64,128,128,1,3,1,1,0,1,1,4,120,0.0005408640003384,121.18902697087454,0.0,5963.458048570371
4,18,120,120,36,3,3,2,2,1,1,0,1,120,4.870400129416846e-05,73.97881304188546,0.0,6368.593786094916
2,256,20,16,1024,1,1,1,1,0,0,1,2,115,5.417599741469696e-05,194.08556861006429,0.0,6205.694330397231
1,256,32,32,1024,1,1,1,1,0,0,1,1,115,7.654399612442355e-05,253.60545531349948,0.0,7027.585640101712
9,64,80,80,64,1,1,1,1,0,0,1,1,110,6.259199903011925e-05,30.532042537104914,0.0,7597.546129996065
9,64,160,160,64,3,3,2,2,1,1,1,4,110,0.000740351998651,32.31899681585903,0.0,5906.788392505535
4,64,256,256,64,3,3,2,2,1,1,1,4,110,0.0008007999970514,32.415980950531335,0.0,6136.225397219373
2,256,64,64,18,3,3,1,1,1,1,6,2,109,7.990400712473061e-05,61.51048244506188,0.0,7021.801536488231
16,256,8,8,256,3,3,1,1,1,1,7,4,105,9.574399769000104e-05,35.87477300791748,0.0,6602.780907967256
2,512,16,16,2048,1,1,1,1,0,0,1,2,105,0.0001524480013002,203.46507063413216,0.0,7050.20984751074
8,26,56,56,26,3,3,1,1,1,1,6,2,105,3.657600065127989e-05,80.95351876050027,0.0,6070.593067758771
4,128,64,64,64,1,1,1,1,0,0,1,1,105,4.374399675944732e-05,31.916560548177795,0.0,6160.480339323361
4,512,8,8,512,3,3,1,1,1,1,6,2,104,0.0001535040009803,42.02049647005238,0.0,7385.095637640653
2,256,13,21,256,3,3,1,1,1,1,6,2,103,8.044799710257622e-05,78.88055242490921,0.0,7015.6629416187925
4,256,16,16,256,3,3,1,1,1,1,6,2,102,8.22080051777606e-05,73.82991477320296,0.0,6865.463172103388
2,512,26,26,256,1,1,1,1,0,0,0,1,100,6.118399838470182e-05,108.87571406515362,0.0,5901.154967509887
2,192,32,64,384,3,3,2,2,1,1,0,1,100,0.0001893119964588,233.4660569820612,0.0,7180.462608960099
2,1024,24,18,2048,1,1,2,2,0,0,1,2,97,0.0001537600009547,92.80587441665008,0.0,6986.109425925868
2,512,48,36,1024,1,1,2,2,0,0,1,2,97,0.0001511680045656,137.0979865270858,0.0,6220.951547930936
1,1024,38,50,256,1,1,1,1,0,0,1,2,93,0.0001528960054985,113.52070408310489,0.0,6586.956648843781
2,2048,16,32,512,1,1,1,1,0,0,1,2,90,0.0002817279989784,170.22003124175848,0.0,7624.403480623476
2,512,46,62,128,1,5,1,1,0,2,5,10,90,0.0004248959980701,36.51794454930172,0.0,6306.520890220089
2,512,46,62,128,5,1,1,1,2,0,5,7,90,0.0002874239999695,33.71729762489919,0.0,6292.964596526162
1,1024,50,38,256,1,1,1,1,0,0,1,1,88,0.0001496639983892,113.75540358841644,0.0,6729.20255264726
1,256,128,128,64,1,1,1,1,0,0,1,1,88,7.702400096828001e-05,31.895081967213116,0.0,6983.790522924481
2,512,16,16,512,3,3,1,1,1,1,6,2,85,0.0001591999977233,41.24306024466683,0.0,7120.865227462775
2,256,16,12,17,3,3,1,1,1,1,7,4,85,8.672000166522348e-05,70.54264435829423,0.0,7144.225693072735
2,1024,32,64,512,1,1,1,1,0,0,4,1,85,0.0005593920016048,223.6593159136031,0.0,7681.669447672575
8,256,5,5,256,3,3,1,1,1,1,6,2,80,7.939200328442857e-05,82.98848151772943,0.0,7108.97834354933
2,2048,26,26,512,1,1,1,1,0,0,0,1,80,0.0003756480032152,188.74699299411571,0.0,7683.718138510813
2,256,26,26,256,3,3,1,1,1,1,6,2,80,0.0001479679989375,140.9644420920945,0.0,7602.934310649043
4,192,30,30,384,3,3,2,2,1,1,0,1,80,0.0001884159990352,226.35599040406416,0.0,6538.182098696704
4,256,60,60,59,1,1,1,1,0,0,1,1,80,6.873600064647484e-05,31.878576916104862,0.0,6877.1647397882625
4,256,60,60,60,1,1,1,1,0,0,1,1,80,6.796800323027068e-05,31.877346683354194,0.0,6955.084415212965
32,32,64,48,32,3,3,2,2,1,1,0,1,80,6.668800355555869e-05,35.893082779847724,0.0,6804.391191917403
4,512,64,64,1,1,1,1,1,0,0,0,1,80,8.214400418950429e-05,15.98822924012274,0.0,6535.927987652192
2,256,97,97,512,1,1,1,1,0,0,4,12,80,0.0516868800055126,6.870759347995775,0.0,7028.133581467033
2,256,105,105,64,1,1,1,1,0,0,1,1,80,0.0001003199996772,29.465500915674685,0.0,7226.162702677486
32,64,300,17,128,1,1,2,1,0,0,1,2,80,0.0002042239997406,7.019364200202317,0.0,6597.555633575906
8,256,14,14,256,3,3,1,1,1,1,6,2,77,0.0001480640012891,137.02611434184064,0.0,7598.004688549629
2,256,32,32,512,1,1,1,1,0,0,1,2,76,8.678400289558617e-05,202.2278042442616,0.0,6198.37147460455
2,512,16,30,2048,1,1,1,1,0,0,0,1,75,0.0002939519987117,290.6674051509277,0.0,6855.649932070997
2,48,32,64,384,3,3,2,2,1,1,0,1,75,5.2831996119436654e-05,231.02764736567553,0.0,6437.989570393443
2,96,32,64,384,3,3,2,2,1,1,0,1,75,9.811199774561968e-05,232.64368621610967,0.0,6929.534405799555
2,128,46,62,256,1,1,1,1,0,0,1,1,75,5.679999643733792e-05,122.58583503351792,0.0,6634.6911203725795
48,128,56,56,128,3,3,2,2,1,1,1,4,75,0.0015493759976811,89.76228391305649,0.0,7434.07758558212
2,96,64,128,96,3,3,2,2,1,1,0,1,75,9.833600096668626e-05,102.30335715248754,0.0,6913.749362558712
4,384,64,64,64,1,1,1,1,0,0,1,1,75,0.0001088320025804,31.406219776056155,0.0,7409.171244499546
2,256,64,64,256,3,3,1,1,2,2,4,11,75,0.0256905599958422,6.876746174463529,0.0,7076.113928128506
1,3,256,256,64,7,7,2,2,3,3,0,1,72,5.075200388212485e-05,377.82549523665506,0.0,6301.537979520863
16,256,4,4,256,3,3,1,1,1,1,7,4,70,9.21920006805394e-05,47.330939061612376,0.0,6825.052361975908
8,208,7,7,208,3,3,1,1,1,1,6,2,70,6.633599542695391e-05,81.85008606749778,0.0,6055.564334484666
1,48,128,128,96,3,3,2,2,1,1,0,1,70,5.340799612411058e-05,102.02257544344621,0.0,6368.556483744396
1,32,160,160,64,3,3,2,2,1,1,0,1,70,3.993599708731912e-05,70.050838455118,0.0,5917.94914956674
1,32,192,224,32,3,3,1,1,1,1,6,2,70,5.513599643694092e-05,67.34292120580707,0.0,6902.825750783081
1,256,26,34,1024,1,1,1,1,0,0,1,1,69,6.790400290820679e-05,238.18422075398368,0.0,6931.362568363636
13,256,14,14,256,3,3,1,1,1,1,7,4,68,0.0001610879981099,37.41606685630271,0.0,7744.813757936484
1,512,48,36,256,1,1,1,1,0,0,1,1,68,6.230399741825036e-05,110.98092045490147,0.0,7277.658236856247
1,256,64,64,512,1,1,2,2,0,0,1,2,67,4.591999578683848e-05,101.51937385254614,0.0,5857.137819622555
4,256,16,16,512,3,3,1,1,1,1,6,2,66,0.0001519679993698,79.49777337059408,0.0,7427.827362872557
1,256,64,64,128,1,1,1,1,0,0,1,1,66,4.556799676405191e-05,61.84688741721855,0.0,5902.382441621383
1,256,24,40,256,3,3,1,1,1,1,6,2,65,8.198399931318449e-05,83.69862551078991,0.0,7738.954007065203
1,256,24,40,256,3,3,1,1,1,1,6,2,65,8.144000518358493e-05,83.6972122317343,0.0,7790.647834191003
4,256,32,32,128,3,3,1,1,1,1,6,2,61,0.0001468480019265,149.46670527911692,0.0,7647.9789800757835
16,256,8,8,1024,1,1,1,1,0,0,1,1,60,7.507200129200943e-05,253.80456576881267,0.0,7165.380950850654
2,1024,12,9,2048,1,1,1,1,0,0,1,2,60,0.0001467839967582,101.02195564848952,0.0,6403.739404564818
1,256,24,40,1024,1,1,1,1,0,0,1,2,60,6.486400323726864e-05,244.80178948676524,0.0,7774.720874925072
4,96,30,30,384,3,3,2,2,1,1,0,1,60,9.763199871189872e-05,225.52836995736308,0.0,6310.654950515842
4,256,32,32,150,1,1,1,1,0,0,0,1,60,5.584000129322376e-05,76.91884134376006,0.0,6020.0342445334645
4,320,32,32,320,2,2,2,2,0,0,0,1,60,0.0001368319974266,121.55894241109505,0.0,6132.984212630244
2,256,53,53,128,1,1,1,1,0,0,0,1,60,5.769599611845866e-05,62.615447964977676,0.0,6409.766376867948
4,96,60,60,96,3,3,2,2,1,1,0,1,60,9.868799935630134e-05,101.9998694829349,0.0,6081.758794532466
4,512,60,60,59,1,1,1,1,0,0,1,1,60,0.0001280960028992,30.68628368263473,0.0,7373.906902803907
4,512,60,60,60,1,1,1,1,0,0,1,1,60,0.0001282240032233,30.687006711632666,0.0,7366.658162707846
2,512,64,128,1,1,1,1,1,0,0,0,1,60,8.313600064366088e-05,15.988046411636452,0.0,6457.939903811547
2,384,64,128,64,1,1,1,1,0,0,1,2,60,0.0001056959916001,31.663205299610972,0.0,7629.0021200693955
2,160,64,128,960,1,1,1,1,0,0,4,12,60,0.0609084479945872,6.865092822448175,0.0,7003.012837199625
2,256,75,25,256,1,1,1,1,0,0,1,1,60,6.80000000000349e-05,120.22853241473481,0.0,7292.46870587861
1,64,96,112,32,3,3,1,1,1,1,6,2,60,3.0464006509341184e-05,62.245883457042915,0.0,6130.956673171982
2,64,104,104,128,1,1,1,1,0,0,1,1,60,5.100800387799588e-05,63.85793725256871,0.0,7002.579141390113
2,128,150,25,128,1,1,1,1,0,0,1,1,60,4.163200162033328e-05,62.96820018245797,0.0,5941.952113087462
2,64,184,248,96,1,1,2,2,0,0,1,2,60,6.022399384836947e-05,30.72418114973262,0.0,6252.191924501441
4,16,256,512,16,1,3,1,1,0,1,1,4,60,0.00021420800128,29.527055902455682,0.0,7646.192962974646
25,256,8,8,256,3,3,1,1,1,1,7,4,56,9.87519928375996e-05,28.499388688219828,0.0,6616.845586848848
4,512,32,32,512,3,3,2,2,1,1,1,1,55,0.0006929280019257,270.7111244962641,0.0,6973.830589282717
9,32,160,160,3,1,1,1,1,0,0,1,2,55,6.236800034972232e-05,15.945233878978966,0.0,7576.808577318832
2,64,256,512,64,3,3,2,2,1,1,1,4,55,0.0008080320061512,32.83663812237952,0.0,6057.946807473415
2,256,100,152,3,1,1,1,1,0,0,0,1,51,6.934399742145592e-05,15.988466436611617,0.0,7183.96427267202
2,256,100,152,12,1,1,1,1,0,0,0,1,51,6.972800096737509e-05,15.990809714271634,0.0,7148.324820515269
4,1024,8,8,1024,3,3,1,1,1,1,6,2,50,0.0005921920074057,22.969185987634926,0.0,7647.961862641658
4,512,8,8,1024,3,3,1,1,1,1,6,2,50,0.0003006080041886,27.751251404157717,0.0,7542.325634740975
8,1024,16,12,256,1,1,1,1,0,0,0,1,50,0.0001111359967791,109.43389140979502,0.0,7249.672539505384
2,2048,16,30,512,1,1,1,1,0,0,1,2,50,0.0002803520022442,166.50417517753766,0.0,7182.960791718981
4,1024,16,16,512,1,1,1,1,0,0,1,2,50,0.0001468800009769,169.90655113774395,0.0,7313.90321932903
2,512,16,30,512,3,3,1,1,1,1,6,2,50,0.0002900480009396,76.85277981619318,0.0,7764.504829216099
8,256,16,12,256,3,3,1,1,1,1,6,2,50,0.0001486719938204,137.6980635457793,0.0,7566.932729502646
4,512,32,32,256,1,1,1,1,0,0,1,1,50,0.0001426240000002,120.28593121033707,0.0,7535.831276632915
2,128,64,48,256,1,1,1,1,0,0,1,1,50,5.644799967620192e-05,122.47492728330424,0.0,7161.0340546827
2,128,64,48,256,1,1,1,1,0,0,1,1,50,5.638399740838585e-05,122.50343302688235,0.0,7169.162645071357
2,256,14,14,1024,1,1,1,1,0,0,1,1,48,3.660799676302102e-05,148.40232982700167,0.0,5968.783744559318
1,1024,32,44,256,1,1,1,1,0,0,0,1,46,0.0001104639958164,107.91067888535628,0.0,6685.960855766456
1,1024,38,52,256,1,1,1,1,0,0,1,2,46,0.0001524159983931,113.33169779760246,0.0,6827.9790768152925
1,1024,38,52,256,1,1,1,1,0,0,1,2,46,0.0001522560035338,113.3174817767495,0.0,6835.1541078573755
1,1024,38,58,256,1,1,1,1,0,0,1,2,46,0.0001536959990351,116.13967964776437,0.0,7644.762071728808
2,1024,16,12,1024,1,1,1,1,0,0,0,1,45,0.0001113280022539,139.15479506565856,0.0,7237.169155002734
1,256,32,32,512,4,4,1,1,1,1,1,1,45,0.0006185280016071,439.914749661705,0.0,6727.652732274026
1,256,32,32,512,4,4,1,1,1,1,1,1,45,0.0006192639993585,439.914749661705,0.0,6719.656889970449
2,47,46,46,128,11,11,1,1,5,5,5,28,45,0.0008160639877361,23.62661116914932,0.0,7609.006662854993
4,64,128,128,2,1,1,1,1,0,0,1,2,45,3.692800063615096e-05,15.984884961145818,0.0,7272.70698043383
2,128,200,304,128,3,3,2,2,1,1,1,4,45,0.0014052480044764,112.7709718997284,0.0,6463.2450493207825
2,2048,25,25,512,1,1,1,1,0,0,1,2,44,0.0003497920028768,185.55410091288655,0.0,7675.97468757935
2,256,50,76,18,3,3,1,1,1,1,6,2,42,7.916799738439968e-05,72.06241262683201,0.0,7750.933158262724
1,64,192,144,64,3,3,2,2,1,1,1,1,42,7.02719967764155e-05,70.37366441198806,0.0,7258.229841153194
1,512,32,32,512,3,3,1,1,1,1,6,2,41,0.0002887679931939,77.54922425952046,0.0,7798.922169631829
2,256,64,64,32,3,3,1,1,1,1,6,2,41,7.923200063324927e-05,60.65339218752162,0.0,7081.356970867022
2,256,64,64,48,3,3,1,1,1,1,6,2,41,0.0001454719970352,113.08686566394056,0.0,7713.788102657824
16,128,16,16,512,1,1,1,1,0,0,1,2,40,7.651200033711649e-05,214.83102040816325,0.0,7044.229161769059
2,1024,26,26,512,1,1,1,1,0,0,1,1,40,0.0001927359967815,188.51612256155659,0.0,7489.689648563663
2,1024,32,32,512,1,1,1,1,0,0,1,2,40,0.0002816640051994,204.09776026847595,0.0,7627.99713253732
